"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"4633splitHere46","13761836splitHere46","import java.text.DateFormat;<newline46mondego>import java.text.ParseException;<newline46mondego>import java.text.SimpleDateFormat;<newline46mondego>import java.util.Calendar;<newline46mondego>import java.util.Date;<newline46mondego><newline46mondego><newline46mondego>public class SimpleDateFormatClass <newline46mondego>{<newline46mondego>    public static void main(String args[]) throws Exception<newline46mondego>    {<newline46mondego>         DateFormat formatter = new SimpleDateFormat(<doubleQuotes46>yyyy-mm-dd<doubleQuotes46>);<newline46mondego>            String str_date =<doubleQuotes46>2012-12-01<doubleQuotes46>;<newline46mondego>            String end_date =<doubleQuotes46>2012-12-10<doubleQuotes46>;<newline46mondego>            Date startDate = (Date) formatter.parse(str_date);<newline46mondego>            Date endDate = (Date) formatter.parse(end_date);<newline46mondego>            Calendar cal = Calendar.getInstance();<newline46mondego>            Calendar cal1 = Calendar.getInstance();<newline46mondego>            cal.setTime(startDate);<newline46mondego>            cal1.setTime(endDate);<newline46mondego>    while (!cal.equals(cal1))<newline46mondego>    {       <newline46mondego>                cal.add(Calendar.DATE, 1);      <newline46mondego><newline46mondego>         String days=<doubleQuotes46>Fri,mon,tue<doubleQuotes46>;<newline46mondego>          for (String retval: days.split(<doubleQuotes46>,<doubleQuotes46>))<newline46mondego>            {<newline46mondego>        SimpleDateFormat sdf= new SimpleDateFormat(<doubleQuotes46>EEEE<doubleQuotes46>);<newline46mondego>        Date date1= sdf.parse(retval);<newline46mondego><newline46mondego>              if(date1.getDay()==cal.get(Calendar.DAY_OF_WEEK))<newline46mondego>                  {<newline46mondego>                       System.out.println(cal.getTime());<newline46mondego>                  }<newline46mondego>           // System.out.println(date1);<newline46mondego>           }<newline46mondego>    }//While<newline46mondego>    }//Main<newline46mondego>}<newline46mondego>"
"4634splitHere46","13761868splitHere46","<LinearLayout ... ><newline46mondego>    <include layout=<doubleQuotes46>@layout/header<doubleQuotes46> /><newline46mondego>    <include layout=<doubleQuotes46>@layout/content<doubleQuotes46> /><newline46mondego>    <include layout=<doubleQuotes46>@layout/footer<doubleQuotes46> /><newline46mondego></LinearLayout><newline46mondego>"
"4635splitHere46","13762004splitHere46","class QueryTask implements Runnable {<newline46mondego>    private final List queryList;<newline46mondego>    public QueryTask(List queryList) {<newline46mondego>        this.queryList = queryList;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        try { //writing the updated data in DB<newline46mondego>            aggregationDAO.updateCaseDetailsInOracle(queryList);<newline46mondego>        } catch (Exception e) {<newline46mondego>            throw new RuntimeException();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4636splitHere46","13762004splitHere46","final ExecutorService threadPool = Executors.newCachedThreadPool();<newline46mondego>threadPool.submit(new QueryTask(queryList.subList(0, 5)));<newline46mondego>threadPool.submit(new QueryTask(queryList.subList(6, 10)));<newline46mondego>"
"4637splitHere46","13762004splitHere46","threadPool.shutdown();<newline46mondego>    try {<newline46mondego>        threadPool.awaitTermination(10, TimeUnit.MINUTES);<newline46mondego>    } catch (InterruptedException e) {               <newline46mondego>        // Current thread was interrupted.<newline46mondego>        final List<Runnable> runnables = threadPool.shutdownNow();<newline46mondego>        System.out.println(<doubleQuotes46>Can't stop tasks: <doubleQuotes46> + runnables.size());<newline46mondego><newline46mondego>        // Restore interrupted status.<newline46mondego>        Thread.currentThread().interrupt();<newline46mondego>    }<newline46mondego>"
"4638splitHere46","13762005splitHere46","NotSerializableException"
"4639splitHere46","13762005splitHere46","Serializable"
"4640splitHere46","13762205splitHere46","index.jsp"
"4641splitHere46","13762205splitHere46","/WEB-INF/jsp/index.jsp"
"4642splitHere46","13762298splitHere46","native2ascii"
"4643splitHere46","13762298splitHere46","// Deal with opening and closing comment characters /*, etc.<newline46mondego>myRisquéParser.handle(<doubleQuotes46>/*<doubleQuotes46>, <doubleQuotes46>*/<doubleQuotes46>);<newline46mondego><newline46mondego>\u002F\u002F Deal with opening and closing comment characters /*, etc.<newline46mondego>myRisqu\u00E9Parser.handle(<doubleQuotes46>/*<doubleQuotes46>, <doubleQuotes46>*/<doubleQuotes46>);<newline46mondego>"
"4644splitHere46","13762298splitHere46","/*, etc."
"4645splitHere46","13762298splitHere46","handle(<doubleQuotes46>/*<doubleQuotes46>, <doubleQuotes46>*/"
"4646splitHere46","13762298splitHere46","\u002F\u002F Deal with opening and closing comment characters <doubleQuotes46>);<newline46mondego>"
"4647splitHere46","13762358splitHere46","IntFunction<Integer> times3 = (Integer triple) -> 3 * triple;<newline46mondego>"
"4648splitHere46","13762358splitHere46","IntFunction times3 = triple -> 3 * (Integer) triple;<newline46mondego>"
"4649splitHere46","13762383splitHere46","Set<Integer> union = new HashSet<Integer>(Arrays.asList(ID1));<newline46mondego>union.addAll(Arrays.asList(ID2);<newline46mondego><newline46mondego>Set<Integer> intersection = new HashSet<Integer>(Arrays.asList(ID1));<newline46mondego>intersection.retainAll(Arrays.asList(ID2);<newline46mondego><newline46mondego>union.removeAll(intersection);<newline46mondego><newline46mondego>// result is left in <doubleQuotes46>union<doubleQuotes46> (which is badly named now)<newline46mondego>"
"4650splitHere46","13762490splitHere46","String[] whereArgs = new String[]{String.valueOf(id)};<newline46mondego>"
"4651splitHere46","13762490splitHere46","String[] whereArgs = { Long.valueOf(id).toString() };<newline46mondego>"
"4652splitHere46","13762610splitHere46","instanceof Collection"
"4653splitHere46","13762610splitHere46","iterator"
"4654splitHere46","13762610splitHere46","if (myObject instanceof Collection){<newline46mondego>      Collection<?> c = (Collection<?>) myObject;<newline46mondego>      for (Object o: c){<newline46mondego>         // do something with every element in the collection<newline46mondego>      }<newline46mondego>  }<newline46mondego>"
"4655splitHere46","13762911splitHere46","while(dealer.getHand().getTotal() <= 15 && <newline46mondego>        dealer.getHand().getTotal() <= getMaximumHandTotal()) {<newline46mondego>   ...<newline46mondego>}<newline46mondego><newline46mondego>private int getMaximumHandTotal() {<newline46mondego>   int max = -1;<newline46mondego>   for(Hand hand : player.getHands()) {<newline46mondego>      if(hand.getTotal() > max) { max = hand.getTotal(); }<newline46mondego>   }<newline46mondego>   return max;<newline46mondego>}<newline46mondego>"
"4656splitHere46","13763029splitHere46","finish();"
"4657splitHere46","13763029splitHere46","startActivity(new Intent(getBaseContext(), HomeActivity.class);<newline46mondego>"
"4658splitHere46","13763029splitHere46","@Override<newline46mondego>public void onBackPressed() <newline46mondego>{<newline46mondego>    super.onBackPressed();<newline46mondego>}<newline46mondego><newline46mondego>ivVoltar.setOnClickListener(new OnClickListener() {<newline46mondego>        @Override<newline46mondego>        public void onClick(View v) {<newline46mondego>            InputMethodManager imm = (InputMethodManager) getSystemService(Context.INPUT_METHOD_SERVICE);<newline46mondego>            imm.hideSoftInputFromWindow(findViewById(android.R.id.content)<newline46mondego>                .getWindowToken(), 0);<newline46mondego><newline46mondego>            onBackPressed();<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"4659splitHere46","13763133splitHere46","A"
"4660splitHere46","13763133splitHere46","B"
"4661splitHere46","13763133splitHere46","B"
"4662splitHere46","13763133splitHere46","A"
"4663splitHere46","13763254splitHere46","import javax.annotation.Resource;<newline46mondego>import javax.ejb.Stateless;<newline46mondego>import javax.ejb.Timeout;<newline46mondego>import javax.ejb.Timer;<newline46mondego>import javax.ejb.TimerConfig;<newline46mondego>import javax.ejb.TimerService;<newline46mondego><newline46mondego>@Stateless<newline46mondego>public class TimerBean {<newline46mondego>    @Resource<newline46mondego>    protected TimerService timerService;<newline46mondego><newline46mondego>    @Timeout<newline46mondego>    public void timeoutHandler(Timer timer) {<newline46mondego>        String name = timer.getInfo().toString();<newline46mondego>        System.out.println(<doubleQuotes46>Timer name=<doubleQuotes46> + name);<newline46mondego>    }<newline46mondego><newline46mondego>    public void startTimer(long initialExpiration, long interval, String name){      <newline46mondego>        TimerConfig config = new TimerConfig();<newline46mondego>        config.setInfo(name);<newline46mondego>        config.setPersistent(false);<newline46mondego>        timerService.createIntervalTimer(initialExpiration, interval, config);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4664splitHere46","13763462splitHere46","public Item get(int id) {<newline46mondego>    BlockingQueue<Item> queue = new ArrayBlockingQueue<Item>(1);<newline46mondego>    for(Worker w : workers) {<newline46mondego>        w.get(id, queue); // Several threads start reading that item from data sources<newline46mondego>    }<newline46mondego>    return queue.take();<newline46mondego>}<newline46mondego>"
"4665splitHere46","13763462splitHere46","queue.offer(foundItem);"
"4666splitHere46","13763492splitHere46","newBuilder"
"4667splitHere46","13763492splitHere46","CacheBuilder"
"4668splitHere46","13763492splitHere46","from"
"4669splitHere46","13763492splitHere46","CacheBuilder"
"4670splitHere46","13763492splitHere46","newBuider"
"4671splitHere46","13763492splitHere46","build"
"4672splitHere46","13763492splitHere46","CacheBuilder"
"4673splitHere46","13763492splitHere46","underTest = CacheBuilder.from(<doubleQuotes46>maximumSize=0<doubleQuotes46>)<newline46mondego>                .recordStats()<newline46mondego>                .removalListener(new RemovalListener<String, Long>() {<newline46mondego>                    @Override<newline46mondego>                    public void onRemoval(RemovalNotification<String, Long> removalNotification) {<newline46mondego>                        LOG.info(String.format(<doubleQuotes46>%s cached value %s for key %s is evicted.<doubleQuotes46>, removalNotification.getCause().name(), removalNotification.getValue(), removalNotification.getKey()));<newline46mondego>                    }<newline46mondego>                })<newline46mondego>                .build(new CacheLoader<String, Long>() {<newline46mondego>                    private final AtomicLong al = new AtomicLong(0);<newline46mondego>                    @Override<newline46mondego>                    public Long load(@NotNull final String key) throws Exception {<newline46mondego>                        LOG.info(String.format(<doubleQuotes46>Cache miss for key '%s'.<doubleQuotes46>, key));<newline46mondego>                        return al.incrementAndGet();<newline46mondego>                    }<newline46mondego>                });<newline46mondego>"
"4674splitHere46","13763523splitHere46","floorSpace"
"4675splitHere46","13763523splitHere46","length * width"
"4676splitHere46","13763523splitHere46","floorSpace = length * width;<newline46mondego><newline46mondego>floorSpace += floorSpace;<newline46mondego>"
"4677splitHere46","13763523splitHere46","floorSpace += length * width<newline46mondego>"
"4678splitHere46","13763584splitHere46","ClassLoader cl = Thread.currentThread().getContextClassLoader();<newline46mondego><newline46mondego>Enumeration<URL> resources = cl.getResources(<doubleQuotes46><doubleQuotes46>);<newline46mondego><newline46mondego>while (resources.hasMoreElements()) {<newline46mondego>    InputStream is = resources.nextElement().openStream();<newline46mondego>}<newline46mondego>"
"4679splitHere46","13763606splitHere46","try {<newline46mondego>  float value = Float.valueOf(text.input);<newline46mondego>  // Do something with value - it's OK.<newline46mondego>} catch (NumberFormatException e) {<newline46mondego>  // text.input is not a float, handle appropriately...<newline46mondego>}<newline46mondego>"
"4680splitHere46","13763653splitHere46","<dependency><newline46mondego>        <groupId>org.slf4j</groupId><newline46mondego>        <artifactId>slf4j-api</artifactId><newline46mondego>        <version>1.6.6</version><newline46mondego>    </dependency><newline46mondego>"
