"1splitHere46","5457590splitHere46","ObjectMapper objectMapper = new ObjectMapper();<newline46mondego>objectMapper.configure(SerializationConfig.Feature.INDENT_OUTPUT, true);<newline46mondego><newline46mondego>String originalJson = ...<newline46mondego>JsonNode tree = objectMapper .readTree(originalJson);<newline46mondego>String formattedJson = objectMapper.writeValueAsString(tree);<newline46mondego>"
"4053splitHere46","5591604splitHere46","INSERT INTO employees VALUES (<doubleQuotes46>(.*?)<doubleQuotes46>, <doubleQuotes46>(.*?)<doubleQuotes46>, <doubleQuotes46>(.*?)<doubleQuotes46>);<newline46mondego>"
"4054splitHere46","5591604splitHere46","String sql = <doubleQuotes46>INSERT INTO employees VALUES (\<doubleQuotes46>John Doe\<doubleQuotes46>, \<doubleQuotes46>45\<doubleQuotes46>, \<doubleQuotes46>engineer\<doubleQuotes46>);<doubleQuotes46>;<newline46mondego>final Pattern patter = Pattern.compile(<doubleQuotes46>INSERT INTO employees VALUES (\<doubleQuotes46>(.*?)\<doubleQuotes46>, \<doubleQuotes46>(.*?)\<doubleQuotes46>, \<doubleQuotes46>(.*?)\<doubleQuotes46>);<doubleQuotes46>);<newline46mondego>final Matcher matcher = pattern.matcher(sql);<newline46mondego>if (matcher.matches()) {<newline46mondego>  String name = matcher.group(1);<newline46mondego>  String age = matcher.group(2);<newline46mondego>  String job = matcher.group(3);<newline46mondego>  // do stuff ...<newline46mondego>}<newline46mondego>"
"4055splitHere46","5591825splitHere46","PDUv1 pdu = new PDUv1();<newline46mondego>"
"4056splitHere46","5591825splitHere46","try {<newline46mondego>            Address targetAddress = GenericAddress.parse(<doubleQuotes46>udp:<doubleQuotes46>+serverIp+<doubleQuotes46>/162<doubleQuotes46>);<newline46mondego>            TransportMapping    transport = new DefaultUdpTransportMapping();<newline46mondego>            transport.listen();<newline46mondego>            Snmp snmp = new Snmp(transport);<newline46mondego><newline46mondego>            CommunityTarget target = new CommunityTarget();<newline46mondego>            target.setCommunity(new OctetString(<doubleQuotes46>public<doubleQuotes46>));<newline46mondego>            target.setAddress(targetAddress);<newline46mondego>            target.setVersion(SnmpConstants.version2c);<newline46mondego><newline46mondego>            PDUv1 pdu = new PDUv1();<newline46mondego>            pdu.setType(PDU.TRAP);<newline46mondego><newline46mondego>            OID trap = new OID(<doubleQuotes46>1.3.6.1.6.3.1.1.4.1.0<doubleQuotes46>);<newline46mondego>            VariableBinding vb = new VariableBinding();<newline46mondego>            vb.setOid(trap);<newline46mondego>            vb.setVariable(new OctetString(<doubleQuotes46>1.3.6.1.4.1.9.9.46.2.0.11<doubleQuotes46>));//11,10<newline46mondego>            pdu.add(vb);<newline46mondego><newline46mondego><newline46mondego>            VariableBinding vb2 = new VariableBinding();<newline46mondego>            vb2.setOid(new OID(<doubleQuotes46>1.3.6.1.4.1.9.9.46.1.3.1.1.4.1.80<doubleQuotes46>));<newline46mondego>            vb2.setVariable(new OctetString(<doubleQuotes46>VLAN0080<doubleQuotes46>));<newline46mondego>            pdu.add(vb2);<newline46mondego><newline46mondego>            snmp.send(pdu, target);         <newline46mondego>} catch (IOException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>}<newline46mondego>"
"4057splitHere46","5591935splitHere46","Pattern pattern =  Pattern.compile(<doubleQuotes46>Date Reported.*(\\d{2}/\\d{4} \\d{2}:\\d{2})$<doubleQuotes46>, Pattern.MULTILINE);<newline46mondego>        String st = <doubleQuotes46>date dfdsfsd fgfd gdfgfdgdf gdfgdfg gdfgdf 3232/22/2010 23:34\n<doubleQuotes46>+<newline46mondego>        <doubleQuotes46>dsadsadasDate Reported gdfgfd gdfgfdgdf gdfgdfg gdfgdf 3232/22/2010 23:34<doubleQuotes46>;<newline46mondego>        Matcher matcher = pattern.matcher(st);<newline46mondego>        while (matcher.find()) {<newline46mondego>            System.out.println(matcher.group(1));<newline46mondego>        }<newline46mondego>"
"4058splitHere46","5591978splitHere46","FilenameUtils.normalize()"
"4059splitHere46","5591978splitHere46","FilenameUtils.normalize(<doubleQuotes46>foo/<doubleQuotes46> + <doubleQuotes46>/bar<doubleQuotes46>);<newline46mondego>"
"4060splitHere46","5591978splitHere46","<doubleQuotes46>foo/bar<doubleQuotes46>"
"4061splitHere46","5592115splitHere46","saveOrUpdate"
"4062splitHere46","5592194splitHere46","isShiftDown"
"4063splitHere46","5592194splitHere46","(e.getModifiers() & InputEvent.SHIFT_MASK) != 0"
"4064splitHere46","5592244splitHere46","Collections.sort(yourList, new Comparator<TestData>() {    <newline46mondego>            public int compare(TestData o1, TestData o2) {<newline46mondego>                int date1Diff = o1.getActivation().compareTo(o2.getActivation());<newline46mondego>                return date1Diff == 0 ? <newline46mondego>                        o1.geTimestamp().compareTo(o2.getTimestamp()) :<newline46mondego>                        date1Diff;<newline46mondego>            }               <newline46mondego>        });<newline46mondego>"
"4065splitHere46","5592597splitHere46","hasTime()"
"4066splitHere46","5592597splitHere46","Baz"
"4067splitHere46","5592597splitHere46","OperationNotSupported"
"4068splitHere46","5592597splitHere46","hasTime()"
"4069splitHere46","5592597splitHere46","TimedObject"
"4070splitHere46","5592597splitHere46","Baz"
"4071splitHere46","5592597splitHere46","Foo"
"4072splitHere46","5592633splitHere46","Gson gson = new Gson();<newline46mondego>gson.toJson(map); //where map is your map object<newline46mondego>"
"4073splitHere46","5592750splitHere46","this.toString()"
"4074splitHere46","5592750splitHere46","toString"
"4075splitHere46","5592750splitHere46","ipAddress"
"4076splitHere46","5592750splitHere46","int"
"4077splitHere46","5592750splitHere46","String.valueOf(ipAddress)"
"4078splitHere46","5592750splitHere46","int"
"4079splitHere46","5592750splitHere46","Integer.toString(ipAddress)"
"4080splitHere46","5592750splitHere46","ipAddress = (num1 << 24) | (num2 << 16) | (num3 << 8) | num4;<newline46mondego>"
"4081splitHere46","5592864splitHere46","@Documented"
"4082splitHere46","5592864splitHere46","@Documented"
"4083splitHere46","5592864splitHere46","@Documented"
"4084splitHere46","5592864splitHere46","@Target({ElementType.METHOD, ElementType.TYPE})<newline46mondego>@Retention(RetentionPolicy.RUNTIME)<newline46mondego>@Inherited<newline46mondego>@Documented<newline46mondego>public @interface Transactional {<newline46mondego>"
"4085splitHere46","5593016splitHere46","@Entity<newline46mondego>@Table(name = <doubleQuotes46>activity)<newline46mondego>@Inheritance<newline46mondego>@DiscriminatorColumn(name = <doubleQuotes46>activity_type<doubleQuotes46>)<newline46mondego>public abstract class Activity {<newline46mondego><newline46mondego>    @Id<newline46mondego>    @Column(name = <doubleQuotes46>id<doubleQuotes46>)<newline46mondego>    private Integer id;<newline46mondego><newline46mondego>    @Column(name = <doubleQuotes46>activity_type<doubleQuotes46>)<newline46mondego>    private int type;<newline46mondego><newline46mondego>    public abstract void execute();<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>@DiscriminatorValue(<doubleQuotes46>1<doubleQuotes46>)<newline46mondego>public class ActivityImplA extends Activity {<newline46mondego><newline46mondego>     public void execute() {<newline46mondego>        .... Impl a<newline46mondego>     }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>@DiscriminatorValue(<doubleQuotes46>2<doubleQuotes46>)<newline46mondego>public class ActivityImplB extends Activity {<newline46mondego><newline46mondego>     public void execute() {<newline46mondego>        .... Impl b<newline46mondego>     }<newline46mondego><newline46mondego>}<newline46mondego>"
"4086splitHere46","5593138splitHere46","byte byteValue = 0xb0;<newline46mondego>int byteValue = byte & 0xff;<newline46mondego>"
"4087splitHere46","5593230splitHere46","Comparable"
"4088splitHere46","5593230splitHere46","Comparator"
"4089splitHere46","5593230splitHere46","Arrays.sort<T>(T[], Comparator<T>) <newline46mondego>"
"4090splitHere46","5593230splitHere46","Arrays.sort<T extends Comparable>(T[]) <newline46mondego>"
"4091splitHere46","5593230splitHere46","Comparable"
"4092splitHere46","5593230splitHere46","Comparator"
"4093splitHere46","5593230splitHere46","toString()"
"4094splitHere46","5593230splitHere46","a.toString().equals(b.toString())  IMPLIES  a.equals(b)<newline46mondego>"
"4095splitHere46","5593230splitHere46","equals(Object)"
"4096splitHere46","5593361splitHere46","JSESSIONID"
"4097splitHere46","5593361splitHere46","JSESSIONID"
"4098splitHere46","5593495splitHere46","16909060"
"4099splitHere46","5593495splitHere46","num1"
"4100splitHere46","5593495splitHere46","num1"
"4101splitHere46","5593495splitHere46","int num1 = nirbinary >> 24 & 0xFF;<newline46mondego>int num2 = nirbinary >> 16 & 0xFF;<newline46mondego>int num3 = nirbinary >> 8 & 0xFF;<newline46mondego>int num4 = nirbinary & 0xFF;<newline46mondego>"
"4102splitHere46","5593495splitHere46","nirbinary"
"4103splitHere46","5593495splitHere46","num1"
"4104splitHere46","5593495splitHere46","num2"
"4105splitHere46","5593495splitHere46","num3"
"4106splitHere46","5593495splitHere46","num4"
"4107splitHere46","5593495splitHere46","num1"
"4108splitHere46","5593495splitHere46",">>>"
"4109splitHere46","5593495splitHere46","& 0xFF"
"4110splitHere46","5593495splitHere46",">>"
"4111splitHere46","5593495splitHere46",">>>"
"4112splitHere46","5593495splitHere46",">>"
"4113splitHere46","5593495splitHere46",">>>"
"4114splitHere46","5593572splitHere46","String result = <doubleQuotes46><doubleQuotes46>;<newline46mondego>try{<newline46mondego> int value = Integer.parseInt(a)+Integer.parseInt(b);<newline46mondego> result = <doubleQuotes46><doubleQuotes46>+value;<newline46mondego>}catch(NumberFormatException ex){<newline46mondego> //either a or b is not a number<newline46mondego> result = <doubleQuotes46>Invalid input<doubleQuotes46>;<newline46mondego>}<newline46mondego>JOptionPane.showMessageDialog(null,result);<newline46mondego>"
"4115splitHere46","5593592splitHere46","<style id=<doubleQuotes46>backingStyle<doubleQuotes46>><newline46mondego>    <state><newline46mondego>        <opaque value=<doubleQuotes46>false<doubleQuotes46>/><newline46mondego>        <font name=<doubleQuotes46>Arial<doubleQuotes46> size=<doubleQuotes46>12<doubleQuotes46>/><newline46mondego>        <color value=<doubleQuotes46>black<doubleQuotes46> type=<doubleQuotes46>BACKGROUND<doubleQuotes46>/><newline46mondego>        <color value=<doubleQuotes46>white<doubleQuotes46> type=<doubleQuotes46>FOREGROUND<doubleQuotes46>/><newline46mondego>    </state><newline46mondego>    </style><newline46mondego>    <bind style=<doubleQuotes46>backingStyle<doubleQuotes46> type=<doubleQuotes46>region<doubleQuotes46> key=<doubleQuotes46>.*<doubleQuotes46>/><newline46mondego>"
"4116splitHere46","5593592splitHere46","<style id=<doubleQuotes46>backingStyle<doubleQuotes46>><newline46mondego>    <state><newline46mondego>        <opaque value=<doubleQuotes46>false<doubleQuotes46>/><newline46mondego>        <font name=<doubleQuotes46>Verdana<doubleQuotes46> size=<doubleQuotes46>12<doubleQuotes46>/><newline46mondego>        <color value=<doubleQuotes46>blue<doubleQuotes46> type=<doubleQuotes46>BACKGROUND<doubleQuotes46>/><newline46mondego>        <color value=<doubleQuotes46>green<doubleQuotes46> type=<doubleQuotes46>FOREGROUND<doubleQuotes46>/><newline46mondego>    </state><newline46mondego>    </style><newline46mondego>    <bind style=<doubleQuotes46>backingStyle<doubleQuotes46> type=<doubleQuotes46>name<doubleQuotes46> key=<doubleQuotes46>nameOfMyPanel<doubleQuotes46>/><newline46mondego>"
"4117splitHere46","5593660splitHere46","war/WEB-INF/lib"
"4118splitHere46","5593750splitHere46","Applet.getParameter"
"4119splitHere46","5593750splitHere46","Applet.getAppletContext()"
"4120splitHere46","5593750splitHere46","null"
"4121splitHere46","5593764splitHere46","SimpleDateFormat"
"4122splitHere46","5593764splitHere46","<doubleQuotes46>d MMM yyyy HH:mm:ss<doubleQuotes46>"
"4123splitHere46","5593764splitHere46","SimpleDateFormat"
"4124splitHere46","5593831splitHere46","request.getParameter()<newline46mondego>"
"4125splitHere46","5593831splitHere46","null"
"4126splitHere46","5593838splitHere46","Hex"
"4127splitHere46","5593838splitHere46","private final static String HEX_CHARS = <doubleQuotes46>0123456789ABCDEF<doubleQuotes46>;<newline46mondego><newline46mondego>@Override<newline46mondego>public String toString() {<newline46mondego>    String res = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    for(byte b : data) {<newline46mondego>        res += HEX_CHARS.charAt((b >> 4) & 0xF);<newline46mondego>        res += HEX_CHARS.charAt(b & 0xF);<newline46mondego>    }<newline46mondego>    return res;<newline46mondego>}<newline46mondego>"
"4128splitHere46","5593838splitHere46","StringBuilder"
"4129splitHere46","5593846splitHere46","Class"
"4130splitHere46","5593846splitHere46","currThreads"
"4131splitHere46","5593846splitHere46","public static int reqNewThread(){<newline46mondego>    synchronize(currThread) {<newline46mondego>        if (currThreads.size() >= maxThreads) return -1;<newline46mondego>        ++lastGrantedId;<newline46mondego>        currThreads.add(lastGrantedId);<newline46mondego>        return lastGrantedId;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4132splitHere46","5593871splitHere46","StringBuilder builder = new StringBuilder();<newline46mondego>StringBuilder builder2 = builder;<newline46mondego><newline46mondego>builder.append(<doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>System.out.println(builder2); // Prints foo<newline46mondego>"
