"1splitHere46","11049972splitHere46","public static int count(List list) {<newline46mondego>  int sum = 0;<newline46mondego>  for(Object o: list) {<newline46mondego>     sum += o instanceof List ? count((List) o) : 1;<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"6105splitHere46","11208913splitHere46","import java.awt.Dimension;<newline46mondego>import java.awt.Toolkit;<newline46mondego>import java.awt.Window;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.beans.PropertyChangeEvent;<newline46mondego>import java.beans.PropertyChangeListener;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class TestProgressBar {<newline46mondego><newline46mondego>    private static void createAndShowUI() {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>TestProgressBar<doubleQuotes46>);<newline46mondego>        frame.getContentPane().add(new TestPBGui().getMainPanel());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationRelativeTo(null);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                createAndShowUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    private TestProgressBar() {<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class TestPBGui {<newline46mondego><newline46mondego>    private JPanel mainPanel = new JPanel();<newline46mondego><newline46mondego>    public TestPBGui() {<newline46mondego>        JButton yourAttempt = new JButton(<doubleQuotes46>Your attempt to show Progress Bar<doubleQuotes46>);<newline46mondego>        JButton myAttempt = new JButton(<doubleQuotes46>My attempt to show Progress Bar<doubleQuotes46>);<newline46mondego>        yourAttempt.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                yourAttemptActionPerformed();<newline46mondego>            }<newline46mondego>        });<newline46mondego>        myAttempt.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                myAttemptActionPerformed();<newline46mondego>            }<newline46mondego>        });<newline46mondego>        mainPanel.add(yourAttempt);<newline46mondego>        mainPanel.add(myAttempt);<newline46mondego>    }<newline46mondego><newline46mondego>    private void yourAttemptActionPerformed() {<newline46mondego>        Window thisWin = SwingUtilities.getWindowAncestor(mainPanel);<newline46mondego>        JDialog progressDialog = new JDialog(thisWin, <doubleQuotes46>Uploading...<doubleQuotes46>);<newline46mondego>        JPanel contentPane = new JPanel();<newline46mondego>        contentPane.setPreferredSize(new Dimension(300, 100));<newline46mondego>        JProgressBar bar = new JProgressBar(0, 100);<newline46mondego>        bar.setIndeterminate(true);<newline46mondego>        contentPane.add(bar);<newline46mondego>        progressDialog.setContentPane(contentPane);<newline46mondego>        progressDialog.pack();<newline46mondego>        progressDialog.setLocationRelativeTo(null);<newline46mondego>        Task task = new Task(<doubleQuotes46>Your attempt<doubleQuotes46>);<newline46mondego>        task.execute();<newline46mondego>        progressDialog.setVisible(true);<newline46mondego>        while (!task.isDone()) {<newline46mondego>        }<newline46mondego>        progressDialog.dispose();<newline46mondego>    }<newline46mondego><newline46mondego>    private void myAttemptActionPerformed() {<newline46mondego>        Window thisWin = SwingUtilities.getWindowAncestor(mainPanel);<newline46mondego>        final JDialog progressDialog = new JDialog(thisWin, <doubleQuotes46>Uploading...<doubleQuotes46>);<newline46mondego>        JPanel contentPane = new JPanel();<newline46mondego>        contentPane.setPreferredSize(new Dimension(300, 100));<newline46mondego>        final JProgressBar bar = new JProgressBar(0, 100);<newline46mondego>        bar.setIndeterminate(true);<newline46mondego>        contentPane.add(bar);<newline46mondego>        progressDialog.setContentPane(contentPane);<newline46mondego>        progressDialog.pack();<newline46mondego>        progressDialog.setLocationRelativeTo(null);<newline46mondego>        final Task task = new Task(<doubleQuotes46>My attempt<doubleQuotes46>);<newline46mondego>        task.addPropertyChangeListener(new PropertyChangeListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void propertyChange(PropertyChangeEvent evt) {<newline46mondego>                if (evt.getPropertyName().equalsIgnoreCase(<doubleQuotes46>progress<doubleQuotes46>)) {<newline46mondego>                    int progress = task.getProgress();<newline46mondego>                    if (progress == 0) {<newline46mondego>                        bar.setIndeterminate(true);<newline46mondego>                    } else {<newline46mondego>                        bar.setIndeterminate(false);<newline46mondego>                        bar.setValue(progress);<newline46mondego>                        progressDialog.dispose();<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego>        task.execute();<newline46mondego>        progressDialog.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public JPanel getMainPanel() {<newline46mondego>        return mainPanel;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class Task extends SwingWorker<Void, Void> {<newline46mondego><newline46mondego>    private static final long SLEEP_TIME = 4000;<newline46mondego>    private String text;<newline46mondego><newline46mondego>    public Task(String text) {<newline46mondego>        this.text = text;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Void doInBackground() {<newline46mondego>        setProgress(0);<newline46mondego>        try {<newline46mondego>            Thread.sleep(SLEEP_TIME);// imitate a long-running task<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>        }<newline46mondego>        setProgress(100);<newline46mondego>        return null;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void done() {<newline46mondego>        System.out.println(text + <doubleQuotes46> is done<doubleQuotes46>);<newline46mondego>        Toolkit.getDefaultToolkit().beep();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6106splitHere46","11209077splitHere46",".......<newline46mondego>private Collection<List<Applicationdataset>> groupTheList(ArrayList<Applicationdataset> arrayList) {<newline46mondego>    Map<Key, List<Applicationdataset>> map = new HashMap<Key, List<Applicationdataset>>();<newline46mondego>    for(Applicationdataset appSet: arrayList){<newline46mondego>        Key<String, String> key = new Key(appSet.getLatitude(), appSet.getLongtitude());<newline46mondego>        List<Applicationdataset> list = map.get(key);<newline46mondego>        if(list == null){<newline46mondego>            list = new ArrayList<Applicationdataset>();<newline46mondego>            map.put(key, list);<newline46mondego>        }<newline46mondego>        list.add(appset);<newline46mondego>    }<newline46mondego>    return map.values();<newline46mondego>}<newline46mondego>........<newline46mondego><newline46mondego>class Key {<newline46mondego>    String _lat;<newline46mondego>    String _lon;<newline46mondego><newline46mondego>    Key(String lat, String lon) {<newline46mondego>        _lat = lat;<newline46mondego>        _lon = lon;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean equals(Object o) {<newline46mondego>        if (this == o) return true;<newline46mondego>        if (o == null || getClass() != o.getClass()) return false;<newline46mondego><newline46mondego>        Key key = (Key) o;<newline46mondego><newline46mondego>        if (!_lat.equals(key._lat)) return false;<newline46mondego>        if (!_lon.equals(key._lon)) return false;<newline46mondego><newline46mondego>        return true;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int hashCode() {<newline46mondego>        int result = _lat.hashCode();<newline46mondego>        result = 31 * result + _lon.hashCode();<newline46mondego>        return result;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6107splitHere46","11209108splitHere46","Preferences>Plug-in Development>Target Platform"
"6108splitHere46","11209213splitHere46","useJDBCCompliantTimezoneShift=true&useSSPSCompatibleTimezoneShift=true<newline46mondego>"
"6109splitHere46","11209231splitHere46","event.getResults()"
"6110splitHere46","11209337splitHere46","GlassPane"
"6111splitHere46","11209337splitHere46","GlassPane"
"6112splitHere46","11209337splitHere46","GlassPane"
"6113splitHere46","11209337splitHere46","//setting glassPane <newline46mondego>    m_glassPane = new GlassGamePane();<newline46mondego>    setGlassPane(m_glassPane);<newline46mondego>    //set opaque to false, i.e. make transparent <newline46mondego>    m_glassPane.setOpaque(false);<newline46mondego>    m_glassPane.setVisible(true);<newline46mondego>"
"6114splitHere46","11209338splitHere46","currentTime"
"6115splitHere46","11209338splitHere46","endTime"
"6116splitHere46","11209338splitHere46","long endTime = cal.getTimeInMillis(); <newline46mondego>long currentTime = System.currentTimeMillis();<newline46mondego>"
"6117splitHere46","11209338splitHere46","cal.getTimeInMillis()"
"6118splitHere46","11209338splitHere46","long remaining = endTime - currentTime;<newline46mondego>"
"6119splitHere46","11209338splitHere46","183360000"
"6120splitHere46","11209338splitHere46","182999999"
"6121splitHere46","11209338splitHere46","endTime"
"6122splitHere46","11209338splitHere46","currentTime"
"6123splitHere46","11209338splitHere46","endTime"
"6124splitHere46","11209338splitHere46","remaining"
"6125splitHere46","11209483splitHere46","org.python"
"6126splitHere46","11209483splitHere46","Jyhton.jar"
"6127splitHere46","11209483splitHere46","Properties/Java Build Path/Libraries"
"6128splitHere46","11209483splitHere46","Properties/Sources/Compile"
"6129splitHere46","11209713splitHere46","toByteArray()"
"6130splitHere46","11209713splitHere46","byte[] bytes = s.toByteArray(); <newline46mondego>"
"6131splitHere46","11209713splitHere46","bytes.length == (s.length()+7)/8<newline46mondego>"
"6132splitHere46","11209713splitHere46","length()"
"6133splitHere46","11209713splitHere46","BitSet"
"6134splitHere46","11209713splitHere46","toByteArray()"
"6135splitHere46","11209713splitHere46","Arrays.copyOf(bitSet.toByteArray(), desiredLength)"
"6136splitHere46","11209891splitHere46","a4j:keepAlive"
"6137splitHere46","11209891splitHere46","a4j:keepAlive"
"6138splitHere46","11209891splitHere46","@KeepAlive(ajaxOnly=false)"
"6139splitHere46","11209931splitHere46","IOException"
"6140splitHere46","11209931splitHere46","IOException"
"6141splitHere46","11209931splitHere46","void myMethod() throws IOException {<newline46mondego>    try {<newline46mondego>        //code<newline46mondego>    }<newline46mondego>    catch(IOException e) {<newline46mondego>        LOGGER.error(<doubleQuotes46>IOException exception happened<doubleQuotes46>);<newline46mondego>        throw e;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6142splitHere46","11210039splitHere46","-classpath"
"6143splitHere46","11210039splitHere46","CLASSPATH"
"6144splitHere46","11210039splitHere46","-jar"
"6145splitHere46","11210039splitHere46","Class-Path"
"6146splitHere46","11210039splitHere46","MANIFEST.MF"
"6147splitHere46","11210114splitHere46","getCurrentSession()"
"6148splitHere46","11210114splitHere46","openSession()"
"6149splitHere46","11210140splitHere46","getHost()"
"6150splitHere46","11210140splitHere46","<doubleQuotes46>www.<doubleQuotes46>"
"6151splitHere46","11210181splitHere46","Activator.getDefault().getPreferenceStore().getString(<doubleQuotes46>CHOICE<doubleQuotes46>);<newline46mondego>"
"6152splitHere46","11210289splitHere46","NetworkAccessOnMainThread"
"6153splitHere46","11210289splitHere46","AsyncTask"
"6154splitHere46","11210289splitHere46","Thread"
"6155splitHere46","11210390splitHere46","yyyymmdd"
"6156splitHere46","11210513splitHere46","ApplicationContext"
"6157splitHere46","11210623splitHere46","jint"
"6158splitHere46","11210623splitHere46","int"
"6159splitHere46","11210623splitHere46","WORD"
"6160splitHere46","11210647splitHere46","CategoryPlot"
"6161splitHere46","11210647splitHere46","XYPlot"
"6162splitHere46","11210647splitHere46","JFreeChart chart = ChartFactory.createXYLineChart(...);<newline46mondego>"
"6163splitHere46","11210647splitHere46","CategoryPlot"
"6164splitHere46","11210647splitHere46","LineChartDemo3"
"6165splitHere46","11210647splitHere46","java.lang.ClassCastException"
"6166splitHere46","11210647splitHere46","try {<newline46mondego>        final CategoryPlot cplot = (CategoryPlot) chart.getPlot();<newline46mondego>    } catch (Exception e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>"
"6167splitHere46","11210652splitHere46","List.contains(...)"
"6168splitHere46","11210652splitHere46","equals(...)"
"6169splitHere46","11210652splitHere46","PreparationContent"
"6170splitHere46","11210652splitHere46","id"
"6171splitHere46","11210652splitHere46","hashCode()"
"6172splitHere46","11210652splitHere46","@Override<newline46mondego>  public boolean equals(Object obj) {<newline46mondego>      if (obj == null || obj.getClass() != this.getClass()) {<newline46mondego>          return false;<newline46mondego>      }<newline46mondego>      PreparationContent other = (PreparationContent)obj;<newline46mondego>      return this.id = other.id;<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public int hashCode() {<newline46mondego>      // if id is long then return Long.valueOf(id).hashCode();<newline46mondego>      return id;<newline46mondego>  }<newline46mondego>"
"6173splitHere46","11210666splitHere46","grails.project.war.file = <doubleQuotes46>target/${appName}-${appVersion}.war<doubleQuotes46><newline46mondego>"
"6174splitHere46","11210751splitHere46","ServletContext"
"6175splitHere46","11210751splitHere46","ServletContextAware"
"6176splitHere46","11210751splitHere46","getResourceAsStream()"
"6177splitHere46","11210751splitHere46","getRealPath()"
"6178splitHere46","11210751splitHere46","ServletContextResource"
"6179splitHere46","11210751splitHere46","@Autowired<newline46mondego>ServletContext servletContext;<newline46mondego><newline46mondego>... myMethod() { <newline46mondego>     File rootDir = new File( servletContext.getRealPath(<doubleQuotes46>/WEB-INF/myDIR/<doubleQuotes46>) );<newline46mondego>}<newline46mondego>"
"6180splitHere46","11210760splitHere46","groovy.text"
"6181splitHere46","11210760splitHere46","groovy-templates-2.0.0-rc-4.jar"
"6182splitHere46","11211045splitHere46","-Xmx"
"6183splitHere46","11211100splitHere46","ConnectivityManager"
"6184splitHere46","11211138splitHere46","while(tk.hasMoreTokens()) {<newline46mondego>    String token = tk.nextToken();<newline46mondego><newline46mondego>    /* If the item is encapsulated in quotes, loop through all tokens to <newline46mondego>     * find closing quote <newline46mondego>     */<newline46mondego>    if( token.startsWIth(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>) ){<newline46mondego>        while( tk.hasMoreTokens() && ! tk.endsWith(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>) ) {<newline46mondego>            // append our token with the next one.  Don't forget to retain commas!<newline46mondego>            token += <doubleQuotes46>,<doubleQuotes46> + tk.nextToken();<newline46mondego>        }<newline46mondego><newline46mondego>        if( !token.endsWith(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>) ) {<newline46mondego>            // open quote found but no close quote.  Error out.<newline46mondego>            throw new BadFormatException(<doubleQuotes46>Incomplete string:<doubleQuotes46> + token);<newline46mondego>        }<newline46mondego><newline46mondego>        // remove leading and trailing quotes<newline46mondego>        token = token.subString(1, token.length()-1);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
