"1splitHere46","6843305splitHere46","MouseEvent me = new MouseEvent(tree, 0, 0, 0, 100, 100, 1, false);<newline46mondego>for(MouseListener ml: tree.getMouseListeners()){<newline46mondego>    ml.mousePressed(me);<newline46mondego>}<newline46mondego>"
"4648splitHere46","6977524splitHere46","media=new MediaPlayer[5]; <newline46mondego>"
"4649splitHere46","6977524splitHere46","media[0] = MediaPlayer.create(this, R.raw.drums);<newline46mondego>media[1] = MediaPlayer.create(this, R.raw.bass);<newline46mondego>media[2] = MediaPlayer.create(this, R.raw.synth);<newline46mondego>media[3] = MediaPlayer.create(this, R.raw.snare);<newline46mondego>"
"4650splitHere46","6977639splitHere46","employee = null<newline46mondego>"
"4651splitHere46","6977639splitHere46","null = employee <newline46mondego>"
"4652splitHere46","6977775splitHere46","private static final int SWIPE_MIN_DISTANCE = 120;<newline46mondego>private static final int SWIPE_MAX_OFF_PATH = 250;<newline46mondego>private static final int SWIPE_THRESHOLD_VELOCITY = 100;<newline46mondego>@Override<newline46mondego>    public boolean onFling(MotionEvent e1, MotionEvent e2, float velocityX,<newline46mondego>            float velocityY) {<newline46mondego>        Log.d(<doubleQuotes46>---onFling---<doubleQuotes46>, e1.toString() + e2.toString() + <doubleQuotes46><doubleQuotes46>);<newline46mondego><newline46mondego>        try {<newline46mondego>            if (Math.abs(e1.getY() - e2.getY()) > SWIPE_MAX_OFF_PATH)<newline46mondego>                return false;<newline46mondego>            // right to left swipe<newline46mondego>            if (e1.getX() - e2.getX() > SWIPE_MIN_DISTANCE<newline46mondego>                    && Math.abs(velocityX) > SWIPE_THRESHOLD_VELOCITY) {<newline46mondego>                //do your code<newline46mondego><newline46mondego>            } else if (e2.getX() - e1.getX() > SWIPE_MIN_DISTANCE<newline46mondego>                    && Math.abs(velocityX) > SWIPE_THRESHOLD_VELOCITY) {<newline46mondego>                //left to right flip<newline46mondego>                }<newline46mondego>            }<newline46mondego>        } catch (Exception e) {<newline46mondego>            // nothing<newline46mondego>        }<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>"
"4653splitHere46","6978060splitHere46","public void back()<newline46mondego>    {<newline46mondego>     if ( arrList.size() > 1 )<newline46mondego>      {<newline46mondego>       arrList.remove(arrList.size() - 1);<newline46mondego>       View v = arrList.get(arrList.size() - 1);<newline46mondego><newline46mondego>       Activity_name object = ((Activity_name)v.getContext());<newline46mondego>       object.onResume();<newline46mondego>       setContentView(v);<newline46mondego>      }<newline46mondego>     else {<newline46mondego>      this.finish();<newline46mondego>     }<newline46mondego>    }<newline46mondego>"
"4654splitHere46","6978216splitHere46","create unique index UX_YourTable_Date on YourTable(yearCol, monthCol, dayCol)<newline46mondego>"
"4655splitHere46","6978311splitHere46","Filter"
"4656splitHere46","6978311splitHere46","/*"
"4657splitHere46","6978311splitHere46","chain.doFilter(..)"
"4658splitHere46","6978405splitHere46","NullPointerException"
"4659splitHere46","6978405splitHere46","store.dropDatabase"
"4660splitHere46","6978405splitHere46","IllegalStateException"
"4661splitHere46","6978405splitHere46","if (store == null)<newline46mondego>{<newline46mondego>    throw new IllegalStateException(<doubleQuotes46>No valid database connection.<doubleQuotes46>);<newline46mondego>}<newline46mondego>store.dropDatabase(DATABASE);<newline46mondego>"
"4662splitHere46","6978405splitHere46","Preconditions.checkState(store != null, <doubleQuotes46>No valid database connection.<doubleQuotes46>);<newline46mondego>store.dropDatabase(DATABASE);<newline46mondego>"
"4663splitHere46","6978480splitHere46","log.debug(<doubleQuotes46>a={}, b={}<doubleQuotes46>, a, b);<newline46mondego>"
"4664splitHere46","6978483splitHere46","PropertyResourceBundle"
"4665splitHere46","6978483splitHere46","ResourceBundle"
"4666splitHere46","6978483splitHere46","ResourceBundle"
"4667splitHere46","6978483splitHere46","Properties"
"4668splitHere46","6978528splitHere46","Head First Design Pattern"
"4669splitHere46","6978528splitHere46","Design Patterns by Gamma"
"4670splitHere46","6978729splitHere46","class A<T><newline46mondego>{<newline46mondego>  public T person;<newline46mondego>}<newline46mondego><newline46mondego>class B extends A<Person><newline46mondego>{<newline46mondego>}<newline46mondego>"
"4671splitHere46","6978841splitHere46","File tmp = File.createTempFile(<doubleQuotes46>deleteme<doubleQuotes46>, <doubleQuotes46>bin<doubleQuotes46>);<newline46mondego>tmp.deleteOnExit();<newline46mondego>int size = 1024 * 1024 * 1024;<newline46mondego><newline46mondego>long start0 = System.nanoTime();<newline46mondego>FileChannel fc0 = new FileOutputStream(tmp).getChannel();<newline46mondego>ByteBuffer bb = ByteBuffer.allocateDirect(32 * 1024).order(ByteOrder.nativeOrder());<newline46mondego><newline46mondego>for (int i = 0; i < size; i += bb.capacity()) {<newline46mondego>    fc0.write(bb);<newline46mondego>    bb.clear();<newline46mondego>}<newline46mondego>long time0 = System.nanoTime() - start0;<newline46mondego>System.out.printf(<doubleQuotes46>Took %.3f ms to write %,d MB using ByteBuffer%n<doubleQuotes46>, time0 / 1e6, size / 1024 / 1024);<newline46mondego><newline46mondego>long start = System.nanoTime();<newline46mondego>FileChannel fc = new FileInputStream(tmp).getChannel();<newline46mondego>MappedByteBuffer buffer = fc.map(FileChannel.MapMode.READ_ONLY, 0, size);<newline46mondego>LongBuffer longBuffer = buffer.order(ByteOrder.nativeOrder()).asLongBuffer();<newline46mondego>long total = 0; // used to prevent a micro-optimisation.<newline46mondego>while (longBuffer.remaining() > 0)<newline46mondego>    total += longBuffer.get();<newline46mondego>fc.close();<newline46mondego>long time = System.nanoTime() - start;<newline46mondego>System.out.printf(<doubleQuotes46>Took %.3f ms to read %,d MB MemoryMappedFile%n<doubleQuotes46>, time / 1e6, size / 1024 / 1024);<newline46mondego><newline46mondego>long start2 = System.nanoTime();<newline46mondego>FileChannel fc2 = new FileInputStream(tmp).getChannel();<newline46mondego>bb.clear();<newline46mondego>while (fc2.read(bb) > 0) {<newline46mondego>    while (bb.remaining() > 0)<newline46mondego>        total += bb.get();<newline46mondego>    bb.clear();<newline46mondego>}<newline46mondego>fc2.close();<newline46mondego>long time2 = System.nanoTime() - start2;<newline46mondego>System.out.printf(<doubleQuotes46>Took %.3f ms to read %,d MB File via NIO%n<doubleQuotes46>, time2 / 1e6, size / 1024 / 1024);<newline46mondego>"
"4672splitHere46","6978841splitHere46","Took 305.243 ms to write 1,024 MB using ByteBuffer<newline46mondego>Took 286.404 ms to read 1,024 MB MemoryMappedFile<newline46mondego>Took 155.598 ms to read 1,024 MB File via NIO<newline46mondego>"
"4673splitHere46","6978895splitHere46","function showMessage(){<newline46mondego><newline46mondego>document.getElementById('msg_id').style.display = <doubleQuotes46>inline<doubleQuotes46>;<newline46mondego><newline46mondego>setTimeout ( <doubleQuotes46>misAndClick()<doubleQuotes46>, 10000);<newline46mondego>}<newline46mondego><newline46mondego>function misAndClick(){<newline46mondego>document.getElementById('msg_id').style.display = <doubleQuotes46>hidden<doubleQuotes46>;<newline46mondego>document.getElementById('buttonToNextAction').click();<newline46mondego><newline46mondego>}<newline46mondego>"
"4674splitHere46","6978913splitHere46","public static final int BUFFER_SIZE = 32 * 1024;<newline46mondego>public static final String ERROR = <doubleQuotes46>Error: <doubleQuotes46>;<newline46mondego>public static final char TAB = 't';<newline46mondego>"
"4675splitHere46","6978950splitHere46","|"
"4676splitHere46","6978950splitHere46","columns=parts[i].split(<doubleQuotes46>\\|<doubleQuotes46>); //first backslash escapes the second for java<newline46mondego>"
"4677splitHere46","6978950splitHere46","columns=parts[i].split(<doubleQuotes46>\\|<doubleQuotes46>, -1);<newline46mondego>"
"4678splitHere46","6978982splitHere46","href=<doubleQuotes46>javascript:;<doubleQuotes46>"
"4679splitHere46","6978982splitHere46","<g:Anchor href=<doubleQuotes46>javascript:;<doubleQuotes46>><newline46mondego>"
"4680splitHere46","6979189splitHere46","long late_in = 0;<newline46mondego>if(latein_hours!=null){<newline46mondego>    late_in= latein_hours.getTime();<newline46mondego>}<newline46mondego>"
"4681splitHere46","6979189splitHere46","null"
"4682splitHere46","6979322splitHere46","List<String> list = Arrays.asList(demoString.split(<doubleQuotes46>,<doubleQuotes46>))<newline46mondego>"
"4683splitHere46","6979322splitHere46","List<String> list = Arrays.asList(StringUtils.split(demoString, <doubleQuotes46>,<doubleQuotes46>));<newline46mondego>"
"4684splitHere46","6979322splitHere46","// This applies to both examples above<newline46mondego>List<String> list = new Arraylist<String>(Arrays.asList( /*etc */ ))<newline46mondego>"
"4685splitHere46","6979322splitHere46","Iterable<String> it = Splitter.on(',').split(demoString);<newline46mondego>// and to get a collection:<newline46mondego>List<String> list = Lists.newArrayList(it);<newline46mondego>"
"4686splitHere46","6979350splitHere46","Level"
"4687splitHere46","6979350splitHere46","SubLevel"
"4688splitHere46","6979350splitHere46","Group"
"4689splitHere46","6979351splitHere46","processingImage.txt"
"4690splitHere46","6979351splitHere46","processingImage.txt"
"4691splitHere46","6979351splitHere46","processingImage.txt"
"4692splitHere46","6979351splitHere46","processingImage.txt"
"4693splitHere46","6979351splitHere46","processingImage.txt"
"4694splitHere46","6979353splitHere46","for(MyClass mc : list){<newline46mondego>    /* code without modification to list */<newline46mondego>}<newline46mondego>"
"4695splitHere46","6979353splitHere46","iter = list.iterator();<newline46mondego>while(iter.hasNext()) {<newline46mondego>    MyClass mc = iter.next()<newline46mondego>    /* code without modification to list */<newline46mondego>    /* code with modification to list */<newline46mondego>}<newline46mondego>"
"4696splitHere46","6979353splitHere46","public class Example {<newline46mondego>  public static void iterateAndDoSomething(Iterator<MyClass> iter) {<newline46mondego>    while(iter.hasNext()) {<newline46mondego>        MyClass mc = iter.next();<newline46mondego>        /* code without modification to list */<newline46mondego>        /* code with modification to list */<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    ArrayList<MyClass> als = new ArrayList<MyClass>();<newline46mondego>    TreeSet<MyClass> tss = new TreeSet<MyClass>();<newline46mondego>    iterateAndDoSomething(als.iterator());<newline46mondego>    iterateAndDoSomething(tss.iterator());<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4697splitHere46","6979457splitHere46","NDC"
"4698splitHere46","6979457splitHere46","MDC"
"4699splitHere46","6979457splitHere46","PatternLayout"
"4700splitHere46","6979457splitHere46","'%x'"
"4701splitHere46","6979457splitHere46","NDC"
"4702splitHere46","6979457splitHere46","'%X'"
"4703splitHere46","6979457splitHere46","MDC"
"4704splitHere46","6979468splitHere46","@Named"
"4705splitHere46","6979468splitHere46","@Name"
"4706splitHere46","6979468splitHere46","@Named"
"4707splitHere46","6979468splitHere46","String"
"4708splitHere46","6979468splitHere46","@Bidule"
"4709splitHere46","6979468splitHere46","@Stateless<newline46mondego>public class Neo4JEJB implements Neo4JEJBInterface{<newline46mondego><newline46mondego>    private @Inject @Bidule String bidule = <doubleQuotes46>no bidule injected<doubleQuotes46>;<newline46mondego>}<newline46mondego><newline46mondego>public class Producer {<newline46mondego>    public @Produces @Bidule String createBidulateur() {<newline46mondego>        return <doubleQuotes46>the bidule that should always work<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4710splitHere46","6979477splitHere46","InputStreamReader"
"4711splitHere46","6979495splitHere46","Future"
"4712splitHere46","6979500splitHere46","N"
"4713splitHere46","6979500splitHere46","size"
"4714splitHere46","6979500splitHere46","add"
"4715splitHere46","6979500splitHere46","public ObservableCollection implements Collection {<newline46mondego><newline46mondego>   private int sizetrigger;<newline46mondego>   private Collection collection;<newline46mondego>   private Collection<Listener> listeners = new ArrayList<Listener>();<newline46mondego>   public ObservableCollection(Collection collection) {<newline46mondego>     this.collection = collection;<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   boolean add(Object element) {<newline46mondego>     collection.add(element);<newline46mondego>     if (size >= sizeTrigger) {<newline46mondego>        fireSizeEvent();<newline46mondego>     }<newline46mondego>   }<newline46mondego><newline46mondego>   private fireSizeEvent() {<newline46mondego>      for(Listener listener:listeners) {<newline46mondego>         listener.thresholdReached(this);<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>   // addListener, removeListener and implementations of interface methods<newline46mondego>}<newline46mondego>"
"4716splitHere46","6979621splitHere46","java.net.UnknownHostException: subUrL.mydomain.com"
"4717splitHere46","6979687splitHere46","valueProperty"
"4718splitHere46","6979687splitHere46","labelProperty"
"4719splitHere46","6979687splitHere46","option"
"4720splitHere46","6979687splitHere46","#{select <doubleQuotes46>autoCreateEvent<doubleQuotes46>, items:models.Woman.Outcome.values(), valueProperty:'ordinal', labelProperty: 'name', id:'autoCreateEvent' /}<newline46mondego>"
"4721splitHere46","6979687splitHere46","public enum Outcome {<newline46mondego>  A,B;<newline46mondego><newline46mondego>  public int getOrdinal() {<newline46mondego>     return ordinal();<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"4722splitHere46","6979687splitHere46","valueProperty"
"4723splitHere46","6979687splitHere46","labelProperty"
"4724splitHere46","6979687splitHere46","toString"
