"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2136splitHere46","1143600splitHere46","commandline.createArgument().setValue(<doubleQuotes46>x y<doubleQuotes46>);<newline46mondego>"
"2137splitHere46","1143773splitHere46","RuntimeException"
"2138splitHere46","1143773splitHere46","null"
"2139splitHere46","1143885splitHere46","String attrd = String.format(<doubleQuotes46>%s='%s'<doubleQuotes46>, tagAttrs.get(attr));<newline46mondego>"
"2140splitHere46","1143885splitHere46","try {<newline46mondego>  for (Map.Entry<String, Object> attr : tagAttrs.entrySet()) {<newline46mondego>    String attrd = String.format(<doubleQuotes46>%s='%s'<doubleQuotes46>, attr.getKey(), attr<newline46mondego>        .getValue().toString());<newline46mondego>    pageContext.getOut().print(attrd);<newline46mondego>  }<newline46mondego>} catch (IOException e) {<newline46mondego>  throw new JspException(e);<newline46mondego>}<newline46mondego>"
"2141splitHere46","1143979splitHere46","static String toCamelCase(String s){<newline46mondego>   String[] parts = s.split(<doubleQuotes46>_<doubleQuotes46>);<newline46mondego>   String camelCaseString = <doubleQuotes46><doubleQuotes46>;<newline46mondego>   for (String part : parts){<newline46mondego>      camelCaseString = camelCaseString + toProperCase(part);<newline46mondego>   }<newline46mondego>   return camelCaseString;<newline46mondego>}<newline46mondego><newline46mondego>static String toProperCase(String s) {<newline46mondego>    return s.substring(0, 1).toUpperCase() +<newline46mondego>               s.substring(1).toLowerCase();<newline46mondego>}<newline46mondego>"
"2142splitHere46","1144012splitHere46","AssertionErors"
"2143splitHere46","1144185splitHere46","<doubleQuotes46>http.agent<doubleQuotes46>"
"2144splitHere46","1144185splitHere46","System"
"2145splitHere46","1144185splitHere46","-D"
"2146splitHere46","1144248splitHere46","/href=<doubleQuotes46>([^<doubleQuotes46>]*levelFirstItem=2)<doubleQuotes46>/<newline46mondego>"
"2147splitHere46","1144398splitHere46","InternetAddress(String address, String personal)<newline46mondego>"
"2148splitHere46","1144398splitHere46","sender = new InternetAddress(<doubleQuotes46>xyz@facebook.com<doubleQuotes46>,<doubleQuotes46>Facebook<doubleQuotes46>);<newline46mondego>"
"2149splitHere46","1144422splitHere46","int polynomial; // assign from somewhere<newline46mondego>    if (<doubleQuotes46>crc8<doubleQuotes46>.equals(s)) {<newline46mondego>            return new CRC8(polynomial);<newline46mondego>    } else<newline46mondego>    if (<doubleQuotes46>crc16<doubleQuotes46>.equals(s)) {<newline46mondego>            return new CRC16(polynomial);<newline46mondego>    } else<newline46mondego>    if (<doubleQuotes46>crc32<doubleQuotes46>.equals(s)) {<newline46mondego>            return new CRC32(polynomial);<newline46mondego>    }<newline46mondego>"
"2150splitHere46","1144422splitHere46","package tests;<newline46mondego>import java.lang.reflect.Constructor;<newline46mondego>public class Construct {<newline46mondego>    static interface CRC { }<newline46mondego>    static class CRC8 implements CRC {<newline46mondego>        public CRC8(int p) { }<newline46mondego>    }<newline46mondego>    static class CRC16 implements CRC {<newline46mondego>        public CRC16(int p) { }<newline46mondego>    }<newline46mondego>    static class CRC32 implements CRC {<newline46mondego>        public CRC32(int p) { }<newline46mondego>    }<newline46mondego>    public static CRC getAlg(String s, int polynomial) {<newline46mondego>        try {<newline46mondego>            Class<?> clazz = Class.forName(<doubleQuotes46>tests.Construct$<doubleQuotes46> + s.toUpperCase());<newline46mondego>            Constructor<?> c = clazz.getConstructor(Integer.TYPE);<newline46mondego>            return CRC.class.cast(c.newInstance(polynomial));<newline46mondego>        } catch (ClassNotFoundException ex) {<newline46mondego>            ex.printStackTrace();<newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>        throw new AssertionError(<doubleQuotes46>Unknown algorithm: <doubleQuotes46> +s);<newline46mondego>    }<newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        System.out.println(getAlg(<doubleQuotes46>crc8<doubleQuotes46>, 0));<newline46mondego>        System.out.println(getAlg(<doubleQuotes46>crc16<doubleQuotes46>, 0));<newline46mondego>        System.out.println(getAlg(<doubleQuotes46>crc32<doubleQuotes46>, 0));<newline46mondego>        System.out.println(getAlg(<doubleQuotes46>crc48<doubleQuotes46>, 0));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2151splitHere46","1144422splitHere46","public static HashAlgorithm getHashAlgorithm(String s, int polynomial) {<newline46mondego>        if (<doubleQuotes46>crc8<doubleQuotes46>.equals(s)) {<newline46mondego>            return new CRC8(polynomial);<newline46mondego>        } else<newline46mondego>        if (<doubleQuotes46>crc16<doubleQuotes46>.equals(s)) {<newline46mondego>            return new CRC16(polynomial);<newline46mondego>        } else<newline46mondego>        if (<doubleQuotes46>crc32<doubleQuotes46>.equals(s)) {<newline46mondego>            return new CRC32(polynomial);<newline46mondego>        }<newline46mondego>        throw new AssertionError(<doubleQuotes46>Unknown algorithm: <doubleQuotes46> +s);<newline46mondego>    }<newline46mondego>"
"2152splitHere46","1144489splitHere46","foo.Bar(x)"
"2153splitHere46","1144831splitHere46","long divTime = 0;<newline46mondego>    long substrTime = 0;<newline46mondego>    final int bitsCount = 1000;<newline46mondego><newline46mondego>    for (int i = 0; i < 1000; ++i) {<newline46mondego>        long t1, t2;<newline46mondego>        BigInteger random = new BigInteger(bitsCount, new Random());<newline46mondego><newline46mondego>        t1 = System.currentTimeMillis();<newline46mondego>        random.divide(BigInteger.TEN);<newline46mondego>        t2 = System.currentTimeMillis();<newline46mondego>        divTime += (t2 - t1);<newline46mondego><newline46mondego>        t1 = System.currentTimeMillis();<newline46mondego>        String str = random.toString();<newline46mondego>        new BigInteger(str.substring(0, str.length() - 1));<newline46mondego>        t2 = System.currentTimeMillis();<newline46mondego>        substrTime += (t2 - t1);<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>Divide: <doubleQuotes46> + divTime);<newline46mondego>    System.out.println(<doubleQuotes46>Substr: <doubleQuotes46> + substrTime);<newline46mondego>    System.out.println(<doubleQuotes46>Ratio:  <doubleQuotes46> + (substrTime / divTime));<newline46mondego>"
"2154splitHere46","1145159splitHere46","XmlWebApplicationContext"
"2155splitHere46","1145159splitHere46","import java.io.IOException;<newline46mondego><newline46mondego>import org.springframework.core.io.Resource;<newline46mondego>import org.springframework.util.StringUtils;<newline46mondego>import org.springframework.web.context.support.XmlWebApplicationContext;<newline46mondego><newline46mondego>/**<newline46mondego> * Extends Spring's default web application context to allow relative<newline46mondego> * resource paths. Resources without explicitly specified URL protocol<newline46mondego> * and / or leading slash are loaded relative to the first location<newline46mondego> * from getConfigLocations().<newline46mondego> */<newline46mondego><newline46mondego>public class SpringApplicationContext extends XmlWebApplicationContext {<newline46mondego><newline46mondego>  @Override<newline46mondego>  protected Resource getResourceByPath(String path) {<newline46mondego>    path = StringUtils.cleanPath(path);<newline46mondego>    if (path.startsWith(<doubleQuotes46>/<doubleQuotes46>) || (path.indexOf(':')>0)) {<newline46mondego>      return super.getResourceByPath(path);<newline46mondego>    }<newline46mondego>    try {<newline46mondego>      return super.getResourceByPath(getConfigLocations()[0])<newline46mondego>        .createRelative(path);<newline46mondego>    } catch (IOException E) {<newline46mondego>      // failed to create relative resource - default to standard implementation<newline46mondego>      return super.getResourceByPath(path);<newline46mondego>    }<newline46mondego>  } // getResourceByPath()<newline46mondego>}<newline46mondego>"
"2156splitHere46","1145177splitHere46","ResultSet rs = ps.executeQuery();<newline46mondego>"
"2157splitHere46","1145196splitHere46","public interface Action<T><newline46mondego>{<newline46mondego>    void execute(T item);<newline46mondego>}<newline46mondego><newline46mondego>private static Map<String, Action<Foo>> getActions()<newline46mondego>{<newline46mondego>    Action<Foo> firstAction = new Action<Foo>() {<newline46mondego>        @Override public void execute(Foo item) {<newline46mondego>             // Insert implementation here<newline46mondego>        }<newline46mondego>    };<newline46mondego>    Action<Foo> secondAction = new Action<Foo>() {<newline46mondego>        @Override public void execute(Foo item) {<newline46mondego>             // Insert implementation here<newline46mondego>        }<newline46mondego>    };<newline46mondego>    Action<Foo> thirdAction = new Action<Foo>() {<newline46mondego>        @Override public void execute(Foo item) {<newline46mondego>             // Insert implementation here<newline46mondego>        }<newline46mondego>    };<newline46mondego>    Map<String, Action<Foo>> actions = new HashMap<String, Action<Foo>>();<newline46mondego>    actions.put(<doubleQuotes46>first<doubleQuotes46>, firstAction);<newline46mondego>    actions.put(<doubleQuotes46>second<doubleQuotes46>, secondAction);<newline46mondego>    actions.put(<doubleQuotes46>third<doubleQuotes46>, thirdAction);<newline46mondego>    return actions;<newline46mondego>}<newline46mondego>"
"2158splitHere46","1145407splitHere46","Signature sig = new Signature(<doubleQuotes46>dsa<doubleQuotes46>);<newline46mondego>sig.initVerify(key);<newline46mondego>sig.verify(Base64.decode(base64)); // <-- bytes go here<newline46mondego>"
"2159splitHere46","1145658splitHere46","java.awt.event.InputEvent:405"
"2160splitHere46","1145658splitHere46","/**<newline46mondego> * Returns the modifier mask for this event.<newline46mondego> */<newline46mondego>public int getModifiers() {<newline46mondego>    return modifiers & (JDK_1_3_MODIFIERS | HIGH_MODIFIERS);<newline46mondego>}<newline46mondego>"
"2161splitHere46","1145658splitHere46","getModifiersEx():442"
"2162splitHere46","1145658splitHere46","public int getModifiersEx() {<newline46mondego>    return modifiers & ~JDK_1_3_MODIFIERS;<newline46mondego>}<newline46mondego>"
"2163splitHere46","1145658splitHere46","public class MouseEvt {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        MouseEvent event = new MouseEvent(new JPanel(), 1, System<newline46mondego>                .currentTimeMillis(), InputEvent.CTRL_DOWN_MASK<newline46mondego>                | InputEvent.ALT_DOWN_MASK, 1, 1, 0, false);<newline46mondego><newline46mondego>        System.out.printf(<doubleQuotes46>%d - %d%n<doubleQuotes46>, InputEvent.CTRL_DOWN_MASK <newline46mondego>            | InputEvent.ALT_DOWN_MASK,<newline46mondego>            event.getModifiersEx());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2164splitHere46","1145658splitHere46","640 - 640"
"2165splitHere46","1145702splitHere46","public class JITExample {<newline46mondego>  private static MediaFile audioFile;<newline46mondego><newline46mondego>  public static void main(String... megaThrustersAreGo) {<newline46mondego><newline46mondego>    //File file = new File(<doubleQuotes46>/home/rhigdon/Desktop/project-voltron/test-files/video.mp4<doubleQuotes46>);<newline46mondego>    //File file = new File(<doubleQuotes46>/home/rhigdon/Desktop/project-voltron/test-files/movGetOutTheWay_iPhone_Cellular_1.3gp<doubleQuotes46>);<newline46mondego>    File file = new File(<doubleQuotes46>/home/rhigdon/Desktop/project-voltron/test-files/movGetOutTheWay_HD_WMV_720p_1.wmv<doubleQuotes46>);<newline46mondego>    //Entagged Soltuion<newline46mondego><newline46mondego>    audioFile = new MP3File(file);<newline46mondego><newline46mondego><newline46mondego>    try {<newline46mondego>      ID3V2_3_0Tag tag = new ID3V2_3_0Tag();<newline46mondego>      tag.setArtist(<doubleQuotes46>Ryan Higdon<doubleQuotes46>);<newline46mondego>      tag.setAlbum(<doubleQuotes46>Ryan's Funky Beats<doubleQuotes46>);<newline46mondego>      audioFile.setID3Tag(tag);<newline46mondego>      audioFile.sync();<newline46mondego>      for (ID3Tag eachTag : audioFile.getTags()) {<newline46mondego>        System.out.println(eachTag.toString());<newline46mondego>      }<newline46mondego><newline46mondego>    } catch (ID3Exception e) {<newline46mondego>      e.printStackTrace();<newline46mondego>      System.out.println(<doubleQuotes46>something bad happened<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>  }<newline46mondego>}<newline46mondego>"
"2166splitHere46","1146167splitHere46","SwingUtilities.windowForComponent(...)<newline46mondego>"
"2167splitHere46","1146951splitHere46","i = i++"
"2168splitHere46","1146951splitHere46","i"
"2169splitHere46","1146951splitHere46","i"
"2170splitHere46","1146951splitHere46","i"
"2171splitHere46","1146951splitHere46","i = i++;"
"2172splitHere46","1146961splitHere46","[WARNING] This goal is deprecated. Please use mvn archetype:generate instead<newline46mondego>"
"2173splitHere46","1147230splitHere46","length"
"2174splitHere46","1147230splitHere46","length"
"2175splitHere46","1147230splitHere46","Object"
