"1splitHere46","19157638splitHere46","setMaximizable(bool enabled)"
"6851splitHere46","19308122splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Dimension;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.Graphics;<newline46mondego>import java.awt.Graphics2D;<newline46mondego>import java.awt.GraphicsConfiguration;<newline46mondego>import java.awt.GraphicsEnvironment;<newline46mondego>import java.awt.Image;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.awt.event.MouseAdapter;<newline46mondego>import java.awt.event.MouseEvent;<newline46mondego>import java.awt.event.MouseListener;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.Collections;<newline46mondego>import java.util.List;<newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.Timer;<newline46mondego>import javax.swing.UIManager;<newline46mondego>import javax.swing.UnsupportedLookAndFeelException;<newline46mondego>import static splashscreen.MySplashScreen.createCompatibleImage;<newline46mondego>import static splashscreen.MySplashScreen.getGraphicsConfiguration;<newline46mondego><newline46mondego>public class DifferentSplashScreen {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new DifferentSplashScreen();<newline46mondego>    }<newline46mondego><newline46mondego>    public DifferentSplashScreen() {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>                } catch (ClassNotFoundException | InstantiationException | IllegalAccessException | UnsupportedLookAndFeelException ex) {<newline46mondego>                }<newline46mondego><newline46mondego>                JWindow frame = new JWindow();<newline46mondego>                frame.setAlwaysOnTop(true);<newline46mondego>                frame.setLayout(new BorderLayout());<newline46mondego>                frame.add(new SplashPane());<newline46mondego>                frame.pack();<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public class SplashPane extends JPanel {<newline46mondego><newline46mondego>        private BufferedImage background;<newline46mondego>        private List<BufferedImage> frames;<newline46mondego>        private int frameIndex;<newline46mondego>        private BufferedImage currentFrame;<newline46mondego><newline46mondego>        public SplashPane() {<newline46mondego>            try {<newline46mondego>                background = ImageIO.read(new File(<doubleQuotes46>C:\\Users\\shane\\Dropbox\\MegaTokyo\\2005-09-29-3957.jpeg<doubleQuotes46>));<newline46mondego>                frames = new ArrayList<>(40);<newline46mondego>                List<BufferedImage> images = new ArrayList<>(20);<newline46mondego>                for (int index = 0; index < 20; index++) {<newline46mondego>                    try {<newline46mondego>                        BufferedImage buffy = ImageIO.read(new File(index + <doubleQuotes46>.png<doubleQuotes46>));<newline46mondego>                        images.add(createCompatibleImage(buffy));<newline46mondego>                    } catch (IOException e) {<newline46mondego>                        e.printStackTrace();<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                frames.addAll(images);<newline46mondego>                Collections.reverse(images);<newline46mondego>                frames.addAll(images);<newline46mondego>            } catch (IOException ex) {<newline46mondego>                ex.printStackTrace();<newline46mondego>            }<newline46mondego>            final Timer timer = new Timer(40, new ActionListener() {<newline46mondego>                @Override<newline46mondego>                public void actionPerformed(ActionEvent e) {<newline46mondego>                    if (frameIndex >= frames.size()) {<newline46mondego>                        frameIndex = 0;<newline46mondego>                    }<newline46mondego>                    currentFrame = frames.get(frameIndex);<newline46mondego>                    frameIndex++;<newline46mondego>                    repaint();<newline46mondego>                }<newline46mondego>            });<newline46mondego>            timer.start();<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego>            return background == null ? new Dimension(200, 200) : new Dimension(background.getWidth(), background.getHeight());<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics g) {<newline46mondego>            super.paintComponent(g);<newline46mondego>            if (background != null) {<newline46mondego>                Graphics2D g2d = (Graphics2D) g.create();<newline46mondego>                int x = (getWidth() - background.getWidth()) / 2;<newline46mondego>                int y = (getHeight() - background.getHeight()) / 2;<newline46mondego>                g2d.drawImage(background, x, y, this);<newline46mondego><newline46mondego>                if (currentFrame != null) {<newline46mondego><newline46mondego>                    x = (getWidth() - currentFrame.getWidth()) / 2;<newline46mondego>                    y = (getHeight() - currentFrame.getHeight()) / 2;<newline46mondego>                    g2d.drawImage(currentFrame, x, y, this);<newline46mondego><newline46mondego>                }<newline46mondego>                g2d.dispose();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static GraphicsConfiguration getGraphicsConfiguration() {<newline46mondego>        return GraphicsEnvironment.getLocalGraphicsEnvironment().getDefaultScreenDevice().getDefaultConfiguration();<newline46mondego>    }<newline46mondego><newline46mondego>    public static BufferedImage createCompatibleImage(BufferedImage master) {<newline46mondego>        BufferedImage img = createCompatibleImage(master, master.getWidth(), master.getHeight());<newline46mondego>        Graphics2D g2d = img.createGraphics();<newline46mondego>        g2d.drawImage(master, 0, 0, null);<newline46mondego>        g2d.dispose();<newline46mondego>        return img;<newline46mondego>    }<newline46mondego><newline46mondego>    public static BufferedImage createCompatibleImage(BufferedImage image,<newline46mondego>            int width, int height) {<newline46mondego>        return getGraphicsConfiguration().createCompatibleImage(width, height, image.getTransparency());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6852splitHere46","19308122splitHere46","SplashScreen"
"6853splitHere46","19308250splitHere46","rt"
"6854splitHere46","19308250splitHere46","Runtime"
"6855splitHere46","19308250splitHere46","exec"
"6856splitHere46","19308250splitHere46","Runtime rt=Runtime.getRuntime();<newline46mondego>String file=<doubleQuotes46>C:\\Users\\V\\Documents\\diplwmatiki\\SFBs\\SF_Antivalent.xml<doubleQuotes46>;<newline46mondego>Process p=rt.exec(new String[]{<newline46mondego>    <doubleQuotes46>C:\\Windows\\System32\\java.exe<doubleQuotes46>, <newline46mondego>    <doubleQuotes46>-jar<doubleQuotes46>, <newline46mondego>    <doubleQuotes46>C:\\Users\\V\\Documents\\uppaal-4.0.13-aca\\uppaal-4.0.13\\uppaal.jar<doubleQuotes46>, <newline46mondego>    file});<newline46mondego>"
"6857splitHere46","19308250splitHere46","<doubleQuotes46>V\\Documents\\uppaal-4.0.13-aca\\uppaal-4.0.13\\uppaal.jar<doubleQuotes46> + file"
"6858splitHere46","19308250splitHere46","ProcessBuilder"
"6859splitHere46","19308250splitHere46","Runtime#exec"
"6860splitHere46","19308292splitHere46","/**<newline46mondego> * Determines whether or not this <code>Rectangle</code> and the specified<newline46mondego> * <code>Rectangle</code> intersect. Two rectangles intersect if<newline46mondego> * their intersection is nonempty.<newline46mondego> *<newline46mondego> * @param r the specified <code>Rectangle</code><newline46mondego> * @return    <code>true</code> if the specified <code>Rectangle</code><newline46mondego> *            and this <code>Rectangle</code> intersect;<newline46mondego> *            <code>false</code> otherwise.<newline46mondego> */<newline46mondego>public boolean intersects(Rectangle r) {<newline46mondego>    int tw = this.width;<newline46mondego>    int th = this.height;<newline46mondego>    int rw = r.width;<newline46mondego>    int rh = r.height;<newline46mondego>    if (rw <= 0 || rh <= 0 || tw <= 0 || th <= 0) {<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>    int tx = this.x;<newline46mondego>    int ty = this.y;<newline46mondego>    int rx = r.x;<newline46mondego>    int ry = r.y;<newline46mondego>    rw += rx;<newline46mondego>    rh += ry;<newline46mondego>    tw += tx;<newline46mondego>    th += ty;<newline46mondego>    //      overflow || intersect<newline46mondego>    return ((rw < rx || rw > tx) &&<newline46mondego>            (rh < ry || rh > ty) &&<newline46mondego>            (tw < tx || tw > rx) &&<newline46mondego>            (th < ty || th > ry));<newline46mondego>}<newline46mondego>"
"6861splitHere46","19308307splitHere46","getX"
"6862splitHere46","19308307splitHere46","getY"
"6863splitHere46","19308307splitHere46","getWidth"
"6864splitHere46","19308307splitHere46","getHeight"
"6865splitHere46","19308403splitHere46","substring()"
"6866splitHere46","19308403splitHere46","public static void main(String[] args) {<newline46mondego>     String toConvert= <doubleQuotes46>8011411110311497109109105110103<doubleQuotes46>;<newline46mondego>     String result=<doubleQuotes46><doubleQuotes46>;<newline46mondego>     while(toConvert.length()>0){<newline46mondego>         String digits=toConvert.substring(0, 2);<newline46mondego>         int num=Integer.valueOf(digits);<newline46mondego>         if(('A'<=num&&num<='Z')||('a'<=num&&num<='z')){<newline46mondego>             toConvert=toConvert.substring(2);<newline46mondego>         }<newline46mondego>         else{<newline46mondego>             digits=toConvert.substring(0, 3);<newline46mondego>             num=Integer.valueOf(digits);<newline46mondego>             toConvert=toConvert.substring(3);<newline46mondego>         }<newline46mondego>         String letter = String.valueOf((char) num);<newline46mondego>         result+=letter;<newline46mondego>     }<newline46mondego>     System.out.println(result);<newline46mondego>}<newline46mondego>"
"6867splitHere46","19308403splitHere46","num>25"
"6868splitHere46","19308631splitHere46","card()"
"6869splitHere46","19308631splitHere46","getCard()"
"6870splitHere46","19308652splitHere46","jclass"
"6871splitHere46","19308652splitHere46","jobject"
"6872splitHere46","19308652splitHere46","GlobalRef"
"6873splitHere46","19308827splitHere46","stmt"
"6874splitHere46","19308827splitHere46","rs1"
"6875splitHere46","19308832splitHere46","System.out.printf(<doubleQuotes46>%9s<doubleQuotes46>, <doubleQuotes46>Name:<doubleQuotes46>);<newline46mondego>"
"6876splitHere46","19308832splitHere46","<doubleQuotes46>    Name:<doubleQuotes46><newline46mondego>"
"6877splitHere46","19308832splitHere46","System.out.printf(<doubleQuotes46>%9s<doubleQuotes46>, <doubleQuotes46>His Name:<doubleQuotes46>);<newline46mondego>"
"6878splitHere46","19308832splitHere46","<doubleQuotes46>His Name:<doubleQuotes46><newline46mondego>"
"6879splitHere46","19308832splitHere46","-"
"6880splitHere46","19308832splitHere46","System.out.printf(<doubleQuotes46>%-9s<doubleQuotes46>, <doubleQuotes46>Name:<doubleQuotes46>);<newline46mondego>"
"6881splitHere46","19308832splitHere46","<doubleQuotes46>Name:    <doubleQuotes46><newline46mondego>"
"6882splitHere46","19308832splitHere46","System.out.printf(<doubleQuotes46>[%-9s]<doubleQuotes46>, <doubleQuotes46>Name:<doubleQuotes46>)"
"6883splitHere46","19308896splitHere46","TwitterAlerts object = new TwitterAlerts();<newline46mondego>"
"6884splitHere46","19308896splitHere46","TwitterAlerts"
"6885splitHere46","19308896splitHere46","TwitterAlerts"
"6886splitHere46","19308896splitHere46","TwitterAlerts"
"6887splitHere46","19308896splitHere46","TwitterAlerts"
"6888splitHere46","19308904splitHere46","<doubleQuotes46>0<doubleQuotes46>,<doubleQuotes46>10<doubleQuotes46>,<doubleQuotes46>20<doubleQuotes46>,<doubleQuotes46>string value, 1, 2, 2<doubleQuotes46>,<doubleQuotes46>100<doubleQuotes46>,<doubleQuotes46>another string<doubleQuotes46>,<doubleQuotes46>string, string, text<doubleQuotes46>,<doubleQuotes46>0<doubleQuotes46><newline46mondego>"
"6889splitHere46","19308904splitHere46","String line = <doubleQuotes46>(0, 10, 20, 'string value, 1, 2, 2', 100, 'another string', 'string, string, text', 0)<doubleQuotes46>;<newline46mondego>    char splitString[] = line.toCharArray();<newline46mondego>    List<String> foundStrings = new ArrayList<String>();<newline46mondego>    for (int x = 0; x < splitString.length;x++){<newline46mondego>        String found = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        if (Character.isDigit(splitString[x])) {<newline46mondego>            while(Character.isDigit(splitString[x])) {<newline46mondego>                found += Character.toString(splitString[x]);<newline46mondego>                x++;<newline46mondego>            }<newline46mondego>            foundStrings.add(found);<newline46mondego>            x --;<newline46mondego>        }<newline46mondego>        if (x < splitString.length) {<newline46mondego>            int count = 0;<newline46mondego>            int indexOfNext = 0;<newline46mondego>            if (splitString[x] == '\'') {<newline46mondego>                int startIndex = x + 1;<newline46mondego>                count = startIndex;<newline46mondego>                char currentChar = 0;<newline46mondego>                char c = '\'';<newline46mondego>                while(currentChar != c) {<newline46mondego>                    currentChar = splitString[count];<newline46mondego>                    count ++;<newline46mondego>                    currentChar = splitString[count];<newline46mondego>                }<newline46mondego>                indexOfNext = count;<newline46mondego>                for (int j = startIndex; j < indexOfNext; j++){<newline46mondego>                    found += Character.toString(splitString[j]);<newline46mondego>                }<newline46mondego>                foundStrings.add(found.trim());<newline46mondego>                x = indexOfNext;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>    for (int p = 0; p < foundStrings.size();p++) {<newline46mondego>        if (p > 0) System.out.print(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>        System.out.print(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46> + foundStrings.get(p) + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>    }<newline46mondego>"
