"1splitHere46","21514988splitHere46","List<Point> points = new ArrayList<Point>();<newline46mondego><newline46mondego>Point pointOne = new Point(x,y);<newline46mondego>Point pointTwo = new Point(x+25,y);<newline46mondego>Point pointThree = new Point(x+25,y+5);<newline46mondego>Point pointFour = new Point(x,y+5);<newline46mondego>points.add(pointOne );<newline46mondego>points.add(pointTwo );<newline46mondego>points.add(pointThree );<newline46mondego>points.add(pointFour);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>Path path = new Path();<newline46mondego>path.moveTo(pointOne.x, pointOne.y);<newline46mondego>path.lineTo(pointTwo.x, pointTwo.y);<newline46mondego>//and so on<newline46mondego>path.close();<newline46mondego><newline46mondego>//and then<newline46mondego>pList.add(points); <newline46mondego>"
"4312splitHere46","21609314splitHere46","//added an import here<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.Scanner;<newline46mondego><newline46mondego>class programTwo<newline46mondego>{<newline46mondego>    //main difference is the average calculation is done within a method instead of main<newline46mondego>    public static void main( String[] args )<newline46mondego>    {<newline46mondego>        Scanner scan = new Scanner(System.in);<newline46mondego>        ArrayList<Double> myArr = new ArrayList<Double>();<newline46mondego>        double sum = 0;<newline46mondego>        int count = 0;<newline46mondego>        System.out.println(<doubleQuotes46>Enter a number to be averaged:<doubleQuotes46>);<newline46mondego>        String inputs = scan.nextLine();<newline46mondego><newline46mondego>    while (!inputs.contains(<doubleQuotes46>q<doubleQuotes46>)) //input until user no longer wants to give input<newline46mondego>    {<newline46mondego><newline46mondego>        if (count == 21)<newline46mondego>        {<newline46mondego>            break; //this command here jumps out of the input loop if there are 21<newline46mondego>        }<newline46mondego><newline46mondego>        Scanner scan2 = new Scanner(inputs); // create a new scanner out of our single line of input<newline46mondego>        myArr.add(scan2.nextDouble()); //simply adding to the array list<newline46mondego>        count += 1;<newline46mondego>        System.out.println(<doubleQuotes46>Please enter another number or press Q for your average<doubleQuotes46>);<newline46mondego><newline46mondego>        inputs = scan.nextLine();<newline46mondego>    }<newline46mondego>    Double average = calculate_average(myArr); //go to method calculate average, expect a double to be returned<newline46mondego>    System.out.println(<doubleQuotes46>Your average is: <doubleQuotes46> + average); <newline46mondego>}<newline46mondego><newline46mondego>private static Double calculate_average( ArrayList<Double> myArr ) //method definition<newline46mondego>{<newline46mondego>    Double Sum = 0.0; <newline46mondego>    for (Double number: myArr) //for loop that iterates through an array list<newline46mondego>    {<newline46mondego>        Sum += number; //add all the numbers together into a sum<newline46mondego>    }<newline46mondego>    return Sum / myArr.size(); //return the sum divided by the number of numbers in the array list<newline46mondego>}<newline46mondego>}<newline46mondego>"
"4313splitHere46","21609375splitHere46","scheduleAtFixedRate(TimerTask task, Date firstTime, long period)"
"4314splitHere46","21609399splitHere46","public class TestCls {<newline46mondego><newline46mondego>    public static int test = getInt();<newline46mondego>    public static int moreJunk = initializeMoreJunk();<newline46mondego><newline46mondego>    static{<newline46mondego>        System.out.println(<doubleQuotes46>Static initializer: test=<doubleQuotes46> + test + <doubleQuotes46>, moreJunk=<doubleQuotes46> + moreJunk);<newline46mondego>    }<newline46mondego><newline46mondego>    public static int getInt(){<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>giveInt func: <doubleQuotes46> + test);<newline46mondego>        System.out.println(<doubleQuotes46>moreJunk=<doubleQuotes46> + moreJunk);<newline46mondego>        return 10;<newline46mondego>    }<newline46mondego><newline46mondego>    public static int initializeMoreJunk() {<newline46mondego>        return -1;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String... args){<newline46mondego>        System.out.println(<doubleQuotes46>Main: <doubleQuotes46> + test);<newline46mondego>    } <newline46mondego>}<newline46mondego>"
"4315splitHere46","21609399splitHere46","giveInt func: 0<newline46mondego>moreJunk=0<newline46mondego>Static initializer: test=10, moreJunk=-1<newline46mondego>Main: 10<newline46mondego>"
"4316splitHere46","21609660splitHere46","toString()"
"4317splitHere46","21609660splitHere46","java.util.Date.toString() => output dependent on your system time zone<newline46mondego>                             in format pattern <doubleQuotes46>EEE MMM dd HH:mm:ss zzz yyyy<doubleQuotes46><newline46mondego><newline46mondego>java.sql.Date.toString() => output in format <doubleQuotes46>yyyy-MM-dd<doubleQuotes46> (your dateObject)<newline46mondego>java.sql.Time.toString() => output in format <doubleQuotes46>HH:mm:ss<doubleQuotes46> (your timeObject)<newline46mondego>"
"4318splitHere46","21609660splitHere46","java.sql.Date dateObj = new java.sql.Date(2014 - 1900, Calendar.FEBRUARY, 22);<newline46mondego>Time timeObj = new Time(15, 0, 0);<newline46mondego>Time midnight = new Time(0, 0, 0);<newline46mondego>Date d = new Date(dateObj.getTime() + timeObj.getTime());<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>dateObj: <doubleQuotes46> + dateObj + <doubleQuotes46>/<doubleQuotes46> + dateObj.getTime()); <newline46mondego>// dateObj: 2014-02-22/1393023600000, one hour less than a full day because of UTC-long<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>timeObj: <doubleQuotes46> + timeObj + <doubleQuotes46>/<doubleQuotes46> + timeObj.getTime()); <newline46mondego>// timeObj: 15:00:00/50400000 => one hour less as UTC-long<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>midnight: <doubleQuotes46> + midnight + <doubleQuotes46>/<doubleQuotes46> + midnight.getTime()); <newline46mondego>// midnight: 00:00:00/-3600000 => one hour less, negative!<newline46mondego><newline46mondego>System.out.println(new Date(dateObj.getTime())); // Sat Feb 22 00:00:00 CET 2014<newline46mondego>System.out.println(new Date(timeObj.getTime())); // Thu Jan 01 15:00:00 CET 1970<newline46mondego>System.out.println(d); // Sat Feb 22 14:00:00 CET 2014<newline46mondego>"
"4319splitHere46","21609660splitHere46","Date d = new Date(dateObj.getTime() + timeObj.getTime() - midnight.getTime());<newline46mondego>System.out.println(d); // Sat Feb 22 15:00:00 CET 2014, correct - what you wanted<newline46mondego>"
"4320splitHere46","21609666splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.Arrays;<newline46mondego>import java.util.Collections;<newline46mondego>import java.util.List;<newline46mondego>import java.util.concurrent.Callable;<newline46mondego>import java.util.concurrent.ExecutorService;<newline46mondego>import java.util.concurrent.Executors;<newline46mondego><newline46mondego>public class ArrayReordering<newline46mondego>{<newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        basicTest();<newline46mondego>        performanceTest();<newline46mondego>    }<newline46mondego><newline46mondego>    private static void basicTest()<newline46mondego>    {<newline46mondego>        int[] vectorUsedForSorting = new int[] { 1,0,2,6,3,4,5 };<newline46mondego>        int[] vectorToBeSorted = new int[] {1,2,3,4,5,6,7};      <newline46mondego>        int[] sortedVectorLinear = new int[vectorToBeSorted.length];<newline46mondego>        int[] sortedVectorParallel = new int[vectorToBeSorted.length];<newline46mondego><newline46mondego>        sortLinear(vectorUsedForSorting, vectorToBeSorted, sortedVectorLinear);<newline46mondego>        sortParallel(vectorUsedForSorting, vectorToBeSorted, sortedVectorParallel);<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>Result Linear   <doubleQuotes46>+Arrays.toString(sortedVectorLinear));<newline46mondego>        System.out.println(<doubleQuotes46>Result Parallel <doubleQuotes46>+Arrays.toString(sortedVectorParallel));<newline46mondego>    }<newline46mondego><newline46mondego>    private static void performanceTest()<newline46mondego>    {<newline46mondego>        for (int n=1000000; n<=50000000; n*=2)<newline46mondego>        {<newline46mondego>            System.out.println(<doubleQuotes46>Run with <doubleQuotes46>+n+<doubleQuotes46> elements<doubleQuotes46>);<newline46mondego><newline46mondego>            System.out.println(<doubleQuotes46>Creating input data<doubleQuotes46>);<newline46mondego>            int vectorUsedForSorting[] = createVectorUsedForSorting(n);<newline46mondego>            int vectorToBeSorted[] = new int[n];<newline46mondego>            for (int i=0; i<n; i++)<newline46mondego>            {<newline46mondego>                vectorToBeSorted[i] = i;<newline46mondego>            }<newline46mondego>            int[] sortedVectorLinear = new int[vectorToBeSorted.length];<newline46mondego>            int[] sortedVectorParallel = new int[vectorToBeSorted.length];<newline46mondego><newline46mondego>            long before = 0;<newline46mondego>            long after = 0;<newline46mondego><newline46mondego>            System.out.println(<doubleQuotes46>Running linear<doubleQuotes46>);<newline46mondego>            before = System.nanoTime();<newline46mondego>            sortLinear(vectorUsedForSorting, vectorToBeSorted, sortedVectorLinear);<newline46mondego>            after = System.nanoTime();<newline46mondego>            System.out.println(<doubleQuotes46>Duration linear   <doubleQuotes46>+(after-before)/1e6+<doubleQuotes46> ms<doubleQuotes46>);<newline46mondego><newline46mondego>            System.out.println(<doubleQuotes46>Running parallel<doubleQuotes46>);<newline46mondego>            before = System.nanoTime();<newline46mondego>            sortParallel(vectorUsedForSorting, vectorToBeSorted, sortedVectorParallel);<newline46mondego>            after = System.nanoTime();<newline46mondego>            System.out.println(<doubleQuotes46>Duration parallel <doubleQuotes46>+(after-before)/1e6+<doubleQuotes46> ms<doubleQuotes46>);<newline46mondego><newline46mondego>            //System.out.println(<doubleQuotes46>Result Linear   <doubleQuotes46>+Arrays.toString(sortedVectorLinear));<newline46mondego>            //System.out.println(<doubleQuotes46>Result Parallel <doubleQuotes46>+Arrays.toString(sortedVectorParallel));<newline46mondego>            System.out.println(<doubleQuotes46>Passed linear?   <doubleQuotes46>+<newline46mondego>                Arrays.equals(vectorUsedForSorting, sortedVectorLinear));<newline46mondego>            System.out.println(<doubleQuotes46>Passed parallel? <doubleQuotes46>+<newline46mondego>                Arrays.equals(vectorUsedForSorting, sortedVectorParallel));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static int[] createVectorUsedForSorting(int n)<newline46mondego>    {<newline46mondego>        // Not very elegant, just for a quick test...<newline46mondego>        List<Integer> indices = new ArrayList<Integer>();<newline46mondego>        for (int i=0; i<n; i++)<newline46mondego>        {<newline46mondego>            indices.add(i);<newline46mondego>        }<newline46mondego>        Collections.shuffle(indices);<newline46mondego>        int vectorUsedForSorting[] = new int[n];<newline46mondego>        for (int i=0; i<n; i++)<newline46mondego>        {<newline46mondego>            vectorUsedForSorting[i] = indices.get(i);<newline46mondego>        }<newline46mondego>        return vectorUsedForSorting;<newline46mondego>    }<newline46mondego><newline46mondego>    private static void sortLinear(<newline46mondego>        int vectorUsedForSorting[], int vectorToBeSorted[], <newline46mondego>        int sortedVector[])<newline46mondego>    {<newline46mondego>        sortLinear(vectorUsedForSorting, vectorToBeSorted, <newline46mondego>            sortedVector, 0, vectorToBeSorted.length);<newline46mondego>    }<newline46mondego><newline46mondego>    static void sortParallel(<newline46mondego>        final int vectorUsedForSorting[], final int vectorToBeSorted[], <newline46mondego>        final int sortedVector[])<newline46mondego>    {<newline46mondego>        int numProcessors = Runtime.getRuntime().availableProcessors();<newline46mondego>        int chunkSize = (int)Math.ceil((double)vectorToBeSorted.length / numProcessors);<newline46mondego>        List<Callable<Object>> tasks = new ArrayList<Callable<Object>>();<newline46mondego>        ExecutorService executor = Executors.newFixedThreadPool(numProcessors);<newline46mondego>        for (int i=0; i<numProcessors; i++)<newline46mondego>        {<newline46mondego>            final int min = i * chunkSize;<newline46mondego>            final int max = Math.min(vectorToBeSorted.length, min + chunkSize);<newline46mondego>            Runnable task = new Runnable()<newline46mondego>            {<newline46mondego>                @Override<newline46mondego>                public void run()<newline46mondego>                {<newline46mondego>                    sortLinear(vectorUsedForSorting, vectorToBeSorted, <newline46mondego>                        sortedVector, min, max);<newline46mondego>                }<newline46mondego>            };<newline46mondego>            tasks.add(Executors.callable(task));<newline46mondego>        }<newline46mondego>        try<newline46mondego>        {<newline46mondego>            executor.invokeAll(tasks);<newline46mondego>        }<newline46mondego>        catch (InterruptedException e)<newline46mondego>        {<newline46mondego>            Thread.currentThread().interrupt();<newline46mondego>        }<newline46mondego>        executor.shutdown();<newline46mondego>    }<newline46mondego><newline46mondego>    private static void sortLinear(<newline46mondego>        int vectorUsedForSorting[], int vectorToBeSorted[], <newline46mondego>        int sortedVector[], int min, int max)<newline46mondego>    {<newline46mondego>        for (int i = min; i < max; i++)<newline46mondego>        {<newline46mondego>            sortedVector[i] = vectorToBeSorted[vectorUsedForSorting[i]];<newline46mondego>        }          <newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4321splitHere46","21609678splitHere46","public class AES {<newline46mondego><newline46mondego>    public static SecretKey generateAESKey(int bits) throws NoSuchAlgorithmException{<newline46mondego>        //This method is provided as to securely generate a AES key of the given length.<newline46mondego><newline46mondego>        //In practice you can specify your own SecureRandom instance.<newline46mondego>        KeyGenerator kgen = KeyGenerator.getInstance(<doubleQuotes46>AES<doubleQuotes46>);<newline46mondego>        kgen.init(bits);<newline46mondego>        return kgen.generateKey();<newline46mondego>    }<newline46mondego><newline46mondego>    public static byte[] encrypt(SecretKey key, byte[] plaintext) throws Exception{<newline46mondego>        //In practice you should specify your SecureRandom implementation.<newline46mondego>        SecureRandom rnd = new SecureRandom();<newline46mondego><newline46mondego>        //Generate random IV of 128-bit (AES block size)<newline46mondego>        byte[] IV = new byte[128 / 8]; <newline46mondego>        rnd.nextBytes(IV);<newline46mondego>        IvParameterSpec IVSpec = new IvParameterSpec(IV);<newline46mondego><newline46mondego>        //Create the cipher object to perform AES operations.<newline46mondego>        //Specify Advanced Encryption Standard - Cipher Feedback Mode - No Padding<newline46mondego>        Cipher AESCipher = Cipher.getInstance(<doubleQuotes46>AES/CFB/NoPadding<doubleQuotes46>);<newline46mondego><newline46mondego>        //Initialize the Cipher with the key and initialization vector.<newline46mondego>        AESCipher.init(Cipher.ENCRYPT_MODE, key, IVSpec);<newline46mondego><newline46mondego>        //Encrypts the plaintext data<newline46mondego>        byte[] ciphertext = AESCipher.doFinal(plaintext);<newline46mondego><newline46mondego>       /*<newline46mondego>        * The IV must now be transferred with the ciphertext somehow. The easiest <newline46mondego>        * way to accomplish this would be to prepend the IV to the ciphertext <newline46mondego>        * message.<newline46mondego>        */<newline46mondego><newline46mondego>        //Allocate new array to hold ciphertext + IV<newline46mondego>        byte[] output = new byte[ciphertext.length + (128 / 8)];<newline46mondego><newline46mondego>        //Copy the respective parts into the array.<newline46mondego>        System.arraycopy(IV, 0, output, 0, IV.length);<newline46mondego>        System.arraycopy(ciphertext, 0, output, IV.length, ciphertext.length);<newline46mondego><newline46mondego>        return output;<newline46mondego>    }<newline46mondego><newline46mondego>    public static byte[] decrypt(SecretKey key, byte[] IV, byte[] ciphertext) throws Exception{<newline46mondego>        //Create the cipher object to perform AES operations.<newline46mondego>        //Specify Advanced Encryption Standard - Cipher Feedback Mode - No Padding<newline46mondego>        Cipher AESCipher = Cipher.getInstance(<doubleQuotes46>AES/CFB/NoPadding<doubleQuotes46>);<newline46mondego><newline46mondego>        //Create the IvParameterSpec object from the raw IV<newline46mondego>        IvParameterSpec IVSpec = new IvParameterSpec(IV);<newline46mondego><newline46mondego>        //Initialize the Cipher with the key and initialization vector.<newline46mondego>        AESCipher.init(Cipher.DECRYPT_MODE, key, IVSpec);<newline46mondego><newline46mondego>        //Decrypts the ciphertext data<newline46mondego>        byte[] plaintext = AESCipher.doFinal(ciphertext);<newline46mondego><newline46mondego>        return plaintext;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception{<newline46mondego>        //Demo the program<newline46mondego><newline46mondego>        String sPlaintext = <doubleQuotes46>rainbows<doubleQuotes46>; //String plaintext<newline46mondego>        byte[] rPlaintext = sPlaintext.getBytes(Charset.forName(<doubleQuotes46>UTF-8<doubleQuotes46>)); //Raw byte array plaintext<newline46mondego><newline46mondego>        //We first need to generate a key of 128-bit<newline46mondego>        SecretKey key = generateAESKey(128);<newline46mondego><newline46mondego>        //Encrypt the plaintext<newline46mondego>        byte[] output = encrypt(key, rPlaintext);<newline46mondego><newline46mondego>        // ----------------- //<newline46mondego><newline46mondego>        //Extract the IV from the encryption output<newline46mondego>        byte[] IV = new byte[128 / 8];<newline46mondego>        byte[] ciphertext = new byte[output.length - (128 / 8)];<newline46mondego><newline46mondego>        System.arraycopy(output, 0, IV, 0, IV.length);<newline46mondego>        System.arraycopy(output, IV.length, ciphertext, 0, ciphertext.length);<newline46mondego><newline46mondego>        //Decrypt the ciphertext<newline46mondego>        byte[] dPlaintext = decrypt(key, IV, ciphertext);<newline46mondego><newline46mondego>        String decryptedMessage = new String(dPlaintext, Charset.forName(<doubleQuotes46>UTF-8<doubleQuotes46>));<newline46mondego><newline46mondego>        //Print stuff out<newline46mondego>        System.out.println(<doubleQuotes46>Original message: <doubleQuotes46> + sPlaintext);<newline46mondego>        System.out.println(<doubleQuotes46>Original message bytes: <doubleQuotes46> + Arrays.toString(rPlaintext));<newline46mondego>        System.out.println(<doubleQuotes46>Encryption Output bytes: <doubleQuotes46> + Arrays.toString(output));<newline46mondego>        System.out.println(<doubleQuotes46>Decrypted message bytes: <doubleQuotes46> + Arrays.toString(dPlaintext));<newline46mondego>        System.out.println(<doubleQuotes46>Decrypted message: <doubleQuotes46> + decryptedMessage);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
