"1splitHere46","8938876splitHere46","new EventHandler<ActionEvent>() {<newline46mondego>        @Override // <- notice the annotation, it overrides from the interface.<newline46mondego>        public void handle(ActionEvent event) {<newline46mondego>                System.out.print(<doubleQuotes46>Hello World !!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"4875splitHere46","9069490splitHere46","double"
"4876splitHere46","9069490splitHere46","int"
"4877splitHere46","9069490splitHere46","this"
"4878splitHere46","9069490splitHere46","this.x"
"4879splitHere46","9069490splitHere46","x"
"4880splitHere46","9069490splitHere46","this"
"4881splitHere46","9069490splitHere46","x"
"4882splitHere46","9069490splitHere46","this"
"4883splitHere46","9069490splitHere46","public PointJava(int newX, int newY){<newline46mondego>    x = newX;<newline46mondego>    y = newY;<newline46mondego>}<newline46mondego>"
"4884splitHere46","9069557splitHere46","Manager = new AjaxSolr.Manager({solrUrl: 'http://localhost:8983/solr/'});<newline46mondego>"
"4885splitHere46","9069583splitHere46","datastore"
"4886splitHere46","9069659splitHere46","private <E extends Number> double GetAverage(ArrayList<E> al) {<newline46mondego>    double total = 0;<newline46mondego>    Iterator<E> itr = al.iterator();<newline46mondego>    while (itr.hasNext()) {<newline46mondego>        E next = itr.next();<newline46mondego>        total += next.doubleValue();<newline46mondego>    }<newline46mondego><newline46mondego>    return total;<newline46mondego>}<newline46mondego>"
"4887splitHere46","9069713splitHere46","java.util.Date(int year, int month, int date)"
"4888splitHere46","9069713splitHere46","java.util.Calendar"
"4889splitHere46","9069713splitHere46","Calendar cal = Calendar.getInstance();<newline46mondego>cal.set(2083, 1, 1);<newline46mondego>assertEquals(2083, new LocalDate(cal).getYear());<newline46mondego>"
"4890splitHere46","9069826splitHere46","intent.setData()"
"4891splitHere46","9069826splitHere46","intent.setDataAndType()"
"4892splitHere46","9069826splitHere46","Intent"
"4893splitHere46","9069826splitHere46","Intent intent = new Intent(Intent.ACTION_VIEW, path);<newline46mondego>"
"4894splitHere46","9069896splitHere46","String.split(<doubleQuotes46><doubleQuotes46>)"
"4895splitHere46","9069896splitHere46","StringTokenizer"
"4896splitHere46","9069896splitHere46","String line = input.read();<newline46mondego>String [] d = s.split(<doubleQuotes46>:<doubleQuotes46>,2);<newline46mondego>"
"4897splitHere46","9069896splitHere46","String.split(<doubleQuotes46>PUSH: I am hungry :P<doubleQuotes46>);"
"4898splitHere46","9069908splitHere46","inner"
"4899splitHere46","9069908splitHere46","innerMap"
"4900splitHere46","9069908splitHere46","null"
"4901splitHere46","9069908splitHere46","Map<String, Object> innerMap = data.get(<doubleQuotes46>outer_key<doubleQuotes46>);<newline46mondego><newline46mondego>// Added this if statement to handle null values in the outer map.<newline46mondego>if (innerMap == null) {<newline46mondego>    innerMap = new HashMap<String, Object>();<newline46mondego>    data.put(<doubleQuotes46>outer_key<doubleQuotes46>, innerMap);<newline46mondego>}<newline46mondego><newline46mondego>innerMap.put(<doubleQuotes46>inner_key<doubleQuotes46>, value);<newline46mondego>// data.put(<doubleQuotes46>outer_key<doubleQuotes46>, innerMap); <-- This is not needed, innerMap is already a value in<newline46mondego>                                     // the outer map.<newline46mondego>"
"4902splitHere46","9069983splitHere46","mput"
"4903splitHere46","9069983splitHere46","mput"
"4904splitHere46","9070030splitHere46","CSVReader"
"4905splitHere46","9070030splitHere46","Person"
"4906splitHere46","9070030splitHere46","aliases"
"4907splitHere46","9070030splitHere46","java.util.ArrayList<String>"
"4908splitHere46","9070030splitHere46","ArrayList"
"4909splitHere46","9070030splitHere46","CSVReader"
"4910splitHere46","9070030splitHere46","ArrayList"
"4911splitHere46","9070030splitHere46","Person"
"4912splitHere46","9070030splitHere46","<reader class=<doubleQuotes46>org.milyn.csv.CSVReader<doubleQuotes46>><newline46mondego>    <param name=<doubleQuotes46>fields<doubleQuotes46>>lastName,fristName,age,gender,alias1,alias2,alias3</param><newline46mondego>    <param name=<doubleQuotes46>separator<doubleQuotes46>>&#124;</param><newline46mondego>    <param name=<doubleQuotes46>strict<doubleQuotes46>>false</param><newline46mondego></reader><newline46mondego>"
"4913splitHere46","9070030splitHere46","%%%IGNORE%%%"
"4914splitHere46","9070030splitHere46","$ignore$"
"4915splitHere46","9070030splitHere46","List<String>"
"4916splitHere46","9070030splitHere46","List<StringBuffer>"
"4917splitHere46","9070030splitHere46","List<StringBuilder>"
"4918splitHere46","9070030splitHere46","value"
"4919splitHere46","9070030splitHere46","setterMethod"
"4920splitHere46","9070030splitHere46","<jb:bean beanId=<doubleQuotes46>aliases<doubleQuotes46> class=<doubleQuotes46>java.util.ArrayList<doubleQuotes46> createOnElement=<doubleQuotes46>csv-set/csv-record<doubleQuotes46>><newline46mondego>    <jb:wiring beanRefId=<doubleQuotes46>alias1<doubleQuotes46>/><newline46mondego>    <jb:wiring beanRefId=<doubleQuotes46>alias2<doubleQuotes46>/><newline46mondego>    <jb:wiring beanRefId=<doubleQuotes46>alias3<doubleQuotes46>/><newline46mondego></jb:bean><newline46mondego><newline46mondego><jb:bean beanId=<doubleQuotes46>alias1<doubleQuotes46> class=<doubleQuotes46>java.util.StringBuffer<doubleQuotes46> createOnElement=<doubleQuotes46>csv-set/csv-record/alias1<doubleQuotes46>><newline46mondego>    <jb:value data=<doubleQuotes46>csv-set/csv-record/alias1<doubleQuotes46> setterMethod=<doubleQuotes46>append<doubleQuotes46> /><newline46mondego></jb:bean><newline46mondego><newline46mondego><jb:bean beanId=<doubleQuotes46>alias2<doubleQuotes46> class=<doubleQuotes46>java.util.StringBuffer<doubleQuotes46> createOnElement=<doubleQuotes46>csv-set/csv-record/alias2<doubleQuotes46>><newline46mondego>    <jb:value data=<doubleQuotes46>csv-set/csv-record/alias2<doubleQuotes46> setterMethod=<doubleQuotes46>append<doubleQuotes46> /><newline46mondego></jb:bean><newline46mondego><newline46mondego><jb:bean beanId=<doubleQuotes46>alias3<doubleQuotes46> class=<doubleQuotes46>java.util.StringBuffer<doubleQuotes46> createOnElement=<doubleQuotes46>csv-set/csv-record/alias3<doubleQuotes46>><newline46mondego>    <jb:value data=<doubleQuotes46>csv-set/csv-record/alias3<doubleQuotes46> setterMethod=<doubleQuotes46>append<doubleQuotes46> /><newline46mondego></jb:bean><newline46mondego>"
"4921splitHere46","9070030splitHere46","csv-record"
"4922splitHere46","9070030splitHere46","person"
"4923splitHere46","9070030splitHere46","aliases"
"4924splitHere46","9070030splitHere46","Person"
"4925splitHere46","9070030splitHere46","alias1"
"4926splitHere46","9070030splitHere46","alias3"
"4927splitHere46","9070030splitHere46","aliasN"
"4928splitHere46","9070030splitHere46","aliases"
"4929splitHere46","9070030splitHere46","Person"
"4930splitHere46","9070030splitHere46","person"
"4931splitHere46","9070030splitHere46","person"
"4932splitHere46","9070030splitHere46","aliases"
"4933splitHere46","9070030splitHere46","Person"
"4934splitHere46","9070046splitHere46","Number<newline46mondego>|<newline46mondego>|- BigInteger<newline46mondego>            |<newline46mondego>            |- NonNegativeInteger<newline46mondego>                                |<newline46mondego>                                |-PositiveInteger<newline46mondego>"
"4935splitHere46","9070046splitHere46","Number"
"4936splitHere46","9070046splitHere46","Number"
"4937splitHere46","9070046splitHere46","List<BigInteger>"
"4938splitHere46","9070046splitHere46","Number"
"4939splitHere46","9070046splitHere46","BigInteger"
"4940splitHere46","9070046splitHere46","List<NonNegativeInteger>"
"4941splitHere46","9070046splitHere46","List<T extends SomeObject>"
"4942splitHere46","9070046splitHere46","SomeObject"
"4943splitHere46","9070046splitHere46","List<Number><newline46mondego>"
"4944splitHere46","9070046splitHere46","Number"
"4945splitHere46","9070046splitHere46","Double"
"4946splitHere46","9070046splitHere46","E"
"4947splitHere46","9070046splitHere46","private <E extends Number> void AddOne(ArrayList<E> al, E num) {<newline46mondego>  al.add(num);<newline46mondego>}<newline46mondego>"
"4948splitHere46","9070053splitHere46","import java.io.File;<newline46mondego><newline46mondego> public class MakeDirectory {<newline46mondego><newline46mondego> public static void main(String[] args) {<newline46mondego>    File f = new File(<doubleQuotes46>c:\\MyFolder<doubleQuotes46>);<newline46mondego>    f.mkdir();<newline46mondego><newline46mondego>  }<newline46mondego> }<newline46mondego>"
"4949splitHere46","9070236splitHere46","parent"
"4950splitHere46","9070236splitHere46","AdapterView"
"4951splitHere46","9070236splitHere46","AdapterView"
"4952splitHere46","9070457splitHere46","C:\Program Files (x86)\IBM\WebSphere MQ\tools\pcf\samples"
"4953splitHere46","9070457splitHere46","/opt/mqm/samp"
"4954splitHere46","9070457splitHere46","qmgr"
"4955splitHere46","9070457splitHere46","PCFMessageAgent"
"4956splitHere46","9070457splitHere46","// Create PCF Message Agent<newline46mondego>try {<newline46mondego>    pcfAgent = new PCFMessageAgent(qmgr);<newline46mondego>} catch (MQException mqe) {<newline46mondego>    System.err.println(<doubleQuotes46>PCF Message Agent creation ended with reason code <doubleQuotes46><newline46mondego>                       + mqe.reasonCode);<newline46mondego>    return mqe.reasonCode;<newline46mondego>}<newline46mondego>"
"4957splitHere46","9070457splitHere46","MONQ"
"4958splitHere46","9070457splitHere46","// Prepare PCF command to inquire queue status (status type)<newline46mondego>inquireQueueStatus = new PCFMessage(CMQCFC.MQCMD_INQUIRE_Q_STATUS);<newline46mondego>inquireQueueStatus.addParameter(CMQC.MQCA_Q_NAME, <doubleQuotes46>name of queue to inquire<doubleQuotes46>);<newline46mondego>inquireQueueStatus.addParameter(CMQCFC.MQIACF_Q_STATUS_TYPE, CMQCFC.MQIACF_Q_STATUS);<newline46mondego>inquireQueueStatus.addParameter(CMQCFC.MQIACF_Q_STATUS_ATTRS, new int[] {<newline46mondego>                  CMQC.MQCA_Q_NAME, CMQC.MQIA_CURRENT_Q_DEPTH,<newline46mondego>                  CMQCFC.MQCACF_LAST_GET_DATE, CMQCFC.MQCACF_LAST_GET_TIME,<newline46mondego>                  CMQCFC.MQCACF_LAST_PUT_DATE, CMQCFC.MQCACF_LAST_PUT_TIME,<newline46mondego>                  CMQCFC.MQIACF_OLDEST_MSG_AGE, CMQC.MQIA_OPEN_INPUT_COUNT,<newline46mondego>                  CMQC.MQIA_OPEN_OUTPUT_COUNT, CMQCFC.MQIACF_UNCOMMITTED_MSGS });<newline46mondego>"
"4959splitHere46","9070457splitHere46","pcfResp = pcfAgent.send(inquireQueueStatus);<newline46mondego>"
"4960splitHere46","9070457splitHere46","getXXXXXParameterValue"
"4961splitHere46","9070457splitHere46","XXXXXX"
"4962splitHere46","9070457splitHere46","// Prepare PCF command to reset queue statistics<newline46mondego>queueResetStats = new PCFMessage(CMQCFC.MQCMD_RESET_Q_STATS);<newline46mondego>queueResetStats.addParameter(CMQC.MQCA_Q_NAME, queueName);<newline46mondego><newline46mondego>pcfResp3 = pcfAgent.send(queueResetStats);<newline46mondego><newline46mondego>queueMsgDeqCount = pcfResp3[0].getIntParameterValue(CMQC.MQIA_MSG_DEQ_COUNT);<newline46mondego>queueMsgEnqCount = pcfResp3[0].getIntParameterValue(CMQC.MQIA_MSG_ENQ_COUNT);<newline46mondego>"
"4963splitHere46","9070503splitHere46","CardLayout"
"4964splitHere46","9070503splitHere46","CardLayout"
"4965splitHere46","9070503splitHere46","public class StackPanel extends JPanel {<newline46mondego><newline46mondego>    CardLayout layout = new CardLayout();<newline46mondego>    public StackPanel() {<newline46mondego>        super();<newline46mondego>        setLayout( layout );<newline46mondego>    }<newline46mondego><newline46mondego>    public addStack( String name, JComponent child ) {<newline46mondego>        add( name, child );<newline46mondego>    }<newline46mondego><newline46mondego>    public void showStack( String name ) {<newline46mondego>        layout.show( this, name );<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>CardLayout layout = new CardLayout();<newline46mondego>StackPanel stack = new StackPanel();<newline46mondego>stack.addStack( <doubleQuotes46>panelOne<doubleQuotes46>, panelOne );<newline46mondego>stack.addStack( <doubleQuotes46>panelTwo<doubleQuotes46>, panelTwo );<newline46mondego>...<newline46mondego>JButton someButton = new JButton( new AbstractAction(<doubleQuotes46>Next<doubleQuotes46> ) {<newline46mondego>    public void actionPerformed(ActionEvent evt ) {<newline46mondego>       stack.showStack( <doubleQuotes46>panelTwo<doubleQuotes46> );<newline46mondego>    }<newline46mondego>} );<newline46mondego>"
"4966splitHere46","9070503splitHere46","setVisible()"
"4967splitHere46","9070654splitHere46","public class StackOverflowActivity extends Activity{<newline46mondego><newline46mondego>    private int screen_width;<newline46mondego>    private int screen_height;<newline46mondego><newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.main);<newline46mondego><newline46mondego>        // in main.xml use an ImageView with android:id=<doubleQuotes46>@+id/img<doubleQuotes46><newline46mondego>        ImageView view = (ImageView)findViewById(R.id.img);<newline46mondego><newline46mondego>        // in your drawables folder, put an image named circle.png<newline46mondego>        Bitmap bmp = BitmapFactory.decodeResource(getResources(), R.drawable.circle);<newline46mondego><newline46mondego>        Display display = getWindowManager().getDefaultDisplay(); <newline46mondego>        screen_width = display.getWidth();<newline46mondego>        screen_height = display.getHeight();<newline46mondego><newline46mondego>        Bitmap scale = resizeBitmap(bmp, 100);<newline46mondego><newline46mondego>        view.setImageBitmap(scale);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public Bitmap resizeBitmap(Bitmap bitmap, int screen_percentage)<newline46mondego>    {<newline46mondego>            ////////////// IMPORTANT ////////////////////<newline46mondego>            // Use '/ 100.0f' otherwise your percentage will be 0..<newline46mondego>            // this will later on, cause the newWidth & newHeight to be 0 as well<newline46mondego>            // which causes the app to crash<newline46mondego>        float percentage = screen_percentage / 100.0f;<newline46mondego><newline46mondego>        float scale = screen_width / 100 * percentage;<newline46mondego>        if(screen_width < screen_height)<newline46mondego>        {<newline46mondego>            scale = screen_height / 100 * percentage;<newline46mondego>        }<newline46mondego><newline46mondego>        int newWidth = (int) (bitmap.getWidth() * scale);<newline46mondego>        int newHeight = (int) (bitmap.getHeight() * scale);<newline46mondego><newline46mondego>            if(newWidth <= 0 || newHeight <= 0)<newline46mondego>            { // Extra check, for invalid width/height<newline46mondego>                Log.e(<doubleQuotes46>test<doubleQuotes46>, <doubleQuotes46>invalid dimension (<doubleQuotes46>+newWidth+<doubleQuotes46>x<doubleQuotes46>+newHeight+<doubleQuotes46>)<doubleQuotes46>);<newline46mondego>                return bitmap;<newline46mondego>            }<newline46mondego>        return Bitmap.createScaledBitmap (bitmap, newWidth, newHeight, true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
