"1splitHere46","5918714splitHere46","<a href=<doubleQuotes46><c:url value=<doubleQuotes46>/profile<doubleQuotes46> /><doubleQuotes46> >Profile</a><newline46mondego>"
"4525splitHere46","6055501splitHere46","<dependency><newline46mondego>    <groupId>org.hibernate</groupId><newline46mondego>    <artifactId>hibernate-validator</artifactId><newline46mondego>    <version>4.0.2.GA</version><newline46mondego></dependency><newline46mondego>"
"4526splitHere46","6055508splitHere46","String"
"4527splitHere46","6055508splitHere46","toString()"
"4528splitHere46","6055508splitHere46","[Ljava.lang.String"
"4529splitHere46","6055611splitHere46","-Djava.security.debug=access,failure<newline46mondego>"
"4530splitHere46","6055709splitHere46","s:link"
"4531splitHere46","6055709splitHere46","org.jboss.seam.ui.component.UISeamCommandBase"
"4532splitHere46","6055709splitHere46","getUrl()"
"4533splitHere46","6055764splitHere46","Class<? extends Runnable> theClass = <newline46mondego>    Class.forName(fullyQualifiedClassName).asSubclass(Runnable.class);<newline46mondego>Runnable instance = theClass.newInstance();<newline46mondego>new Thread(instance).start();<newline46mondego>"
"4534splitHere46","6055765splitHere46","<dependency><newline46mondego>    <groupId>com.wiquery-plugins</groupId><newline46mondego>    <artifactId>wiquery-plugins</artifactId><newline46mondego>    <version>1.1</version><newline46mondego></dependency><newline46mondego><newline46mondego><repositories><newline46mondego>   <repository><newline46mondego>     <id>wiquery plugin repository</id><newline46mondego>     <name>wiQuery plugin repository</name><newline46mondego>     <url>http://wiquery-plugins.googlecode.com/svn/m2repo/</url><newline46mondego>     <layout>default</layout><newline46mondego>   </repository><newline46mondego></repositories><newline46mondego>"
"4535splitHere46","6055771splitHere46","src/solaris/native/java/net/NetworkInterface.c"
"4536splitHere46","6055771splitHere46","enumInterfaces"
"4537splitHere46","6055771splitHere46","enumIPv4Interfaces"
"4538splitHere46","6055771splitHere46","enumIPv6Interfaces"
"4539splitHere46","6055771splitHere46","SIOCGIFCONF"
"4540splitHere46","6055885splitHere46","OnItemClickListener"
"4541splitHere46","6055885splitHere46","toDoEditText.setText(view.getText());<newline46mondego>"
"4542splitHere46","6055903splitHere46","// Create a trust manager that does not validate certificate chains<newline46mondego>TrustManager[] trustAllCerts = new TrustManager[]{new X509TrustManager(){<newline46mondego>    public X509Certificate[] getAcceptedIssuers(){return null;}<newline46mondego>    public void checkClientTrusted(X509Certificate[] certs, String authType){}<newline46mondego>    public void checkServerTrusted(X509Certificate[] certs, String authType){}<newline46mondego>}};<newline46mondego><newline46mondego>// Install the all-trusting trust manager<newline46mondego>try {<newline46mondego>    SSLContext sc = SSLContext.getInstance(<doubleQuotes46>TLS<doubleQuotes46>);<newline46mondego>    sc.init(null, trustAllCerts, new SecureRandom());<newline46mondego>    HttpsURLConnection.setDefaultSSLSocketFactory(sc.getSocketFactory());<newline46mondego>} catch (Exception e) {<newline46mondego>    ;<newline46mondego>}<newline46mondego>"
"4543splitHere46","6055906splitHere46","onClick()"
"4544splitHere46","6055906splitHere46","setOnClickListener"
"4545splitHere46","6055966splitHere46","<logger name=<doubleQuotes46>ErrorLogger<doubleQuotes46> additivity=<doubleQuotes46>false<doubleQuotes46>><newline46mondego>    <level value=<doubleQuotes46>debug<doubleQuotes46>/><newline46mondego>    <appender-ref ref=<doubleQuotes46>ErrorAPPENDER<doubleQuotes46> /><newline46mondego></logger><newline46mondego><logger name=<doubleQuotes46>EventLogger<doubleQuotes46> additivity=<doubleQuotes46>false<doubleQuotes46>><newline46mondego>    <level value=<doubleQuotes46>debug<doubleQuotes46>/><newline46mondego>      <appender-ref ref=<doubleQuotes46>EventAPPENDER<doubleQuotes46> /><newline46mondego></logger><newline46mondego>"
"4546splitHere46","6056027splitHere46","<newline46mondego>    public static final Comparator LEXICAL_COMPARATOR = new Comparator() {<newline46mondego>        public int compare(Object o1, Object o2) {<newline46mondego>            if(o1 instanceof Integer)<newline46mondego>            {<newline46mondego><newline46mondego>                Integer firstNumeric, secondNumeric;</p><newline46mondego><newline46mondego><pre><code>            firstNumeric =(Integer)o1;<newline46mondego>            secondNumeric= (Integer)o2;<newline46mondego><newline46mondego>                    return firstNumeric.compareTo(secondNumeric);<newline46mondego><newline46mondego><newline46mondego>        }<newline46mondego>        else<newline46mondego>        return o1.toString().compareTo(o2.toString());<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"4547splitHere46","6056027splitHere46","new Integer(intValue);"
"4548splitHere46","6056212splitHere46","class A extends B<newline46mondego>"
"4549splitHere46","6056212splitHere46","B"
"4550splitHere46","6056212splitHere46","B"
"4551splitHere46","6056212splitHere46","pluginapi.jar"
"4552splitHere46","6056212splitHere46","pluginapi.jar"
"4553splitHere46","6056212splitHere46","plugin.jar"
"4554splitHere46","6056230splitHere46","HttpURLConnection"
"4555splitHere46","6056230splitHere46","Content-Length"
"4556splitHere46","6056230splitHere46","sun.net.www.protocol.HttpURLConnection"
"4557splitHere46","6056230splitHere46","Content-Length"
"4558splitHere46","6056230splitHere46","sun.net.www.protocol.http.HttpURLConnection"
"4559splitHere46","6056230splitHere46","setRequestProperty"
"4560splitHere46","6056230splitHere46","Content-Length"
"4561splitHere46","6056230splitHere46","sun.net.http.allowRestrictedHeaders"
"4562splitHere46","6056230splitHere46","true"
"4563splitHere46","6056240splitHere46","list.setListCellRenderer(new DefaultListCellRenderer(false));<newline46mondego>"
"4564splitHere46","6056340splitHere46","SwingUtilities.convertPointToScreen(point, component);"
"4565splitHere46","6056340splitHere46","SwingUtilities.convertPointToScreen(point, component.getParent());"
"4566splitHere46","6056340splitHere46","Point pt=new Point(cl.across.text.getLocation());<newline46mondego>SwingUtilities.convertPointToScreen(pt, cl.across.text.getParent());<newline46mondego>Point pt1=new Point(support.getLocation());<newline46mondego>SwingUtilities.convertPointToScreen(pt1, support.getParent());<newline46mondego>System.out.println(pt+<doubleQuotes46> <doubleQuotes46>+pt1);<newline46mondego>"
"4567splitHere46","6056340splitHere46","SwingUtilities.convertPointToScreen()"
"4568splitHere46","6056340splitHere46","import java.awt.AWTException;<newline46mondego>import java.awt.Point;<newline46mondego>import java.awt.Robot;<newline46mondego>import java.awt.event.InputEvent;<newline46mondego>import java.awt.event.KeyEvent;<newline46mondego>import java.util.logging.Level;<newline46mondego>import java.util.logging.Logger;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JTextArea;<newline46mondego>import javax.swing.JTextField;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego><newline46mondego>public class RobotLocOnScreenTest{<newline46mondego>    public static void main(String[] args){<newline46mondego>        final JTextArea ta = new JTextArea(21, 12);<newline46mondego>        SwingUtilities.invokeLater(new Runnable(){<newline46mondego>            @Override<newline46mondego>            public void run(){<newline46mondego>                JFrame f = new JFrame();<newline46mondego>                JPanel p = new JPanel();<newline46mondego>                JTextField tf = new JTextField(<doubleQuotes46>asadasdasd<doubleQuotes46>, 15);<newline46mondego>                p.add(tf);<newline46mondego>                p.add(ta);<newline46mondego>                p.add(new JTextField(11));<newline46mondego>                f.setContentPane(p);<newline46mondego>                f.setSize(800, 600);<newline46mondego>                f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                f.setVisible(true);<newline46mondego>                //request focus so the text field tf has it first<newline46mondego>                tf.requestFocusInWindow();<newline46mondego>            }<newline46mondego>        });<newline46mondego>        /* A hack to allow the GUI to build so we can see all robot's operations on the area <newline46mondego>        * and avoid the IllegalComponentStateException exception thrown by<newline46mondego>        * Component.getLocationOnScreen() method when the component is not showing.<newline46mondego>        */<newline46mondego>        try{<newline46mondego>            Thread.sleep(2000);<newline46mondego>        }catch(InterruptedException ex) {<newline46mondego>            Logger.getLogger(RobotLocOnScreenTest.class.getName()).log(Level.SEVERE, null, ex);<newline46mondego>        }<newline46mondego>        findAndOperateOnTextArea(ta);           <newline46mondego>    }<newline46mondego><newline46mondego>    private static void findAndOperateOnTextArea(JTextArea ta){<newline46mondego>        try{<newline46mondego>            Robot robot = new Robot();<newline46mondego>            Point taLOSP = ta.getLocationOnScreen();<newline46mondego>            Point taLPBad = ta.getLocation();<newline46mondego>            SwingUtilities.convertPointToScreen(taLPBad, ta);           <newline46mondego>            Point taLPGood = ta.getLocation();<newline46mondego>            SwingUtilities.convertPointToScreen(taLPGood, ta.getParent());<newline46mondego>            System.out.println(<doubleQuotes46>ta.getLocationOnScreen()=<doubleQuotes46> + taLOSP <newline46mondego>                    + <doubleQuotes46>; taLPBad=<doubleQuotes46> + taLPBad+<doubleQuotes46>; taLPGood=<doubleQuotes46>+taLPGood);           <newline46mondego>            robot.mouseMove(taLOSP.x, taLOSP.y);<newline46mondego>            robot.delay(1111);<newline46mondego>            robot.mousePress(InputEvent.BUTTON1_MASK);<newline46mondego>            robot.mouseRelease(InputEvent.BUTTON1_MASK);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_0);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_1);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_2);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_3);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_4);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_5);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_6);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_7);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_8);<newline46mondego>            robot.delay(333);<newline46mondego>            robot.keyPress(KeyEvent.VK_9);<newline46mondego>        }catch(AWTException ex){<newline46mondego>            Logger.getLogger(RobotLocOnScreenTest.class.getName()).log(Level.SEVERE, null, ex);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4569splitHere46","6056493splitHere46","String.substring"
"4570splitHere46","6056493splitHere46","String.substring"
"4571splitHere46","6056493splitHere46","new"
"4572splitHere46","6056493splitHere46","String[] parts = orig.split(<doubleQuotes46>;<doubleQuotes46>);<newline46mondego>//String mySubstring = parts[i];               // keeps orig from being GC'd<newline46mondego>String mySubstring = new String(parts[i]);     // creates a new string.<newline46mondego>"
"4573splitHere46","6056493splitHere46","String mySubstring = new String(orig.split(<doubleQuotes46>;<doubleQuotes46>)[i]);<newline46mondego>"
"4574splitHere46","6056493splitHere46","String"
"4575splitHere46","6056585splitHere46","22/7"
"4576splitHere46","6056585splitHere46","22/7"
"4577splitHere46","6056585splitHere46","3.142857142857..."
"4578splitHere46","6056585splitHere46","3.14159..."
"4579splitHere46","6056609splitHere46","Activity"
"4580splitHere46","6056609splitHere46","WebView"
"4581splitHere46","6056609splitHere46","WebViewClient"
"4582splitHere46","6056609splitHere46","WebView"
"4583splitHere46","6056609splitHere46","WebView"
"4584splitHere46","6056609splitHere46","Activity"
"4585splitHere46","6056609splitHere46","WebViewClient"
"4586splitHere46","6056621splitHere46","// Create a factory for disk-based file items<newline46mondego>FileItemFactory factory = new DiskFileItemFactory();<newline46mondego><newline46mondego>// Create a new file upload handler<newline46mondego>ServletFileUpload upload = new ServletFileUpload(factory);<newline46mondego><newline46mondego>// Parse the request<newline46mondego>List /* FileItem */ items = upload.parseRequest(request);<newline46mondego>"
"4587splitHere46","6056635splitHere46","def enumValueOf[T <: Enum[T]](cls: Class[_], stringValue: String): Enum[_] =<newline46mondego>  Enum.valueOf(cls.asInstanceOf[Class[T]], stringValue).asInstanceOf[Enum[_]]<newline46mondego><newline46mondego>val value = paramClass match {<newline46mondego>  case _ if classOf[Enum[_]].isAssignableFrom(paramClass) => enumValueOf(paramClass, <doubleQuotes46>MYENUM<doubleQuotes46>)<newline46mondego>  case _ => // other cases<newline46mondego>}<newline46mondego>"
"4588splitHere46","6056635splitHere46","Class[_]"
"4589splitHere46","6056635splitHere46","Class[T <: Enum[T]]"
"4590splitHere46","6056635splitHere46","cls"
"4591splitHere46","6056635splitHere46","Class[T]"
"4592splitHere46","6056635splitHere46","T"
"4593splitHere46","6056635splitHere46","<: Enum[T]"
"4594splitHere46","6056635splitHere46","T"
"4595splitHere46","6056635splitHere46","Nothing"
"4596splitHere46","6056635splitHere46","cls.asInstanceOf[Class[T]]"
"4597splitHere46","6056635splitHere46","Class[Nothing]"
"4598splitHere46","6056635splitHere46","Enum.valueOf"
"4599splitHere46","6056635splitHere46","valueOf"
"4600splitHere46","6056635splitHere46","Nothing"
"4601splitHere46","6056635splitHere46","Nothing"
"4602splitHere46","6056635splitHere46","valueOf"
"4603splitHere46","6056635splitHere46","Enum[_]"
