"1splitHere46","788873splitHere46","// somewhere out there<newline46mondego>public enum Events {<newline46mondego>  TERMINATE, DO_SOMETHING, BAKE_SOMETHING<newline46mondego>}<newline46mondego><newline46mondego>// inside consumer<newline46mondego>Events e;<newline46mondego>while( (e = queue.take()) != TERMINATE ) {<newline46mondego>  switch(e) {<newline46mondego>    case DO_SOMETHING:<newline46mondego>      // blah blah<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>// somewhere else in another thread<newline46mondego>Events e = BAKE_SOMETHING;<newline46mondego>if( queue.offer(e) )<newline46mondego>   // the queue gladly accepted our BAKE_SOMETHING event!<newline46mondego>else<newline46mondego>   // oops! we could block with put() if we want...<newline46mondego>"
"2479splitHere46","941154splitHere46","Criteria c = session.createCriteria(SomeClass.class).add(Restrictions.idEq(id));<newline46mondego><newline46mondego>if (parents) {<newline46mondego>  c.setFetchMode(<doubleQuotes46>parents<doubleQuotes46>, FetchMode.EAGER);<newline46mondego>}<newline46mondego>if (historicalData) {<newline46mondego>  c.createCriteria(<doubleQuotes46>collection<doubleQuotes46>, Criteria.LEFT_JOIN)<newline46mondego>   .add(Restriction.lt(<doubleQuotes46>date<doubleQuotes46>, date))<newline46mondego>   .setResultTransformer(Criteria.DISTINCT_ROOT_ENTITY);<newline46mondego>}<newline46mondego>return c.uniqueResult();<newline46mondego>"
"2480splitHere46","941183splitHere46","select max(col1) <newline46mondego>     , f_col2<newline46mondego>  from (<newline46mondego>         select col1<newline46mondego>              , f(? ,col2) as f_col2 <newline46mondego>           from t<newline46mondego>       )<newline46mondego> group<newline46mondego>    by f_col2<newline46mondego>"
"2481splitHere46","941455splitHere46","readLine()"
"2482splitHere46","941455splitHere46","BufferedReader"
"2483splitHere46","941455splitHere46","Reader"
"2484splitHere46","941455splitHere46","BufferedReader"
"2485splitHere46","941455splitHere46","StringReader"
"2486splitHere46","941822splitHere46","<compilerarg>"
"2487splitHere46","941822splitHere46","<javac>"
"2488splitHere46","941822splitHere46","<javac srcdir=<doubleQuotes46>${src.dir}<doubleQuotes46> destdir=<doubleQuotes46>${classes.dir}<doubleQuotes46> fork=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>    <compilerarg value=<doubleQuotes46>-J-Duser.language=en<doubleQuotes46>/><newline46mondego>    <compilerarg value=<doubleQuotes46>-J-Duser.country=GB<doubleQuotes46>/><newline46mondego></javac><newline46mondego>"
"2489splitHere46","942030splitHere46","URLClassLoader"
"2490splitHere46","942030splitHere46","MyClass.class.getResourceAsStream(<doubleQuotes46>Myclass.class<doubleQuotes46>)<newline46mondego>"
"2491splitHere46","942030splitHere46","URLClassLoader"
"2492splitHere46","942228splitHere46","UrlGenerator"
"2493splitHere46","942228splitHere46","UrlGenerator"
"2494splitHere46","942334splitHere46","SomeClass.someStaticMethod()<newline46mondego>"
"2495splitHere46","942334splitHere46","SomeClass"
"2496splitHere46","942334splitHere46","SomeObject o = someObject; // had to be instantiated *somewhere*<newline46mondego>o.someMethod();<newline46mondego>"
"2497splitHere46","942424splitHere46","getResourceAsStream"
"2498splitHere46","942424splitHere46","getResource"
"2499splitHere46","942424splitHere46","ClassLoader"
"2500splitHere46","942525splitHere46","JComponent"
"2501splitHere46","942708splitHere46","keytool -keystore %JAVA_HOME%\jre\lib\security\jssecacerts -import -file cacert.pem<newline46mondego>"
"2502splitHere46","942887splitHere46","setVisible"
"2503splitHere46","942887splitHere46","public class Visibility {<newline46mondego>  private void makeGUI() {<newline46mondego>    JFrame f = new JFrame();<newline46mondego>    f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>    final JLabel l = new JLabel(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>    final JButton b = new JButton(<doubleQuotes46>Hide Label<doubleQuotes46>);<newline46mondego>    b.addActionListener(new ActionListener() {<newline46mondego>      public void actionPerformed(ActionEvent e) {<newline46mondego>        l.setVisible(false);<newline46mondego>      }<newline46mondego>    });<newline46mondego><newline46mondego>    f.getContentPane().setLayout(new BorderLayout());<newline46mondego>    f.getContentPane().add(l, BorderLayout.CENTER);<newline46mondego>    f.getContentPane().add(b, BorderLayout.SOUTH);<newline46mondego>    f.setSize(200, 200);<newline46mondego>    f.setLocation(200, 200);<newline46mondego>    f.validate();<newline46mondego>    f.setVisible(true);<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    SwingUtilities.invokeLater(new Runnable() {<newline46mondego>      public void run() {<newline46mondego>        new Visibility().makeGUI();<newline46mondego>      }<newline46mondego>    }); <newline46mondego>  }<newline46mondego>}<newline46mondego>"
"2504splitHere46","942887splitHere46","JButton"
"2505splitHere46","942887splitHere46","Thread"
"2506splitHere46","942887splitHere46","JLabel"
"2507splitHere46","942887splitHere46","JButton"
"2508splitHere46","942887splitHere46","Thread t = new Thread(new Runnable() {<newline46mondego>  public void run() {<newline46mondego>    while (true) {<newline46mondego>      b.setVisible(!b.isVisible());<newline46mondego><newline46mondego>      try {<newline46mondego>        Thread.sleep(100);<newline46mondego>      } catch (InterruptedException e) { /* Handle exception /* }<newline46mondego>    }<newline46mondego>  }<newline46mondego>});<newline46mondego><newline46mondego>t.start();<newline46mondego>"
"2509splitHere46","942887splitHere46","Thread"
"2510splitHere46","942887splitHere46","JLabel"
"2511splitHere46","942887splitHere46","JPanel"
"2512splitHere46","942887splitHere46","JLabel"
"2513splitHere46","942887splitHere46","JLabel"
"2514splitHere46","942887splitHere46","JPanel"
"2515splitHere46","942887splitHere46","JPanel"
"2516splitHere46","942887splitHere46","repaint"
"2517splitHere46","942887splitHere46","JLabel"
"2518splitHere46","942887splitHere46","repaint"
"2519splitHere46","942887splitHere46","repaint"
"2520splitHere46","942887splitHere46","SwingUtilities.invokeLater"
"2521splitHere46","942887splitHere46","SwingUtilities.invokeLater"
"2522splitHere46","942887splitHere46","Thread"
"2523splitHere46","942887splitHere46","Thread t = new Thread(new Runnable() {<newline46mondego>  public void run() {<newline46mondego>    while (true) {<newline46mondego>      try {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>          public void run() {<newline46mondego>            b.setVisible(!b.isVisible());<newline46mondego>          }<newline46mondego>        });<newline46mondego>      } catch (Exception e1) { /* Handle exception */ }<newline46mondego><newline46mondego>      try  {<newline46mondego>        Thread.sleep(100);<newline46mondego>      } catch (InterruptedException e) { /* Handle exception */ }<newline46mondego>    }<newline46mondego>  }<newline46mondego>});<newline46mondego><newline46mondego>t.start();<newline46mondego>"
"2524splitHere46","942990splitHere46","public interface GameEvent<L> {<newline46mondego><newline46mondego>   public void notify( final L listener);<newline46mondego>}<newline46mondego>"
"2525splitHere46","942990splitHere46","public interface CollisionListener {<newline46mondego><newline46mondego>    public void spaceshipCollidedWithMeteor( Spaceship spaceship, Meteor meteor );<newline46mondego><newline46mondego>}<newline46mondego>"
"2526splitHere46","942990splitHere46","public final class Collision implements GameEvent<CollisionListener> {<newline46mondego><newline46mondego>   private final Spaceship ship;<newline46mondego>   private final Meteor meteor;<newline46mondego><newline46mondego>   public Collision( final Spaceship aShip, final Meteor aMeteor ) {<newline46mondego>      this.ship = aShip;<newline46mondego>      this.meteor = aMeteor;<newline46mondego>   }<newline46mondego><newline46mondego>   public void notify( final CollisionListener listener) {<newline46mondego>      listener.spaceshipCollidedWithMeteor( ship, meteor );<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"2527splitHere46","942990splitHere46","// A unique dispatcher<newline46mondego>final static Events events = new Events();<newline46mondego><newline46mondego>// Somewhere, an observer is interested by collision events <newline46mondego>CollisionListener observer = ...<newline46mondego>events.listen( Collision.class, observer );<newline46mondego><newline46mondego>// there is some moving parts        <newline46mondego>Spaceship aShip = ...<newline46mondego>Meteor aMeteor = ...<newline46mondego><newline46mondego>// Later they collide => a collision event is notified trough the dispatcher<newline46mondego>events.notify( new Collision( ship, meteor  ) );<newline46mondego>"
"2528splitHere46","942990splitHere46","public final class Events {<newline46mondego><newline46mondego>   /** mapping of class events to active listeners **/<newline46mondego>   private final HashMap<Class,ArrayList> map = new HashMap<Class,ArrayList >( 10 );<newline46mondego><newline46mondego>   /** Add a listener to an event class **/<newline46mondego>   public <L> void listen( Class<? extends GameEvent<L>> evtClass, L listener) {<newline46mondego>      final ArrayList<L> listeners = listenersOf( evtClass );<newline46mondego>      synchronized( listeners ) {<newline46mondego>         if ( !listeners.contains( listener ) ) {<newline46mondego>            listeners.add( listener );<newline46mondego>         }<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>    /** Stop sending an event class to a given listener **/<newline46mondego>    public <L> void mute( Class<? extends GameEvent<L>> evtClass, L listener) {<newline46mondego>      final ArrayList<L> listeners = listenersOf( evtClass );<newline46mondego>      synchronized( listeners ) {<newline46mondego>         listeners.remove( listener );<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>   /** Gets listeners for a given event class **/<newline46mondego>   private <L> ArrayList<L> listenersOf(Class<? extends GameEvent<L>> evtClass) {<newline46mondego>      synchronized ( map ) {<newline46mondego>         @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>         final ArrayList<L> existing = map.get( evtClass );<newline46mondego>         if (existing != null) {<newline46mondego>            return existing;<newline46mondego>         }<newline46mondego><newline46mondego>         final ArrayList<L> emptyList = new ArrayList<L>(5);<newline46mondego>         map.put(evtClass, emptyList);<newline46mondego>         return emptyList;<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego><newline46mondego>   /** Notify a new event to registered listeners of this event class **/<newline46mondego>   public <L> void notify( final GameEvent<L> evt) {<newline46mondego>      @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>      Class<GameEvent<L>> evtClass = (Class<GameEvent<L>>) evt.getClass();<newline46mondego><newline46mondego>      for ( L listener : listenersOf(  evtClass ) ) {<newline46mondego>         evt.notify(listener);<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"2529splitHere46","943305splitHere46","public class MockupLocationProvider extends LocationProvider {<newline46mondego><newline46mondego>    public MockupLocationProvider() {<newline46mondego>    	//prepare a file or RecordStore with locations here<newline46mondego>    }<newline46mondego><newline46mondego>    public Location getLocation(int arg0) throws LocationException,<newline46mondego>    		InterruptedException {		<newline46mondego>    	//read data from file or RecordStore<newline46mondego>    	double latitude = 321;<newline46mondego>    	double longitude = 34;<newline46mondego>    	float altitude = 21;<newline46mondego>    	//create and return location<newline46mondego>    	Location result = new GPSLocation(latitude, <newline46mondego>    		longitude, altitude);		<newline46mondego>    	return result;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getState() {<newline46mondego>    	// mockup location provider always available <newline46mondego>    	return LocationProvider.AVAILABLE;<newline46mondego>    }<newline46mondego><newline46mondego>    public void reset() {<newline46mondego>    	// your code		<newline46mondego>    }<newline46mondego><newline46mondego>    public void setLocationListener(LocationListener listener, <newline46mondego>    		int interval, int timeout, int maxAge) {<newline46mondego>    	// your code		<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2530splitHere46","943305splitHere46","public class GPSLocation extends Location {    <newline46mondego>    double _latitude, _longitude;<newline46mondego>    float _altitude, _horAcc = 0, _verAcc = 0, _speed;<newline46mondego>    public GPSLocation(double lat, double lon, float alt) {<newline46mondego>    	init(lat, lon, alt);<newline46mondego>    }    <newline46mondego>    public GPSLocation(double lat, double lon, float alt, float spd) {<newline46mondego>    	init(lat, lon, alt);<newline46mondego>    	_speed = spd;<newline46mondego>    }    <newline46mondego>    private void init(double lat, double lon, float alt) {<newline46mondego>    	_latitude = lat;<newline46mondego>    	_longitude = lon;<newline46mondego>    	_altitude = alt;<newline46mondego>    }    <newline46mondego>    public QualifiedCoordinates getQualifiedCoordinates() {<newline46mondego>    	QualifiedCoordinates c = new QualifiedCoordinates(_latitude,<newline46mondego>    			_longitude, _altitude, _horAcc, _verAcc);<newline46mondego>    	return c;<newline46mondego>    }    <newline46mondego>    public float getSpeed() {<newline46mondego>    	return _speed;<newline46mondego>    }    <newline46mondego>    public String toString() {<newline46mondego>    	String result = <doubleQuotes46>Lat:<doubleQuotes46> + String.valueOf(_latitude) + <doubleQuotes46>|Lon:<doubleQuotes46><newline46mondego>    			+ String.valueOf(_longitude) + <doubleQuotes46>|Alt:<doubleQuotes46><newline46mondego>    			+ String.valueOf(_altitude);<newline46mondego>    	return result;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2531splitHere46","943305splitHere46","MockupLocationProvider gpsProvider = new MockupLocationProvider();<newline46mondego>	GPSLocation loc = (GPSLocation)gpsProvider.getLocation(0);<newline46mondego>	add(new RichTextField(loc.toString()));<newline46mondego>"
"2532splitHere46","943362splitHere46","toString()"
"2533splitHere46","943362splitHere46","javac"
"2534splitHere46","943362splitHere46","System.out.println()"
