"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"3460splitHere46","3949613splitHere46","abstract"
"3461splitHere46","3949613splitHere46","public char[] language = new char[5];<newline46mondego>...<newline46mondego>language = new char[21];<newline46mondego>"
"3462splitHere46","3949655splitHere46","java -cp {classpath here} com.example.foo.SomeClass"
"3463splitHere46","3949655splitHere46","java -jar somejar.jar"
"3464splitHere46","3949655splitHere46","main()"
"3465splitHere46","3949655splitHere46","main()"
"3466splitHere46","3949655splitHere46","java"
"3467splitHere46","3949655splitHere46","public static void main(String args[])<newline46mondego>"
"3468splitHere46","3949655splitHere46","main()"
"3469splitHere46","3949655splitHere46","main()"
"3470splitHere46","3949655splitHere46","main()"
"3471splitHere46","3949682splitHere46","sb.setLength(sb.length() - 1);<newline46mondego>"
"3472splitHere46","3949742splitHere46","ClasspathResourceLoader"
"3473splitHere46","3949750splitHere46","class A {<newline46mondego>    void foo(String s) { ...  }<newline46mondego>}<newline46mondego><newline46mondego>class B extends A {<newline46mondego>    // Note generalized type<newline46mondego>    @Override void foo(Object s) { ...  }<newline46mondego>}<newline46mondego>"
"3474splitHere46","3949750splitHere46","class C extends B"
"3475splitHere46","3949750splitHere46","foo"
"3476splitHere46","3949750splitHere46","void foo(String s)"
"3477splitHere46","3949750splitHere46","foo"
"3478splitHere46","3949750splitHere46","foo"
"3479splitHere46","3949750splitHere46","Object"
"3480splitHere46","3949750splitHere46","String"
"3481splitHere46","3949934splitHere46","myPolygon"
"3482splitHere46","3949950splitHere46","hibernate.cfg.xml"
"3483splitHere46","3949950splitHere46","hibernate.ejb.cfgfile"
"3484splitHere46","3949950splitHere46","<persistence><newline46mondego> <persistence-unit name=<doubleQuotes46>manager1<doubleQuotes46> transaction-type=<doubleQuotes46>JTA<doubleQuotes46>><newline46mondego>    <jta-data-source>java:/DefaultDS</jta-data-source><newline46mondego>    <properties><newline46mondego>       <property name=<doubleQuotes46>hibernate.ejb.cfgfile<doubleQuotes46> value=<doubleQuotes46>/hibernate.cfg.xml<doubleQuotes46>/><newline46mondego>    </properties><newline46mondego> </persistence-unit><newline46mondego></persistence><newline46mondego>"
"3485splitHere46","3949950splitHere46","hibernate.cfg.xml"
"3486splitHere46","3950056splitHere46","HashMultimap"
"3487splitHere46","3950056splitHere46","TreeMultimap"
"3488splitHere46","3950056splitHere46","for (Map.Entry<Integer, String> entry : multimap.entries()) {<newline46mondego>  System.out.println(<doubleQuotes46>Item <doubleQuotes46> + entry.getValue() + <doubleQuotes46> has priority <doubleQuotes46> + entry.getKey();<newline46mondego>}<newline46mondego>"
"3489splitHere46","3950056splitHere46","multimap.entries().iterator().next()"
"3490splitHere46","3950108splitHere46","selectMode( mode );<newline46mondego>"
"3491splitHere46","3950108splitHere46","mode"
"3492splitHere46","3950108splitHere46","selectMode"
"3493splitHere46","3950110splitHere46","Character.getNumericValue"
"3494splitHere46","3950326splitHere46","Printable"
"3495splitHere46","3950326splitHere46","interface Printable {<newline46mondego><newline46mondego>    public void print(); //The name of the method should be similar to the name of the interface<newline46mondego>}<newline46mondego>"
"3496splitHere46","3950326splitHere46","public class Time implements Printable {<newline46mondego><newline46mondego>    private int hours, minutes;<newline46mondego><newline46mondego>    public void print() {<newline46mondego>        System.out.println( hours + <doubleQuotes46>:<doubleQuotes46> + minutes );<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3497splitHere46","3950326splitHere46","print()"
"3498splitHere46","3950326splitHere46","Order"
"3499splitHere46","3950326splitHere46","Comparable"
"3500splitHere46","3950326splitHere46","public interface Comparable<T> {<newline46mondego><newline46mondego>    public void compareTo(T other); //Returns -1 if less than, 0 if equal, and 1 if greater than other object.<newline46mondego><newline46mondego>}<newline46mondego>"
"3501splitHere46","3950326splitHere46","T"
"3502splitHere46","3950326splitHere46","Object"
"3503splitHere46","3950334splitHere46","@Named"
"3504splitHere46","3950334splitHere46","@Named"
"3505splitHere46","3950334splitHere46","@ManagedBean"
"3506splitHere46","3950334splitHere46","@RequestScoped"
"3507splitHere46","3950334splitHere46","javax.faces.bean"
"3508splitHere46","3950334splitHere46","import javax.faces.bean.ManagedBean;<newline46mondego>import javax.faces.bean.RequestScoped;<newline46mondego><newline46mondego>@ManagedBean<newline46mondego>@RequestScoped<newline46mondego>public class AdminBean implements Serializable {<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"3509splitHere46","3950334splitHere46","@ManagedProperty(value=<doubleQuotes46>#{loginBean}<doubleQuotes46>)<newline46mondego>private LoginBean loginBean;<newline46mondego>"
"3510splitHere46","3950334splitHere46","public BasicUser getAdministrator() {<newline46mondego>    return loginBean.getUser();<newline46mondego>}<newline46mondego>"
"3511splitHere46","3950446splitHere46","pom"
"3512splitHere46","3950446splitHere46","pom.xml"
"3513splitHere46","3950452splitHere46","color"
"3514splitHere46","3950452splitHere46","Color"
"3515splitHere46","3950452splitHere46","equals()"
"3516splitHere46","3950452splitHere46","if (/* ... && */ this.color.equals(other.color)) {<newline46mondego>"
"3517splitHere46","3950452splitHere46","=="
"3518splitHere46","3950452splitHere46","true"
"3519splitHere46","3950452splitHere46","Object"
"3520splitHere46","3950452splitHere46","Object.equals()"
"3521splitHere46","3950452splitHere46","false"
"3522splitHere46","3950452splitHere46","@Override<newline46mondego>public boolean equals(Object obj) {<newline46mondego>    if (!(obj instanceof Ghost))<newline46mondego>        return false;<newline46mondego><newline46mondego>    // Cast Object to Ghost so the comparison below will work<newline46mondego>    Ghost other = (Ghost) obj;<newline46mondego><newline46mondego>    return this.x == other.x<newline46mondego>        && this.y == other.y<newline46mondego>        && this.direction == other.direction<newline46mondego>        && this.color.equals(other.color);<newline46mondego>}<newline46mondego>"
"3523splitHere46","3950490splitHere46","equals()"
"3524splitHere46","3950490splitHere46","equals()"
"3525splitHere46","3950490splitHere46","false"
"3526splitHere46","3950490splitHere46","if (<doubleQuotes46>All<doubleQuotes46>.equals(graphType) || <doubleQuotes46>ALL<doubleQuotes46>.equals(graphType))<newline46mondego>"
"3527splitHere46","3950490splitHere46","equalsIgnoreCase()"
"3528splitHere46","3950490splitHere46","if (<doubleQuotes46>All<doubleQuotes46>.equalsIgnoreCase(graphType))<newline46mondego>"
"3529splitHere46","3950525splitHere46","attributes.remove(splitAtt); // Line 75<newline46mondego>"
"3530splitHere46","3950525splitHere46","attributes.get(splitAtt)"
"3531splitHere46","3950538splitHere46","pom"
"3532splitHere46","3950538splitHere46",".zip"
"3533splitHere46","3950656splitHere46","Exception"
"3534splitHere46","3950656splitHere46","IOException"
"3535splitHere46","3950656splitHere46","final class DBGlobalsException extends Exception<newline46mondego>{<newline46mondego>   Field somethingDBGlobalsSpecific;<newline46mondego><newline46mondego>   //where this is shorthand for chained constructors that look like Exception<newline46mondego>   DBGlobalsException(String message, Throwable cause)<newline46mondego>   {<newline46mondego>     super(message,cause);<newline46mondego>   }<newline46mondego><newline46mondego>   // elaborate your exception with whatever error state you want to propagate outwards<newline46mondego>   void setField(Field ...) {}<newline46mondego>}<newline46mondego>"
"3536splitHere46","3950656splitHere46","catch (IOException ex) {<newline46mondego>   DBGlobals.Error(<doubleQuotes46>OHMjson.Graph.saveLastGraphName - Error: <doubleQuotes46> + ex.getMessage());<newline46mondego>   msg = <doubleQuotes46>Unable to save data<doubleQuotes46>;<newline46mondego>   status = false;<newline46mondego>   DBGlobalsException dbe = new DBGlobalsException(msg,ex);<newline46mondego>   dbe.setField(status /* or whatever */);<newline46mondego>   throw dbe;<newline46mondego>}<newline46mondego>"
"3537splitHere46","3950656splitHere46","Exception"
"3538splitHere46","3950656splitHere46","RuntimeException"
"3539splitHere46","3950905splitHere46","public class Employee<newline46mondego>{<newline46mondego>    public Salary Salary {get; set;}<newline46mondego><newline46mondego>    public void GiveRaise()<newline46mondego>    {<newline46mondego>        Salary.Total *= .25;<newline46mondego><newline46mondego>        if(Salary.Total > 100000)<newline46mondego>        {<newline46mondego>            Promote();<newline46mondego>            GiveBiggerOffice();<newline46mondego>        }<newline46mondego>        else<newline46mondego>        {<newline46mondego>            GiveWatch();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3540splitHere46","3950905splitHere46","Employee"
"3541splitHere46","3950905splitHere46","Salary"
"3542splitHere46","3950905splitHere46","Raise()"
"3543splitHere46","3951045splitHere46","GhostList"
"3544splitHere46","3951045splitHere46","Ghost"
"3545splitHere46","3951045splitHere46","Ghost"
"3546splitHere46","3951045splitHere46","GhostList"
"3547splitHere46","3951045splitHere46","GhostList"
"3548splitHere46","3951045splitHere46","Ghost"
"3549splitHere46","3951045splitHere46","GhostList"
"3550splitHere46","3951059splitHere46","for (int i = 0; i < currentNumBalls; i++) {<newline46mondego><newline46mondego>  Naming.rebind (<doubleQuotes46>rmi://localhost/BouncingBall<doubleQuotes46>+i, b[i]); //add index to the name<newline46mondego>  System.out.println (<doubleQuotes46>remote ball object registered.<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"3551splitHere46","3951059splitHere46","for (int i = 0; i < currentNumBalls; i++) {<newline46mondego>    try {<newline46mondego>        this.aBall[i] = (Ball) Naming.lookup(<doubleQuotes46>rmi://localhost/BouncingBall<doubleQuotes46>+i);<newline46mondego><newline46mondego>    } catch (Exception e) {<newline46mondego>        System.out.println(<doubleQuotes46>Exception: <doubleQuotes46> + e);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3552splitHere46","3951107splitHere46",";"
"3553splitHere46","3951107splitHere46","if"
"3554splitHere46","3951107splitHere46","if (ghosts[i].equals(target));<newline46mondego>                             ^<newline46mondego>"
"3555splitHere46","3951107splitHere46","count++;"
"3556splitHere46","3951107splitHere46","equals"
"3557splitHere46","3951176splitHere46","contrib.ch.randelshofer.quaqua.util.Images"
"3558splitHere46","3951194splitHere46","setField()"
"3559splitHere46","3951194splitHere46","IOException"
"3560splitHere46","3951194splitHere46","throw dbe"
"3561splitHere46","3951194splitHere46","Throwable"
"3562splitHere46","3951194splitHere46","Throwable"
"3563splitHere46","3951194splitHere46","Throwable"
"3564splitHere46","3951222splitHere46","package so3950354;<newline46mondego><newline46mondego>import java.util.Iterator;<newline46mondego>import java.util.Map;<newline46mondego>import java.util.concurrent.ConcurrentHashMap;<newline46mondego>import java.util.concurrent.ConcurrentMap;<newline46mondego><newline46mondego>public class ServerManager {<newline46mondego><newline46mondego>  private final ConcurrentMap<Server, Long> lastActive = new ConcurrentHashMap<Server, Long>();<newline46mondego><newline46mondego>  /** May be overridden by a special method for testing. */<newline46mondego>  protected long now() {<newline46mondego>    return System.currentTimeMillis();<newline46mondego>  }<newline46mondego><newline46mondego>  public void markActive(Server server) {<newline46mondego>    lastActive.put(server, Long.valueOf(now()));<newline46mondego>  }<newline46mondego><newline46mondego>  public void removeInactive(long timeoutMillis) {<newline46mondego>    final long now = now();<newline46mondego><newline46mondego>    Iterator<Map.Entry<Server, Long>> it = lastActive.entrySet().iterator();<newline46mondego>    while (it.hasNext()) {<newline46mondego>      final Map.Entry<Server, Long> entry = it.next();<newline46mondego>      final long backThen = entry.getValue().longValue();<newline46mondego>      /*<newline46mondego>       * Even if some other code updates the timestamp of this server now,<newline46mondego>       * the server had timed out at some point in time, so it may be<newline46mondego>       * removed. It's bad luck, but impossible to avoid.<newline46mondego>       */<newline46mondego>      if (now - backThen >= timeoutMillis) {<newline46mondego>        it.remove();<newline46mondego>      }<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  static class Server {<newline46mondego><newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3565splitHere46","3951222splitHere46","markActive"
"3566splitHere46","3951222splitHere46","removeInactive"
"3567splitHere46","3951222splitHere46","markActive"
"3568splitHere46","3951222splitHere46","markActive"
"3569splitHere46","3951222splitHere46","removeInactive"
"3570splitHere46","3951222splitHere46","removeInactive"
"3571splitHere46","3951222splitHere46","markActive"
"3572splitHere46","3951222splitHere46","ReadWriteLock"
"3573splitHere46","3951222splitHere46","markActive"
"3574splitHere46","3951222splitHere46","removeInactive"
"3575splitHere46","3951249splitHere46","res"
"3576splitHere46","3951249splitHere46","android:id"
"3577splitHere46","3951249splitHere46","Resouce"
"3578splitHere46","3951249splitHere46","Resource.getDrawable(int)"
"3579splitHere46","3951377splitHere46","list.length()"
