"1splitHere46","12471528splitHere46","private float readUsage() {<newline46mondego>try {<newline46mondego>    RandomAccessFile reader = new RandomAccessFile(<doubleQuotes46>/proc/stat<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>    String load = reader.readLine();<newline46mondego><newline46mondego>    String[] toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle1 = Long.parseLong(toks[5]);<newline46mondego>    long cpu1 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>          + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(360);<newline46mondego>    } catch (Exception e) {}<newline46mondego><newline46mondego>    reader.seek(0);<newline46mondego>    load = reader.readLine();<newline46mondego>    reader.close();<newline46mondego><newline46mondego>    toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle2 = Long.parseLong(toks[5]);<newline46mondego>    long cpu2 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>        + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    return (float)(cpu2 - cpu1) / ((cpu2 + idle2) - (cpu1 + idle1));<newline46mondego><newline46mondego>} catch (IOException ex) {<newline46mondego>    ex.printStackTrace();<newline46mondego>   }<newline46mondego><newline46mondego>    return 0;<newline46mondego>} <newline46mondego>"
"4361splitHere46","12585464splitHere46","public class TestPerf {<newline46mondego><newline46mondego>    private static int NUM_RUN;<newline46mondego>    private static Random r = new Random(System.currentTimeMillis());<newline46mondego>    private static boolean random = false; //toggle to false for no duplicates in original list<newline46mondego><newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        List<String> list = new ArrayList<>();<newline46mondego><newline46mondego>        for (int i = 0; i < 30_000; i++) {<newline46mondego>            list.add(getRandomString());<newline46mondego>        }<newline46mondego><newline46mondego>        //warm up<newline46mondego>        for (int i = 0; i < 10_000; i++) {<newline46mondego>            method1(list);<newline46mondego>            method2(list);<newline46mondego>            method3(list);<newline46mondego>        }<newline46mondego><newline46mondego>        NUM_RUN = 100;<newline46mondego>        long sum = 0;<newline46mondego>        long start = System.nanoTime();<newline46mondego>        for (int i = 0; i < NUM_RUN; i++) {<newline46mondego>            sum += method1(list);<newline46mondego>        }<newline46mondego>        long end = System.nanoTime();<newline46mondego>        System.out.println(<doubleQuotes46>set: <doubleQuotes46> + (end - start) / 1000000);<newline46mondego><newline46mondego>        sum = 0;<newline46mondego>        start = System.nanoTime();<newline46mondego>        for (int i = 0; i < NUM_RUN; i++) {<newline46mondego>            sum += method2(list);<newline46mondego>        }<newline46mondego>        end = System.nanoTime();<newline46mondego>        System.out.println(<doubleQuotes46>arraylist: <doubleQuotes46> + (end - start) / 1000000);<newline46mondego><newline46mondego>        sum = 0;<newline46mondego>        start = System.nanoTime();<newline46mondego>        for (int i = 0; i < NUM_RUN; i++) {<newline46mondego>            sum += method3(list);<newline46mondego>        }<newline46mondego>        end = System.nanoTime();<newline46mondego>        System.out.println(<doubleQuotes46>linkelist: <doubleQuotes46> + (end - start) / 1000000);<newline46mondego><newline46mondego>        System.out.println(sum);<newline46mondego>    }<newline46mondego><newline46mondego>    private static int method1(final List<String> list) {<newline46mondego>        Set<String> set = new HashSet<>(list.size(), 1);<newline46mondego>        for (String s : list) {<newline46mondego>            set.add(s);<newline46mondego>        }<newline46mondego>        return set.size();<newline46mondego>    }<newline46mondego><newline46mondego>    private static int method2(final List<String> list) {<newline46mondego>        List<String> undefined = new ArrayList<>();<newline46mondego>        for (String s : list) {<newline46mondego>            if (!undefined.contains(s)) {<newline46mondego>                undefined.add(s);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return undefined.size();<newline46mondego>    }<newline46mondego><newline46mondego>    private static int method3(final List<String> list) {<newline46mondego>        List<String> undefined = new LinkedList<>();<newline46mondego><newline46mondego>        Iterator<String> it = list.iterator();<newline46mondego>        while (it.hasNext()) {<newline46mondego>            String value = it.next();<newline46mondego>            if (!undefined.contains(value)) {<newline46mondego>                undefined.add(value);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return undefined.size();<newline46mondego>    }<newline46mondego><newline46mondego>    private static String getRandomString() {<newline46mondego>        if (!random) {<newline46mondego>            return <doubleQuotes46>skdjhflkjrglajhsdkhkjqwhkdjahkshd<doubleQuotes46>;<newline46mondego>        }<newline46mondego>        int size = r.nextInt(100);<newline46mondego>        StringBuilder sb = new StringBuilder();<newline46mondego>        for (int i = 0; i < size; i++) {<newline46mondego>            char c = (char) ('a' + r.nextInt(27));<newline46mondego>            sb.append(c);<newline46mondego>        }<newline46mondego>        System.out.println(sb);<newline46mondego>        return sb.toString();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4362splitHere46","12585637splitHere46",".jar"
"4363splitHere46","12585637splitHere46",".zip"
"4364splitHere46","12585637splitHere46","vim"
"4365splitHere46","12585637splitHere46","vim"
"4366splitHere46","12585637splitHere46",".jar"
"4367splitHere46","12585637splitHere46","vim"
"4368splitHere46","12585669splitHere46","/auth/**"
"4369splitHere46","12585669splitHere46","<http pattern=<doubleQuotes46>/auth/**<doubleQuotes46> security=<doubleQuotes46>none<doubleQuotes46> /><newline46mondego>"
"4370splitHere46","12585669splitHere46","/auth/**"
"4371splitHere46","12585669splitHere46","/auth/logout"
"4372splitHere46","12585669splitHere46","/auth/logout"
"4373splitHere46","12585669splitHere46","<http>"
"4374splitHere46","12585669splitHere46","<http pattern=<doubleQuotes46>/auth/login<doubleQuotes46> security=<doubleQuotes46>none<doubleQuotes46> /><newline46mondego><http pattern=<doubleQuotes46>/auth/changepassword<doubleQuotes46> security=<doubleQuotes46>none<doubleQuotes46> /><newline46mondego><http pattern=<doubleQuotes46>/resources/**<doubleQuotes46> security=<doubleQuotes46>none<doubleQuotes46> /><newline46mondego><newline46mondego><http auto-config=<doubleQuotes46>true<doubleQuotes46> use-expressions=<doubleQuotes46>true<doubleQuotes46> access-decision-manager-ref=<doubleQuotes46>accessDecisionManager<doubleQuotes46>><newline46mondego>    <intercept-url pattern=<doubleQuotes46>/auth/logout<doubleQuotes46> access=<doubleQuotes46>permitAll<doubleQuotes46>/><newline46mondego>    <intercept-url pattern=<doubleQuotes46>/admin/**<doubleQuotes46> access=<doubleQuotes46>ADMINISTRATIVE_ACCESS<doubleQuotes46>/><newline46mondego>    <intercept-url pattern=<doubleQuotes46>/**<doubleQuotes46> access=<doubleQuotes46>XYZ_ACCESS<doubleQuotes46>/><newline46mondego>    <!-- rest of your config --><newline46mondego></http><newline46mondego>"
"4375splitHere46","12585669splitHere46","/auth/*"
"4376splitHere46","12585669splitHere46","<http>"
"4377splitHere46","12585669splitHere46","request-matcher=<doubleQuotes46>regex<doubleQuotes46>"
"4378splitHere46","12585703splitHere46","equals"
"4379splitHere46","12585703splitHere46","equals(Golfer)"
"4380splitHere46","12585703splitHere46","Comparable"
"4381splitHere46","12585703splitHere46","equals(Object)"
"4382splitHere46","12585703splitHere46","public boolean equals(Object obj)<newline46mondego>{<newline46mondego>    if(!(obj instanceof Golfer)) return false;<newline46mondego><newline46mondego>    Golfer golfer = (Golfer)obj;<newline46mondego>    String thisString = score + <doubleQuotes46>:<doubleQuotes46> +  name;  <newline46mondego>    String otherString = golfer.getScore() + <doubleQuotes46>:<doubleQuotes46> + golfer.getName() ;<newline46mondego>    System.out.println(<doubleQuotes46>Golfer.equals() has bee called<doubleQuotes46>);<newline46mondego><newline46mondego>    return thisString.equalsIgnoreCase(otherString);<newline46mondego>}<newline46mondego>"
"4383splitHere46","12585799splitHere46","printWriter.println(<doubleQuotes46>\n\r<doubleQuotes46>)"
"4384splitHere46","12585952splitHere46","com.fasterxml.classmate.GenericType"
"4385splitHere46","12585952splitHere46","GenericType<?> delegateType = new GenericType<List<Cat>>() {};<newline46mondego>"
"4386splitHere46","12585952splitHere46","{}"
"4387splitHere46","12585952splitHere46","TypeResolver typeResolver = new TypeResolver();<newline46mondego>MemberResolver memberResolver = new MemberResolver(<newline46mondego><newline46mondego>ResolvedType type = typeResolver.resolve(delegateType);<newline46mondego>ResolvedTypeWithMembers members = memberResolver.resolve(type, null, null);<newline46mondego>ResolvedMethod[] methods = members.getMemberMethods();<newline46mondego>"
"4388splitHere46","12585952splitHere46","Map"
"4389splitHere46","12585952splitHere46","Map<Method, ResolvedMethod> resolved = new HashMap<>();<newline46mondego>for (ResolvedMethod method: methods) {<newline46mondego>    resolved.put(method.getRawMember(), method);<newline46mondego>}<newline46mondego>"
"4390splitHere46","12585952splitHere46","delegateType"
"4391splitHere46","12585952splitHere46","List"
"4392splitHere46","12585952splitHere46","Method method = List.class.getMethod(<doubleQuotes46>get<doubleQuotes46>, int.class);<newline46mondego>ResolvedType resultType = resolved.get(method).getReturnType();<newline46mondego>System.out.println(<doubleQuotes46>resultType = <doubleQuotes46> + resultType);              // prints resultType = Cat<newline46mondego>"
"4393splitHere46","12586065splitHere46","XmlWriter writer = new XmlWriter();<newline46mondego>writer.writeHeader();<newline46mondego>for (Item item : xmlitems) {<newline46mondego>    writer.write(convert(item));<newline46mondego>}<newline46mondego>writer.close();<newline46mondego>"
"4394splitHere46","12586065splitHere46","public interface Converter {<newline46mondego>    void convert(Item item);<newline46mondego>    XmlTextNode getResult(); // get xml code<newline46mondego>}<newline46mondego>"
"4395splitHere46","12586065splitHere46","public XmlTextNode convert(Item item) {<newline46mondego>    if (item instanceof ConcreteItem) {<newline46mondego>        return new ConcreteConverter(item).getResult();<newline46mondego>    }<newline46mondego>    throw new InvalidOperationException(<doubleQuotes46>Invalid convert type<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"4396splitHere46","12586201splitHere46","<doubleQuotes46>{(.*?)}<doubleQuotes46>"
"4397splitHere46","12586201splitHere46","<doubleQuotes46>\\{(.*?)\\}<doubleQuotes46>"
"4398splitHere46","12586282splitHere46","<build><newline46mondego>  <plugins><newline46mondego>    <plugin><newline46mondego>      <groupId>org.codehaus.mojo</groupId><newline46mondego>      <artifactId>axistools-maven-plugin</artifactId><newline46mondego>      <version>1.4</version><newline46mondego>      <configuration><newline46mondego>       ..<newline46mondego>      </configuration><newline46mondego>      <executions><newline46mondego>        <execution><newline46mondego>          <goals><newline46mondego>           <goal>wsdl2java</goal><newline46mondego>          </goals><newline46mondego>        </execution><newline46mondego>      </executions><newline46mondego>    </plugin><newline46mondego>  </plugins><newline46mondego>  ...<newline46mondego></build><newline46mondego>"
"4399splitHere46","12586282splitHere46","<build><newline46mondego> <pluginManagement><newline46mondego>   <plugins><newline46mondego>    ...<newline46mondego>  </plugins><newline46mondego> </pluginManagement><newline46mondego>  ...<newline46mondego></build><newline46mondego>"
"4400splitHere46","12586331splitHere46","gradle.properties"
"4401splitHere46","12586331splitHere46","org.gradle.jvmargs"
"4402splitHere46","12586331splitHere46","gradle.properties"
"4403splitHere46","12586448splitHere46","TypeAdapter"
"4404splitHere46","12586448splitHere46","this"
"4405splitHere46","12586448splitHere46","getDelegateAdapter"
"4406splitHere46","12586448splitHere46","TypeAdapterFactory immutableListFactory = new TypeAdapterFactory() {<newline46mondego>  @Override public <T> TypeAdapter<T> create(Gson gson, TypeToken<T> type) {<newline46mondego>    if (!(type.getType() instanceof ParameterizedType)<newline46mondego>        || !type.getRawType().equals(ImmutableList.class)) {<newline46mondego>      return null;<newline46mondego>    }<newline46mondego><newline46mondego>    ParameterizedType parameterizedType = (ParameterizedType) type.getType();<newline46mondego>    TypeAdapter<T> delegate = gson.getDelegateAdapter(this, type);<newline46mondego>    TypeAdapter<?> elementAdapter = gson.getAdapter(<newline46mondego>        TypeToken.get(parameterizedType.getActualTypeArguments()[0]));<newline46mondego>    return new ImmutableListAdapter(delegate, elementAdapter);<newline46mondego>  }<newline46mondego><newline46mondego>  class ImmutableListAdapter<E> extends TypeAdapter<ImmutableList<E>> {<newline46mondego>    private TypeAdapter<List<E>> delegate;<newline46mondego>    private TypeAdapter<E> element;<newline46mondego><newline46mondego>    ImmutableListAdapter(TypeAdapter<List<E>> delegate, TypeAdapter<E> element) {<newline46mondego>      this.delegate = delegate;<newline46mondego>      this.element = element;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override public void write(JsonWriter out, ImmutableList<E> value) throws IOException {<newline46mondego>      delegate.write(out, value);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override public ImmutableList<E> read(JsonReader in) throws IOException {<newline46mondego>      if (in.peek() == JsonToken.NULL) {<newline46mondego>        in.nextNull();<newline46mondego>        return null;<newline46mondego>      }<newline46mondego>      ImmutableList.Builder<E> builder = ImmutableList.builder();<newline46mondego>      in.beginArray();<newline46mondego>      while (in.hasNext()) {<newline46mondego>        builder.add(element.read(in));<newline46mondego>      }<newline46mondego>      in.endArray();<newline46mondego>      return builder.build();<newline46mondego>    }<newline46mondego>  }<newline46mondego>};<newline46mondego>"
