"1splitHere46","22907583splitHere46","myClass.var = var;<newline46mondego>var = v;<newline46mondego>"
"5284splitHere46","23019123splitHere46","main"
"5285splitHere46","23019156splitHere46","project.build.sourceEncoding"
"5286splitHere46","23019156splitHere46","UTF-8"
"5287splitHere46","23019156splitHere46","mvn compile"
"5288splitHere46","23019191splitHere46","public static void main (String[] args) throws java.io.IOException { <newline46mondego>    int n=0; <newline46mondego>    // int Vector[]= new int[n]; <newline46mondego>    Programa1Vectores_Objetos Programa1 = new Programa1Vectores_Objetos();  <newline46mondego>    n=Lectura_NumeroVector(<doubleQuotes46><doubleQuotes46>); <newline46mondego>    int Vector[]= new int[n]; // n isn't 0 anymore<newline46mondego>    Programa1.setvector(Vector); <newline46mondego>    Programa1.getvector(); <newline46mondego>}  <newline46mondego>"
"5289splitHere46","23019191splitHere46","Vector = xvector"
"5290splitHere46","23019191splitHere46","void setvector(int xvector[]){ <newline46mondego>    Random Aleatorio =new Random(); <newline46mondego>    int nal;    <newline46mondego>    for(int i=0; i<xvector.length; i++){ <newline46mondego>        nal=Aleatorio.nextInt(10); <newline46mondego>        if (nal==0){ <newline46mondego>            i--; <newline46mondego>            continue; <newline46mondego>        } <newline46mondego>        xvector[i]=nal; <newline46mondego>    } <newline46mondego>    Vector = xvector;   // Vector needs to be set<newline46mondego>}<newline46mondego>"
"5291splitHere46","23019201splitHere46","String[] AddressParts = Address.split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>String City = AddressParts[0];<newline46mondego>System.out.println(<doubleQuotes46>Allspam Insurance Company! Drivers from <doubleQuotes46>+City+<doubleQuotes46> saved an average <doubleQuotes46>);<newline46mondego>"
"5292splitHere46","23019205splitHere46","rowA = rowB;<newline46mondego>"
"5293splitHere46","23019205splitHere46","array"
"5294splitHere46","23019205splitHere46","public static void swapRows(int[][] array, int rowA, int rowB) {<newline46mondego>    int[] tempRow = array[rowA];<newline46mondego>    array[rowA] = array[rowB];<newline46mondego>    array[rowB] = tempRow;<newline46mondego>}<newline46mondego>"
"5295splitHere46","23019291splitHere46","t1.length()==4"
"5296splitHere46","23019291splitHere46","setText(<doubleQuotes46>1234 <doubleQuotes46>)"
"5297splitHere46","23019291splitHere46","setText(<doubleQuotes46>1234<doubleQuotes46>)"
"5298splitHere46","23019291splitHere46","t1.length()==4"
"5299splitHere46","23019291splitHere46","setText(<doubleQuotes46>1234 <doubleQuotes46>)"
"5300splitHere46","23019291splitHere46","setText(<doubleQuotes46>1234<doubleQuotes46>)"
"5301splitHere46","23019310splitHere46","getX()"
"5302splitHere46","23019310splitHere46","getY()"
"5303splitHere46","23019310splitHere46","getRawX()"
"5304splitHere46","23019310splitHere46","getRawY()"
"5305splitHere46","23019310splitHere46","if (motionEvent.getAction() == MotionEvent.ACTION_DOWN){<newline46mondego>   startX = event.getRawX();<newline46mondego>   startY = event.getRawY();<newline46mondego>}<newline46mondego>"
"5306splitHere46","23019310splitHere46","if (motionEvent.getAction() == MotionEvent.ACTION_MOVE){<newline46mondego>    movedX = event.getRawX() - startX;<newline46mondego>    movedY = event.getRawY() - startY;<newline46mondego>}<newline46mondego>"
"5307splitHere46","23019525splitHere46","System.out.println(Arrays.deepToString(arr));<newline46mondego>"
"5308splitHere46","23019662splitHere46","String number = <doubleQuotes46>-9.22841<doubleQuotes46>;<newline46mondego>String shorterNumber = number.substring(0, number.indexOf(<doubleQuotes46>.<doubleQuotes46>)+3);<newline46mondego>double t = Double.parseDouble(shorterNumber);<newline46mondego>System.out.println(t);<newline46mondego>"
"5309splitHere46","23019745splitHere46","filter()"
"5310splitHere46","23019745splitHere46","HashSet.contains()"
"5311splitHere46","23019745splitHere46","List.contains()"
"5312splitHere46","23019745splitHere46","O(n)"
"5313splitHere46","23019771splitHere46","out"
"5314splitHere46","23019771splitHere46","static"
"5315splitHere46","23019771splitHere46","java.lang.System"
"5316splitHere46","23019771splitHere46","Field"
"5317splitHere46","23019771splitHere46","Class<?> systemClass = java.lang.Class.forName(<doubleQuotes46>java.lang.System<doubleQuotes46>);<newline46mondego>Field outField = systemClass.getDeclaredField(<doubleQuotes46>out<doubleQuotes46>);<newline46mondego>"
"5318splitHere46","23019771splitHere46","PrintStream"
"5319splitHere46","23019771splitHere46","Class"
"5320splitHere46","23019771splitHere46","Class<?> printStreamClass = outField.getType();<newline46mondego>"
"5321splitHere46","23019771splitHere46","println(String)"
"5322splitHere46","23019771splitHere46","Method printlnMethod = printStreamClass.getDeclaredMethod(<doubleQuotes46>println<doubleQuotes46>, String.class);<newline46mondego>"
"5323splitHere46","23019771splitHere46","println(String)"
"5324splitHere46","23019771splitHere46","out"
"5325splitHere46","23019771splitHere46","out"
"5326splitHere46","23019771splitHere46","static"
"5327splitHere46","23019771splitHere46","null"
"5328splitHere46","23019771splitHere46","Field#get(object)"
"5329splitHere46","23019771splitHere46","Object object = outField.get(null);<newline46mondego>"
"5330splitHere46","23019771splitHere46","printlnMethod.invoke(object, <doubleQuotes46>Hi!<doubleQuotes46>);<newline46mondego>"
"5331splitHere46","23019799splitHere46","java.io.IOException: Stream is not in the BZip2 format"
"5332splitHere46","23019799splitHere46","BZip2CompressorInputStream"
"5333splitHere46","23019799splitHere46","magic number"
"5334splitHere46","23019799splitHere46","$ADCGET file files.xml.bz2 0 -1 ZL1|<newline46mondego>"
"5335splitHere46","23019799splitHere46","$ADCGET file files.xml.bz2 0 -1|<newline46mondego>"
"5336splitHere46","23019799splitHere46","ZL1"
"5337splitHere46","23019925splitHere46","getActionBar()"
"5338splitHere46","23019925splitHere46","null"
"5339splitHere46","23019925splitHere46","ActionBar"
"5340splitHere46","23019925splitHere46","Theme.NoTitleBar"
"5341splitHere46","23019925splitHere46","// The Action Bar is a window feature. The feature must be requested<newline46mondego>// before setting a content view. Normally this is set automatically<newline46mondego>// by your Activity's theme in your manifest. The provided system<newline46mondego>// theme Theme.WithActionBar enables this for you. Use it as you would<newline46mondego>// use Theme.NoTitleBar. You can add an Action Bar to your own themes<newline46mondego>// by adding the element <item name=<doubleQuotes46>android:windowActionBar<doubleQuotes46>>true</item><newline46mondego>// to your style definition.<newline46mondego>getWindow().requestFeature(Window.FEATURE_ACTION_BAR);<newline46mondego><newline46mondego>setContentView(R.layout.main);<newline46mondego><newline46mondego>// experiment with the ActionBar <newline46mondego>ActionBar actionBar = getActionBar();<newline46mondego>"
"5342splitHere46","23019938splitHere46","top"
"5343splitHere46","23019938splitHere46","base"
"5344splitHere46","23019938splitHere46","wall"
"5345splitHere46","23019938splitHere46","null"
"5346splitHere46","23019938splitHere46","moveTo"
"5347splitHere46","23019958splitHere46","public void changeAdress(){<newline46mondego>        new Address().change();    <newline46mondego>    }<newline46mondego>"
"5348splitHere46","23019958splitHere46","public class Address{<newline46mondego>        private String street;<newline46mondego><newline46mondego>public Address(){<newline46mondego>            Keyboard k = new Keyboard();<newline46mondego>            street = k.readString(<doubleQuotes46>Type in the Street: <doubleQuotes46>);<newline46mondego>}<newline46mondego>public void change(){<newline46mondego>        Keyboard k = new Keyboard();<newline46mondego>        String str = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        System.out.println(<doubleQuotes46>If you do not wish to change the street, please just press enter.<doubleQuotes46>);<newline46mondego>        str = k.readString(<doubleQuotes46>type in the Street: <doubleQuotes46>);<newline46mondego>            if (log.equals(<doubleQuotes46><doubleQuotes46>))<newline46mondego>                str = str;<newline46mondego>            else<newline46mondego>                street = str;<newline46mondego>}<newline46mondego>}<newline46mondego>"
"5349splitHere46","23019958splitHere46","public class Buyer{<newline46mondego>    private String name;<newline46mondego>    private Address address;<newline46mondego><newline46mondego>public Buyer(String nm){<newline46mondego>        name = nm;<newline46mondego>        address = new Address();<newline46mondego>}<newline46mondego>public void changeAdress(){<newline46mondego>           address.change();   <newline46mondego>}<newline46mondego>}<newline46mondego>"
"5350splitHere46","23019997splitHere46","Random r = new Random(); <newline46mondego>    int heads = 0;<newline46mondego>    for (int i = 0; i < 1000; i++) { <newline46mondego>        int side = random.nextInt(2);<newline46mondego>        if (side == 1) {<newline46mondego>            heads++;<newline46mondego>        } <newline46mondego>    } <newline46mondego>    System.out.println(<doubleQuotes46>Times head was flipped:<doubleQuotes46> + heads); <newline46mondego>    System.out.println(<doubleQuotes46>Times tail was flipped:<doubleQuotes46> + (1000 - heads)); <newline46mondego>"
"5351splitHere46","23019997splitHere46","Random r = new Random(); <newline46mondego>    int heads = 0;<newline46mondego>    for (int i = 0; i < 1000; i++) { <newline46mondego>        heads += random.nextInt(2);<newline46mondego>    } <newline46mondego>    System.out.println(<doubleQuotes46>Times head was flipped:<doubleQuotes46> + heads); <newline46mondego>    System.out.println(<doubleQuotes46>Times tail was flipped:<doubleQuotes46> + (1000 - heads)); <newline46mondego>"
"5352splitHere46","23020026splitHere46","=="
"5353splitHere46","23020026splitHere46","equals"
"5354splitHere46","23020026splitHere46","init()"
"5355splitHere46","23020026splitHere46","JFrame"
"5356splitHere46","23020026splitHere46","JFrame"
"5357splitHere46","23020026splitHere46","JFrame"
"5358splitHere46","23020026splitHere46","init()"
"5359splitHere46","23020026splitHere46","private static void createAndShowGUI() {<newline46mondego>    mainFrame frame = new mainFrame();<newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.setResizable(false);<newline46mondego>    frame.setLocationRelativeTo(null);<newline46mondego>    addComponentsToPane(frame.getContentPane());<newline46mondego>    frame.init();            <<<<<================== Don't forget about meeeee!<newline46mondego>    frame.pack();<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public void actionPerformed(ActionEvent e) {<newline46mondego>    if (<doubleQuotes46>one<doubleQuotes46>.equals(e.getActionCommand())) {<newline46mondego>        System.out.println(<doubleQuotes46>hello<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5360splitHere46","23020026splitHere46","mainFrame"
"5361splitHere46","23020026splitHere46","MainFrame"
"5362splitHere46","23020077splitHere46","jpa:repositories"
"5363splitHere46","23020077splitHere46","com.acme.repositories"
"5364splitHere46","23020077splitHere46","<jpa:repositories base-package=<doubleQuotes46>com.mycompany.rd.misf.repository<doubleQuotes46> /> <newline46mondego>"
"5365splitHere46","23020077splitHere46","Repository"
"5366splitHere46","23020077splitHere46","JpaRepository"
"5367splitHere46","23020077splitHere46","PersonRepository"
"5368splitHere46","23020077splitHere46","<context:component-scan base-package=<doubleQuotes46>com.mycompany.rd.misf.model,com.mycompany.rd.misf.repository<doubleQuotes46> /><newline46mondego>"
"5369splitHere46","23020077splitHere46","@Component"
"5370splitHere46","23020077splitHere46","@Component"
"5371splitHere46","23020077splitHere46","@Repository"
"5372splitHere46","23020083splitHere46","@Override<newline46mondego>    public void onItemClick(AdapterView<?> adapterView, View view, int i, long l) {<newline46mondego>        Intent intent = new Intent(this, DisplayActivity.class);<newline46mondego><newline46mondego>        DashboardItems temp = (DashboardItems) adapterView.getItemAtPosition(i);<newline46mondego>        //intent.putExtra(<doubleQuotes46>DashboardImage<doubleQuotes46>,temp.imageID);<newline46mondego>        intent.putExtra(<doubleQuotes46>DashItemName<doubleQuotes46>,temp.itemName);<newline46mondego>        startActivity(intent);<newline46mondego>    }<newline46mondego>"
"5373splitHere46","23020110splitHere46","static"
"5374splitHere46","23020155splitHere46","Display = (EditText) findViewById(R.id.tvTotal);<newline46mondego>"
"5375splitHere46","23020155splitHere46","Display = (EditText) findViewById(R.id.etTotal);<newline46mondego>"
"5376splitHere46","23020155splitHere46","Display.setText(Total);<newline46mondego>"
"5377splitHere46","23020155splitHere46","public final void setText(int resid) {<newline46mondego>    setText(getContext().getResources().getText(resid));<newline46mondego>}<newline46mondego>"
"5378splitHere46","23020155splitHere46","Display.setText(Integer.toString(Total)); <newline46mondego>"
"5379splitHere46","23020199splitHere46","str = <doubleQuotes46>www.somelink/phoyto.jpg/?sz=50<doubleQuotes46>;<newline46mondego>str.replaceall(<doubleQuotes46>sz=\\d+<doubleQuotes46>, <doubleQuotes46>sz=100<doubleQuotes46>);<newline46mondego>"
