"1splitHere46","5227861splitHere46","for (SearchResult result : docSearch)  {<newline46mondego>  if (iter2 >= 50) break;<newline46mondego><newline46mondego>  //do stuff<newline46mondego>  iter2 += 1;<newline46mondego>}<newline46mondego>"
"4357splitHere46","5365896splitHere46","FileInputStream fin = new FileInputStream(<doubleQuotes46>your.zip<doubleQuotes46>);<newline46mondego>ZipInputStream zin = new ZipInputStream(fin);<newline46mondego>ZipEntry ze = null;<newline46mondego>while ((ze = zin.getNextEntry()) != null) {<newline46mondego>    if (ze.getName().equals(<doubleQuotes46>your.xml<doubleQuotes46>)) {<newline46mondego>        // pass zin to DocumentBuilder<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4358splitHere46","5365976splitHere46","implements Serializable"
"4359splitHere46","5365976splitHere46","private long SerialVersionUID"
"4360splitHere46","5365976splitHere46","public class Item implements Serializable {<newline46mondego>    private String s;<newline46mondego>    private MyClass c;<newline46mondego>    ..<newline46mondego>"
"4361splitHere46","5366115splitHere46","int[][] ints=new int[16][16];<newline46mondego>for(int i=0;i<16;i++)<newline46mondego>    for(int j=0;j<16;j++)<newline46mondego>        ints[i][j]=objNew.getString[i][j];<newline46mondego>"
"4362splitHere46","5366387splitHere46","file.encoding"
"4363splitHere46","5366387splitHere46","-encoding"
"4364splitHere46","5366387splitHere46","encoding="
"4365splitHere46","5366392splitHere46","CountingInputStream"
"4366splitHere46","5366392splitHere46","CountingOutputStream"
"4367splitHere46","5366392splitHere46","FilterInputStream"
"4368splitHere46","5366392splitHere46","FilterOutputStream"
"4369splitHere46","5366392splitHere46","ProgressMonitorInputStream"
"4370splitHere46","5366412splitHere46","GET /mybooks (Content negotiation or server decides - feel like html?)<newline46mondego>GET /mybooks.xml <newline46mondego>GET /mybooks.json<newline46mondego>GET /mybooks.csv<newline46mondego>GET /mybooks.xhtml<newline46mondego>GET /mybooks/{id}.doc (Download)<newline46mondego>PUT /mybooks/{id} (Add a book / id to my list)<newline46mondego>DELETE /mybooks/{id} (Remove from my list)<newline46mondego>POST /mybooks (Add a book / id to my list)<newline46mondego>"
"4371splitHere46","5366412splitHere46","<link>"
"4372splitHere46","5366412splitHere46","<a>"
"4373splitHere46","5366412splitHere46","GET /book/{id}.html (Status and other info)<newline46mondego>GET /book/{id}/summary (Status and other info)<newline46mondego>GET /book/{id}.doc (Download)<newline46mondego>GET /book/{id}.zip (Download)<newline46mondego>GET /book/{id}/chapter/{id}.doc <newline46mondego>POST /book (add book to database)<newline46mondego>DELETE /book/{id} (Burn the book)<newline46mondego>"
"4374splitHere46","5366462splitHere46","java.lang.Object"
"4375splitHere46","5366462splitHere46","String[][]"
"4376splitHere46","5366462splitHere46","new String[2][2]"
"4377splitHere46","5366462splitHere46","null"
"4378splitHere46","5366462splitHere46","s --> [ 0 ,  1 ]<newline46mondego>         |    '----> [ null, null ]<newline46mondego>         |<newline46mondego>         '---------> [ null, null ]<newline46mondego>"
"4379splitHere46","5366462splitHere46","null"
"4380splitHere46","5366462splitHere46","String"
"4381splitHere46","5366462splitHere46","s[0][1] = <doubleQuotes46>Hello<doubleQuotes46>;"
"4382splitHere46","5366561splitHere46","(?<!\s)-|-(?=\s)<newline46mondego>"
"4383splitHere46","5366607splitHere46","String filterPath = <doubleQuotes46>aa.bb.cc{k1:v1,k2:{s1:s2}},bb.cc,ee.dd<doubleQuotes46>;<newline46mondego><newline46mondego>List<String> result = new ArrayList<String>();<newline46mondego>StringBuilder build = new StringBuilder();<newline46mondego>int skip = 0;<newline46mondego><newline46mondego>for (char c : filterPath.toCharArray()) {<newline46mondego>    if (c == ',' && skip == 0) {<newline46mondego>        result.add(build.toString());<newline46mondego>        build = new StringBuilder();<newline46mondego>        continue;<newline46mondego>    }<newline46mondego><newline46mondego>    if (c == '{') {<newline46mondego>        skip++;<newline46mondego>    } else if (c == '}') {<newline46mondego>        skip--;<newline46mondego>    }<newline46mondego><newline46mondego>    build.append(c);<newline46mondego>}<newline46mondego><newline46mondego>result.add(build.toString());<newline46mondego><newline46mondego>for (String r : result) {<newline46mondego>    System.out.println(r);<newline46mondego>}<newline46mondego>"
"4384splitHere46","5366627splitHere46","((byte)(i)&0xff)"
"4385splitHere46","5366647splitHere46","InputStream"
"4386splitHere46","5366647splitHere46","System.out.println(<doubleQuotes46>S\u00e3o Paulo<doubleQuotes46>);<newline46mondego>"
"4387splitHere46","5366647splitHere46","build"
"4388splitHere46","5366647splitHere46","package de.fencing_game.paul.examples.rome;<newline46mondego><newline46mondego>import org.xml.sax.InputSource;<newline46mondego><newline46mondego>import java.nio.charset.Charset;<newline46mondego>import java.io.*;<newline46mondego>import java.net.*;<newline46mondego><newline46mondego>import com.sun.syndication.io.*;<newline46mondego>import com.sun.syndication.feed.synd.*;<newline46mondego><newline46mondego>public class RomeTest {<newline46mondego><newline46mondego>    public static void main(String[] ignored)<newline46mondego>        throws IOException, FeedException<newline46mondego>    {<newline46mondego>        String charset = <doubleQuotes46>UTF-8<doubleQuotes46>;<newline46mondego>        String url = <doubleQuotes46>http://oglobo.globo.com/rss/plantaopais.xml<doubleQuotes46>;<newline46mondego><newline46mondego><newline46mondego>        InputStream is = new URL(url).openConnection().getInputStream();<newline46mondego>        InputSource source = new InputSource(is);<newline46mondego><newline46mondego>        SyndFeedInput input = new SyndFeedInput();<newline46mondego>        SyndFeed feed = input.build(source);<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>description: <doubleQuotes46> + feed.getDescription());<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
"4389splitHere46","5366647splitHere46","InputSource"
"4390splitHere46","5366647splitHere46","InputStream"
"4391splitHere46","5366647splitHere46","Reader"
"4392splitHere46","5366647splitHere46","<?xml ... encoding=<doubleQuotes46>ISO-8859-1<doubleQuotes46> ?>"
"4393splitHere46","5366720splitHere46","//assuming that the array you are filtering is called 'myArray'<newline46mondego>List<Object> seenObjects = new ArrayList<Object>();<newline46mondego>for (Object obj : myArray) {<newline46mondego>    if (! seenObjects.contains(obj)) {<newline46mondego>        seenObjects.add(obj);<newline46mondego>    }<newline46mondego>    else {<newline46mondego>        //merge the 'desc' field in 'obj' with the 'desc' field in<newline46mondego>        //'seenObjects.get(seenObjects.indexOf(obj))'<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4394splitHere46","5366720splitHere46","equals()"
"4395splitHere46","5366720splitHere46","hashCode()"
"4396splitHere46","5366720splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import org.json.simple.JSONObject;<newline46mondego>import org.json.simple.JSONValue;<newline46mondego><newline46mondego>public class JsonMergeTest {<newline46mondego>    @SuppressWarnings({ <doubleQuotes46>rawtypes<doubleQuotes46>, <doubleQuotes46>unchecked<doubleQuotes46> })<newline46mondego>    public static void main(String[] args) {<newline46mondego>        List<Object> myArray = new ArrayList<Object>();<newline46mondego>        myArray.add(MyJsonObject.parse(<doubleQuotes46>{\<doubleQuotes46>lon\<doubleQuotes46>: 0.001, \<doubleQuotes46>lat\<doubleQuotes46>: 0.001, \<doubleQuotes46>desc\<doubleQuotes46>: \<doubleQuotes46>test\<doubleQuotes46>}<doubleQuotes46>));<newline46mondego>        myArray.add(MyJsonObject.parse(<doubleQuotes46>{\<doubleQuotes46>lon\<doubleQuotes46>: 0.001, \<doubleQuotes46>lat\<doubleQuotes46>: 0.001, \<doubleQuotes46>desc\<doubleQuotes46>: \<doubleQuotes46>test2\<doubleQuotes46>}<doubleQuotes46>));<newline46mondego><newline46mondego>        List seenObjects = new ArrayList<Object>();<newline46mondego>        for (Object obj : myArray) {<newline46mondego>            if (! seenObjects.contains(obj)) {<newline46mondego>                seenObjects.add(obj);<newline46mondego>            }<newline46mondego>            else {<newline46mondego>                //merge the 'desc' field in 'obj' with the 'desc' field in the list<newline46mondego>                MyJsonObject original = (MyJsonObject)seenObjects.get(seenObjects.indexOf(obj));<newline46mondego>                MyJsonObject update = (MyJsonObject)obj;<newline46mondego>                original.put(<doubleQuotes46>desc<doubleQuotes46>, original.get(<doubleQuotes46>desc<doubleQuotes46>) + <doubleQuotes46>, <doubleQuotes46> + update.get(<doubleQuotes46>desc<doubleQuotes46>));<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        for (MyJsonObject obj : (List<MyJsonObject>)seenObjects) {<newline46mondego>            System.out.println(obj.toJSONString());<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static class MyJsonObject extends JSONObject  {<newline46mondego>        @Override<newline46mondego>        public boolean equals(Object obj) {<newline46mondego>            if (obj == null || ! (obj instanceof MyJsonObject) || ! this.containsKey(<doubleQuotes46>lat<doubleQuotes46>) || ! this.containsKey(<doubleQuotes46>lon<doubleQuotes46>)) {<newline46mondego>                return super.equals(obj);<newline46mondego>            }<newline46mondego>            MyJsonObject jsonObj = (MyJsonObject)obj;<newline46mondego>            return this.get(<doubleQuotes46>lat<doubleQuotes46>).equals(jsonObj.get(<doubleQuotes46>lat<doubleQuotes46>)) && this.get(<doubleQuotes46>lon<doubleQuotes46>).equals(jsonObj.get(<doubleQuotes46>lon<doubleQuotes46>));<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public int hashCode() {<newline46mondego>            if (! this.containsKey(<doubleQuotes46>lat<doubleQuotes46>) || ! this.containsKey(<doubleQuotes46>lon<doubleQuotes46>)) {<newline46mondego>                return super.hashCode();<newline46mondego>            }<newline46mondego>            return this.get(<doubleQuotes46>lat<doubleQuotes46>).hashCode() ^ this.get(<doubleQuotes46>lon<doubleQuotes46>).hashCode();<newline46mondego>        }<newline46mondego><newline46mondego>        @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>        public static Object parse(String json) {<newline46mondego>            Object parsedJson = JSONValue.parse(json);<newline46mondego>            if (! (parsedJson instanceof JSONObject)) {<newline46mondego>                return parsedJson;<newline46mondego>            }<newline46mondego><newline46mondego>            MyJsonObject result = new MyJsonObject();<newline46mondego>            result.putAll((JSONObject)parsedJson);<newline46mondego>            return result;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4397splitHere46","5366871splitHere46","final String baseUri = <doubleQuotes46>http://localhost:9998/<doubleQuotes46>;<newline46mondego>"
"4398splitHere46","5366871splitHere46","/"
"4399splitHere46","5366998splitHere46","Class.forName(<doubleQuotes46>com.mysql.jdbc.Driver<doubleQuotes46>).newInstance();<newline46mondego>"
"4400splitHere46","5366998splitHere46","forName()"
"4401splitHere46","5367039splitHere46","f"
"4402splitHere46","5367039splitHere46","1/n"
"4403splitHere46","5367039splitHere46","f"
"4404splitHere46","5367039splitHere46","f - 1/n"
"4405splitHere46","5367039splitHere46","f == 0"
"4406splitHere46","5367100splitHere46","run()"
"4407splitHere46","5367100splitHere46","run()"
"4408splitHere46","5367100splitHere46","main"
"4409splitHere46","5367100splitHere46","run()"
"4410splitHere46","5367100splitHere46","UncaughtExceptionHandler"
"4411splitHere46","5367100splitHere46","System.err"
"4412splitHere46","5367100splitHere46","UncaughtExceptionHandler"
"4413splitHere46","5367100splitHere46","UncaughtExceptionHandler"
"4414splitHere46","5367100splitHere46","main"
"4415splitHere46","5367100splitHere46","Thread.interrupt()"
"4416splitHere46","5367100splitHere46","IOException"
"4417splitHere46","5367100splitHere46","PrintStream"
"4418splitHere46","5367100splitHere46","PrintStream"
"4419splitHere46","5367100splitHere46","IOException"
"4420splitHere46","5367100splitHere46","main"
"4421splitHere46","5367100splitHere46","PrintStream.checkError()"
"4422splitHere46","5367124splitHere46","ArrayList<Double> arrayList = new ArrayList<Double>();<newline46mondego>Collections.sort(arrayList);<newline46mondego>"
"4423splitHere46","5367124splitHere46","ArrayList<Double> arrayList = new ArrayList<Double>();<newline46mondego>Comparator<Double> comparator = Collections.reverseOrder();<newline46mondego>Collections.sort(arrayList,comparator);<newline46mondego>"
"4424splitHere46","5367216splitHere46","public abstract  class Car {<newline46mondego>public abstract void printMe();<newline46mondego>}<newline46mondego>public class Audi {<newline46mondego>@Override<newline46mondego>public void printMe() {<newline46mondego>Utility.printString(<doubleQuotes46>Audi<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"4425splitHere46","5367328splitHere46","<h:inputText>"
"4426splitHere46","5367328splitHere46","<h:form>"
"4427splitHere46","5367328splitHere46","<h:inputText>"
"4428splitHere46","5367328splitHere46","<h:form>"
"4429splitHere46","5367328splitHere46","<h:form><newline46mondego>  <h:inputText id=<doubleQuotes46>inDist<doubleQuotes46> value=<doubleQuotes46>#{dist.input}<doubleQuotes46> required=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>    <f:convertNumber maxFractionDigits=<doubleQuotes46>2<doubleQuotes46>/><newline46mondego>    <f:validateDoubleRange maximum=<doubleQuotes46>10000<doubleQuotes46>/><newline46mondego>  </h:inputText><newline46mondego>  <h:message for=<doubleQuotes46>inDist<doubleQuotes46>/><newline46mondego>  <h:commandButton value=<doubleQuotes46>Convert<doubleQuotes46> action=<doubleQuotes46>blah<doubleQuotes46>/><newline46mondego></h:form><newline46mondego>"
"4430splitHere46","5367328splitHere46","<h:selectOneRadio>"
"4431splitHere46","5367328splitHere46","<h:form>"
"4432splitHere46","5367328splitHere46","commandButton"
"4433splitHere46","5367364splitHere46","Cookie[] allcookies = request.getCookies();<newline46mondego>"
"4434splitHere46","5367364splitHere46","null"
"4435splitHere46","5367364splitHere46","if (allcookies != null) { ... }"
"4436splitHere46","5367503splitHere46","String input = <doubleQuotes46>computer<doubleQuotes46>;<newline46mondego>char[] characters = input.toCharArray();<newline46mondego>//now sort characters using some algorithm<newline46mondego>String output = new String(sorted_characters); //sorted_characters might be characters after sorting, if you sort in place<newline46mondego>"
