"1splitHere46","17981343splitHere46","curl -v -X PUT -H <doubleQuotes46>Content-Type: text/uri-list<doubleQuotes46> \<newline46mondego>-d <doubleQuotes46>http://localhost:7070/study-spring-data/teacher/1<doubleQuotes46> http://localhost:7070/study-spring-data/course/123/teacher<newline46mondego>"
"5455splitHere46","18110015splitHere46","<doubleQuotes46>Etc Etc<doubleQuotes46>"
"5456splitHere46","18110015splitHere46","etc_etc"
"5457splitHere46","18110087splitHere46","pnlScripts.add(lstScripts, BorderLayout.WEST);<newline46mondego>"
"5458splitHere46","18110087splitHere46","this.lstScripts.setTransferHandler(lh);<newline46mondego>"
"5459splitHere46","18110087splitHere46","DefaultListModel model = (DefaultListModel)lstScripts.getModel();<newline46mondego> for (int i = 0; i < model.getSize(); i++){<newline46mondego>     scriptnames += model.getElementAt(i).toString() + <doubleQuotes46>,<doubleQuotes46>;<newline46mondego> }<newline46mondego>"
"5460splitHere46","18110181splitHere46","ANTLRStringStream"
"5461splitHere46","18110181splitHere46","ANTLRInputStream"
"5462splitHere46","18110181splitHere46","String"
"5463splitHere46","18110181splitHere46","returns"
"5464splitHere46","18110181splitHere46","dataspec"
"5465splitHere46","18110181splitHere46","returns [DataExtractor extractor]"
"5466splitHere46","18110181splitHere46","public static DataExtractor create(String dataspec) {<newline46mondego>    CharStream stream = new ANTLRInputStream(dataspec);<newline46mondego>    DataSpecificationLexer lexer = new DataSpecificationLexer(stream);<newline46mondego>    CommonTokenStream tokens = new CommonTokenStream(lexer);<newline46mondego>    DataSpecificationParser parser = new DataSpecificationParser(tokens);<newline46mondego><newline46mondego>    return parser.dataspec().extractor;<newline46mondego>}<newline46mondego>"
"5467splitHere46","18110283splitHere46","position"
"5468splitHere46","18110283splitHere46","<doubleQuotes46>_id<doubleQuotes46>"
"5469splitHere46","18110283splitHere46","position"
"5470splitHere46","18110283splitHere46","movieDatabase.KEY_ROWID"
"5471splitHere46","18110283splitHere46","<doubleQuotes46>rowid<doubleQuotes46>"
"5472splitHere46","18110283splitHere46","<doubleQuotes46>rId<doubleQuotes46>"
"5473splitHere46","18110283splitHere46","<doubleQuotes46>_id<doubleQuotes46>"
"5474splitHere46","18110283splitHere46","KEY_ROWID"
"5475splitHere46","18110283splitHere46","viewM"
"5476splitHere46","18110374splitHere46","public boolean willCollide(int row, int col, Board map)<newline46mondego>{<newline46mondego>    return map[row][col] == 1;<newline46mondego>}<newline46mondego><newline46mondego>public void moveLeft(Hero hero, Board map)<newline46mondego>{<newline46mondego>  //watch for index out of bounds!<newline46mondego>  int futureCol = hero.y - 1;<newline46mondego>  if (! willCollide(hero.row, futureCol)<newline46mondego>    hero.y = futureCol;<newline46mondego>}<newline46mondego>"
"5477splitHere46","18110435splitHere46","@Query(<doubleQuotes46>SELECT c FROM Car c WHERE c.value1 = :value1 and c.value2 = :value2<doubleQuotes46>)"
"5478splitHere46","18110435splitHere46","value1"
"5479splitHere46","18110435splitHere46","value2"
"5480splitHere46","18110435splitHere46","Car"
"5481splitHere46","18110435splitHere46","@Query(<doubleQuotes46>SELECT c FROM Car c WHERE c.engine.value1 = :value1 and c.engine.value2 = :value2<doubleQuotes46>).<newline46mondego>"
"5482splitHere46","18110435splitHere46","findByEngineValue1AndEngineValue2(String value1, String value2)<newline46mondego>"
"5483splitHere46","18110557splitHere46","for ( FormalParameter : Expression ) Statement<newline46mondego>"
"5484splitHere46","18110557splitHere46","Expression"
"5485splitHere46","18110557splitHere46","iterable"
"5486splitHere46","18110557splitHere46","implements Iterable"
"5487splitHere46","18110557splitHere46","String[] words = new String[]{<doubleQuotes46>This<doubleQuotes46>,<doubleQuotes46>is<doubleQuotes46>,<doubleQuotes46>the<doubleQuotes46>,<doubleQuotes46>end<doubleQuotes46>};<newline46mondego><newline46mondego>for (int i = 0; i < words.length; i++)<newline46mondego>{<newline46mondego>      System.out.println(words[i]);<newline46mondego>}<newline46mondego>"
"5488splitHere46","18110557splitHere46","for (String s : words)<newline46mondego>{<newline46mondego>      System.out.println(s);<newline46mondego>}<newline46mondego>"
"5489splitHere46","18110689splitHere46","**http**://localhost/folder1/folder2/folder3/test.jsp"
"5490splitHere46","18110689splitHere46","**https**://localhost/folder1/folder2/folder3/test.jsp"
"5491splitHere46","18110707splitHere46","ArrayList"
"5492splitHere46","18110707splitHere46","List"
"5493splitHere46","18110754splitHere46","new SearchableRepositoryImpl(Article.class)"
"5494splitHere46","18110754splitHere46","class SearchableRepositoryImpl<T> implements SearchableRepository<T> {<newline46mondego>      private Class<T> klass;<newline46mondego>      public SearchableRepositoryImpl(Class<T> klazz){<newline46mondego>        this.klass = klazz;<newline46mondego>      }<newline46mondego><newline46mondego>      public Page<T> search(String query, Pageable page) {<newline46mondego>            // Right here, I need the Class<T> of T so that I can create<newline46mondego>            // the JPA query<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    class NewsRepositoryImpl<Article> implements NewsRepository<Article> <newline46mondego>    {<newline46mondego>      private SearchableRepository<Article> searchRepo = new SearchableRepositoryImpl(Article.class);<newline46mondego>      public Page<T> search(String query, Pageable page){<newline46mondego>        // delegate<newline46mondego>        return searchRepo.search(query, page);<newline46mondego>      }<newline46mondego>}<newline46mondego>"
"5495splitHere46","18110754splitHere46","new SearchableRepositoryImpl"
"5496splitHere46","18110923splitHere46","try (BufferedReader  bufferedReader = <newline46mondego>             new BufferedReader(new FileReader(new File(file,FILENAME)));) {<newline46mondego>              String readLine = bufferedReader.readLine();<newline46mondego>              //do stuff   <newline46mondego>      } catch(Exception e) {<newline46mondego>           throw e; <newline46mondego>     } <newline46mondego>"
"5497splitHere46","18110923splitHere46","System.exit()"
"5498splitHere46","18111034splitHere46","Signature.getInstance(<doubleQuotes46>SHA256withRSA<doubleQuotes46>, <doubleQuotes46>BC<doubleQuotes46>);<newline46mondego>"
"5499splitHere46","18111034splitHere46","new BouncyCastleProvier()<newline46mondego>"
"5500splitHere46","18111163splitHere46","import java.lang.reflect.Array;<newline46mondego><newline46mondego>public class Example <T> {<newline46mondego><newline46mondego>    private final Class<? extends T> cls;<newline46mondego><newline46mondego>    public Example (Class<? extends T> cls) {<newline46mondego>        this.cls = cls;<newline46mondego>    }<newline46mondego><newline46mondego>    public void arrayExample () {<newline46mondego>        // a [10][20] array<newline46mondego>        @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>        T[][] array = (T[][])Array.newInstance(cls, 10, 20);<newline46mondego>        System.out.println(array.length + <doubleQuotes46> <doubleQuotes46> + array[0].length + <doubleQuotes46> <doubleQuotes46> + array.getClass());<newline46mondego>    }<newline46mondego><newline46mondego>    public static final void main (String[] args) {<newline46mondego>        new Example<Integer>(Integer.class).arrayExample();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"5501splitHere46","18111163splitHere46","T[] array = (T[])Array.newInstance(cls, d1);<newline46mondego>T[][] array = (T[][])Array.newInstance(cls, d1, d2);<newline46mondego>T[][][] array = (T[][][])Array.newInstance(cls, d1, d2, d3);<newline46mondego>T[][][][] array = (T[][][][])Array.newInstance(cls, d1, d2, d3, d4);<newline46mondego>T[][][][][] array = (T[][][][][])Array.newInstance(cls, d1, d2, d3, d4, d5);<newline46mondego>"
"5502splitHere46","18111163splitHere46","Array.newInstance()"
"5503splitHere46","18111220splitHere46","MDC.put(<doubleQuotes46>id<doubleQuotes46>, id);<newline46mondego>"
"5504splitHere46","18111220splitHere46","Object id = MDC.get(<doubleQuotes46>id<doubleQuotes46>);<newline46mondego>"
"5505splitHere46","18111220splitHere46","MDC.put(<doubleQuotes46>id<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46>);<newline46mondego>    new Thread(){<newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            System.out.println(MDC.get(<doubleQuotes46>id<doubleQuotes46>));  // prints 1<newline46mondego>        }<newline46mondego>    }.start();<newline46mondego>"
"5506splitHere46","18111388splitHere46","class MyForm{<newline46mondego>String name;<newline46mondego>String price;<newline46mondego>String description;<newline46mondego>...<newline46mondego> // Getters and setters included<newline46mondego>}<newline46mondego>"
"5507splitHere46","18111388splitHere46","@RequestMapping(value = NEW)<newline46mondego>public String addProduct(@ModelAttribute MyForm myForm)<newline46mondego>"
"5508splitHere46","18111388splitHere46","MyForm"
"5509splitHere46","18111518splitHere46","oos.writeObject(data);<newline46mondego>"
"5510splitHere46","18111518splitHere46","oos.writeObject(new String[]{(String)data[0],(String)data[1]});<newline46mondego>"
"5511splitHere46","18111518splitHere46","oos.reset()"
"5512splitHere46","18111518splitHere46","oos.writeObject(data)"
"5513splitHere46","18111518splitHere46","String line;<newline46mondego>while ((line = br.readLine()) != null) {<newline46mondego>    selectionData[1] = line;<newline46mondego>    System.out.println(<doubleQuotes46>Client Line2: <doubleQuotes46> + selectionData[1]);<newline46mondego>    sendData(selectionData);<newline46mondego>}<newline46mondego>"
"5514splitHere46","18111566splitHere46","recognised"
"5515splitHere46","18111566splitHere46","association"
"5516splitHere46","18111566splitHere46","forward markets"
"5517splitHere46","18111566splitHere46","forward"
"5518splitHere46","18111566splitHere46","markets"
"5519splitHere46","18111566splitHere46","PhraseQuery"
"5520splitHere46","18111566splitHere46","StandardQueryParser parser = new StandardQueryParser(analyzer);<newline46mondego>Query query = parse.parse(<doubleQuotes46>f:\<doubleQuotes46>Forward Markets\<doubleQuotes46><doubleQuotes46>)<newline46mondego>Query Scorer scorer = new QueryScorer(query);<newline46mondego>//.......<newline46mondego>"
"5521splitHere46","18111566splitHere46","PhraseQuery"
"5522splitHere46","18111566splitHere46","phrasequery.add(new Term(<doubleQuotes46>f<doubleQuotes46>, <doubleQuotes46>forward<doubleQuotes46>));<newline46mondego>phrasequery.add(new Term(<doubleQuotes46>f<doubleQuotes46>, <doubleQuotes46>markets<doubleQuotes46>));<newline46mondego>"
"5523splitHere46","18111566splitHere46","TermQuery"
"5524splitHere46","18111566splitHere46","LowercaseFilter"
"5525splitHere46","18111566splitHere46","StandardAnalyzer"
"5526splitHere46","18111588splitHere46","return new ModelAndView(<doubleQuotes46>redirect:/myPage<doubleQuotes46>);<newline46mondego>"
"5527splitHere46","18111588splitHere46","@Controller<newline46mondego>    @Scope(<doubleQuotes46>session<doubleQuotes46>)<newline46mondego>    @SessionAttributes(<newline46mondego>        {<newline46mondego>        <doubleQuotes46>sharedList<doubleQuotes46><newline46mondego>    })    <newline46mondego>    public class MyPageController implements Serializable<newline46mondego>    {<newline46mondego><newline46mondego>        @ModelAttribute(<doubleQuotes46>sharedList<doubleQuotes46>)<newline46mondego>        public List<Pojo1> createSharedList()<newline46mondego>        {<newline46mondego>            return new ArrayList<Pojo1>();<newline46mondego>        }<newline46mondego><newline46mondego><newline46mondego>        @RequestMapping(value = <doubleQuotes46>/myPage<doubleQuotes46>, method = RequestMethod.GET)<newline46mondego>        @ResponseBody<newline46mondego>        public ModelAndView myPage(HttpSession session)<newline46mondego>        {<newline46mondego>            createSharedList();<newline46mondego>            return new ModelAndView(<doubleQuotes46>myPage<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    -<newline46mondego>    -<newline46mondego>    -<newline46mondego>"
"5528splitHere46","18111694splitHere46","exec.shutdown();<newline46mondego><newline46mondego>    // waiting for executors to finish their jobs<newline46mondego>    while (!exec.awaitTermination(50, TimeUnit.MILLISECONDS));<newline46mondego><newline46mondego>    // perform clean up work<newline46mondego>"
"5529splitHere46","18111734splitHere46","invokedynamic"
"5530splitHere46","18111734splitHere46","javac"
"5531splitHere46","18111753splitHere46","Standard: A > B > HOME > B  (what you want)<newline46mondego>SingleTask: A > B > HOME > A (what you don't want)<newline46mondego>"
"5532splitHere46","18111763splitHere46","Serializable"
"5533splitHere46","18111763splitHere46","class Book implements Serializable{<newline46mondego>  String title;<newline46mondego>  String author;<newline46mondego>  public Book(String t, String a){<newline46mondego>     title = t;<newline46mondego>     author = a;<newline46mondego>  }<newline46mondego>  public String toString(){<newline46mondego>     return title + <doubleQuotes46>\t<doubleQuotes46> + author;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
