"1splitHere46","4769825splitHere46","java -classpath . ServerMain<newline46mondego>"
"4576splitHere46","4921871splitHere46","def jprim2scala(s: String) = {<newline46mondego>  val prim = List(<doubleQuotes46>boolean<doubleQuotes46>,<doubleQuotes46>byte<doubleQuotes46>,<doubleQuotes46>short<doubleQuotes46>,<doubleQuotes46>char<doubleQuotes46>,<doubleQuotes46>int<doubleQuotes46>,<doubleQuotes46>long<doubleQuotes46>,<doubleQuotes46>float<doubleQuotes46>,<doubleQuotes46>double<doubleQuotes46>)<newline46mondego>  def arrayconvert(s: String): String = {<newline46mondego>    if (s.endsWith(<doubleQuotes46>[]<doubleQuotes46>)) <doubleQuotes46>Array[<doubleQuotes46>+arrayconvert(s.substring(0,s.length-2))+<doubleQuotes46>]<doubleQuotes46><newline46mondego>    else if (s==<doubleQuotes46>void<doubleQuotes46>) <doubleQuotes46>Unit<doubleQuotes46><newline46mondego>    else if (prim contains s) {<newline46mondego>      s.substring(0,1).toUpperCase + s.substring(1)<newline46mondego>    }<newline46mondego>    else s<newline46mondego>  }<newline46mondego>  arrayconvert(s)<newline46mondego>}<newline46mondego><newline46mondego>def e = (b,c).zipped.map((bi,ci) => (jprim2scala(bi(0)), ci.map(jprim2scala)))<newline46mondego>"
"4577splitHere46","4921871splitHere46","val f = (d,e).zipped.map((name,ei) => {<newline46mondego>  val (ret,args) = ei<newline46mondego>  val lastname = name.split('.').last<newline46mondego>  <doubleQuotes46>def <doubleQuotes46>+lastname+<doubleQuotes46>(<doubleQuotes46> +<newline46mondego>  (for ((a,i) <- args.zipWithIndex) yield (<doubleQuotes46>a<doubleQuotes46>+i+<doubleQuotes46>: <doubleQuotes46>+a)).mkString(<doubleQuotes46>, <doubleQuotes46>) +<newline46mondego>  <doubleQuotes46>): <doubleQuotes46>+ret+<doubleQuotes46> = <doubleQuotes46>+name+<doubleQuotes46>(<doubleQuotes46>+(0 until args.length).map(<doubleQuotes46>a<doubleQuotes46>+_).mkString(<doubleQuotes46>,<doubleQuotes46>)+<doubleQuotes46>)<doubleQuotes46><newline46mondego>})<newline46mondego>"
"4578splitHere46","4921871splitHere46","object Stringleton {<newline46mondego>  // The contents of this is cut-and-paste f.map(<doubleQuotes46>  <doubleQuotes46>+_).foreach(println)<newline46mondego>  def valueOf(a0: java.lang.Object): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Array[Char]): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Array[Char], a1: Int, a2: Int): java.lang.String = java.lang.String.valueOf(a0,a1,a2)<newline46mondego>  def valueOf(a0: Boolean): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Char): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Int): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Long): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Float): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def valueOf(a0: Double): java.lang.String = java.lang.String.valueOf(a0)<newline46mondego>  def copyValueOf(a0: Array[Char], a1: Int, a2: Int): java.lang.String = java.lang.String.copyValueOf(a0,a1,a2)<newline46mondego>  def copyValueOf(a0: Array[Char]): java.lang.String = java.lang.String.copyValueOf(a0)<newline46mondego>  def format(a0: java.lang.String, a1: Array[java.lang.Object]): java.lang.String = java.lang.String.format(a0,a1)<newline46mondego>  def format(a0: java.util.Locale, a1: java.lang.String, a2: Array[java.lang.Object]): java.lang.String = java.lang.String.format(a0,a1,a2)<newline46mondego>}<newline46mondego>"
"4579splitHere46","4921871splitHere46",".isVarArgs"
"4580splitHere46","4921871splitHere46","ai: _*"
"4581splitHere46","4921936splitHere46","boolean n2 ;   <newline46mondego>if(num1>num2) {<newline46mondego>    if(num1>num2 && num1>num3){<newline46mondego>        if(num2>num3){<newline46mondego>            System.out.println(num1+<doubleQuotes46>><doubleQuotes46>+num2+<doubleQuotes46>><doubleQuotes46>+num3);<newline46mondego>            n2=true;<newline46mondego>        }<newline46mondego>        else {<newline46mondego>            System.out.println(num1+<doubleQuotes46>><doubleQuotes46>+num3+<doubleQuotes46>><doubleQuotes46>+num2);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    else if(n2){<newline46mondego>        if(num1<num3){<newline46mondego>            System.out.println(num2+<doubleQuotes46>><doubleQuotes46>+num3+<doubleQuotes46>><doubleQuotes46>+num1);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>else {<newline46mondego>    System.out.println(num2+<doubleQuotes46>><doubleQuotes46>+num1+<doubleQuotes46>><doubleQuotes46>+num3);<newline46mondego>}<newline46mondego>"
"4582splitHere46","4922071splitHere46","staticN([0-9]+)@.+\.mydomain\.com<newline46mondego>"
"4583splitHere46","4922071splitHere46","[0-9]+"
"4584splitHere46","4922071splitHere46","\d+"
"4585splitHere46","4922071splitHere46",".+"
"4586splitHere46","4922071splitHere46","[^\.]+"
"4587splitHere46","4922071splitHere46","^staticN(\d+)@[a-z0-9_-]+\.mydomain\.com$<newline46mondego>"
"4588splitHere46","4922071splitHere46","^"
"4589splitHere46","4922071splitHere46","$"
"4590splitHere46","4922071splitHere46","^(?:.+<)?static[NMF](\d+)@[a-z0-9_-]+\.mydomain\.com>?$<newline46mondego>"
"4591splitHere46","4922071splitHere46","// input<newline46mondego>String str = <doubleQuotes46>reply <staticN123@sub1.mydomain.com<doubleQuotes46>;<newline46mondego>// example 1<newline46mondego>String nr0 = str.replaceAll( <doubleQuotes46>^(?:.+<)?static[NMF](\\d+)@[a-z0-9_-]+\\.mydomain\\.com>?$<doubleQuotes46>, <doubleQuotes46>$1<doubleQuotes46> );<newline46mondego>System.out.println( nr0 );<newline46mondego>// example 2 (precompile regex is faster if it's used more than once afterwards)<newline46mondego>Pattern p = Pattern.compile( <doubleQuotes46>^(?:.+<)?static[NMF](\\d+)@[a-z0-9_-]+\\.mydomain\\.com>?$<doubleQuotes46> );<newline46mondego>Matcher m = p.matcher( str );<newline46mondego>boolean b = m.matches();<newline46mondego>String nr1 = m.group( 1 );  // m.group only available after m.matches was called<newline46mondego>System.out.println( nr1 );<newline46mondego>"
"4592splitHere46","4922276splitHere46","UiApplication.getUiApplication().pushScreen( screen )<newline46mondego>"
"4593splitHere46","4922283splitHere46","spring-report.xml"
"4594splitHere46","4922283splitHere46","<context-param><newline46mondego>    <param-name>contextConfigLocation</param-name><newline46mondego>    <param-value><newline46mondego>        classpath:spring-report.xml<newline46mondego>    </param-value><newline46mondego></context-param><newline46mondego>"
"4595splitHere46","4922283splitHere46","private static BeanFactory factory = new ClassPathXmlApplicationContext(<doubleQuotes46>spring-report.xml<doubleQuotes46>);<newline46mondego>"
"4596splitHere46","4922283splitHere46","spring-report.xml"
"4597splitHere46","4922317splitHere46","Scanner"
"4598splitHere46","4922613splitHere46","AtomicReference"
"4599splitHere46","4922613splitHere46","list"
"4600splitHere46","4922613splitHere46","volatile List<String> list = null;<newline46mondego>"
"4601splitHere46","4922613splitHere46","list"
"4602splitHere46","4922613splitHere46","list"
"4603splitHere46","4922613splitHere46","public void threadA() {<newline46mondego>   List<String> L = new ArrayList<String>();<newline46mondego>   L.add(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>   L.add(<doubleQuotes46>World<doubleQuotes46>);<newline46mondego>   list = l;<newline46mondego>}<newline46mondego>"
"4604splitHere46","4922613splitHere46","list"
"4605splitHere46","4922613splitHere46","public void threadB() {<newline46mondego>     List<String> K = list;<newline46mondego>     for(String s : K) {<newline46mondego>         System.out.println(s);<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"4606splitHere46","4922613splitHere46","list"
"4607splitHere46","4922706splitHere46","public int f(int n, int ... sequence) {<newline46mondego>  int idx = n % sequence.length;<newline46mondego>  if (idx < 0) idx += sequence.length;  <newline46mondego>  return sequence[idx];<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>int x = f(n, 3,6,9,12);<newline46mondego>"
"4608splitHere46","4922706splitHere46","public int f(int n) {<newline46mondego>    return (n & 3) * 3 + 3;<newline46mondego>}<newline46mondego>"
"4609splitHere46","4922719splitHere46","find()"
"4610splitHere46","4922719splitHere46","/**<newline46mondego>     * Find by primary key.<newline46mondego>     * @param entityClass<newline46mondego>     * @param primaryKey<newline46mondego>     * @return the found entity instance or null<newline46mondego>     *    if the entity does not exist<newline46mondego>     * @throws IllegalStateException if this EntityManager has been closed.<newline46mondego>     * @throws IllegalArgumentException if the first argument does<newline46mondego>     *    not denote an entity type or the second<newline46mondego>     *    argument is not a valid type for that<newline46mondego>     *    entity's primary key<newline46mondego>     */<newline46mondego>    public <T> T find(Class<T> entityClass, Object primaryKey);<newline46mondego>"
"4611splitHere46","4922719splitHere46","find"
"4612splitHere46","4922719splitHere46","getCustomer()"
"4613splitHere46","4922719splitHere46","null"
"4614splitHere46","4922719splitHere46","IllegalArgumentException"
"4615splitHere46","4922719splitHere46","find()"
"4616splitHere46","4922719splitHere46","getCustomer()"
"4617splitHere46","4922719splitHere46","/**<newline46mondego>     * Execute a SELECT query that returns a single result.<newline46mondego>     * @return the result<newline46mondego>     * @throws EntityNotFoundException if there is no result<newline46mondego>     * @throws NonUniqueResultException if more than one result<newline46mondego>     * @throws IllegalStateException if called for a Java <newline46mondego>     *    Persistence query language UPDATE or DELETE statement<newline46mondego>     */<newline46mondego>    public Object getSingleResult();<newline46mondego>"
"4618splitHere46","4922719splitHere46","EntityNotFoundException"
"4619splitHere46","4922719splitHere46","NonUniqueResultException"
"4620splitHere46","4922719splitHere46","IllegalStateException"
"4621splitHere46","4922719splitHere46","/**<newline46mondego> * Execute a SELECT query and return the query results<newline46mondego> * as a List.<newline46mondego> * @return a list of the results<newline46mondego> * @throws IllegalStateException if called for a Java <newline46mondego> *    Persistence query language UPDATE or DELETE statement<newline46mondego> */   <newline46mondego>public List getResultList();<newline46mondego>"
"4622splitHere46","4922719splitHere46","getResultList()"
"4623splitHere46","4922719splitHere46","null"
"4624splitHere46","4922719splitHere46","standard"
"4625splitHere46","4922729splitHere46","com.google.gwt.i18n.client.Messages"
"4626splitHere46","4922729splitHere46","GWT.create(MyMessages.class)"
"4627splitHere46","4922990splitHere46","class A { <newline46mondego>    enum N { ONE, TWO, THREE }<newline46mondego>    void testSwitch( N e ) { <newline46mondego>        switch( e ) { <newline46mondego>            case ONE : x(); break;<newline46mondego>            case TWO : x(); break;<newline46mondego>            case THREE : x(); break;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    void testIf( Enum e ) { <newline46mondego>        if( e == N.ONE ) { x(); }<newline46mondego>        else if( e == N.TWO ) { x(); }<newline46mondego>        else if( e == N.THREE ) { x(); }<newline46mondego>    }<newline46mondego>    void x(){}<newline46mondego>}<newline46mondego>"
"4628splitHere46","4922990splitHere46","Compiled from <doubleQuotes46>A.java<doubleQuotes46><newline46mondego>class A extends java.lang.Object{<newline46mondego>A();<newline46mondego>  Code:<newline46mondego>   0:   aload_0<newline46mondego>   1:   invokespecial   #1; //Method java/lang/Object.<doubleQuotes46><init><doubleQuotes46>:()V<newline46mondego>   4:   return<newline46mondego><newline46mondego>void testSwitch(A$N);<newline46mondego>  Code:<newline46mondego>   0:   getstatic   #2; //Field A$1.$SwitchMap$A$N:[I<newline46mondego>   3:   aload_1<newline46mondego>   4:   invokevirtual   #3; //Method A$N.ordinal:()I<newline46mondego>   7:   iaload<newline46mondego>   8:   tableswitch{ //1 to 3<newline46mondego>        1: 36;<newline46mondego>        2: 43;<newline46mondego>        3: 50;<newline46mondego>        default: 54 }<newline46mondego>   36:  aload_0<newline46mondego>   37:  invokevirtual   #4; //Method x:()V<newline46mondego>   40:  goto    54<newline46mondego>   43:  aload_0<newline46mondego>   44:  invokevirtual   #4; //Method x:()V<newline46mondego>   47:  goto    54<newline46mondego>   50:  aload_0<newline46mondego>   51:  invokevirtual   #4; //Method x:()V<newline46mondego>   54:  return<newline46mondego><newline46mondego>void testIf(java.lang.Enum);<newline46mondego>  Code:<newline46mondego>   0:   aload_1<newline46mondego>   1:   getstatic   #5; //Field A$N.ONE:LA$N;<newline46mondego>   4:   if_acmpne   14<newline46mondego>   7:   aload_0<newline46mondego>   8:   invokevirtual   #4; //Method x:()V<newline46mondego>   11:  goto    39<newline46mondego>   14:  aload_1<newline46mondego>   15:  getstatic   #6; //Field A$N.TWO:LA$N;<newline46mondego>   18:  if_acmpne   28<newline46mondego>   21:  aload_0<newline46mondego>   22:  invokevirtual   #4; //Method x:()V<newline46mondego>   25:  goto    39<newline46mondego>   28:  aload_1<newline46mondego>   29:  getstatic   #7; //Field A$N.THREE:LA$N;<newline46mondego>   32:  if_acmpne   39<newline46mondego>   35:  aload_0<newline46mondego>   36:  invokevirtual   #4; //Method x:()V<newline46mondego>   39:  return<newline46mondego><newline46mondego>void x();<newline46mondego>  Code:<newline46mondego>   0:   return<newline46mondego><newline46mondego>}<newline46mondego>"
