"1splitHere46","4308085splitHere46","msg.setRecipients()"
"3328splitHere46","4415323splitHere46","Buffer"
"3329splitHere46","4415323splitHere46","wait"
"3330splitHere46","4415323splitHere46","wait"
"3331splitHere46","4415323splitHere46","wait"
"3332splitHere46","4415504splitHere46","Logger.setLevel"
"3333splitHere46","4415504splitHere46","Level"
"3334splitHere46","4415504splitHere46","Logger"
"3335splitHere46","4415504splitHere46","Logger logger = Logger.getLogger(<doubleQuotes46>myLogger<doubleQuotes46>);<newline46mondego>logger.addAppender(new ConsoleAppender(new SimpleLayout()));<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>*** The current level will be INFO<doubleQuotes46>);<newline46mondego><newline46mondego>logger.setLevel(Level.INFO);<newline46mondego>logger.warn(<doubleQuotes46>Only INFO and higher will appear<doubleQuotes46>);<newline46mondego>logger.info(<doubleQuotes46>Only INFO and higher will appear<doubleQuotes46>);<newline46mondego>logger.debug(<doubleQuotes46>Only INFO and higher will appear<doubleQuotes46>);<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>*** Changing level to DEBUG<doubleQuotes46>);<newline46mondego><newline46mondego>// remember the previous level<newline46mondego>Level previousLevel = logger.getLevel();<newline46mondego><newline46mondego>logger.setLevel(Level.DEBUG);<newline46mondego>logger.warn(<doubleQuotes46>DEBUG and higher will appear<doubleQuotes46>);<newline46mondego>logger.info(<doubleQuotes46>DEBUG and higher will appear<doubleQuotes46>);<newline46mondego>logger.debug(<doubleQuotes46>DEBUG and higher will appear<doubleQuotes46>);<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>*** Changing level back to previous level<doubleQuotes46>);<newline46mondego><newline46mondego>// revert to previous level<newline46mondego>logger.setLevel(previousLevel);<newline46mondego>logger.warn(<doubleQuotes46>Only INFO and higher will appear<doubleQuotes46>);<newline46mondego>logger.info(<doubleQuotes46>Only INFO and higher will appear<doubleQuotes46>);<newline46mondego>logger.debug(<doubleQuotes46>Only INFO and higher will appear<doubleQuotes46>);<newline46mondego>"
"3336splitHere46","4415504splitHere46","*** The current level will be INFO<newline46mondego>WARN - Only INFO and higher will appear<newline46mondego>INFO - Only INFO and higher will appear<newline46mondego>*** Changing level to DEBUG<newline46mondego>WARN - DEBUG and higher will appear<newline46mondego>INFO - DEBUG and higher will appear<newline46mondego>DEBUG - DEBUG and higher will appear<newline46mondego>*** Changing level back to previous level<newline46mondego>WARN - Only INFO and higher will appear<newline46mondego>INFO - Only INFO and higher will appear<newline46mondego>"
"3337splitHere46","4415504splitHere46","Logger"
"3338splitHere46","4415504splitHere46","myLogger"
"3339splitHere46","4415504splitHere46","setLevel"
"3340splitHere46","4415504splitHere46","Logger.getRootLogger"
"3341splitHere46","4415558splitHere46","response.sendRedirect(url);<newline46mondego>"
"3342splitHere46","4415577splitHere46","getLogger(String)"
"3343splitHere46","4415577splitHere46","LogManager"
"3344splitHere46","4415577splitHere46","setLevel"
"3345splitHere46","4415691splitHere46","private"
"3346splitHere46","4415691splitHere46","init()"
"3347splitHere46","4415691splitHere46","doStuffAfterGuiInitialized()"
"3348splitHere46","4415888splitHere46","StaticNonStaticTest.object"
"3349splitHere46","4416000splitHere46","HashMap"
"3350splitHere46","4416000splitHere46","put"
"3351splitHere46","4416000splitHere46","get"
"3352splitHere46","4416000splitHere46","HashMap"
"3353splitHere46","4416000splitHere46","HashMap"
"3354splitHere46","4416000splitHere46","AbstractMap"
"3355splitHere46","4416000splitHere46","put"
"3356splitHere46","4416000splitHere46","get"
"3357splitHere46","4416000splitHere46","public class Table {<newline46mondego>       protected java.util.HashMap<String, Integer> map = <newline46mondego>             new java.util.HashMap<String, Integer>();<newline46mondego><newline46mondego>       public Integer get(String key) { return map.get(key); }<newline46mondego><newline46mondego>       public Integer put(String key, Integer value) {<newline46mondego>          if (map.containsKey(key)) {<newline46mondego>           // implement the logic you need here.<newline46mondego>           // You might want to return `value` to indicate<newline46mondego>           // that no changes applied<newline46mondego>           return value;<newline46mondego>          } else {<newline46mondego>            return map.put(key, value);<newline46mondego>          }<newline46mondego>       }<newline46mondego>       // other methods goes here<newline46mondego>    }<newline46mondego>"
"3358splitHere46","4416000splitHere46","HashMap"
"3359splitHere46","4416000splitHere46","put"
"3360splitHere46","4416000splitHere46","putAll"
"3361splitHere46","4416000splitHere46","HashMap"
"3362splitHere46","4416000splitHere46","put"
"3363splitHere46","4416000splitHere46","public class Table extends java.util.HashMap<String, Integer> {<newline46mondego>       public Integer put(String key, Integer value) {<newline46mondego>          if (containsKey(key)) {<newline46mondego>           // implement the logic you need here.<newline46mondego>           // You might want to return `value` to indicate<newline46mondego>           // that no changes applied<newline46mondego>           return value;<newline46mondego>          } else {<newline46mondego>            return super.put(key, value);<newline46mondego>          }<newline46mondego>       }<newline46mondego>    }<newline46mondego>"
"3364splitHere46","4416000splitHere46","HashMap"
"3365splitHere46","4416000splitHere46","public final Integer putToMap(String key, String value) {<newline46mondego>   if(this.map.containsKey(key)) {<newline46mondego>      return value;<newline46mondego>   } else {<newline46mondego>      return this.map.put(key, value);<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3366splitHere46","4416081splitHere46","List<String> stringList = new ArrayList<String>();<newline46mondego>stringList.add(<doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>List<Integer> intList = new ArrayList(stringList); // Warning about unchecked conversion<newline46mondego>int i = intList.get(0); // Oops, throws a ClassCastException<newline46mondego>"
"3367splitHere46","4416352splitHere46","Welcome createaccount = new Welcome(); <newline46mondego>"
"3368splitHere46","4416352splitHere46","AndroidManifest.xml"
"3369splitHere46","4416352splitHere46","android:name=<doubleQuotes46>Welcome<doubleQuotes46>"
"3370splitHere46","4416352splitHere46","<application>"
"3371splitHere46","4416503splitHere46","User"
"3372splitHere46","4416503splitHere46","id"
"3373splitHere46","4416503splitHere46","em.find()"
"3374splitHere46","4416503splitHere46","AUTO"
"3375splitHere46","4416559splitHere46","FormToolkit"
"3376splitHere46","4416559splitHere46","PaintListener"
"3377splitHere46","4416559splitHere46","paintBordersFor(.)"
"3378splitHere46","4416678splitHere46","if ((folder.getType() & Folder.HOLDS_FOLDERS) != 0)<newline46mondego>"
"3379splitHere46","4416678splitHere46","=="
"3380splitHere46","4416727splitHere46","getResourceAsStream()"
"3381splitHere46","4416727splitHere46","InputStream"
"3382splitHere46","4416807splitHere46","Compiling 1 source file to C:\Users\Para\Documents\NetBeansProjects\Barbut\build\compiled<newline46mondego>C:\Users\Para\Documents\NetBeansProjects\Barbut\build\compiled\scala\reflect\ScalaSignature.class: warning: Cannot find annotation method 'value()' in type 'java.lang.annotation.Retention': class file for java.lang.annotation.Retention not found<newline46mondego>An exception has occurred in the compiler (1.6.0_18). Please file a bug at the Java Developer Connection (http://java.sun.com/webapps/bugreport)  after checking the Bug Parade for duplicates. Include your program and the following diagnostic in your report.  Thank you.<newline46mondego>com.sun.tools.javac.code.Symbol$CompletionFailure: class file for java.lang.annotation.RetentionPolicy not found<newline46mondego>C:\Users\Para\Documents\NetBeansProjects\Barbut\nbproject\build-impl.xml:379: Compile failed; see the compiler error output for details.<newline46mondego>BUILD FAILED (total time: 1 minute 2 seconds)<newline46mondego>"
"3383splitHere46","4416958splitHere46","public static Function<Integer, Integer> intIncrementer(final int step) {<newline46mondego>    class IntIncrementer implements Function<Integer, Integer> {<newline46mondego>      private final int _step = step;<newline46mondego><newline46mondego>      @Override public Integer apply(Integer i) {<newline46mondego>        return i + _step;<newline46mondego>      }<newline46mondego><newline46mondego>      @Override public boolean equals(Object obj) {<newline46mondego>        return (obj instanceof IntIncrementer) <newline46mondego>           && ((IntIncrementer) obj)._step == _step;<newline46mondego>      }<newline46mondego><newline46mondego>      @Override public int hashCode() {<newline46mondego>        return _step;<newline46mondego>      }<newline46mondego>    }<newline46mondego><newline46mondego>    return new IntIncrementer();<newline46mondego>  }<newline46mondego>"
"3384splitHere46","4416958splitHere46","i + _step"
"3385splitHere46","4416958splitHere46","BigInteger"
"3386splitHere46","4416958splitHere46","long"
"3387splitHere46","4416958splitHere46","<T extends Comparable<T>>"
"3388splitHere46","4416958splitHere46","<T>"
"3389splitHere46","4416958splitHere46","Range"
"3390splitHere46","4416958splitHere46","public interface Range<T> extends Iterable<T> {<newline46mondego>  // TODO: write the terms of the contract<newline46mondego>  @Override public boolean equals(Object obj);<newline46mondego>  @Override public int hashCode();<newline46mondego>  // TODO: other useful methods?<newline46mondego>}<newline46mondego>"
"3391splitHere46","4416958splitHere46","for"
"3392splitHere46","4416969splitHere46","ServletContextListener"
"3393splitHere46","4416969splitHere46","contextInitialized(..)"
"3394splitHere46","4416969splitHere46","TimeZone.setDefault(..)"
"3395splitHere46","4416969splitHere46","@PostConstruct"
"3396splitHere46","4416969splitHere46","afterPropertiesSet()"
"3397splitHere46","4417000splitHere46","DateTime#toDate()"
"3398splitHere46","4417000splitHere46","Date date = dateTime.toDate();<newline46mondego>"
"3399splitHere46","4417158splitHere46","class MyValues{<newline46mondego>    public int i = 1;<newline46mondego>    private String value = null;<newline46mondego><newline46mondego>    public MyValues(String v){<newline46mondego>        value = v;<newline46mondego>    }<newline46mondego><newline46mondego>    int hashCode()<newline46mondego>    {<newline46mondego>        return value.length;<newline46mondego>    }<newline46mondego><newline46mondego>    boolean equals(Object obj){<newline46mondego>        return obj.equals(value);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3400splitHere46","4417158splitHere46","private Set<MyValues> values = new TreeSet<MyValues>();<newline46mondego>for(String s : duplicatArray){<newline46mondego>    MyValues v = new MyValues(s);<newline46mondego>    if (values.add(v))<newline46mondego>    {<newline46mondego>        v.i++;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3401splitHere46","4417229splitHere46","<h:outputText value=<doubleQuotes46>#{item.rentid}<doubleQuotes46> /><newline46mondego>"
"3402splitHere46","4417229splitHere46","java.lang.NumberFormatException: For input string: <doubleQuotes46>rentid<doubleQuotes46><newline46mondego>    ...<newline46mondego>    at javax.el.ArrayELResolver.getValue(ArrayELResolver.java:195)<newline46mondego>    ...<newline46mondego>    at javax.faces.component.UIOutput.getValue(UIOutput.java:168)<newline46mondego>"
"3403splitHere46","4417229splitHere46","ArrayELResolver"
"3404splitHere46","4417229splitHere46","#{item}"
"3405splitHere46","4417229splitHere46","Object[]"
"3406splitHere46","4417229splitHere46","#{item[0]}"
"3407splitHere46","4417229splitHere46","rentid"
"3408splitHere46","4417229splitHere46","#{item.rentid}"
"3409splitHere46","4417229splitHere46","RentController#getTopMembers()"
"3410splitHere46","4417229splitHere46","List<Rent>"
"3411splitHere46","4417229splitHere46","List<Object[]>"
"3412splitHere46","4417229splitHere46","RentController"
"3413splitHere46","4417229splitHere46","#{rentController}"
"3414splitHere46","4417641splitHere46","DateTime#toLocalDate()"
"3415splitHere46","4417641splitHere46","LocalDate localDate = dateTime.toLocalDate();<newline46mondego>"
"3416splitHere46","4417678splitHere46","<jsp:include>"
"3417splitHere46","4417678splitHere46","<jsp:include page=<doubleQuotes46>${bean.pagename}.jsp<doubleQuotes46> /><newline46mondego>"
"3418splitHere46","4417678splitHere46","<c:if>"
"3419splitHere46","4417678splitHere46","<c:choose>"
