"1splitHere46","1970159splitHere46","while(br.ready()){<newline46mondego>     System.out.println(br.readLine());<newline46mondego>}<newline46mondego>"
"4180splitHere46","2110107splitHere46","public void setSelectedKey(String key){<newline46mondego>    selectedItem = values.ceilingEntry(key);<newline46mondego>    setSelectedItem(key);<newline46mondego>}<newline46mondego><newline46mondego>public void setSelectedItem(String key, String value){<newline46mondego>    values.put(key, value);<newline46mondego>    setSelectedKey(key);<newline46mondego>}<newline46mondego>"
"4181splitHere46","2110107splitHere46","String"
"4182splitHere46","2110107splitHere46","java.util.Comparator"
"4183splitHere46","2110107splitHere46","TreeMap"
"4184splitHere46","2110160splitHere46","/conf/server.xml"
"4185splitHere46","2110160splitHere46","netstat"
"4186splitHere46","2110827splitHere46","<textlist>"
"4187splitHere46","2110827splitHere46","<text>"
"4188splitHere46","2110827splitHere46","<textlist>"
"4189splitHere46","2110827splitHere46","<text>"
"4190splitHere46","2110827splitHere46","Node grandpa = document.getElementsByTagName(<doubleQuotes46>textlist<doubleQuotes46>).item(0);<newline46mondego>Node daddy = grandpa.getFirstChild();<newline46mondego>while (daddy != null) {<newline46mondego>    System.out.println(<doubleQuotes46>>>> <doubleQuotes46> + daddy.getNodeName());<newline46mondego>    Node child = daddy.getFirstChild();<newline46mondego>    if (child != null)<newline46mondego>        System.out.println(<doubleQuotes46>>>>>>>>> <doubleQuotes46> + child.getTextContent());<newline46mondego>    daddy = daddy.getNextSibling();<newline46mondego>}<newline46mondego>"
"4191splitHere46","2110827splitHere46","<textlist>"
"4192splitHere46","2110827splitHere46","<text>"
"4193splitHere46","2110827splitHere46",">>> #text<newline46mondego>>>> text<newline46mondego>>>>>>>>> Lore1<newline46mondego>>>> #text<newline46mondego>>>> text<newline46mondego>>>>>>>>> Lore2<newline46mondego>>>> #text<newline46mondego>"
"4194splitHere46","2110836splitHere46","ConstraintViolationException"
"4195splitHere46","2110836splitHere46","DataIntegrityViolationException"
"4196splitHere46","2110836splitHere46","LocalSessionFactoryBean"
"4197splitHere46","2110836splitHere46","SQLExceptionTranslator"
"4198splitHere46","2110836splitHere46","LocalSessionFactoryBean.jdbcExceptionTranslator"
"4199splitHere46","2110836splitHere46","ConstraintViolationException"
"4200splitHere46","2110858splitHere46","key=text<sup>super</sup><newline46mondego>"
"4201splitHere46","2110858splitHere46","key=text^^sup^^<newline46mondego><newline46mondego>public String format(key, PresentationType type) {<newline46mondego>    if (type = PresentationType.HTML) {<newline46mondego>       // parse the input with regex and put <sup>..</sup><newline46mondego>    }<newline46mondego>    if (type = PresentationType.DOC) {<newline46mondego>       // doc-specific superscript<newline46mondego>    }<newline46mondego>    etc..<newline46mondego>}<newline46mondego>"
"4202splitHere46","2110969splitHere46","OutputStream"
"4203splitHere46","2110969splitHere46","writeFloat"
"4204splitHere46","2110969splitHere46","writeChars"
"4205splitHere46","2110969splitHere46","getBytes"
"4206splitHere46","2110969splitHere46","String"
"4207splitHere46","2110969splitHere46","DataOutputStream"
"4208splitHere46","2111129splitHere46","private interface SortableListItem<T> extends Comparable<SortableListItem<T>> {<newline46mondego>    public T getValue();<newline46mondego>}<newline46mondego>"
"4209splitHere46","2111129splitHere46","public class DWrapper implements SortableListItem<Integer> {<newline46mondego>    private D item;<newline46mondego><newline46mondego>    public DWrapper(D item) {<newline46mondego>        this.item = item;<newline46mondego>    }<newline46mondego><newline46mondego>    public Integer getValue() {<newline46mondego>        return item.getInteger();<newline46mondego>    }<newline46mondego><newline46mondego>    public int compareTo(SortableListItem<Integer> o) {<newline46mondego>        return getValue().compareTo(o.getValue());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4210splitHere46","2111129splitHere46","D item1= new D(1);<newline46mondego>    D item2= new D(10);<newline46mondego>    D item3= new D(5);<newline46mondego><newline46mondego>    DWrapper wrapper1 = new DWrapper(item1);<newline46mondego>    DWrapper wrapper2= new DWrapper(item2);<newline46mondego>    DWrapper wrapper3= new DWrapper(item3);<newline46mondego><newline46mondego>    List<SortableListItem<Integer>> sortableList = new  ArrayList<SortableListItem<Integer>>();<newline46mondego>    sortableList.add(wrapper1 );<newline46mondego>    sortableList.add(wrapper2);<newline46mondego>    sortableList.add(wrapper3);<newline46mondego>    Collections.sort(sortableList);<newline46mondego>"
"4211splitHere46","2111225splitHere46","PrintWriter"
"4212splitHere46","2111357splitHere46","// Create the proccess in JAVA<newline46mondego>Process proc = Runtime.getRuntime().exec(<doubleQuotes46>Name of application<doubleQuotes46>);<newline46mondego><newline46mondego>// Receive outputs from another program inside Java by a stream<newline46mondego>InputStream ips = proc.getInputStream();<newline46mondego><newline46mondego>// Using the stream to get the messages from another program<newline46mondego>String output = <doubleQuotes46><doubleQuotes46>;<newline46mondego>int c = 0;<newline46mondego>while ((c = ips.read()) != -1){<newline46mondego>    output+= (char)c;<newline46mondego>}<newline46mondego><newline46mondego>//Inputs messages into another program<newline46mondego>OutputStream ops = proc.getOutputStream();<newline46mondego>ops.write(<doubleQuotes46>an byte array<doubleQuotes46>);<newline46mondego>"
"4213splitHere46","2111418splitHere46","<!doctype html><newline46mondego><html lang=<doubleQuotes46>en<doubleQuotes46>><newline46mondego>    <head><newline46mondego>        <title>SO question 2111383</title><newline46mondego>        <script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=<doubleQuotes46>http://java.com/js/deployJava.js<doubleQuotes46>></script><newline46mondego>        <script type=<doubleQuotes46>text/javascript<doubleQuotes46>><newline46mondego>            alert(deployJava.getJREs()); // Show all installed JRE versions.<newline46mondego>        </script><newline46mondego>    </head><newline46mondego>    <body><newline46mondego>        <h1>That's all, Folks!</h1><newline46mondego>    </body><newline46mondego></html><newline46mondego>"
"4214splitHere46","2111418splitHere46","$.get('script.php?java=' + deployJava.getJREs());"
"4215splitHere46","2111470splitHere46","class FileNameFactoryBean<newline46mondego>{<newline46mondego>    private Date date = new Date();<newline46mondego>    private String prefix;<newline46mondego>    private String postfix;<newline46mondego><newline46mondego>    public OtherBean createBean()<newline46mondego>    {<newline46mondego>        String filename = prefix + date.toString() + postfix;<newline46mondego>        return new OtherBean(filename);<newline46mondego>    }<newline46mondego><newline46mondego>    // Getters and Setters<newline46mondego>}<newline46mondego>"
"4216splitHere46","2111470splitHere46","<bean id=<doubleQuotes46>fileNameFactory<doubleQuotes46> class=<doubleQuotes46>package.FileNameFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>prefix<doubleQuotes46> value=<doubleQuotes46>file_<doubleQuotes46> /><newline46mondego>    <property name=<doubleQuotes46>postfix<doubleQuotes46> value=<doubleQuotes46>.txt<doubleQuotes46> /><newline46mondego></bean><newline46mondego><newline46mondego><bean id=<doubleQuotes46>otherBean<doubleQuotes46> factory-bean=<doubleQuotes46>fileNameFactory<doubleQuotes46> factory-method=<doubleQuotes46>createBean<doubleQuotes46>/><newline46mondego>"
"4217splitHere46","2111479splitHere46","/WEB-INF/lib"
"4218splitHere46","2111479splitHere46","<%@ taglib prefix=<doubleQuotes46>c<doubleQuotes46> uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/core<doubleQuotes46> %><newline46mondego>"
"4219splitHere46","2111479splitHere46","<c:out value=<doubleQuotes46>${pageContext.request.parameterMap}<doubleQuotes46> />"
"4220splitHere46","2111479splitHere46","${param}"
"4221splitHere46","2111729splitHere46","myObj = {<doubleQuotes46>class<doubleQuotes46> : <doubleQuotes46>Analysis of Algorithms<doubleQuotes46>}; // <--works<newline46mondego>myObj = { class  : <doubleQuotes46>Analysis of Algorithms<doubleQuotes46>}; //  <--works<newline46mondego>myObj = { class  : <doubleQuotes46>class<doubleQuotes46>}; // <--works<newline46mondego>myObj = {<doubleQuotes46>class<doubleQuotes46> :  class }; // <--does not work.<newline46mondego>"
"4222splitHere46","2111791splitHere46","myClass"
"4223splitHere46","2111791splitHere46","private static final"
"4224splitHere46","2111791splitHere46","getInstance()"
"4225splitHere46","2111791splitHere46","static"
"4226splitHere46","2111791splitHere46","public class MyClass {<newline46mondego>    private static final MyClass myClass = new MyClass();<newline46mondego><newline46mondego>    private MyClass() {}<newline46mondego><newline46mondego>    public static MyClass getInstance() {<newline46mondego>        return myClass; <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4227splitHere46","2111791splitHere46","private"
"4228splitHere46","2111791splitHere46","static"
"4229splitHere46","2111791splitHere46","final"
"4230splitHere46","2111791splitHere46","public class MyClass {<newline46mondego>    private MyClass() {}<newline46mondego><newline46mondego>    private static class LazyHolder {<newline46mondego>        private static final MyClass myClass = new MyClass();<newline46mondego>    }<newline46mondego><newline46mondego>    public static MyClass getInstance() {<newline46mondego>        return LazyHolder.myClass;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4231splitHere46","2111906splitHere46","SimpleDateFormat"
"4232splitHere46","2111906splitHere46","java.text"
"4233splitHere46","2111906splitHere46","private static ThreadLocal<DateFormat> _datetimeFormatter = new ThreadLocal<DateFormat>();<newline46mondego><newline46mondego>private static DateFormat getDatetimeFormatter()<newline46mondego>{<newline46mondego>    DateFormat format = _datetimeFormatter.get();<newline46mondego>    if (format == null)<newline46mondego>    {<newline46mondego>        format = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss<doubleQuotes46>);<newline46mondego>        format.setTimeZone(TimeZone.getTimeZone(<doubleQuotes46>GMT<doubleQuotes46>));<newline46mondego>        _datetimeFormatter.set(format);<newline46mondego>    }<newline46mondego>    return format;<newline46mondego>}<newline46mondego><newline46mondego>public static String formatDatetime(Date date)<newline46mondego>{<newline46mondego>    return getDatetimeFormatter().format(date);<newline46mondego>}<newline46mondego>"
"4234splitHere46","2111906splitHere46","getTimeZone()"
"4235splitHere46","2112107splitHere46","do {<newline46mondego>       a = processSomething();<newline46mondego>   } while(a != 10);<newline46mondego>"
"4236splitHere46","2112107splitHere46","int rFunction(int a) {<newline46mondego>    // if we found our needed value, return it<newline46mondego>    if(a == 10) {<newline46mondego>        return a;<newline46mondego>    }<newline46mondego><newline46mondego>    a = whatever();<newline46mondego><newline46mondego>    rFunction(a); // call again with new value   <newline46mondego>}<newline46mondego>"
"4237splitHere46","2112408splitHere46","ObjectHolder"
"4238splitHere46","2112408splitHere46","public class ObjectHolder<T> {<newline46mondego>    private T m_object;<newline46mondego><newline46mondego>    public ObjectHolder( T object ) {<newline46mondego>        m_object = object;<newline46mondego>    }<newline46mondego><newline46mondego>    public T getValue() {<newline46mondego>        return m_object;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setValue( T object ) {<newline46mondego>        m_object = object;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4239splitHere46","2112408splitHere46","final ObjectHolder<Product> productHolder = <newline46mondego>    new ObjectHolder<Product>( new Product() );<newline46mondego>"
"4240splitHere46","2112408splitHere46","Product"
"4241splitHere46","2112408splitHere46","productHolder.getValue();<newline46mondego>"
"4242splitHere46","2112408splitHere46","productHolder.setValue( new Product() );<newline46mondego>"
"4243splitHere46","2112565splitHere46","Integer"
"4244splitHere46","2112565splitHere46","java.lang.Comparable"
"4245splitHere46","2112565splitHere46","Comparable"
"4246splitHere46","2112565splitHere46","java.lang.Comparable"
"4247splitHere46","2112565splitHere46","Comparable"
"4248splitHere46","2112565splitHere46","java.lang"
"4249splitHere46","2112565splitHere46","Exception in thread <doubleQuotes46>main<doubleQuotes46> java.lang.ClassCastException: java.lang.Integer cannot be cast to Comparable<newline46mondego>"
"4250splitHere46","2112565splitHere46","java.lang.Integer"
"4251splitHere46","2112970splitHere46","Map"
"4252splitHere46","2112970splitHere46","IllegalArgumentException"
"4253splitHere46","2112970splitHere46","null"
"4254splitHere46","2112970splitHere46","Map#containsKey()"
"4255splitHere46","2112970splitHere46","null"
"4256splitHere46","2112982splitHere46","public int winCraps{<newline46mondego>    roll = rollDice();<newline46mondego>    if (roll == 7 || roll == 11) {<newline46mondego>        return true;<newline46mondego>    }<newline46mondego>    else if(roll == 2 || roll == 3 || roll == 12) {<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>    else{<newline46mondego>        return rollforPoint(roll);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
