"1splitHere46","10107861splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Image;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.ImageIcon;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego><newline46mondego>public class ShowImage {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Debug Frame<doubleQuotes46>);<newline46mondego>        frame.setSize(200, 200);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        Image image = null;<newline46mondego>        JLabel label = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            image = ImageIO.read(new File(<doubleQuotes46>c:/scratch/hotdog.jpg<doubleQuotes46>));<newline46mondego>            label = new JLabel(new ImageIcon(image));<newline46mondego>        } catch (IOException e) {<newline46mondego>            label.setText(<doubleQuotes46>Image loading failed<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        frame.add(label,BorderLayout.CENTER);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6042splitHere46","10256306splitHere46","import java.awt.Color;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.GraphicsEnvironment;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.awt.event.KeyEvent;<newline46mondego><newline46mondego>import javax.swing.AbstractAction;<newline46mondego>import javax.swing.JComponent;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.KeyStroke;<newline46mondego>import javax.swing.Timer;<newline46mondego><newline46mondego>class FullScreenFrame extends JFrame{<newline46mondego>    private static final int MAX_COUNT = 3;<newline46mondego>    private static final int PERIOD = 1000;<newline46mondego>    private JPanel panel;<newline46mondego>    private int count;<newline46mondego><newline46mondego>    public FullScreenFrame(){<newline46mondego>        super();<newline46mondego><newline46mondego>        setUndecorated(true);<newline46mondego><newline46mondego>        getRootPane().getInputMap(JComponent.WHEN_IN_FOCUSED_WINDOW).put(KeyStroke.getKeyStroke(KeyEvent.VK_ESCAPE, 0, false), <doubleQuotes46>ESCAPE<doubleQuotes46>);<newline46mondego>        getRootPane().getActionMap().put(<doubleQuotes46>ESCAPE<doubleQuotes46>, new AbstractAction() {<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                dispose();<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        panel = new JPanel();<newline46mondego>        panel.setBackground(Color.GREEN);<newline46mondego>        add(panel);<newline46mondego><newline46mondego>        new Timer(PERIOD, new ActionListener() {<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                if (count < MAX_COUNT) {<newline46mondego>                    if (count % 2 == 0){<newline46mondego>                        panel.setBackground(Color.BLACK);           <newline46mondego>                    } else {<newline46mondego>                        panel.setBackground(Color.GREEN);<newline46mondego>                    }<newline46mondego>                    count++;<newline46mondego><newline46mondego>                } else {<newline46mondego>                    ((Timer) e.getSource()).stop();<newline46mondego>                    dispose();<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>        }).start();<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                FullScreenFrame frame = new FullScreenFrame();<newline46mondego>                frame.setBounds(GraphicsEnvironment.getLocalGraphicsEnvironment().getDefaultScreenDevice().getDefaultConfiguration().getBounds());<newline46mondego>                frame.setAlwaysOnTop(true);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6043splitHere46","10256437splitHere46","Example:<newline46mondego><newline46mondego><xs:element name=<doubleQuotes46>priority<doubleQuotes46> minOccurs=<doubleQuotes46>0<doubleQuotes46>/><newline46mondego><xs:element name=<doubleQuotes46>schedule<doubleQuotes46> minOccurs=<doubleQuotes46>0<doubleQuotes46>/><newline46mondego>"
"6044splitHere46","10256547splitHere46","HashMap<id,String>"
"6045splitHere46","10256547splitHere46","SimpleCursorAdapter"
"6046splitHere46","10256547splitHere46","ArrayAdapter"
"6047splitHere46","10256547splitHere46","ListView"
"6048splitHere46","10256646splitHere46",".addScalar(<doubleQuotes46>UNAME<doubleQuotes46>, StringType.INSTANCE)<newline46mondego>    .addScalar(<doubleQuotes46>COM<doubleQuotes46>, StringType.INSTANCE)<newline46mondego>    .addScalar(<doubleQuotes46>COM_DATE<doubleQuotes46>, DateType.INSTANCE) <newline46mondego>"
"6049splitHere46","10256905splitHere46","run"
"6050splitHere46","10256905splitHere46","start"
"6051splitHere46","10256949splitHere46","codebase=<doubleQuotes46><doubleQuotes46>"
"6052splitHere46","10256973splitHere46","jar-in-jar-loader.zip"
"6053splitHere46","10256973splitHere46","<target name=<doubleQuotes46>compile<doubleQuotes46> depends=<doubleQuotes46>resolve<doubleQuotes46>><newline46mondego>    <mkdir dir=<doubleQuotes46>bin<doubleQuotes46>/><newline46mondego>    <!-- Copy all non java resources since jar javac will exclude them by default. Needed for xmls, properties etc ---><newline46mondego>    <copy todir=<doubleQuotes46>bin<doubleQuotes46>><newline46mondego>        <fileset dir=<doubleQuotes46>src<doubleQuotes46> excludes=<doubleQuotes46>**/*.java<doubleQuotes46> /><newline46mondego>    </copy><newline46mondego><newline46mondego>    <javac srcdir=<doubleQuotes46>src<doubleQuotes46> destdir=<doubleQuotes46>bin<doubleQuotes46> debug=<doubleQuotes46>true<doubleQuotes46> deprecation=<doubleQuotes46>on<doubleQuotes46>><newline46mondego>        <classpath><newline46mondego>            <path refid=<doubleQuotes46>ivy.path<doubleQuotes46> /><newline46mondego>        </classpath><newline46mondego>    </javac><newline46mondego></target><newline46mondego><newline46mondego><newline46mondego><!-- Creates the runnable jar. Copies the dependencies as jar files, into the top level of a new jar. <newline46mondego>     This means nothing without a custom classloader and manifest with a jar listing --><newline46mondego><target name=<doubleQuotes46>jar<doubleQuotes46> depends=<doubleQuotes46>compile<doubleQuotes46> description=<doubleQuotes46>Create one big jarfile.<doubleQuotes46>><newline46mondego><newline46mondego>    <path id=<doubleQuotes46>dependencies.path<doubleQuotes46>><newline46mondego>        <fileset dir=<doubleQuotes46>lib<doubleQuotes46>><newline46mondego>            <include name=<doubleQuotes46>**/*.jar<doubleQuotes46> /><newline46mondego>        </fileset><newline46mondego>    </path><newline46mondego><newline46mondego>    <pathconvert property=<doubleQuotes46>manifest.classpath<doubleQuotes46> pathsep=<doubleQuotes46> <doubleQuotes46>><newline46mondego>        <path refid=<doubleQuotes46>dependencies.path<doubleQuotes46> /><newline46mondego>        <mapper><newline46mondego>            <chainedmapper><newline46mondego>                <flattenmapper /><newline46mondego>                <globmapper from=<doubleQuotes46>*.jar<doubleQuotes46> to=<doubleQuotes46>*.jar<doubleQuotes46> /><newline46mondego>            </chainedmapper><newline46mondego>        </mapper><newline46mondego>    </pathconvert><newline46mondego><newline46mondego>    <mkdir dir=<doubleQuotes46>${dist}<doubleQuotes46>/><newline46mondego>    <jar destfile=<doubleQuotes46>${dist}/jar/Runnable.jar<doubleQuotes46> filesetmanifest=<doubleQuotes46>mergewithoutmain<doubleQuotes46>><newline46mondego>        <manifest><newline46mondego>            <attribute name=<doubleQuotes46>Main-Class<doubleQuotes46> value=<doubleQuotes46>org.eclipse.jdt.internal.jarinjarloader.JarRsrcLoader<doubleQuotes46> /><newline46mondego>            <attribute name=<doubleQuotes46>Rsrc-Main-Class<doubleQuotes46> value=<doubleQuotes46>mymainclass<doubleQuotes46> /><newline46mondego>            <attribute name=<doubleQuotes46>Class-Path<doubleQuotes46> value=<doubleQuotes46>.<doubleQuotes46> /><newline46mondego>            <attribute name=<doubleQuotes46>Rsrc-Class-Path<doubleQuotes46> value=<doubleQuotes46>./ ${manifest.classpath}<doubleQuotes46> /><newline46mondego>        </manifest><newline46mondego>        <fileset dir=<doubleQuotes46>bin<doubleQuotes46> /><newline46mondego>        <zipfileset src=<doubleQuotes46>jar-in-jar-loader.zip<doubleQuotes46> /><newline46mondego>        <zipfileset dir=<doubleQuotes46>lib<doubleQuotes46> includes=<doubleQuotes46>**/*.jar*<doubleQuotes46> /><newline46mondego>    </jar><newline46mondego></target><newline46mondego>"
"6054splitHere46","10257197splitHere46","PropertyChangeListener"
"6055splitHere46","10257197splitHere46","firePropertyChange()"
"6056splitHere46","10257197splitHere46","reset()"
"6057splitHere46","10257218splitHere46","java"
"6058splitHere46","10257218splitHere46","javac"
"6059splitHere46","10257218splitHere46","PATH"
"6060splitHere46","10257218splitHere46","-target 1.6"
"6061splitHere46","10257218splitHere46","javac"
"6062splitHere46","10257218splitHere46","java"
"6063splitHere46","10257346splitHere46","final JFrame frame = new JFrame();<newline46mondego>    final JLabel label1 = new JLabel(<doubleQuotes46>Label 1<doubleQuotes46>);<newline46mondego>    final JLabel label2 = new JLabel(<doubleQuotes46>Label 2<doubleQuotes46>);<newline46mondego>    final JTextField textField = new JTextField();<newline46mondego>    MouseListener mouseListener = new MouseAdapter() {<newline46mondego>        @Override<newline46mondego>        public void mouseClicked(MouseEvent e) {<newline46mondego>            textField.setText(((JLabel) e.getSource()).getText());<newline46mondego>        }<newline46mondego><newline46mondego>    };<newline46mondego>    label1.addMouseListener(mouseListener);<newline46mondego>    label2.addMouseListener(mouseListener);<newline46mondego>    frame.add(label1, BorderLayout.NORTH);<newline46mondego>    frame.add(label2, BorderLayout.CENTER);<newline46mondego>    frame.add(textField, BorderLayout.SOUTH);<newline46mondego>    frame.pack();<newline46mondego>    frame.setVisible(true);<newline46mondego>"
"6064splitHere46","10257390splitHere46","switch (findRotation()) {<newline46mondego>    case Surface.ROTATION_0:<newline46mondego>        params.height = 12; params.width = 600; params.x = 0; params.y = 1012;<newline46mondego>        imageRes = R.drawable.horizontal; <newline46mondego>        break;<newline46mondego>    case Surface.ROTATION_180: <newline46mondego>        params.height = 12; params.width = 600; params.x = 0; params.y = -1012;<newline46mondego>        imageRes = R.drawable.horizontal; <newline46mondego>        break;<newline46mondego>    case Surface.ROTATION_90: <newline46mondego>        params.height = 600; params.width = 12; params.x = 1012; params.y = 0;<newline46mondego>        imageRes = R.drawable.vertical; <newline46mondego>        break;<newline46mondego>    case Surface.ROTATION_270: <newline46mondego>        params.height = 600; params.width = 12; params.x = -1012; params.y = 0;<newline46mondego>        imageRes = R.drawable.vertical; <newline46mondego>        break;<newline46mondego>}<newline46mondego>"
"6065splitHere46","10257395splitHere46","mkfs"
"6066splitHere46","10257473splitHere46","x"
"6067splitHere46","10257473splitHere46","x"
"6068splitHere46","10257473splitHere46","this.x"
"6069splitHere46","10257716splitHere46","<contextroperty-placeholder ....><newline46mondego>     ....<newline46mondego>     <property name=<doubleQuotes46>placeholderPrefix<doubleQuotes46> value=<doubleQuotes46>~{<doubleQuotes46>/><newline46mondego>     <property name=<doubleQuotes46>placeholderSuffix<doubleQuotes46> value=<doubleQuotes46>}<doubleQuotes46> /><newline46mondego></contextroperty-placeholder><newline46mondego>"
"6070splitHere46","10257716splitHere46","<value>...#if($num == 1) :s#{'$'}num} #else ,:s#{'$'}num} #end #end)....</value><newline46mondego>"
"6071splitHere46","10257747splitHere46","package newbully;<newline46mondego><newline46mondego>public class NewBully {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        int total_processes = 6;<newline46mondego>        RunningThread[] t = new RunningThread[total_processes];<newline46mondego>        for (int i = 0; i < total_processes; i++) {<newline46mondego>            t[i] = new RunningThread(new Process(i+1, i+1), total_processes);//passing process id, priority, total no. of processes to running thread<newline46mondego>        }<newline46mondego>        try {<newline46mondego>            Election.initialElection(t);<newline46mondego>        } catch (NullPointerException e) {<newline46mondego>            System.out.println(e.getMessage());<newline46mondego>        }<newline46mondego>        for (int i = 0; i < total_processes; i++) {<newline46mondego>            new Thread(t[i]).start();//start every thread<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>package newbully;<newline46mondego><newline46mondego>import java.util.concurrent.locks.ReentrantLock;<newline46mondego><newline46mondego>public class Election {<newline46mondego><newline46mondego>    public static ReentrantLock pingLock = new ReentrantLock();<newline46mondego>    public static ReentrantLock electionLock = new ReentrantLock();<newline46mondego>    private static boolean electionFlag = false; //By default no election is going on<newline46mondego>    private static boolean pingFlag = true; //By default I am allowed to ping <newline46mondego>    public static Process electionDetector;<newline46mondego><newline46mondego>    public static Process getElectionDetector() {<newline46mondego>        return electionDetector;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void setElectionDetector(Process electionDetector) {<newline46mondego>        Election.electionDetector = electionDetector;<newline46mondego>    }<newline46mondego><newline46mondego>    public static boolean isPingFlag() {<newline46mondego>        return pingFlag;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void setPingFlag(boolean pingFlag) {<newline46mondego>        Election.pingFlag = pingFlag;<newline46mondego>    }<newline46mondego><newline46mondego>    public static boolean isElectionFlag() {<newline46mondego>        return electionFlag;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void setElectionFlag(boolean electionFlag) {<newline46mondego>        Election.electionFlag = electionFlag;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void initialElection(RunningThread[] t) {<newline46mondego>        Process temp = new Process(-1, -1);<newline46mondego>        for (int i = 0; i < t.length; i++) {<newline46mondego>            if (temp.getPriority() < t[i].getProcess().getPriority()) {<newline46mondego>                temp = t[i].getProcess();<newline46mondego>            }<newline46mondego>        }<newline46mondego>        t[temp.pid - 1].getProcess().CoOrdinatorFlag = true;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>package newbully;<newline46mondego><newline46mondego>import java.util.*;<newline46mondego>import java.io.*;<newline46mondego>import java.net.*;<newline46mondego><newline46mondego>public class RunningThread implements Runnable {<newline46mondego><newline46mondego>    private Process process;<newline46mondego>    private int total_processes;<newline46mondego>    private static boolean messageFlag[];<newline46mondego>    ServerSocket[] sock;<newline46mondego>    Random r;<newline46mondego><newline46mondego>    public Process getProcess() {<newline46mondego>        return process;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setProcess(Process process) {<newline46mondego>        this.process = process;<newline46mondego>    }<newline46mondego><newline46mondego>    public RunningThread(Process process, int total_processes) {<newline46mondego>        this.process = process;<newline46mondego>        this.total_processes = total_processes;<newline46mondego>        this.r = new Random();<newline46mondego>        this.sock = new ServerSocket[total_processes];<newline46mondego>        RunningThread.messageFlag = new boolean[total_processes];<newline46mondego>        for (int i = 0; i < total_processes; i++) {<newline46mondego>            RunningThread.messageFlag[i] = false;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    synchronized private void recovery() {<newline46mondego>        while (Election.isElectionFlag());//if election is going on then wait<newline46mondego>        System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]: -> Recovered from Crash<doubleQuotes46>);<newline46mondego>        //Find current co-ordinator.         <newline46mondego>        try {<newline46mondego>            Election.pingLock.lock();<newline46mondego>            Election.setPingFlag(false);<newline46mondego>            Socket outgoing = new Socket(InetAddress.getLocalHost(), 12345);<newline46mondego>            Scanner scan = new Scanner(outgoing.getInputStream());<newline46mondego>            PrintWriter out = new PrintWriter(outgoing.getOutputStream(), true);<newline46mondego>            System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]:-> Who is the co-ordinator?<doubleQuotes46>);<newline46mondego>            out.println(<doubleQuotes46>Who is the co-ordinator?<doubleQuotes46>);<newline46mondego>            out.flush();<newline46mondego>            String pid = scan.nextLine();<newline46mondego>            String priority = scan.nextLine();<newline46mondego>            if (this.process.getPriority() > Integer.parseInt(priority)) { //Bully Condition<newline46mondego>                out.println(<doubleQuotes46>Resign<doubleQuotes46>);<newline46mondego>                out.flush();<newline46mondego>                System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]: Resign -> Process[<doubleQuotes46> + pid + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>                String resignStatus = scan.nextLine();<newline46mondego>                if (resignStatus.equals(<doubleQuotes46>Successfully Resigned<doubleQuotes46>)) {<newline46mondego>                    this.process.setCoOrdinatorFlag(true);<newline46mondego>                    sock[this.process.getPid() - 1] = new ServerSocket(10000 + this.process.getPid());<newline46mondego>                    System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]: -> Bullyed current co-ordinator Process[<doubleQuotes46> + pid + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>                }<newline46mondego>            } else {<newline46mondego>                out.println(<doubleQuotes46>Don't Resign<doubleQuotes46>);<newline46mondego>                out.flush();<newline46mondego>            }<newline46mondego>            Election.pingLock.unlock();<newline46mondego>            return;<newline46mondego><newline46mondego>        } catch (IOException ex) {<newline46mondego>            System.out.println(ex.getMessage());<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    synchronized private void pingCoOrdinator() {<newline46mondego>        try {<newline46mondego>            Election.pingLock.lock();<newline46mondego>            if (Election.isPingFlag()) {<newline46mondego>                System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]: Are you alive?<doubleQuotes46>);<newline46mondego>                Socket outgoing = new Socket(InetAddress.getLocalHost(), 12345);<newline46mondego>                outgoing.close();<newline46mondego>            }<newline46mondego>        } catch (Exception ex) {<newline46mondego>            Election.setPingFlag(false);<newline46mondego>            Election.setElectionFlag(true);<newline46mondego>            Election.setElectionDetector(this.process);<newline46mondego>            //Initiate Election<newline46mondego>            System.out.println(<doubleQuotes46>process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]: -> Co-Ordinator is down\n<doubleQuotes46> + <doubleQuotes46>process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]: ->Initiating Election<doubleQuotes46>);<newline46mondego>        } finally {<newline46mondego>            Election.pingLock.unlock();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private void executeJob() {<newline46mondego>        int temp = r.nextInt(20);<newline46mondego>        for (int i = 0; i <= temp; i++) {<newline46mondego>            try {<newline46mondego>                Thread.sleep((temp + 1) * 100);<newline46mondego>            } catch (InterruptedException e) {<newline46mondego>                System.out.println(<doubleQuotes46>Error Executing Thread:<doubleQuotes46> + process.getPid());<newline46mondego>                System.out.println(e.getMessage());<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    synchronized private boolean sendMessage() {<newline46mondego>        boolean response = false;<newline46mondego>        try {<newline46mondego>            Election.electionLock.lock();<newline46mondego>            if (Election.isElectionFlag() && !RunningThread.isMessageFlag(this.process.getPid() - 1) && this.process.priority >= Election.getElectionDetector().getPriority()) {<newline46mondego><newline46mondego>                for (int i = this.process.getPid() + 1; i <= this.total_processes; i++) {<newline46mondego>                    try {<newline46mondego>                        Socket electionMessage = new Socket(InetAddress.getLocalHost(), 10000 + i);<newline46mondego>                        System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>] -> Process[<doubleQuotes46> + i + <doubleQuotes46>]  responded to election message successfully<doubleQuotes46>);<newline46mondego>                        electionMessage.close();<newline46mondego>                        response = true;<newline46mondego>                    } catch (IOException ex) {<newline46mondego>                        System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>] -> Process[<doubleQuotes46> + i + <doubleQuotes46>] did not respond to election message<doubleQuotes46>);<newline46mondego>                    } catch (Exception ex) {<newline46mondego>                        System.out.println(ex.getMessage());<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                this.setMessageFlag(true, this.process.getPid() - 1);//My message sending is done<newline46mondego>                Election.electionLock.unlock();<newline46mondego>                return response;<newline46mondego>            } else {<newline46mondego>                throw new Exception();<newline46mondego>            }<newline46mondego>        } catch (Exception ex1) {<newline46mondego>            Election.electionLock.unlock();<newline46mondego>            return true;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static boolean isMessageFlag(int index) {<newline46mondego>        return RunningThread.messageFlag[index];<newline46mondego>    }<newline46mondego><newline46mondego>    public static void setMessageFlag(boolean messageFlag, int index) {<newline46mondego>        RunningThread.messageFlag[index] = messageFlag;<newline46mondego>    }<newline46mondego><newline46mondego>    synchronized private void serve() {<newline46mondego>        try {<newline46mondego>            boolean done = false;<newline46mondego>            Socket incoming = null;<newline46mondego>            ServerSocket s = new ServerSocket(12345);<newline46mondego>            Election.setPingFlag(true);<newline46mondego>            int temp = this.r.nextInt(5) + 5;// min 5 requests and max 10 requests<newline46mondego>            for (int counter = 0; counter < temp; counter++) {<newline46mondego>                incoming = s.accept();<newline46mondego>                if (Election.isPingFlag()) {<newline46mondego>                    System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]:Yes<doubleQuotes46>);<newline46mondego>                }<newline46mondego>                Scanner scan = new Scanner(incoming.getInputStream());<newline46mondego>                PrintWriter out = new PrintWriter(incoming.getOutputStream(), true);<newline46mondego>                while (scan.hasNextLine() && !done) {<newline46mondego>                    String line = scan.nextLine();<newline46mondego>                    if (line.equals(<doubleQuotes46>Who is the co-ordinator?<doubleQuotes46>)) {<newline46mondego>                        System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]:-> <doubleQuotes46> + this.process.getPid());<newline46mondego>                        out.println(this.process.getPid());<newline46mondego>                        out.flush();<newline46mondego>                        out.println(this.process.getPriority());<newline46mondego>                        out.flush();<newline46mondego>                    } else if (line.equals(<doubleQuotes46>Resign<doubleQuotes46>)) {<newline46mondego>                        this.process.setCoOrdinatorFlag(false);<newline46mondego>                        out.println(<doubleQuotes46>Successfully Resigned<doubleQuotes46>);<newline46mondego>                        out.flush();<newline46mondego>                        incoming.close();<newline46mondego>                        s.close();<newline46mondego>                        System.out.println(<doubleQuotes46>Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]:-> Successfully Resigned<doubleQuotes46>);<newline46mondego>                        return;<newline46mondego>                    } else if (line.equals(<doubleQuotes46>Don't Resign<doubleQuotes46>)) {<newline46mondego>                        done = true;<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>            //after serving 5-10 requests go down for random time<newline46mondego>            this.process.setCoOrdinatorFlag(false);<newline46mondego>            this.process.setDownflag(true);<newline46mondego>            try {<newline46mondego>                incoming.close();<newline46mondego>                s.close();<newline46mondego>                sock[this.process.getPid() - 1].close();<newline46mondego>                Thread.sleep(15000);//(this.r.nextInt(10) + 1) * 10000);//going down<newline46mondego>                recovery();<newline46mondego>            } catch (Exception e) {<newline46mondego>                System.out.println(e.getMessage());<newline46mondego>            }<newline46mondego><newline46mondego><newline46mondego>        } catch (IOException ex) {<newline46mondego>            System.out.println(ex.getMessage());<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        try {<newline46mondego>            sock[this.process.getPid() - 1] = new ServerSocket(10000 + this.process.getPid());<newline46mondego>        } catch (IOException ex) {<newline46mondego>            System.out.println(ex.getMessage());<newline46mondego>        }<newline46mondego>        while (true) {<newline46mondego>            if (process.isCoOrdinatorFlag()) {<newline46mondego>                //serve other processes<newline46mondego>                serve();<newline46mondego>            } else {<newline46mondego>                while (true) {<newline46mondego>                    //Execute some task<newline46mondego>                    executeJob();<newline46mondego>                    //Ping the co-ordinator<newline46mondego>                    pingCoOrdinator();<newline46mondego>                    //Do Election<newline46mondego>                    if (Election.isElectionFlag()) {<newline46mondego>                        if (!sendMessage()) {//elect self as co-ordinator<newline46mondego>                            Election.setElectionFlag(false);//Election is Done<newline46mondego>                            System.out.println(<doubleQuotes46>New Co-Ordinator: Process[<doubleQuotes46> + this.process.getPid() + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>                            this.process.setCoOrdinatorFlag(true);<newline46mondego>                            for (int i = 0; i < total_processes; i++) {<newline46mondego>                                RunningThread.setMessageFlag(false, i);<newline46mondego>                            }<newline46mondego>                            break;<newline46mondego>                        }<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>package newbully;<newline46mondego><newline46mondego>public class Process {<newline46mondego><newline46mondego>    int pid;<newline46mondego>    boolean downflag,CoOrdinatorFlag;<newline46mondego><newline46mondego>    public boolean isCoOrdinatorFlag() {<newline46mondego>        return CoOrdinatorFlag;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setCoOrdinatorFlag(boolean isCoOrdinator) {<newline46mondego>        this.CoOrdinatorFlag = isCoOrdinator;<newline46mondego>    }<newline46mondego>    int priority;<newline46mondego><newline46mondego>    public boolean isDownflag() {<newline46mondego>        return downflag;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setDownflag(boolean downflag) {<newline46mondego>        this.downflag = downflag;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getPid() {<newline46mondego>        return pid;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setPid(int pid) {<newline46mondego>        this.pid = pid;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getPriority() {<newline46mondego>        return priority;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setPriority(int priority) {<newline46mondego>        this.priority = priority;<newline46mondego>    }<newline46mondego><newline46mondego>    public Process() {<newline46mondego>    }<newline46mondego><newline46mondego>    public Process(int pid, int priority) {<newline46mondego>        this.pid = pid;<newline46mondego>        this.downflag = false;<newline46mondego>        this.priority = priority;<newline46mondego>        this.CoOrdinatorFlag = false;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
