"1splitHere46","14623876splitHere46","for(int year = 1900; year <= 2012; year++){<newline46mondego>if((year % 4 == 0 && year % 100 != 0) || year % 400 == 0){<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).clear();<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).sendKeys(<doubleQuotes46>29/02/<doubleQuotes46> + year);<newline46mondego>}<newline46mondego>}<newline46mondego>"
"5975splitHere46","14783925splitHere46","String word = JOptionPane.showInputDialog(<doubleQuotes46>Enter 3 int values<doubleQuotes46>);<newline46mondego>String[] vals = word.split(<doubleQuotes46>\\s+<doubleQuotes46>); // split the sting by whitespaces accepts regex. <newline46mondego>// vals[0] cast to int<newline46mondego>// convert string representation of number into actual int value<newline46mondego>int day = Integer.parseInt(vals[0]); // throws NumberFormatException<newline46mondego>// vals[1] cast to int<newline46mondego>// vals[2] cast to int<newline46mondego>"
"5976splitHere46","14783989splitHere46","a"
"5977splitHere46","14783989splitHere46","a"
"5978splitHere46","14783989splitHere46","a"
"5979splitHere46","14783989splitHere46","change()"
"5980splitHere46","14784016splitHere46","ShipLifeTitle"
"5981splitHere46","14784016splitHere46","getPreferredSize"
"5982splitHere46","14784016splitHere46","public class ShipLifeTitle extends Sprite {<newline46mondego>    //...<newline46mondego>    public Dimension getPreferredSize() {<newline46mondego>        return new Dimension(image.getWidth(null), image.getHeight(null));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5983splitHere46","14784016splitHere46","BorderLayout"
"5984splitHere46","14784017splitHere46","import static org.junit.Assert.*;<newline46mondego><newline46mondego>    ....<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void testOrdered() {<newline46mondego>        DataObj dao = new DataObj();<newline46mondego><newline46mondego>        HashMap<String, Object> params = new HashMap<String, Object>();<newline46mondego>        params.put( <doubleQuotes46>code<doubleQuotes46>, 100 );<newline46mondego><newline46mondego>        List<?> values = dao.getDataObj( params, conn );<newline46mondego><newline46mondego>        String previous = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        for (final Object vCurrent : values) {<newline46mondego>            String current = vCurrent.toString();<newline46mondego>            assertTrue(<doubleQuotes46>list not ordered correctly<doubleQuotes46>,  /* this arg is optional */<newline46mondego>                       current.compareTo(previous) < 0);<newline46mondego>            previous = current;<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"5985splitHere46","14784082splitHere46","Named"
"5986splitHere46","14784082splitHere46","injector.inject"
"5987splitHere46","14784082splitHere46","injectMembers"
"5988splitHere46","14784082splitHere46","public class FizzTest {<newline46mondego><newline46mondego>  public static class MyModule extends AbstractModule {<newline46mondego>    @Override<newline46mondego>    protected void configure() {<newline46mondego>    }<newline46mondego><newline46mondego>    @Provides<newline46mondego>    @Singleton<newline46mondego>    @Named(<doubleQuotes46>Special-Fizz<doubleQuotes46>)<newline46mondego>    public Fizz providesFizz() {<newline46mondego>      return new Fizz(true);<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static class Fizz {<newline46mondego>    boolean special = false;<newline46mondego>    public Fizz() {}<newline46mondego>    public Fizz(boolean special) {<newline46mondego>      this.special = special;<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static class MyPOJO {<newline46mondego>    @Inject @Named(<doubleQuotes46>Special-Fizz<doubleQuotes46>)<newline46mondego>    private Fizz fizz;<newline46mondego><newline46mondego>    @Inject<newline46mondego>    private Fizz otherFizz;<newline46mondego>  }<newline46mondego><newline46mondego>  @Test<newline46mondego>  public void test() {<newline46mondego>    MyModule mod = new MyModule();<newline46mondego>    Injector injector = Guice.createInjector(mod);<newline46mondego><newline46mondego>    MyPOJO pojo = injector.getInstance(MyPOJO.class);<newline46mondego>    assertTrue(pojo.fizz.special);<newline46mondego>    assertTrue(!pojo.otherFizz.special);<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"5989splitHere46","14784111splitHere46","Field field = IntegerList.class.getDeclaredField(<doubleQuotes46>values<doubleQuotes46>);<newline46mondego>Type fieldType = field.getGenericType();<newline46mondego>Type typeArg = ((ParameterizedType)fieldType).getActualTypeArguments()[0];<newline46mondego>System.out.println(typeArg); //class java.lang.Integer<newline46mondego>"
"5990splitHere46","14784111splitHere46","Integer.class"
"5991splitHere46","14784111splitHere46","int.class"
"5992splitHere46","14784362splitHere46","@Singleton"
"5993splitHere46","14784362splitHere46","@Provides"
"5994splitHere46","14784362splitHere46","bind(Service.class).to(ServiceImpl.class).in(Scopes.SINGLETON)"
"5995splitHere46","14784676splitHere46","(?<=mot de passe : )(\w+)$<newline46mondego>"
"5996splitHere46","14784676splitHere46","?<="
"5997splitHere46","14784676splitHere46","String string = <doubleQuotes46>et le mot de passe suivants :\n\n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>nom d'utilisateur : Information\n\n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>mot de passe : wJJNfeRPLC\n\n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>Vous pouvez aussi vous connecter en cliquant sur ce lien ou le copier-coller dans votre navigateur<doubleQuotes46>;<newline46mondego><newline46mondego>Pattern pattern = Pattern.compile(<doubleQuotes46>(?<=mot de passe : )(\\w+)$<doubleQuotes46>, Pattern.MULTILINE);<newline46mondego>Matcher matcher = pattern.matcher(string);<newline46mondego>if (matcher.find()) {<newline46mondego>  String password = matcher.group();<newline46mondego>  System.out.println(password);<newline46mondego>}<newline46mondego>"
"5998splitHere46","14784683splitHere46","binaryForm"
"5999splitHere46","14784683splitHere46","number <= 1"
"6000splitHere46","14784683splitHere46","import java.util.Scanner;<newline46mondego><newline46mondego>public class ReversedBinary {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        int number; <newline46mondego><newline46mondego>        Scanner in = new Scanner(System.in);<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>Enter a positive integer<doubleQuotes46>);<newline46mondego>        number=in.nextInt();<newline46mondego><newline46mondego>        if (number <0)<newline46mondego>            System.out.println(<doubleQuotes46>Error: Not a positive integer<doubleQuotes46>);<newline46mondego>        else { <newline46mondego><newline46mondego>            System.out.print(<doubleQuotes46>Convert to binary is:<doubleQuotes46>);<newline46mondego>            System.out.print(binaryform(number));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static Object binaryform(int number) {<newline46mondego>        int remainder;<newline46mondego><newline46mondego>        if (number <=1) {<newline46mondego>            System.out.print(number);<newline46mondego>            return null;   // KICK OUT OF THE RECURSION<newline46mondego>        }<newline46mondego><newline46mondego>        remainder= number %2; <newline46mondego>        binaryform(number >>1);<newline46mondego>        System.out.print(remainder);<newline46mondego>        { <newline46mondego>          return null;<newline46mondego>        } <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6001splitHere46","14784695splitHere46","PersistentSet"
"6002splitHere46","14784695splitHere46","java.util.HashSet"
"6003splitHere46","14784695splitHere46","PersistentSet"
"6004splitHere46","14784695splitHere46","PersistentSet"
"6005splitHere46","14784800splitHere46","final"
"6006splitHere46","14784800splitHere46","this"
"6007splitHere46","14784800splitHere46","super"
"6008splitHere46","14784820splitHere46","rs.getLong(1);<newline46mondego>"
"6009splitHere46","14784823splitHere46","public class Test {<newline46mondego><newline46mondego>    public enum TestEnum {<newline46mondego>        FIRST, SECOND, THIRD<newline46mondego>    }<newline46mondego><newline46mondego>    public Test(Class<? extends Enum> enumType) throws IllegalAccessException,<newline46mondego>            InstantiationException, NoSuchMethodException,<newline46mondego>            InvocationTargetException {<newline46mondego>        Enum[] values = (Enum[]) enumType.getDeclaredMethod(<doubleQuotes46>values<doubleQuotes46>).invoke(<newline46mondego>            null);<newline46mondego>        System.out.println(Arrays.toString(values));<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) throws InstantiationException,<newline46mondego>            IllegalAccessException, InvocationTargetException,<newline46mondego>            NoSuchMethodException {<newline46mondego>        Test t = new Test(Test.TestEnum.class);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>>> [FIRST, SECOND, THIRD]<newline46mondego>"
"6010splitHere46","14784873splitHere46","setVisible(true)"
"6011splitHere46","14784873splitHere46","public GuessGame() {<newline46mondego><newline46mondego>  // Initialize window components<newline46mondego>  mainFrame = new JFrame(<doubleQuotes46>Number Guessing Game<doubleQuotes46>);<newline46mondego><newline46mondego>  // ..... etc....<newline46mondego><newline46mondego>  FocusHandler fhandler = new FocusHandler();<newline46mondego>  guessField.addFocusListener(fhandler);<newline46mondego>  answerField.addFocusListener(fhandler);<newline46mondego><newline46mondego>  mainFrame.setVisible(true);<newline46mondego>}  <newline46mondego>"
"6012splitHere46","14784932splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><RelativeLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>    android:id=<doubleQuotes46>@+id/linearLayout1<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>    android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>    android:background=<doubleQuotes46>@drawable/theme_black_bg<doubleQuotes46> ><newline46mondego><newline46mondego>    <LinearLayout<newline46mondego>        android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_above=<doubleQuotes46>@+id/bottom_bar<doubleQuotes46><newline46mondego>        android:layout_below=<doubleQuotes46>@+id/top_bar<doubleQuotes46><newline46mondego>        android:layout_marginTop=<doubleQuotes46>15dip<doubleQuotes46><newline46mondego>        android:gravity=<doubleQuotes46>center_horizontal<doubleQuotes46><newline46mondego>        android:orientation=<doubleQuotes46>vertical<doubleQuotes46> ><newline46mondego>        <LinearLayout<newline46mondego>            android:id=<doubleQuotes46>@+id/linearlayout<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:background=<doubleQuotes46>@drawable/email_edit_bg<doubleQuotes46><newline46mondego>            android:gravity=<doubleQuotes46>center_horizontal<doubleQuotes46><newline46mondego>            android:orientation=<doubleQuotes46>vertical<doubleQuotes46> ><newline46mondego>            <EditText<newline46mondego>                android:id=<doubleQuotes46>@+id/LoginEmailAddressEditTextView<doubleQuotes46><newline46mondego>                android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>                android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>                android:layout_gravity=<doubleQuotes46>center<doubleQuotes46><newline46mondego>                android:background=<doubleQuotes46>@drawable/edit_text_bg<doubleQuotes46><newline46mondego>                android:ems=<doubleQuotes46>2<doubleQuotes46><newline46mondego>                android:hint=<doubleQuotes46>Please enter email<doubleQuotes46><newline46mondego>                android:paddingLeft=<doubleQuotes46>5dip<doubleQuotes46><newline46mondego>                android:paddingRight=<doubleQuotes46>5dip<doubleQuotes46><newline46mondego>                android:focusable=<doubleQuotes46>true<doubleQuotes46><newline46mondego>                android:focusableInTouchMode=<doubleQuotes46>true<doubleQuotes46><newline46mondego>                android:singleLine=<doubleQuotes46>true<doubleQuotes46><newline46mondego>                android:textColor=<doubleQuotes46>@color/label_color_white<doubleQuotes46><newline46mondego>                android:textColorHint=<doubleQuotes46>#FFFFFFFF<doubleQuotes46><newline46mondego>                android:textSize=<doubleQuotes46>12sp<doubleQuotes46> /><newline46mondego><newline46mondego>        </LinearLayout><newline46mondego>        <ImageView<newline46mondego>            android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_marginBottom=<doubleQuotes46>10dip<doubleQuotes46><newline46mondego>            android:layout_marginTop=<doubleQuotes46>10dip<doubleQuotes46><newline46mondego>            android:background=<doubleQuotes46>@drawable/separator_bg<doubleQuotes46> /><newline46mondego>        <EditText<newline46mondego>            android:id=<doubleQuotes46>@+id/LoginPasswordEditTextView<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:background=<doubleQuotes46>@drawable/edit_text_bg<doubleQuotes46><newline46mondego>            android:ems=<doubleQuotes46>2<doubleQuotes46><newline46mondego>            android:hint=<doubleQuotes46>@string/hint_password<doubleQuotes46><newline46mondego>            android:inputType=<doubleQuotes46>textPassword<doubleQuotes46><newline46mondego>            android:paddingLeft=<doubleQuotes46>5dip<doubleQuotes46><newline46mondego>            android:paddingRight=<doubleQuotes46>5dip<doubleQuotes46><newline46mondego>            android:singleLine=<doubleQuotes46>true<doubleQuotes46><newline46mondego>            android:textColor=<doubleQuotes46>@color/label_color_white<doubleQuotes46><newline46mondego>            android:textColorHint=<doubleQuotes46>#FFFFFFFF<doubleQuotes46><newline46mondego>            android:textSize=<doubleQuotes46>12sp<doubleQuotes46> /><newline46mondego><newline46mondego>        <Button<newline46mondego>            android:id=<doubleQuotes46>@+id/LoginScreenLoginButton<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_marginTop=<doubleQuotes46>10dip<doubleQuotes46><newline46mondego>            android:background=<doubleQuotes46>@drawable/login_btn_selector<doubleQuotes46> /><newline46mondego>        <ImageView<newline46mondego>            android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_marginBottom=<doubleQuotes46>10dip<doubleQuotes46><newline46mondego>            android:layout_marginTop=<doubleQuotes46>10dip<doubleQuotes46><newline46mondego>            android:background=<doubleQuotes46>@drawable/separator_bg<doubleQuotes46> /><newline46mondego>        <Button<newline46mondego>            android:id=<doubleQuotes46>@+id/LoginScreenForgotPasswordButton<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_marginTop=<doubleQuotes46>10dip<doubleQuotes46><newline46mondego>            android:background=<doubleQuotes46>@drawable/forgot_password_btn_selector<doubleQuotes46> /><newline46mondego>    </LinearLayout><newline46mondego>    <include<newline46mondego>        android:id=<doubleQuotes46>@+id/bottom_bar<doubleQuotes46><newline46mondego>        android:layout_alignParentBottom=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        layout=<doubleQuotes46>@layout/bottom_advertisement_merge_layout<doubleQuotes46> /><newline46mondego></RelativeLayout><newline46mondego>"
