"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"6320splitHere46","10026804splitHere46","public class AbstractController implements PropertyChangeListener {<newline46mondego><newline46mondego>Map<Type, BaseView> registeredViews;<newline46mondego>Map<Type, AbstractModel> registeredModels;<newline46mondego><newline46mondego>public AbstractController() {<newline46mondego>    registeredViews = new HashMap<Type, BaseView>();<newline46mondego>    registeredModels = new HashMap<Type, AbstractModel>();<newline46mondego>}<newline46mondego><newline46mondego>public void addModel(Type type, AbstractModel model) {<newline46mondego>    registeredModels.put(type, model);<newline46mondego>    model.addPropertyChangeListener(this);<newline46mondego>}<newline46mondego><newline46mondego>public void removeModel(AbstractModel model) {<newline46mondego>    registeredModels.remove(model);<newline46mondego>    model.removePropertyChangeListener(this);<newline46mondego>}<newline46mondego><newline46mondego>public void addView(BaseView view, Type type) {<newline46mondego>    registeredViews.put(type, view);<newline46mondego>}<newline46mondego><newline46mondego>public void removeView(javax.swing.JFrame view) {<newline46mondego>    registeredViews.remove(view);<newline46mondego>}<newline46mondego><newline46mondego>public void propertyChange(PropertyChangeEvent evt) {<newline46mondego><newline46mondego>    for (BaseView view : registeredViews.values()) {<newline46mondego>        view.modelPropertyChange(evt);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>protected void setModelProperty(String propertyName, Object newValue) {<newline46mondego>    for (AbstractModel model : registeredModels.values()) {<newline46mondego>        Statement statment = new Statement(model, <doubleQuotes46>set<doubleQuotes46> + propertyName, new Object[] { newValue });<newline46mondego>        try {<newline46mondego>            statment.execute();<newline46mondego>        } catch (NoSuchMethodException e) {<newline46mondego>            continue;<newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}    <newline46mondego>}<newline46mondego>"
"6321splitHere46","10026804splitHere46","public class AbstractModel {<newline46mondego><newline46mondego>protected PropertyChangeSupport propertyChangeSupport;<newline46mondego><newline46mondego>public AbstractModel() {<newline46mondego>    propertyChangeSupport = new PropertyChangeSupport(this);<newline46mondego>}<newline46mondego><newline46mondego>public void addPropertyChangeListener(PropertyChangeListener listener) {<newline46mondego>    propertyChangeSupport.addPropertyChangeListener(listener);<newline46mondego>}<newline46mondego><newline46mondego>public void removePropertyChangeListener(PropertyChangeListener listener) {<newline46mondego>    propertyChangeSupport.removePropertyChangeListener(listener);<newline46mondego>}<newline46mondego><newline46mondego>protected void firePropertyChange(String propertyName, Object oldValue, Object newValue) {<newline46mondego>    propertyChangeSupport.firePropertyChange(propertyName, oldValue, newValue);<newline46mondego>}    <newline46mondego>}<newline46mondego>"
"6322splitHere46","10026804splitHere46","public interface BaseView {<newline46mondego><newline46mondego>void modelPropertyChange(PropertyChangeEvent evt);<newline46mondego><newline46mondego>public abstract void showForm();<newline46mondego><newline46mondego>}<newline46mondego>"
"6323splitHere46","10026804splitHere46","public class FormFactory {<newline46mondego><newline46mondego>private ApplicationContext context;<newline46mondego>private static FormFactory viewFactory;<newline46mondego><newline46mondego>private FormFactory() {<newline46mondego>    if (context == null) {<newline46mondego>        context = new ClassPathXmlApplicationContext(<doubleQuotes46>ApplicationContext.xml<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public static synchronized FormFactory getInstance() {<newline46mondego>    if (viewFactory == null) {<newline46mondego>        viewFactory = new FormFactory();<newline46mondego>    }<newline46mondego>    return viewFactory;<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public BaseView createForm(Type type) {<newline46mondego>    BaseView form = null;<newline46mondego>    switch (type) {<newline46mondego>        case FIRST:<newline46mondego>            form = (BaseView) context.getBean(<doubleQuotes46>firstForm<doubleQuotes46>);<newline46mondego>            break;<newline46mondego>        case SECOND:<newline46mondego>            form  = (BaseView) context.getBean(<doubleQuotes46>secondForm<doubleQuotes46>);<newline46mondego>            break;<newline46mondego>        default:<newline46mondego>            break;<newline46mondego>    }<newline46mondego>    return form;<newline46mondego><newline46mondego>}<newline46mondego>}<newline46mondego>"
"6324splitHere46","10026826splitHere46","PRAGMA table_info(table_name);<newline46mondego>"
"6325splitHere46","10026828splitHere46","Main.java"
"6326splitHere46","10026828splitHere46","for(Iterator<Pixel> iterator2 = pixel.iterator(); iterator2.hasNext();){<newline46mondego>    if( iterator != iterator2 ){<newline46mondego>        licz.field(iterator2.next());<newline46mondego>        try{ <newline46mondego>            if( px.isColliding(iterator2.next())) { temporary++; } <newline46mondego>        } catch(Exception e) { }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6327splitHere46","10026828splitHere46","iterator2.next()"
"6328splitHere46","10026828splitHere46","hasNext()"
"6329splitHere46","10026828splitHere46","if(damnLongCondition) { return true; } else { return false; }<newline46mondego>"
"6330splitHere46","10026828splitHere46","return damnLongCondition;<newline46mondego>"
"6331splitHere46","10026842splitHere46","getMethod(<doubleQuotes46>set<doubleQuotes46>+propertyName, new Class[] {newValue.getClass()});"
"6332splitHere46","10026842splitHere46","setParameter(int parameterValue) {...}"
"6333splitHere46","10026842splitHere46","propertyName"
"6334splitHere46","10026842splitHere46","<doubleQuotes46>Parameter<doubleQuotes46>"
"6335splitHere46","10026842splitHere46","newValue"
"6336splitHere46","10026842splitHere46","123"
"6337splitHere46","10026842splitHere46","<doubleQuotes46>set<doubleQuotes46>+propertyName"
"6338splitHere46","10026842splitHere46","setParameter"
"6339splitHere46","10026842splitHere46","newValue.getClass()"
"6340splitHere46","10026842splitHere46","Integer"
"6341splitHere46","10026842splitHere46","123"
"6342splitHere46","10026842splitHere46","getMethod"
"6343splitHere46","10026842splitHere46","setParameter(double parameterValue) {...}"
"6344splitHere46","10026842splitHere46","newValue.getClass()"
"6345splitHere46","10026842splitHere46","new Class[] {newValue.getClass()}"
"6346splitHere46","10026842splitHere46","Method"
"6347splitHere46","10026842splitHere46","Method method = model.getClass(). getMethod(<doubleQuotes46>set<doubleQuotes46>+propertyName, new Class[] {newValue.getClass()});"
"6348splitHere46","10026842splitHere46","method.invoke(model, newValue);"
"6349splitHere46","10026842splitHere46","setParameter(123)"
"6350splitHere46","10026879splitHere46","System.nanoTime()"
"6351splitHere46","10027087splitHere46","package com.test.singleton;<newline46mondego><newline46mondego>public class Singleton {<newline46mondego>    private static final Singleton inst= new Singleton();<newline46mondego><newline46mondego>    private Singleton() {<newline46mondego>        super();<newline46mondego>    }<newline46mondego><newline46mondego>    public synchronized void writeToFile(String str) {<newline46mondego>        // Do whatever<newline46mondego>    }<newline46mondego><newline46mondego>    public Singleton getInstance() {<newline46mondego>        return inst;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6352splitHere46","10027087splitHere46","Singleton.getInstance().writeToFile(<doubleQuotes46>Hello!!<doubleQuotes46>);<newline46mondego>"
"6353splitHere46","10027117splitHere46","Writer"
"6354splitHere46","10027117splitHere46","PrintStream"
"6355splitHere46","10027117splitHere46","PrintWriter out;<newline46mondego>File myfile = new File(folder,<doubleQuotes46>output.txt<doubleQuotes46>);<newline46mondego>myfile.createNewFile();<newline46mondego>fos = new FileOutputStream(myfile);<newline46mondego>out = new PrintWriter(new BufferedWriter(new OutputStreamWriter(fos, <doubleQuotes46>UTF-8<doubleQuotes46>)));<newline46mondego>out.println(<doubleQuotes46>some text to go in the output file<doubleQuotes46>);<newline46mondego>"
"6356splitHere46","10027117splitHere46","System.out.println()"
"6357splitHere46","10027117splitHere46","StdOut"
"6358splitHere46","10027117splitHere46","~/scratch $ java RandomSeq 5 > out.txt<newline46mondego>~/scratch $ cat out.txt <newline46mondego>0.5674462012296635<newline46mondego>0.05189786036638799<newline46mondego>0.1290205079541452<newline46mondego>0.22015961731674394<newline46mondego>0.6503198654182695<newline46mondego>~/scratch $ <newline46mondego>"
"6359splitHere46","10027134splitHere46","FormLayout"
"6360splitHere46","10027134splitHere46","FormLayout layout = new FormLayout(<newline46mondego>“right:max(40dlu;p), 4dlu, 80dlu, 7dlu, �? // 1st major column<newline46mondego>+ “right:max(40dlu;p), 4dlu, 80dlu�?, // 2nd major column<newline46mondego>“�?); // add rows dynamically<newline46mondego>DefaultFormBuilder builder = new DefaultFormBuilder(layout);<newline46mondego>builder.setDefaultDialogBorder();<newline46mondego>builder.appendSeparator(“Segment�?);<newline46mondego>builder.append(“Identifier�?, idField);<newline46mondego>builder.nextLine();<newline46mondego>builder.append(“PTI [kW]�?, ptiField);<newline46mondego>builder.append(“Power [kW]�?, powerField);<newline46mondego>builder.append(“len [mm]�?, lenField);<newline46mondego>builder.nextLine();<newline46mondego>builder.appendSeparator(“Diameters�?);<newline46mondego>builder.append(“da [mm]�?, daField);<newline46mondego>builder.append(“di [mm]�?, diField);<newline46mondego>builder.append(“da2 [mm]�?, da2Field);<newline46mondego>builder.append(“di2 [mm]�?, di2Field);<newline46mondego>builder.append(“R [mm]�?, rField);<newline46mondego>builder.append(“D [mm]�?, dField);<newline46mondego>"
"6361splitHere46","10027284splitHere46","ChartFactory"
"6362splitHere46","10027284splitHere46","tooltips"
"6363splitHere46","10027284splitHere46","true"
"6364splitHere46","10027583splitHere46","<!-- People who want to hardcode their <doubleQuotes46>Solr Home<doubleQuotes46> directly into the<newline46mondego>     WAR File can set the JNDI property here...<newline46mondego> --><newline46mondego><!--<newline46mondego>  <env-entry><newline46mondego>     <env-entry-name>solr/home</env-entry-name><newline46mondego>     <env-entry-value>/Path/To/My/solr/Home/solr/</env-entry-value><newline46mondego>     <env-entry-type>java.lang.String</env-entry-type><newline46mondego>  </env-entry><newline46mondego>--><newline46mondego>"
"6365splitHere46","10027583splitHere46","•   <dataConfig><newline46mondego>•   <dataSource type=<doubleQuotes46>JdbcDataSource<doubleQuotes46> driver=<doubleQuotes46>com.microsoft.sqlserver.jdbc.SQLServerDriver<doubleQuotes46> url=<doubleQuotes46>jdbc:sqlserver://X.Y.Z.U:1433;databaseName=myDB<doubleQuotes46> user=<doubleQuotes46>test<doubleQuotes46> password=<doubleQuotes46>tester<doubleQuotes46> /> <newline46mondego>•   <document><newline46mondego>•   <entity name=<doubleQuotes46>Text<doubleQuotes46> query=<doubleQuotes46>select DocumentId, Data from Text<doubleQuotes46>><newline46mondego>•   <field column=<doubleQuotes46>DocumentId<doubleQuotes46> name=<doubleQuotes46>DocumentId<doubleQuotes46> /> <newline46mondego>•   <field column=<doubleQuotes46>Data<doubleQuotes46> name=<doubleQuotes46>Data<doubleQuotes46> /> <newline46mondego>•   </entity><newline46mondego>•   </document><newline46mondego>•   </dataConfig><newline46mondego>"
"6366splitHere46","10027583splitHere46","•   <requestHandler name=<doubleQuotes46>/dataimport<doubleQuotes46>   class=<doubleQuotes46>org.apache.solr.handler.dataimport.DataImportHandler<doubleQuotes46>><newline46mondego>•   <lst name=<doubleQuotes46>defaults<doubleQuotes46>><newline46mondego>•   <str name=<doubleQuotes46>config<doubleQuotes46>>C:\solr\conf\data-config.xml</str> <newline46mondego>•   </lst><newline46mondego>•   </requestHandler><newline46mondego>"
"6367splitHere46","10027583splitHere46","•   There are a number of reasons a data import could fail, most likely due to problem with<newline46mondego> the configuration of data-config.xml. To see for sure what's going on you'll have to look in<newline46mondego> C:\tomcat6\logs\catalina.*.<newline46mondego><newline46mondego>    •   If you happen to find that your import is failing due to system running out of memory,<newline46mondego> however, there's an easy, SQL Server specific fix. Add responseBuffering=adaptive and<newline46mondego> selectMethod=cursor to the url attribute of the dataSource node in data-config.xml. That stops the<newline46mondego> JDBC driver from trying to load the entire result set into memory before reads can occur.<newline46mondego><newline46mondego>    •   Note that by default the index gets created in C:\Tomcat6\bin\solr\data\index. To change this path<newline46mondego> just edit solrconfig.xml & change <dataDir>${solr.data.dir:./solr/data}</dataDir>.<newline46mondego><newline46mondego>    •   In new Solr versions, I think 3.0 and above you have to place the 2 data import handler<newline46mondego> jars in your solr lib directory (i.e. for example apache-solr-dataimporthandler-3.3.0.jar & apache-<newline46mondego>solr-dataimporthandler-extras-3.3.0.jar). Search for them in your Solr zip you downloaded. In older<newline46mondego> Solr versions this is not required because they are bundled with solr.war. Since we have placed the<newline46mondego> data import handlers in the lib directory so we need to specify their paths in solrconfig.xml. Add<newline46mondego> this line to solrconfig.xml: (Example: <lib dir=<doubleQuotes46>C:/solr/lib/<doubleQuotes46> regex=<doubleQuotes46>apache-solr-dataimporthandler-<newline46mondego>\d.*\.jar<doubleQuotes46> />)<newline46mondego>"
"6368splitHere46","10027644splitHere46","for (int i = 0; i < f.listFiles().length; i++){<newline46mondego>"
"6369splitHere46","10027644splitHere46","for (int i = 0; i <= f.listFiles().length -1; i++){<newline46mondego>"
"6370splitHere46","10027644splitHere46","multipart.addBodyPart(messageBodyPart);<newline46mondego>"
"6371splitHere46","10027799splitHere46","DataOutputStream"
"6372splitHere46","10027799splitHere46","ByteArrayOutputStream out = new ByteArrayOutputStream();<newline46mondego>{<newline46mondego>    // conversion from <doubleQuotes46>yourObject<doubleQuotes46> to byte[]<newline46mondego>    DataOutputStream dos = new DataOuputStream(out);<newline46mondego>    dos.writeInt(yourObject.intProperty);<newline46mondego>    dos.writeByte(yourObject.byteProperty);<newline46mondego>    dos.writeFloat(yourObject.floatProperty);<newline46mondego>    dos.writeChars(yourObject.stringProperty);<newline46mondego>    dos.close();<newline46mondego>}<newline46mondego>byte[] byteArray = out.toByteArray();<newline46mondego>"
"6373splitHere46","10028000splitHere46","TickUnits"
"6374splitHere46","10028000splitHere46","Axis"
"6375splitHere46","10028000splitHere46","TickUnitSource"
"6376splitHere46","10028000splitHere46","Axis"
"6377splitHere46","10028000splitHere46","LogAxis"
"6378splitHere46","10028000splitHere46","createLogTickUnits()"
"6379splitHere46","10028000splitHere46","Number"
"6380splitHere46","10028000splitHere46","XYPlot plot = chart.getXYPlot();<newline46mondego>NumberAxis range = (NumberAxis) plot.getRangeAxis();<newline46mondego>range.setNumberFormatOverride(NumberFormat.getCurrencyInstance());<newline46mondego>"
"6381splitHere46","10028136splitHere46","GET<newline46mondego>https://valence.desire2learn.com/d2l/api/lp/1.0/enrollments/users/3667/orgUnits/?x_b=JgqB2bumFwQkWft-gUP8Qr&x_a=L2Hd9WvDTcyiyu5n2AEgpg&x_d=XeTMX5fliLPTJdtKqeE_a0esDmTriSC9Aq9sMtpoO00&x_c=2AhFhrwhv1RsIdshAMba0upiux7Bhz-znS-VqjXhQh8&x_t=1333565539<newline46mondego>HTTP/1.1 Accept-Encoding: gzip,deflate User-Agent: Jakarta<newline46mondego>Commons-HttpClient/3.1 Host: valence.desire2learn.com<newline46mondego>"
