"1splitHere46","3612071splitHere46","JSONObject query = json.getJSONObject(<doubleQuotes46>query<doubleQuotes46>);<newline46mondego>JSONObject results = query.getJSONObject(<doubleQuotes46>results<doubleQuotes46>);<newline46mondego>JSONArray quotes = results.getJSONArray(<doubleQuotes46>quotes<doubleQuotes46>);<newline46mondego>"
"5407splitHere46","3771088splitHere46","/**<newline46mondego> * Increases the capacity of this <tt>ArrayList</tt> instance, if<newline46mondego> * necessary, to ensure that it can hold at least the number of elements<newline46mondego> * specified by the minimum capacity argument.<newline46mondego> *<newline46mondego> * @param   minCapacity   the desired minimum capacity<newline46mondego> */<newline46mondego>public void ensureCapacity(int minCapacity) {<newline46mondego>modCount++;<newline46mondego>int oldCapacity = elementData.length;<newline46mondego>if (minCapacity > oldCapacity) {<newline46mondego>    Object oldData[] = elementData;<newline46mondego>    int newCapacity = (oldCapacity * 3)/2 + 1;<newline46mondego>        if (newCapacity < minCapacity)<newline46mondego>    newCapacity = minCapacity;<newline46mondego>        // minCapacity is usually close to size, so this is a win:<newline46mondego>        elementData = Arrays.copyOf(elementData, newCapacity);<newline46mondego>}<newline46mondego>}<newline46mondego>"
"5408splitHere46","3771088splitHere46","newCapacity"
"5409splitHere46","3771088splitHere46","(oldCapacity * 3) / 2 + 1"
"5410splitHere46","3771110splitHere46","set MAVEN_OPTS = <doubleQuotes46>-Xmx512m -Xdebug -Xrunjdwp:transport=dt_socket,server=y,suspend=n,address=4000<doubleQuotes46><newline46mondego>"
"5411splitHere46","3771123splitHere46","http://example.com<newline46mondego> http://example.com/<newline46mondego> http://example.com:/<newline46mondego> http://example.com:80/<newline46mondego>"
"5412splitHere46","3771134splitHere46","HttpSessionListener"
"5413splitHere46","3771134splitHere46","HttpSession"
"5414splitHere46","3771243splitHere46","for(i<- 1 to bezillion; j <- i to bezillion+6){<newline46mondego>if(expensiveCalculation(i, j)){<newline46mondego>   return otherExpensiveCalculation(i, j)<newline46mondego>}<newline46mondego><newline46mondego>withExpensiveResource(urlForExpensiveResource){ resource =><newline46mondego>// do a bunch of stuff<newline46mondego>if(done) return<newline46mondego>//do a bunch of other stuff<newline46mondego>if(reallyDoneThisTime) return<newline46mondego>//final batch of stuff<newline46mondego>}<newline46mondego>"
"5415splitHere46","3771547splitHere46","UiApplication.getUiApplication().invokeLater(new Runnable() {<newline46mondego>    public void run() {<newline46mondego>        ... your code here ...<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"5416splitHere46","3771653splitHere46","super(a)"
"5417splitHere46","3771653splitHere46","protected"
"5418splitHere46","3771653splitHere46","new Alpha(<doubleQuotes46>some other value<doubleQuotes46>)<newline46mondego>"
"5419splitHere46","3771653splitHere46","private"
"5420splitHere46","3771653splitHere46","Alpha"
"5421splitHere46","3771653splitHere46","Beta"
"5422splitHere46","3771653splitHere46","public"
"5423splitHere46","3771653splitHere46","protected"
"5424splitHere46","3771653splitHere46","Alpha"
"5425splitHere46","3771653splitHere46","package alpha;<newline46mondego>public abstract class Alpha {<newline46mondego>    final String alpha;<newline46mondego>    Alpha() { this(<doubleQuotes46>A<doubleQuotes46>); }<newline46mondego>    public Alpha(String a) { alpha = a; }<newline46mondego>}<newline46mondego><newline46mondego>package beta;<newline46mondego><newline46mondego>public class Beta extends alpha.Alpha {<newline46mondego>    public Beta(String a) { super(a); }<newline46mondego>}<newline46mondego>"
"5426splitHere46","3771653splitHere46","Beta"
"5427splitHere46","3771653splitHere46","Alpha"
"5428splitHere46","3771653splitHere46","instanceof"
"5429splitHere46","3771653splitHere46","Beta"
"5430splitHere46","3771653splitHere46","Alpha"
"5431splitHere46","3771711splitHere46","form2.gauge"
"5432splitHere46","3771711splitHere46","Gauge"
"5433splitHere46","3771711splitHere46","Gauge form2_gauge([...]);<newline46mondego>form2.append(form2_gauge);<newline46mondego>"
"5434splitHere46","3771711splitHere46","[...]<newline46mondego>    form2_gauge.setValue(value);<newline46mondego>    display.setCurrent(form2);<newline46mondego>[...]<newline46mondego>"
"5435splitHere46","3771711splitHere46","display.setCurrent(form2);"
"5436splitHere46","3771711splitHere46","form2_gauge.setValue(value);"
"5437splitHere46","3771766splitHere46","extern <doubleQuotes46>C<doubleQuotes46>"
"5438splitHere46","3771766splitHere46","#include <jni.h><newline46mondego>#ifdef __cplusplus<newline46mondego>extern <doubleQuotes46>C<doubleQuotes46> {<newline46mondego>JNIEXPORT jstring MyNativeMethod(JNIEnv *, jobject);<newline46mondego>}<newline46mondego>#endif<newline46mondego>"
"5439splitHere46","3771766splitHere46","MyNativeMethod"
"5440splitHere46","3771766splitHere46","javah"
"5441splitHere46","3771766splitHere46","extern <doubleQuotes46>C<doubleQuotes46>"
"5442splitHere46","3772202splitHere46","interop ---- domainobjects ---- IFoo.java<newline46mondego>                           ---- TypedObject.java<newline46mondego>                           ---- pom.xml<newline46mondego><newline46mondego>        ---- functional    ---- fooimpl.clj<newline46mondego>                           ---- pom.xml<newline46mondego><newline46mondego>        ---- consumer      ---- JavaConsumer.java<newline46mondego>                           ---- JavaConsumerTest.groovy<newline46mondego>                           ---- pom.xml<newline46mondego>        ---- pom.xml<newline46mondego><newline46mondego>######################################################################################<newline46mondego><newline46mondego>package com.tobeconsumed.byjava;<newline46mondego><newline46mondego>import java.util.List;<newline46mondego><newline46mondego>public interface IFoo {<newline46mondego>    List<TypedObject> createListOfTypedObjects(String message);<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>package com.tobeconsumed.byjava;<newline46mondego><newline46mondego>public class TypedObject {<newline46mondego><newline46mondego>    private String property;<newline46mondego><newline46mondego>    public String getProperty() {<newline46mondego>        return property;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setProperty(String property) {<newline46mondego>        this.property = property;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><project xmlns=<doubleQuotes46>http://maven.apache.org/POM/4.0.0<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> xsi:schemaLocation=<doubleQuotes46>http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd<doubleQuotes46>><newline46mondego>  <modelVersion>4.0.0</modelVersion><newline46mondego>  <parent><newline46mondego>    <artifactId>interop</artifactId><newline46mondego>    <groupId>interop</groupId><newline46mondego>    <version>0.0.1-SNAPSHOT</version><newline46mondego>  </parent><newline46mondego>  <groupId>interop</groupId><newline46mondego>  <artifactId>domainobjects</artifactId><newline46mondego>  <version>0.0.1-SNAPSHOT</version><newline46mondego>  <name>domainobjects</name><newline46mondego>  <description>Contains all of the domain objects.</description><newline46mondego><newline46mondego>  <dependencies><newline46mondego>    <dependency><newline46mondego>        <groupId>junit</groupId><newline46mondego>        <artifactId>junit</artifactId><newline46mondego>        <version>4.8.1</version><newline46mondego>        <scope>test</scope><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>      <groupId>org.codehaus.groovy</groupId><newline46mondego>      <artifactId>groovy-all</artifactId><newline46mondego>      <version>1.7.4</version><newline46mondego>    </dependency>    <newline46mondego>  </dependencies><newline46mondego><newline46mondego>  <build><newline46mondego><newline46mondego>    <finalName>domainobjects</finalName><newline46mondego><newline46mondego>    <plugins><newline46mondego>        <plugin><newline46mondego>        <groupId>org.apache.maven.plugins</groupId><newline46mondego>        <artifactId>maven-compiler-plugin</artifactId><newline46mondego>        <version>2.3.1</version><newline46mondego>        <configuration><newline46mondego>          <source>1.6</source><newline46mondego>          <target>1.6</target><newline46mondego>          <project><newline46mondego>            <build><newline46mondego>                <scriptSourceDirectory>src/main/java</scriptSourceDirectory><newline46mondego>                <testSourceDirectory>src/test/java</testSourceDirectory><newline46mondego>            </build><newline46mondego>          </project><newline46mondego>        </configuration><newline46mondego>        <executions><newline46mondego>         <execution><newline46mondego>           <id>compile</id><newline46mondego>           <phase>compile</phase><newline46mondego>           <goals><newline46mondego>             <goal>compile</goal><newline46mondego>           </goals><newline46mondego>         </execution><newline46mondego>         <execution><newline46mondego>           <id>test-java</id><newline46mondego>           <phase>test</phase><newline46mondego>           <goals><newline46mondego>             <goal>testCompile</goal><newline46mondego>           </goals><newline46mondego>         </execution><newline46mondego>       </executions><newline46mondego>      </plugin><newline46mondego>      <plugin><newline46mondego>        <groupId>org.codehaus.gmaven</groupId><newline46mondego>        <artifactId>gmaven-plugin</artifactId><newline46mondego>        <version>1.2</version><newline46mondego>        <extensions>true</extensions><newline46mondego>        <configuration><newline46mondego>            <project><newline46mondego>            <build><newline46mondego>                <sourceDirectory>src/main/groovy</sourceDirectory><newline46mondego>                <testSourceDirectory>src/test/groovy</testSourceDirectory><newline46mondego>            </build><newline46mondego>            </project><newline46mondego>        </configuration><newline46mondego>      </plugin><newline46mondego>      <plugin><newline46mondego>    <groupId>org.apache.maven.plugins</groupId><newline46mondego>        <artifactId>maven-antrun-plugin</artifactId><newline46mondego>            <executions><newline46mondego>                <execution><newline46mondego>                    <id>compile</id><newline46mondego>                    <phase>compile</phase><newline46mondego>                    <configuration><newline46mondego>                        <tasks><newline46mondego>                            <mkdir dir=<doubleQuotes46>${basedir}/src/main/groovy<doubleQuotes46>/><newline46mondego>                            <taskdef name=<doubleQuotes46>groovyc<doubleQuotes46><newline46mondego>                                classname=<doubleQuotes46>org.codehaus.groovy.ant.Groovyc<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.compile.classpath<doubleQuotes46>/><newline46mondego>                            </taskdef><newline46mondego>                            <mkdir dir=<doubleQuotes46>${project.build.outputDirectory}<doubleQuotes46>/><newline46mondego>                            <groovyc destdir=<doubleQuotes46>${project.build.outputDirectory}<doubleQuotes46><newline46mondego>                                srcdir=<doubleQuotes46>${basedir}/src/main/groovy/<doubleQuotes46> listfiles=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.compile.classpath<doubleQuotes46>/><newline46mondego>                            </groovyc><newline46mondego>                        </tasks><newline46mondego>                    </configuration><newline46mondego>                    <goals><newline46mondego>                        <goal>run</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>                <execution><newline46mondego>                    <id>test-compile</id><newline46mondego>                    <phase>test-compile</phase><newline46mondego>                    <configuration><newline46mondego>                        <tasks><newline46mondego>                            <mkdir dir=<doubleQuotes46>${basedir}/src/test/groovy<doubleQuotes46>/><newline46mondego>                            <taskdef name=<doubleQuotes46>groovyc<doubleQuotes46><newline46mondego>                                classname=<doubleQuotes46>org.codehaus.groovy.ant.Groovyc<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.compile.classpath<doubleQuotes46>/><newline46mondego>                            </taskdef><newline46mondego>                            <mkdir dir=<doubleQuotes46>${project.build.testOutputDirectory}<doubleQuotes46>/><newline46mondego>                            <groovyc destdir=<doubleQuotes46>${project.build.testOutputDirectory}<doubleQuotes46><newline46mondego>                                srcdir=<doubleQuotes46>${basedir}/src/test/groovy/<doubleQuotes46> listfiles=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.test.classpath<doubleQuotes46>/><newline46mondego>                            </groovyc><newline46mondego>                        </tasks><newline46mondego>                    </configuration><newline46mondego>                    <goals><newline46mondego>                        <goal>run</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>            </executions><newline46mondego>       </plugin>      <newline46mondego>    </plugins><newline46mondego>  </build><newline46mondego><newline46mondego></project><newline46mondego><newline46mondego><newline46mondego>######################################################################################<newline46mondego><newline46mondego>(ns com.tobeconsumed.byjava.fooimpl<newline46mondego>  (:import com.tobeconsumed.byjava.IFoo)<newline46mondego>  (:gen-class<newline46mondego>    :implements [com.tobeconsumed.byjava.IFoo]))<newline46mondego><newline46mondego>(defn -createListOfTypedObjects<newline46mondego>  <doubleQuotes46>Creates and returns a list of TypedObjects<doubleQuotes46><newline46mondego>  [this message]<newline46mondego>  (println message)<newline46mondego>  [(TypedObject.), (TypedObject.), (TypedObject.), (TypedObject.)])<newline46mondego><newline46mondego><project xmlns=<doubleQuotes46>http://maven.apache.org/POM/4.0.0<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> xsi:schemaLocation=<doubleQuotes46>http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd<doubleQuotes46>><newline46mondego>  <modelVersion>4.0.0</modelVersion><newline46mondego>  <parent><newline46mondego>    <artifactId>interop</artifactId><newline46mondego>    <groupId>interop</groupId><newline46mondego>    <version>0.0.1-SNAPSHOT</version><newline46mondego>  </parent><newline46mondego>  <groupId>interop</groupId><newline46mondego>  <artifactId>functional</artifactId><newline46mondego>  <version>0.0.1-SNAPSHOT</version><newline46mondego>  <name>functional</name><newline46mondego>  <description>Some functional code.</description><newline46mondego><newline46mondego>  <repositories><newline46mondego>    <repository><newline46mondego>      <id>clojars</id><newline46mondego>      <url>http://clojars.org/repo/</url><newline46mondego>    </repository><newline46mondego>    <repository><newline46mondego>      <id>clojure-releases</id><newline46mondego>      <url>http://build.clojure.org/releases</url><newline46mondego>    </repository><newline46mondego>    <repository><newline46mondego>      <id>clojure-snapshots</id><newline46mondego>      <url>http://build.clojure.org/snapshots</url><newline46mondego>    </repository><newline46mondego>    <repository><newline46mondego>      <id>central</id><newline46mondego>      <url>http://repo1.maven.org/maven2</url><newline46mondego>    </repository><newline46mondego>  </repositories><newline46mondego><newline46mondego>  <dependencies><newline46mondego>    <dependency><newline46mondego>      <groupId>interop</groupId><newline46mondego>      <artifactId>domainobjects</artifactId><newline46mondego>      <version>0.0.1-SNAPSHOT</version><newline46mondego>      <scope>compile</scope><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>      <groupId>org.clojure</groupId><newline46mondego>      <artifactId>clojure</artifactId><newline46mondego>      <version>1.2.0</version><newline46mondego>      <type>pom</type><newline46mondego>      <scope>compile</scope><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>      <groupId>org.clojure</groupId><newline46mondego>      <artifactId>clojure-contrib</artifactId><newline46mondego>      <version>1.2.0</version><newline46mondego>      <type>pom</type><newline46mondego>      <scope>compile</scope><newline46mondego>    </dependency><newline46mondego>  </dependencies><newline46mondego><newline46mondego>  <build><newline46mondego>    <plugins><newline46mondego>        <plugin><newline46mondego>        <groupId>com.theoryinpractise</groupId><newline46mondego>        <artifactId>clojure-maven-plugin</artifactId><newline46mondego>        <version>1.3.3</version><newline46mondego>        <configuration><newline46mondego>            <project><newline46mondego>                <build><newline46mondego>                    <sourceDirectory>src/main/clojure</sourceDirectory><newline46mondego>                    <testSourceDirectory>src/test/clojure</testSourceDirectory><newline46mondego>                </build><newline46mondego>            </project><newline46mondego>        </configuration><newline46mondego>        <executions><newline46mondego>         <execution><newline46mondego>           <id>compile</id><newline46mondego>           <phase>compile</phase><newline46mondego>           <goals><newline46mondego>             <goal>compile</goal><newline46mondego>           </goals><newline46mondego>         </execution><newline46mondego>         <execution><newline46mondego>           <id>test-clojure</id><newline46mondego>           <phase>test</phase><newline46mondego>           <goals><newline46mondego>             <goal>test</goal><newline46mondego>           </goals><newline46mondego>         </execution><newline46mondego>       </executions><newline46mondego>      </plugin><newline46mondego>    </plugins><newline46mondego>  </build><newline46mondego><newline46mondego></project><newline46mondego><newline46mondego><newline46mondego>######################################################################################<newline46mondego><newline46mondego><newline46mondego><newline46mondego>package consumer;<newline46mondego><newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import com.tobeconsumed.byjava.IFoo;<newline46mondego>import com.tobeconsumed.byjava.TypedObject;<newline46mondego>import com.tobeconsumed.byjava.fooimpl;<newline46mondego><newline46mondego>public class JavaConsumer {<newline46mondego><newline46mondego>    public List<TypedObject> callCreateListOfTypedObjects() {<newline46mondego>        IFoo foo = new fooimpl();<newline46mondego>        List<TypedObject> listOfTypedObject = foo.createListOfTypedObjects(<doubleQuotes46>Returning typed a list<doubleQuotes46>);<newline46mondego>        return listOfTypedObject;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>package consumer;<newline46mondego><newline46mondego>import junit.framework.TestCase;<newline46mondego><newline46mondego>public class JavaConsumerTest extends TestCase {<newline46mondego><newline46mondego>    private JavaConsumer javaConsumer;<newline46mondego><newline46mondego>    protected void setUp() throws Exception {<newline46mondego>        javaConsumer = new JavaConsumer();<newline46mondego>        super.setUp();<newline46mondego>    }<newline46mondego><newline46mondego>    protected void tearDown() throws Exception {<newline46mondego>        javaConsumer = null;<newline46mondego>        super.tearDown();<newline46mondego>    }<newline46mondego><newline46mondego>    public void testCallShowMessage() {<newline46mondego>        assertNotNull(javaConsumer);<newline46mondego>        def result = javaConsumer.callCreateListOfTypedObjects();<newline46mondego><newline46mondego>        assert 4 == result.size()<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego><newline46mondego><?xml version=<doubleQuotes46>1.0<doubleQuotes46>?><newline46mondego><project xsi:schemaLocation=<doubleQuotes46>http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd<doubleQuotes46> xmlns=<doubleQuotes46>http://maven.apache.org/POM/4.0.0<doubleQuotes46><newline46mondego>    xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46>><newline46mondego>  <modelVersion>4.0.0</modelVersion><newline46mondego>  <parent><newline46mondego>    <artifactId>interop</artifactId><newline46mondego>    <groupId>interop</groupId><newline46mondego>    <version>0.0.1-SNAPSHOT</version><newline46mondego>  </parent><newline46mondego>  <groupId>interop</groupId><newline46mondego>  <artifactId>consumer</artifactId><newline46mondego>  <version>0.0.1-SNAPSHOT</version><newline46mondego>  <packaging>war</packaging><newline46mondego>  <name>consumer</name><newline46mondego>  <url>http://maven.apache.org</url><newline46mondego>  <dependencies><newline46mondego>    <dependency><newline46mondego>      <groupId>interop</groupId><newline46mondego>      <artifactId>functional</artifactId><newline46mondego>      <version>0.0.1-SNAPSHOT</version><newline46mondego>      <scope>compile</scope><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>      <groupId>interop</groupId><newline46mondego>      <artifactId>domainobjects</artifactId><newline46mondego>      <version>0.0.1-SNAPSHOT</version><newline46mondego>      <scope>compile</scope><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>        <groupId>junit</groupId><newline46mondego>        <artifactId>junit</artifactId><newline46mondego>        <version>4.8.1</version><newline46mondego>        <scope>test</scope><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>      <groupId>org.codehaus.groovy</groupId><newline46mondego>      <artifactId>groovy-all</artifactId><newline46mondego>      <version>1.7.4</version><newline46mondego>    </dependency>    <newline46mondego>  </dependencies><newline46mondego>  <build><newline46mondego><newline46mondego>    <finalName>consumer</finalName><newline46mondego><newline46mondego>    <plugins><newline46mondego>        <plugin><newline46mondego>        <groupId>org.apache.maven.plugins</groupId><newline46mondego>        <artifactId>maven-compiler-plugin</artifactId><newline46mondego>        <version>2.3.1</version><newline46mondego>        <configuration><newline46mondego>          <source>1.6</source><newline46mondego>          <target>1.6</target><newline46mondego>          <project><newline46mondego>            <build><newline46mondego>                <scriptSourceDirectory>src/main/java</scriptSourceDirectory><newline46mondego>                <testSourceDirectory>src/test/java</testSourceDirectory><newline46mondego>            </build><newline46mondego>          </project><newline46mondego>        </configuration><newline46mondego>        <executions><newline46mondego>         <execution><newline46mondego>           <id>compile</id><newline46mondego>           <phase>compile</phase><newline46mondego>           <goals><newline46mondego>             <goal>compile</goal><newline46mondego>           </goals><newline46mondego>         </execution><newline46mondego>         <execution><newline46mondego>           <id>test-java</id><newline46mondego>           <phase>test</phase><newline46mondego>           <goals><newline46mondego>             <goal>testCompile</goal><newline46mondego>           </goals><newline46mondego>         </execution><newline46mondego>       </executions><newline46mondego>      </plugin><newline46mondego>      <plugin><newline46mondego>        <groupId>org.codehaus.gmaven</groupId><newline46mondego>        <artifactId>gmaven-plugin</artifactId><newline46mondego>        <version>1.2</version><newline46mondego>        <extensions>true</extensions><newline46mondego>        <configuration><newline46mondego>            <project><newline46mondego>            <build><newline46mondego>                <sourceDirectory>src/main/groovy</sourceDirectory><newline46mondego>                <testSourceDirectory>src/test/groovy</testSourceDirectory><newline46mondego>            </build><newline46mondego>            </project><newline46mondego>        </configuration><newline46mondego>      </plugin><newline46mondego>      <plugin><newline46mondego>    <groupId>org.apache.maven.plugins</groupId><newline46mondego>        <artifactId>maven-antrun-plugin</artifactId><newline46mondego>            <executions><newline46mondego>                <execution><newline46mondego>                    <id>compile</id><newline46mondego>                    <phase>compile</phase><newline46mondego>                    <configuration><newline46mondego>                        <tasks><newline46mondego>                            <mkdir dir=<doubleQuotes46>${basedir}/src/main/groovy<doubleQuotes46>/><newline46mondego>                            <taskdef name=<doubleQuotes46>groovyc<doubleQuotes46><newline46mondego>                                classname=<doubleQuotes46>org.codehaus.groovy.ant.Groovyc<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.compile.classpath<doubleQuotes46>/><newline46mondego>                            </taskdef><newline46mondego>                            <mkdir dir=<doubleQuotes46>${project.build.outputDirectory}<doubleQuotes46>/><newline46mondego>                            <groovyc destdir=<doubleQuotes46>${project.build.outputDirectory}<doubleQuotes46><newline46mondego>                                srcdir=<doubleQuotes46>${basedir}/src/main/groovy/<doubleQuotes46> listfiles=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.compile.classpath<doubleQuotes46>/><newline46mondego>                            </groovyc><newline46mondego>                        </tasks><newline46mondego>                    </configuration><newline46mondego>                    <goals><newline46mondego>                        <goal>run</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>                <execution><newline46mondego>                    <id>test-compile</id><newline46mondego>                    <phase>test-compile</phase><newline46mondego>                    <configuration><newline46mondego>                        <tasks><newline46mondego>                            <mkdir dir=<doubleQuotes46>${basedir}/src/test/groovy<doubleQuotes46>/><newline46mondego>                            <taskdef name=<doubleQuotes46>groovyc<doubleQuotes46><newline46mondego>                                classname=<doubleQuotes46>org.codehaus.groovy.ant.Groovyc<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.compile.classpath<doubleQuotes46>/><newline46mondego>                            </taskdef><newline46mondego>                            <mkdir dir=<doubleQuotes46>${project.build.testOutputDirectory}<doubleQuotes46>/><newline46mondego>                            <groovyc destdir=<doubleQuotes46>${project.build.testOutputDirectory}<doubleQuotes46><newline46mondego>                                srcdir=<doubleQuotes46>${basedir}/src/test/groovy/<doubleQuotes46> listfiles=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>                                <classpath refid=<doubleQuotes46>maven.test.classpath<doubleQuotes46>/><newline46mondego>                            </groovyc><newline46mondego>                        </tasks><newline46mondego>                    </configuration><newline46mondego>                    <goals><newline46mondego>                        <goal>run</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>            </executions><newline46mondego>       </plugin>      <newline46mondego>    </plugins><newline46mondego>  </build><newline46mondego></project><newline46mondego><newline46mondego>######################################################################################<newline46mondego><newline46mondego><?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><project xmlns=<doubleQuotes46>http://maven.apache.org/POM/4.0.0<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> xsi:schemaLocation=<doubleQuotes46>http://maven.apache.org/POM/4.0.0 http://maven.apache.org/maven-v4_0_0.xsd<doubleQuotes46>><newline46mondego>  <modelVersion>4.0.0</modelVersion><newline46mondego>  <groupId>interop</groupId><newline46mondego>  <artifactId>interop</artifactId><newline46mondego>  <packaging>pom</packaging><newline46mondego>  <version>0.0.1-SNAPSHOT</version><newline46mondego>  <name>interop</name><newline46mondego><newline46mondego>  <repositories><newline46mondego>    <repository><newline46mondego>      <id>central</id><newline46mondego>      <url>http://repo1.maven.org/maven2</url><newline46mondego>    </repository><newline46mondego>  </repositories><newline46mondego><newline46mondego>  <dependencies><newline46mondego>  </dependencies><newline46mondego><newline46mondego>  <build><newline46mondego>    <plugins><newline46mondego>    </plugins><newline46mondego>  </build><newline46mondego>  <modules><newline46mondego>    <module>functional</module><newline46mondego>    <module>consumer</module><newline46mondego>    <module>domainobjects</module><newline46mondego>  </modules><newline46mondego><newline46mondego></project><newline46mondego>"
