"1splitHere46","22676917splitHere46","File listnames = new File(this.getFilesDir() + File.separator + <doubleQuotes46>Lists<doubleQuotes46>);<newline46mondego>if( !listnames.exists() )<newline46mondego>    listnames.mkdirs();<newline46mondego>else if( !listnames.isDirectory() && listnames.canWrite() ){<newline46mondego>    listnames.delete();<newline46mondego>    listnames.mkdirs();<newline46mondego>}<newline46mondego>else{<newline46mondego>    //you can't access there with write permission.<newline46mondego>    //Try other way.<newline46mondego>}<newline46mondego>"
"7236splitHere46","22828765splitHere46","scaleType"
"7237splitHere46","22828848splitHere46","BroadcastReceiver"
"7238splitHere46","22828848splitHere46","Context"
"7239splitHere46","22828848splitHere46","MediaPlayer mp = MediaPlayer.create(this, R.raw.abc1);<newline46mondego>"
"7240splitHere46","22828848splitHere46","MediaPlayer mp = MediaPlayer.create(context, R.raw.abc1);<newline46mondego>"
"7241splitHere46","22828862splitHere46","private static boolean doesDatabaseExist(ContextWrapper context, String dbName) {<newline46mondego>    File dbFile=context.getDatabasePath(dbName);<newline46mondego>    return dbFile.exists();<newline46mondego>}<newline46mondego>"
"7242splitHere46","22828886splitHere46","NodeList PackageRootNodeList = Messagend .getElementsByTagName(<doubleQuotes46>CPackage<doubleQuotes46>);<newline46mondego><newline46mondego>   for(int n=0; n<PackageRootNodeList .getLength() ; n++){<newline46mondego><newline46mondego><newline46mondego>       Node PackageNode = PackageRootNodeList .item(s);<newline46mondego>       Element PackageRootElement = (Element)PackageNode ;<newline46mondego><newline46mondego>           //-------<newline46mondego>"
"7243splitHere46","22828886splitHere46","NodeList textCBarcode = PackageBarcodeElement .getChildNodes();<newline46mondego>           System.out.println(<doubleQuotes46>CBarcode: <doubleQuotes46> + <newline46mondego>                  ((Node)textCBarcode.item(0)).getNodeValue().trim());<newline46mondego><newline46mondego> /////<newline46mondego> /////   You will continue as the same methood in order to make deep iteration<newline46mondego> /////<newline46mondego>           }<newline46mondego>"
"7244splitHere46","22829043splitHere46","String basic_auth = new String(Base64.encodeBase64((YOUR_USER_NAME+<doubleQuotes46>:<doubleQuotes46>+YOUR_PASSWORD).getBytes()));<newline46mondego>httpPost.addHeader(<doubleQuotes46>Authorization<doubleQuotes46>, <doubleQuotes46>Basic <doubleQuotes46> + basic_auth);<newline46mondego>"
"7245splitHere46","22829043splitHere46","public class ComplainMasterDaoImpl implements ComplainMasterDao<newline46mondego>{<newline46mondego><newline46mondego>@Override<newline46mondego>public ComplainMaster fetchComplainInfo(String orderId, String user) throws Exception<newline46mondego>{<newline46mondego>    // TODO Auto-generated method stub<newline46mondego>    HttpClient httpClient = new DefaultHttpClient();<newline46mondego>    HttpPost httpPost = new HttpPost(<doubleQuotes46>http://localhost:8383/alfresco/service/get-order-    info<doubleQuotes46>);<newline46mondego><newline46mondego>    String basic_auth = new String(Base64.encodeBase64((YOUR_USER_NAME+<doubleQuotes46>:<doubleQuotes46>+YOUR_PASSWORD).getBytes()));<newline46mondego>    httpPost.addHeader(<doubleQuotes46>Authorization<doubleQuotes46>, <doubleQuotes46>Basic <doubleQuotes46> + basic_auth);<newline46mondego><newline46mondego>    List<NameValuePair> formParams = new ArrayList<NameValuePair>();<newline46mondego>    formParams.add(new BasicNameValuePair(<doubleQuotes46>orderId<doubleQuotes46>, orderId));<newline46mondego>    UrlEncodedFormEntity formEntity = new UrlEncodedFormEntity(formParams, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>    httpPost.setEntity(formEntity);<newline46mondego>    HttpResponse httpResponse = httpClient.execute(httpPost);<newline46mondego>    HttpEntity httpEntity = httpResponse.getEntity();<newline46mondego>    String responseString = IOUtils.toString(httpEntity.getContent(), <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>    JSONObject jsonObject = (JSONObject) new JSONParser().parse(responseString);<newline46mondego>    JSONObject resultJson = (JSONObject) jsonObject.get(<doubleQuotes46>result<doubleQuotes46>);<newline46mondego><newline46mondego>    System.out.println(resultJson.toString());<newline46mondego>    return null;<newline46mondego>}<newline46mondego>}<newline46mondego>"
"7246splitHere46","22829124splitHere46","setText"
"7247splitHere46","22829124splitHere46","append"
"7248splitHere46","22829124splitHere46","output.append(String.valueOf(array[i]));<newline46mondego>"
"7249splitHere46","22829124splitHere46","output.append(Integer.toString(array[i]));<newline46mondego>"
"7250splitHere46","22829124splitHere46","int"
"7251splitHere46","22829124splitHere46","String"
"7252splitHere46","22829124splitHere46","StringBuilder"
"7253splitHere46","22829124splitHere46","String"
"7254splitHere46","22829124splitHere46","StringBuilder sb = new StringBuilder(array.length);<newline46mondego>for(int i= 0; i < array.length ; i++){<newline46mondego>    array[i] = arrayNumbers;<newline46mondego>    sb.append(array[i]);<newline46mondego>}<newline46mondego>output.setText(sb.toString());<newline46mondego>"
"7255splitHere46","22829124splitHere46","for(int i= 0; i > array.length ; i++){<newline46mondego>"
"7256splitHere46","22829124splitHere46","i"
"7257splitHere46","22829124splitHere46","array.length"
"7258splitHere46","22829124splitHere46","false"
"7259splitHere46","22829124splitHere46","IndexOutOfBoundsException"
"7260splitHere46","22829132splitHere46","ScheduleFactory"
"7261splitHere46","22829132splitHere46","V"
"7262splitHere46","22829132splitHere46","T"
"7263splitHere46","22829132splitHere46","Schedule<V, T>"
"7264splitHere46","22829132splitHere46","ScheduleFactory"
"7265splitHere46","22829132splitHere46","Schedule<V, T>"
"7266splitHere46","22829132splitHere46","V"
"7267splitHere46","22829132splitHere46","T"
"7268splitHere46","22829253splitHere46","KeyListener"
"7269splitHere46","22829253splitHere46","KeyListener"
"7270splitHere46","22829253splitHere46","import java.awt.Dimension;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.Graphics;<newline46mondego>import java.awt.Graphics2D;<newline46mondego>import java.awt.Point;<newline46mondego>import java.awt.Rectangle;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.awt.event.KeyEvent;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego>import java.io.IOException;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.HashSet;<newline46mondego>import java.util.List;<newline46mondego>import java.util.Set;<newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.AbstractAction;<newline46mondego>import javax.swing.ActionMap;<newline46mondego>import javax.swing.InputMap;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.KeyStroke;<newline46mondego>import javax.swing.Timer;<newline46mondego>import javax.swing.UIManager;<newline46mondego>import javax.swing.UnsupportedLookAndFeelException;<newline46mondego><newline46mondego>public class WizardFireball {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new WizardFireball();<newline46mondego>    }<newline46mondego><newline46mondego>    public WizardFireball() {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>                } catch (ClassNotFoundException | InstantiationException | IllegalAccessException | UnsupportedLookAndFeelException ex) {<newline46mondego>                    ex.printStackTrace();<newline46mondego>                }<newline46mondego><newline46mondego>                JFrame frame = new JFrame(<doubleQuotes46>Testing<doubleQuotes46>);<newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                frame.add(new GamePane());<newline46mondego>                frame.pack();<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public class GamePane extends JPanel {<newline46mondego><newline46mondego>        private GameModel model;<newline46mondego><newline46mondego>        public GamePane() {<newline46mondego>            try {<newline46mondego>                model = new DefaultModel();<newline46mondego><newline46mondego>                ActionMap am = getActionMap();<newline46mondego>                InputMap im = getInputMap(WHEN_IN_FOCUSED_WINDOW);<newline46mondego><newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_UP, 0, false), <doubleQuotes46>up-pressed<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_DOWN, 0, false), <doubleQuotes46>down-pressed<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_LEFT, 0, false), <doubleQuotes46>left-pressed<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_RIGHT, 0, false), <doubleQuotes46>right-pressed<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_UP, 0, true), <doubleQuotes46>up-released<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_DOWN, 0, true), <doubleQuotes46>down-released<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_LEFT, 0, true), <doubleQuotes46>left-released<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_RIGHT, 0, true), <doubleQuotes46>right-released<doubleQuotes46>);<newline46mondego>                im.put(KeyStroke.getKeyStroke(KeyEvent.VK_SPACE, 0), <doubleQuotes46>fire<doubleQuotes46>);<newline46mondego><newline46mondego>                am.put(<doubleQuotes46>up-pressed<doubleQuotes46>, new KeyPressedAction(getModel(), Key.UP));<newline46mondego>                am.put(<doubleQuotes46>down-pressed<doubleQuotes46>, new KeyPressedAction(getModel(), Key.DOWN));<newline46mondego>                am.put(<doubleQuotes46>left-pressed<doubleQuotes46>, new KeyPressedAction(getModel(), Key.LEFT));<newline46mondego>                am.put(<doubleQuotes46>right-pressed<doubleQuotes46>, new KeyPressedAction(getModel(), Key.RIGHT));<newline46mondego>                am.put(<doubleQuotes46>up-released<doubleQuotes46>, new KeyReleasedAction(getModel(), Key.UP));<newline46mondego>                am.put(<doubleQuotes46>down-released<doubleQuotes46>, new KeyReleasedAction(getModel(), Key.DOWN));<newline46mondego>                am.put(<doubleQuotes46>left-released<doubleQuotes46>, new KeyReleasedAction(getModel(), Key.LEFT));<newline46mondego>                am.put(<doubleQuotes46>right-released<doubleQuotes46>, new KeyReleasedAction(getModel(), Key.RIGHT));<newline46mondego>                am.put(<doubleQuotes46>fire<doubleQuotes46>, new FireBallAction(getModel()));<newline46mondego>            } catch (IOException ex) {<newline46mondego>                ex.printStackTrace();<newline46mondego>            }<newline46mondego><newline46mondego>            Timer timer = new Timer(40, new ActionListener() {<newline46mondego>                @Override<newline46mondego>                public void actionPerformed(ActionEvent e) {<newline46mondego>                    for (Asset asset : getModel().getAssets()) {<newline46mondego>                        asset.update(GamePane.this);<newline46mondego>                    }<newline46mondego>                    repaint();<newline46mondego>                }<newline46mondego>            });<newline46mondego>            timer.start();<newline46mondego>        }<newline46mondego><newline46mondego>        public GameModel getModel() {<newline46mondego>            return model;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego>            return new Dimension(400, 200);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics g) {<newline46mondego>            super.paintComponent(g);<newline46mondego>            Graphics2D g2d = (Graphics2D) g.create();<newline46mondego>            for (Asset asset : getModel().getAssets()) {<newline46mondego>                asset.paint(this, g2d);<newline46mondego>            }<newline46mondego>            g2d.dispose();<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public enum Key {<newline46mondego><newline46mondego>        LEFT,<newline46mondego>        RIGHT,<newline46mondego>        UP,<newline46mondego>        DOWN<newline46mondego>    }<newline46mondego><newline46mondego>    public interface GameModel {<newline46mondego><newline46mondego>        public void keyPressed(Key key);<newline46mondego><newline46mondego>        public void keyReleased(Key key);<newline46mondego><newline46mondego>        public boolean isKeyPressed(Key key);<newline46mondego><newline46mondego>        public void addFireball();<newline46mondego><newline46mondego>        public void remove(Asset asset);<newline46mondego><newline46mondego>        public Wizard getWizard();<newline46mondego><newline46mondego>        public Iterable<Asset> getAssets();<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class DefaultModel implements GameModel {<newline46mondego><newline46mondego>        private Set<Key> keys;<newline46mondego>        private Wizard wizard;<newline46mondego><newline46mondego>        private List<Asset> assets;<newline46mondego><newline46mondego>        public DefaultModel() throws IOException {<newline46mondego>            keys = new HashSet<>(25);<newline46mondego>            assets = new ArrayList<>(25);<newline46mondego>            wizard = new Wizard();<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void keyPressed(Key key) {<newline46mondego>            keys.add(key);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void keyReleased(Key key) {<newline46mondego>            keys.remove(key);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public boolean isKeyPressed(Key key) {<newline46mondego>            return keys.contains(key);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Wizard getWizard() {<newline46mondego>            return wizard;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void addFireball() {<newline46mondego>            try {<newline46mondego>                assets.add(new Fireball(getWizard()));<newline46mondego>            } catch (IOException ex) {<newline46mondego>                ex.printStackTrace();<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void remove(Asset asset) {<newline46mondego>            assets.remove(asset);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Iterable<Asset> getAssets() {<newline46mondego>            List<Asset> proxy = new ArrayList<>(assets);<newline46mondego>            proxy.add(wizard);<newline46mondego>            return proxy;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public abstract class AbstractGameAction extends AbstractAction {<newline46mondego><newline46mondego>        private GameModel model;<newline46mondego><newline46mondego>        public AbstractGameAction(GameModel model) {<newline46mondego>            this.model = model;<newline46mondego>        }<newline46mondego><newline46mondego>        public GameModel getModel() {<newline46mondego>            return model;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public abstract class AbstractKeyAction extends AbstractGameAction {<newline46mondego><newline46mondego>        private Key key;<newline46mondego><newline46mondego>        public AbstractKeyAction(GameModel model, Key key) {<newline46mondego>            super(model);<newline46mondego>            this.key = key;<newline46mondego>        }<newline46mondego><newline46mondego>        public Key getKey() {<newline46mondego>            return key;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class KeyPressedAction extends AbstractKeyAction {<newline46mondego><newline46mondego>        public KeyPressedAction(GameModel model, Key key) {<newline46mondego>            super(model, key);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            getModel().keyPressed(getKey());<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class KeyReleasedAction extends AbstractKeyAction {<newline46mondego><newline46mondego>        public KeyReleasedAction(GameModel model, Key key) {<newline46mondego>            super(model, key);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            getModel().keyReleased(getKey());<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class FireBallAction extends AbstractGameAction {<newline46mondego><newline46mondego>        public FireBallAction(GameModel model) {<newline46mondego>            super(model);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            getModel().addFireball();<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public interface Asset {<newline46mondego><newline46mondego>        public void paint(GamePane surface, Graphics2D g2d);<newline46mondego><newline46mondego>        public void update(GamePane surface);<newline46mondego><newline46mondego>        public Rectangle getBounds();<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class Fireball implements Asset {<newline46mondego><newline46mondego>        private final BufferedImage fireball;<newline46mondego>        private final Rectangle bounds;<newline46mondego><newline46mondego>        public Fireball(Wizard wizard) throws IOException {<newline46mondego>            fireball = ImageIO.read(getClass().getResource(<doubleQuotes46>/Fireball.png<doubleQuotes46>));<newline46mondego>            bounds = new Rectangle();<newline46mondego>            bounds.x = wizard.getBounds().x + wizard.getBounds().width;<newline46mondego>            bounds.y = wizard.getBounds().y + (wizard.getBounds().height - fireball.getHeight());<newline46mondego>            bounds.setSize(fireball.getWidth(), fireball.getHeight());<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Rectangle getBounds() {<newline46mondego>            return bounds;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void paint(GamePane surface, Graphics2D g2d) {<newline46mondego><newline46mondego>            Rectangle bounds = getBounds();<newline46mondego>            g2d.drawImage(fireball, bounds.x, bounds.y, surface);<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void update(GamePane surface) {<newline46mondego>            Rectangle bounds = getBounds();<newline46mondego>            bounds.x += 8;<newline46mondego>            if (bounds.x > surface.getWidth()) {<newline46mondego>                surface.getModel().remove(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class Wizard implements Asset {<newline46mondego><newline46mondego>        private final BufferedImage wizard;<newline46mondego>        private final Rectangle bounds;<newline46mondego>        private boolean initialised = false;<newline46mondego><newline46mondego>        public Wizard() throws IOException {<newline46mondego>            wizard = ImageIO.read(getClass().getResource(<doubleQuotes46>/Wizard.png<doubleQuotes46>));<newline46mondego>            bounds = new Rectangle(wizard.getWidth(), wizard.getHeight());<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Rectangle getBounds() {<newline46mondego>            return bounds;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void paint(GamePane surface, Graphics2D g2d) {<newline46mondego><newline46mondego>            Rectangle bounds = getBounds();<newline46mondego>            Point point = bounds.getLocation();<newline46mondego>            if (!initialised) {<newline46mondego>                point = new Point(5, (surface.getHeight() - bounds.height) / 2);<newline46mondego>                bounds.setLocation(point);<newline46mondego>                initialised = true;<newline46mondego>            }<newline46mondego><newline46mondego>            g2d.drawImage(wizard, point.x, point.y, surface);<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void update(GamePane surface) {<newline46mondego>            Rectangle bounds = getBounds();<newline46mondego>            Point point = bounds.getLocation();<newline46mondego>            if (initialised) {<newline46mondego>                GameModel model = surface.getModel();<newline46mondego>                if (model.isKeyPressed(Key.UP)) {<newline46mondego>                    point.y -= 4;<newline46mondego>                } else if (model.isKeyPressed(Key.DOWN)) {<newline46mondego>                    point.y += 4;<newline46mondego>                }<newline46mondego><newline46mondego>                if (point.y < 0) {<newline46mondego>                    point.y = 0;<newline46mondego>                } else if (point.y + bounds.height > surface.getHeight()) {<newline46mondego>                    point.y = surface.getHeight() - bounds.height;<newline46mondego>                }<newline46mondego>                bounds.setLocation(point);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
