"1splitHere46","15840399splitHere46","String ms[] = msgTime.split(<doubleQuotes46>\\.<doubleQuotes46>);"
"9446splitHere46","16039476splitHere46","LocalDate date = new LocalDate(2013, 3, 31);<newline46mondego>int numberOfDays = date.minusMonths(1).dayOfMonth().getMaximumValue();<newline46mondego>System.out.println(date.minusDays(numberOfDays));<newline46mondego>"
"9447splitHere46","16039488splitHere46","u"
"9448splitHere46","16039488splitHere46","(?imu)"
"9449splitHere46","16039513splitHere46","public FileController() {<newline46mondego>    fileName = <doubleQuotes46>student.txt<doubleQuotes46>;<newline46mondego>}<newline46mondego><newline46mondego>public FileController(String fileName) {<newline46mondego>    this.fileName = filename;<newline46mondego>}<newline46mondego>"
"9450splitHere46","16039571splitHere46","StringBuilder csv= new StringBuilder(); // Faster<newline46mondego>  csv.append(<doubleQuotes46>columnheader1;columnheader2\r\n<doubleQuotes46>);<newline46mondego>  csv.append(<doubleQuotes46>cell1;cell2\r\n<doubleQuotes46>);<newline46mondego>  //...<newline46mondego>  return csv.toString().getBytes(<doubleQuotes46>windows-1252<doubleQuotes46>); // Windows Latin-1<newline46mondego>"
"9451splitHere46","16039672splitHere46","// Query for Story to associate with Defect<newline46mondego>String storyFormattedID = <doubleQuotes46>US20142<doubleQuotes46>;<newline46mondego>QueryRequest storyRequest = new QueryRequest(<doubleQuotes46>HierarchicalRequirement<doubleQuotes46>);<newline46mondego>storyRequest.setFetch(new Fetch(<doubleQuotes46>FormattedID<doubleQuotes46>,<doubleQuotes46>Name<doubleQuotes46>,<doubleQuotes46>Changesets<doubleQuotes46>));<newline46mondego>storyRequest.setQueryFilter(new QueryFilter(<doubleQuotes46>FormattedID<doubleQuotes46>, <doubleQuotes46>=<doubleQuotes46>, storyFormattedID));<newline46mondego>QueryResponse storyQueryResponse = restApi.query(storyRequest);<newline46mondego>JsonObject storyJsonObject = storyQueryResponse.getResults().get(0).getAsJsonObject();<newline46mondego>String storyRef = storyJsonObject.get(<doubleQuotes46>_ref<doubleQuotes46>).toString();<newline46mondego><newline46mondego>JsonObject newDefect = new JsonObject();<newline46mondego>newDefect.addProperty(<doubleQuotes46>Name<doubleQuotes46>, <doubleQuotes46>Test Defect<doubleQuotes46>);<newline46mondego>newDefect.addProperty(<doubleQuotes46>Priority<doubleQuotes46>, <doubleQuotes46>High Attention<doubleQuotes46>);<newline46mondego>newDefect.addProperty(<doubleQuotes46>Severity<doubleQuotes46>, <doubleQuotes46>Major Problem<doubleQuotes46>);<newline46mondego>newDefect.addProperty(<doubleQuotes46>Requirement<doubleQuotes46>, storyRef);<newline46mondego><newline46mondego>CreateRequest storyCreateRequest = new CreateRequest(<doubleQuotes46>defect<doubleQuotes46>, newDefect);<newline46mondego>CreateResponse storyCreateResponse = restApi.create(storyCreateRequest);<newline46mondego>"
"9452splitHere46","16039672splitHere46","// Create a new Task and associate to the same Requirement<newline46mondego>JsonObject newTask = new JsonObject();<newline46mondego>newTask.addProperty(<doubleQuotes46>Name<doubleQuotes46>, <doubleQuotes46>Test Task<doubleQuotes46>);<newline46mondego>newTask.addProperty(<doubleQuotes46>State<doubleQuotes46>, <doubleQuotes46>Defined<doubleQuotes46>);<newline46mondego>newDefect.addProperty(<doubleQuotes46>WorkProduct<doubleQuotes46>, storyRef);<newline46mondego><newline46mondego>CreateRequest taskCreateRequest = new CreateRequest(<doubleQuotes46>task<doubleQuotes46>, newTask);<newline46mondego>CreateResponse taskCreateResponse = restApi.create(taskCreateRequest);<newline46mondego>"
"9453splitHere46","16039725splitHere46","ResourceDatabasePopulator populator = new ResourceDatabasePopulator();<newline46mondego>for (String sqlScript: sqlInitializationScripts ) {<newline46mondego>  Resource sqlScriptResource = RESOURCE_LOADER.getResource(sqlScript);<newline46mondego>  populator.addScript(sqlScriptResource);<newline46mondego>}<newline46mondego>DatabasePopulatorUtils.execute(populator, dataSource);<newline46mondego>"
"9454splitHere46","16039782splitHere46","["
"9455splitHere46","16039782splitHere46","("
"9456splitHere46","16039782splitHere46","*"
"9457splitHere46","16039782splitHere46","String[] plain = plainText.split(<doubleQuotes46>[ ,;<>/\\[\\(!\\)\\*=\\]]<doubleQuotes46>);<newline46mondego>"
"9458splitHere46","16039782splitHere46","String[] plain = plainText.split(<doubleQuotes46>[\\s^\\W]+<doubleQuotes46>);<newline46mondego>"
"9459splitHere46","16039793splitHere46","count=0;<newline46mondego><newline46mondego><newline46mondego>void dfs(int i)<newline46mondego>{<newline46mondego><newline46mondego>int k;<newline46mondego>for(k=0;k<n;k++)<newline46mondego>    if(A[i][k]==1 && !visited[k])<newline46mondego>    {<newline46mondego>        count++;<newline46mondego>        visited[k]=1;<newline46mondego>        dfs(k);<newline46mondego>    }<newline46mondego>}<newline46mondego>for(i=0; i < n;i++)<newline46mondego>    {<newline46mondego>        if(!visited[i])<newline46mondego>        {<newline46mondego>            count=1;<newline46mondego>            visited[i]=1;<newline46mondego>            dfs(i);<newline46mondego>                            // map i with count .. here<newline46mondego><newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"9460splitHere46","16039945splitHere46","UPDATE myTable SET myColumn1 = null WHERE myColumn1 NOT IN ('item1', 'item2', 'item3');<newline46mondego>UPDATE myTable SET myColumn2 = null WHERE myColumn2 NOT IN ('item1', 'item2', 'item3');<newline46mondego>"
"9461splitHere46","16040009splitHere46","while((str=din.readLine())!=null)<newline46mondego>    System.out.println(str);<newline46mondego>    writeTextFile(<doubleQuotes46>/home/newlabuser/workspace/CopyFileDemo/src/demo1.txt<doubleQuotes46>,str);<newline46mondego>    din.close();<newline46mondego>"
"9462splitHere46","16040009splitHere46","System.out.println(str)"
"9463splitHere46","16040009splitHere46","null"
"9464splitHere46","16040009splitHere46","null"
"9465splitHere46","16040009splitHere46","BufferedWriter's"
"9466splitHere46","16040009splitHere46","write()"
"9467splitHere46","16040009splitHere46","NullPointerException"
"9468splitHere46","16040009splitHere46","while((str=din.readLine())!=null) {<newline46mondego>        System.out.println(str);<newline46mondego>        writeTextFile(<doubleQuotes46>/home/newlabuser/workspace/CopyFileDemo/src/demo1.txt<doubleQuotes46>,str);<newline46mondego>}<newline46mondego>din.close();<newline46mondego>"
"9469splitHere46","16040174splitHere46","coord(q,d) is a score factor based on how many of the query terms are found in the specified document. Typically, a document that contains more of the query's terms will receive a higher score than another document with fewer query terms. This is a search time factor computed in coord(q,d) by the Similarity in effect at search time. <newline46mondego>"
"9470splitHere46","16040174splitHere46","1) coord return value = Math.sqrt(overlap/maxoverlap)<newline46mondego>   2) coord return value = overlap;<newline46mondego>"
"9471splitHere46","16040330splitHere46","JLabel"
"9472splitHere46","16040330splitHere46","Timer"
"9473splitHere46","16040330splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.net.URL;<newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>class Chomper {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        final Image[] frames = {<newline46mondego>            ImageIO.read(new URL(<doubleQuotes46>http://i.stack.imgur.com/XUmOD.png<doubleQuotes46>)),<newline46mondego>            ImageIO.read(new URL(<doubleQuotes46>http://i.stack.imgur.com/zKyiD.png<doubleQuotes46>)),<newline46mondego>            ImageIO.read(new URL(<doubleQuotes46>http://i.stack.imgur.com/4maMm.png<doubleQuotes46>)),<newline46mondego>            ImageIO.read(new URL(<doubleQuotes46>http://i.stack.imgur.com/wn9V5.png<doubleQuotes46>))<newline46mondego>        };<newline46mondego>        Runnable r = new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                JPanel gui = new JPanel(new BorderLayout());<newline46mondego><newline46mondego>                final JLabel animation = new JLabel(new ImageIcon(frames[0]));<newline46mondego>                gui.add(animation, BorderLayout.CENTER);<newline46mondego><newline46mondego>                ActionListener animate = new ActionListener() {<newline46mondego><newline46mondego>                    private int index = 0;<newline46mondego><newline46mondego>                    @Override<newline46mondego>                    public void actionPerformed(ActionEvent e) {<newline46mondego>                        if (index<frames.length-1) {<newline46mondego>                            index++;<newline46mondego>                        } else {<newline46mondego>                            index = 0;<newline46mondego>                        }<newline46mondego>                        animation.setIcon(new ImageIcon(frames[index]));<newline46mondego>                    }<newline46mondego>                };<newline46mondego>                final Timer timer = new Timer(200,animate);<newline46mondego><newline46mondego>                final JToggleButton b = new JToggleButton(<doubleQuotes46>Start/Stop<doubleQuotes46>);<newline46mondego>                ActionListener startStop = new ActionListener() {<newline46mondego><newline46mondego>                    @Override<newline46mondego>                    public void actionPerformed(ActionEvent e) {<newline46mondego>                        if (b.isSelected()) {<newline46mondego>                            timer.start();<newline46mondego>                        } else {<newline46mondego>                            timer.stop();<newline46mondego>                        }<newline46mondego>                    }<newline46mondego>                };<newline46mondego>                b.addActionListener(startStop);<newline46mondego>                gui.add(b, BorderLayout.PAGE_END);<newline46mondego><newline46mondego>                JOptionPane.showMessageDialog(null, gui);<newline46mondego>            }<newline46mondego>        };<newline46mondego>        // Swing GUIs should be created and updated on the EDT<newline46mondego>        // http://docs.oracle.com/javase/tutorial/uiswing/concurrency/initial.html<newline46mondego>        SwingUtilities.invokeLater(r);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9474splitHere46","16040377splitHere46","public GameView(Context context) {<newline46mondego>    super(context);<newline46mondego>    // TODO<newline46mondego>}<newline46mondego>public GameView(Context context, AttributeSet attrs, int defStyle) {<newline46mondego>    super(context, attrs, defStyle);<newline46mondego>    // TODO<newline46mondego>}<newline46mondego><newline46mondego>public GameView(Context context, AttributeSet attrs) {<newline46mondego>    super(context, attrs);<newline46mondego>    //PUT YOUR CODE IN HERE<newline46mondego>}<newline46mondego>"
"9475splitHere46","16040498splitHere46","sleep"
"9476splitHere46","16040498splitHere46","Runnable"
"9477splitHere46","16040498splitHere46","Runnable"
"9478splitHere46","16040498splitHere46","while(true)<newline46mondego>{<newline46mondego>    getDisplay().asyncExec(new Runnable() {<newline46mondego>        lblNewLabel_1.setText(Calendar.getInstance().getTime().toString());<newline46mondego>    });<newline46mondego><newline46mondego>    Thread.sleep(1000);<newline46mondego>}<newline46mondego>"
"9479splitHere46","16040699splitHere46","nextInt"
"9480splitHere46","16040699splitHere46","nextLine"
"9481splitHere46","16040699splitHere46","numberRegisters = readInput.nextInt();<newline46mondego>readInput.nextLine();<newline46mondego>while (!(line = readInput.nextLine()).isEmpty()) {<newline46mondego>    System.out.println(line + <doubleQuotes46><<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"9482splitHere46","16040699splitHere46","nextLine"
"9483splitHere46","16040699splitHere46","nextInt"
"9484splitHere46","16040699splitHere46","nextDouble"
"9485splitHere46","16040699splitHere46","next"
"9486splitHere46","16040699splitHere46","numberRegisters = Integer.parseInt(readInput.nextLine());<newline46mondego><newline46mondego>while (!(line = readInput.nextLine()).isEmpty()) {<newline46mondego>    System.out.println(line + <doubleQuotes46><<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"9487splitHere46","16040849splitHere46","/**<newline46mondego> * Set the maximum bytes to read from the (uncompressed) connection into the body, before the connection is closed,<newline46mondego> * and the input truncated. The default maximum is 1MB. A max size of zero is treated as an infinite amount (bounded<newline46mondego> * only by your patience and the memory available on your machine).<newline46mondego> * @param bytes number of bytes to read from the input before truncating<newline46mondego> * @return this Connection, for chaining<newline46mondego> */<newline46mondego>public Connection maxBodySize(int bytes);<newline46mondego>"
