"1splitHere46","2912173splitHere46","SimpleDateFormat formatter = new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy 'at' hh:mma<doubleQuotes46>);<newline46mondego>"
"4453splitHere46","3034655splitHere46","p.setTrimSpace(currentLineArray[index].equals(<doubleQuotes46>yes<doubleQuotes46>));<newline46mondego>"
"4454splitHere46","3034717splitHere46","MatrixCursor"
"4455splitHere46","3034717splitHere46","AbstractCursor#fillWindow"
"4456splitHere46","3034717splitHere46","CursorWindow"
"4457splitHere46","3034717splitHere46","Object#toString"
"4458splitHere46","3034717splitHere46","toString"
"4459splitHere46","3034717splitHere46","CursorWindow"
"4460splitHere46","3034742splitHere46","public int getZoomController()<newline46mondego>{<newline46mondego>    return zoomController;<newline46mondego>}<newline46mondego>"
"4461splitHere46","3034742splitHere46","((Zoom) arg0).getZoomController();<newline46mondego>"
"4462splitHere46","3034762splitHere46","replaceAll(<doubleQuotes46>\\s<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>)"
"4463splitHere46","3034762splitHere46","replaceAll(<doubleQuotes46>\\s+<doubleQuotes46>,<doubleQuotes46>\\s<doubleQuotes46>)"
"4464splitHere46","3034864splitHere46","line_tmp"
"4465splitHere46","3034864splitHere46","line_count"
"4466splitHere46","3034864splitHere46","line_temp"
"4467splitHere46","3034864splitHere46","// I use <b>java.util.ArrayList</b> because using its add(..) method is convenient here.<newline46mondego>// The proper forumula for anticipated number of nodes is: base&times;(base+1)&divide;2<newline46mondego>final List<Field> fields = new ArrayList<Field>(BASE*(BASE+1)/2);<newline46mondego>// I use a <b>java.awt.Point</b> to store the (x,y) value of the first node of the row.<newline46mondego>// This clarifies the meaning, rather than using ints or long inline expressions.<newline46mondego>final Point rowStart = new Point(PANEL_WIDTH/2, DIAMETER);<newline46mondego><newline46mondego>// The number of rows equals the number of nodes on the final row.<newline46mondego>for (int row = 1; row <= BASE; row++) {<newline46mondego>    // The <i>n</i>th row has <i>n</i> nodes.<newline46mondego>    for (int circle = 0; circle < row; circle++) {<newline46mondego>        // Each row starts at rowStart and each subsequent circle is offset to <newline46mondego>        // the right by two times the circle diameter.<newline46mondego>        fields.add(new Field(0, rowStart.x + circle*DIAMETER*2, rowStart.y));<newline46mondego>    }<newline46mondego>    // Each subsequent row starts a little down and to the left of the previous.<newline46mondego>    rowStart.x -= DIAMETER;<newline46mondego>    rowStart.y += DIAMETER;<newline46mondego>}"
"4468splitHere46","3034868splitHere46","pm.addPopupMenuListener(new PopupMenuListener() {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void popupMenuCanceled(PopupMenuEvent e) {<newline46mondego>        System.out.println(<doubleQuotes46>cancelled<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void popupMenuWillBecomeInvisible(PopupMenuEvent e) {<newline46mondego>        System.out.println(<doubleQuotes46>vanishing<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void popupMenuWillBecomeVisible(PopupMenuEvent e) {<newline46mondego>        System.out.println(<doubleQuotes46>appearing<doubleQuotes46>);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"4469splitHere46","3034868splitHere46","setVisible"
"4470splitHere46","3034868splitHere46","public void setVisible(boolean b) {<newline46mondego>        // Not supported for MenuComponents<newline46mondego>    }<newline46mondego>"
"4471splitHere46","3034900splitHere46","pepe=> \d tl_2009_06075_areawater<newline46mondego>   Table <doubleQuotes46>public.tl_2009_06075_areawater<doubleQuotes46><newline46mondego>  Column  |          Type          |<newline46mondego>----------+------------------------<newline46mondego> gid      | integer                |<newline46mondego> ansicode | character varying(8)   |<newline46mondego> hydroid  | character varying(22)  |<newline46mondego> fullname | character varying(100) |<newline46mondego> the_geom | geometry               |<newline46mondego>Indexes:<newline46mondego>    <doubleQuotes46>tl_2009_06075_areawater_pkey<doubleQuotes46> PRIMARY KEY, btree (gid)<newline46mondego>Check constraints:<newline46mondego>    <doubleQuotes46>enforce_srid_the_geom<doubleQuotes46> CHECK (st_srid(the_geom) = 4269)<newline46mondego>"
"4472splitHere46","3034900splitHere46","pepe=> select fullname from tl_2009_06075_areawater <newline46mondego>where the_geom &&<newline46mondego>ST_GeomFromText('POINT(-122.492983 37.717753)', 4269);<newline46mondego><newline46mondego>   fullname    <newline46mondego>---------------<newline46mondego> Lk Merced<newline46mondego><newline46mondego> Pacific Ocean<newline46mondego>"
"4473splitHere46","3035685splitHere46","-Xprof"
"4474splitHere46","3035685splitHere46","-Xprof"
"4475splitHere46","3035701splitHere46","URL feedUrl = new URL(<doubleQuotes46>http://www.google.com/calendar/feeds/default/private/full<doubleQuotes46>);<newline46mondego><newline46mondego>CalendarQuery myQuery = new CalendarQuery(feedUrl);<newline46mondego>myQuery.setMinimumStartTime(DateTime.parseDateTime(<doubleQuotes46>2006-03-16T00:00:00<doubleQuotes46>));<newline46mondego>myQuery.setMaximumStartTime(DateTime.parseDateTime(<doubleQuotes46>2006-03-24T23:59:59<doubleQuotes46>));<newline46mondego><newline46mondego>CalendarService myService = new CalendarService(<doubleQuotes46>exampleCo-exampleApp-1<doubleQuotes46>);<newline46mondego>myService.setUserCredentials(<doubleQuotes46>jo@gmail.com<doubleQuotes46>, <doubleQuotes46>mypassword<doubleQuotes46>);<newline46mondego><newline46mondego>// Send the request and receive the response:<newline46mondego>CalendarEventFeed resultFeed = myService.query(myQuery, Feed.class);<newline46mondego>"
"4476splitHere46","3035701splitHere46","def myQuery = new CalendarQuery(<doubleQuotes46>http://www.google.com/calendar/feeds/default/private/full<doubleQuotes46>.toURL()).with {<newline46mondego>  minimumStartTime = DateTime.parseDateTime(<doubleQuotes46>2006-03-16T00:00:00<doubleQuotes46>);<newline46mondego>  maximumStartTime = DateTime.parseDateTime(<doubleQuotes46>2006-03-24T23:59:59<doubleQuotes46>);<newline46mondego>  it<newline46mondego>}<newline46mondego><newline46mondego>def myService = new CalendarService(<doubleQuotes46>exampleCo-exampleApp-1<doubleQuotes46>);<newline46mondego>myService.setUserCredentials(<doubleQuotes46>jo@gmail.com<doubleQuotes46>, <doubleQuotes46>mypassword<doubleQuotes46>);<newline46mondego><newline46mondego>// Send the request and receive the response:<newline46mondego>def resultFeed = myService.query(myQuery, Feed);<newline46mondego>"
"4477splitHere46","3035707splitHere46","Runnable"
"4478splitHere46","3035707splitHere46","Runnable"
"4479splitHere46","3035707splitHere46","Thread vs. Runnable"
"4480splitHere46","3035893splitHere46","JFrame frame = new JFrame();<newline46mondego>frame.setLayout(new BorderLayout());<newline46mondego>frame.setSize(200, 200);<newline46mondego><newline46mondego>// create the status bar panel and shove it down the bottom of the frame<newline46mondego>JPanel statusPanel = new JPanel();<newline46mondego>statusPanel.setBorder(new BevelBorder(BevelBorder.LOWERED));<newline46mondego>frame.add(statusPanel, BorderLayout.SOUTH);<newline46mondego>statusPanel.setPreferredSize(new Dimension(frame.getWidth(), 16));<newline46mondego>statusPanel.setLayout(new BoxLayout(statusPanel, BoxLayout.X_AXIS));<newline46mondego>JLabel statusLabel = new JLabel(<doubleQuotes46>status<doubleQuotes46>);<newline46mondego>statusLabel.setHorizontalAlignment(SwingConstants.LEFT);<newline46mondego>statusPanel.add(statusLabel);<newline46mondego><newline46mondego>frame.setVisible(true);<newline46mondego>"
"4481splitHere46","3036047splitHere46","assertTrue(true);"
"4482splitHere46","3036047splitHere46","XFRCompiler.main(args);"
"4483splitHere46","3036047splitHere46","fail()"
"4484splitHere46","3036047splitHere46","XFRCompiler.main(new String[]{<doubleQuotes46><doubleQuotes46>,<doubleQuotes46><doubleQuotes46>});"
"4485splitHere46","3036149splitHere46","2010"
"4486splitHere46","3036149splitHere46","2009"
"4487splitHere46","3036149splitHere46","y=19xx"
"4488splitHere46","3036149splitHere46","18xx"
"4489splitHere46","3036149splitHere46","y % 100"
"4490splitHere46","3036149splitHere46","y / 100"
"4491splitHere46","3036149splitHere46","y=1234"
"4492splitHere46","3036149splitHere46","y / 100 = 12"
"4493splitHere46","3036149splitHere46","y % 100 = 34"
"4494splitHere46","3036149splitHere46","/"
"4495splitHere46","3036149splitHere46","%"
"4496splitHere46","3036149splitHere46","y % 100 == 0"
"4497splitHere46","3036149splitHere46","1800"
"4498splitHere46","3036149splitHere46","eighteen hundred"
"4499splitHere46","3036149splitHere46","1907"
"4500splitHere46","3036149splitHere46","nineteen o seven"
"4501splitHere46","3036223splitHere46","int row = resultsTable.getSelectedRow();<newline46mondego>if (row != -1) {<newline46mondego>   row = table.convertRowIndexToModel(row);<newline46mondego>   String value = (String) myModel.getValueAt(, columnIndex)<newline46mondego>"
"4502splitHere46","3036268splitHere46","<"
"4503splitHere46","3036424splitHere46","public class Glue<T extends Serializable & Comparable<T>> {<newline46mondego><newline46mondego>  private List<Type<T>> types;<newline46mondego><newline46mondego>  private Glue() { types = new ArrayList<Type<T>>(); }<newline46mondego>  private static class Type<T> {<newline46mondego>      private T value;<newline46mondego>      /* some other properties, omitted for simplicity */<newline46mondego>      public Type(T value) { this.value = value; }<newline46mondego>  }<newline46mondego><newline46mondego>  public static <V extends Serializable & Comparable<V>> Glue<V> glueFactory(<newline46mondego>      String name, V first, V second) {<newline46mondego>      Glue<V> g = new Glue<V>();<newline46mondego>      Type<V> firstType = new Glue.Type<V>(first);<newline46mondego>      Type<V> secondType = new Glue.Type<V>(second);<newline46mondego><newline46mondego>      g.types.add(firstType);<newline46mondego>      g.types.add(secondType);<newline46mondego>      /* omitted complex stuff */<newline46mondego>      return g;<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>public class Horse implements Serializable, Comparable<Horse> {<newline46mondego>  private static final long serialVersionUID = 1156763996034008367L;<newline46mondego><newline46mondego>  @Override<newline46mondego>  public int compareTo(Horse o) {<newline46mondego>     return 0;<newline46mondego>  }      <newline46mondego>}<newline46mondego><newline46mondego>public class Cat  { }<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego>  Glue<Horse> gh = Glue.glueFactory(<doubleQuotes46>2HP<doubleQuotes46>, new Horse(), new Horse());<newline46mondego>  Glue<Cat> gc = Glue.glueFactory(<doubleQuotes46>2C<doubleQuotes46>, new Cat(), new Cat()); // <--- Does not compile, as requested!!<newline46mondego>}<newline46mondego>"
"4504splitHere46","3036424splitHere46","T"
"4505splitHere46","3036424splitHere46","glueFactory()"
"4506splitHere46","3036424splitHere46","V"
"4507splitHere46","3036424splitHere46","implements Serializable & Comparable ..."
"4508splitHere46","3036424splitHere46","V"
"4509splitHere46","3036424splitHere46","T"
"4510splitHere46","3036424splitHere46","Glue.glueFactory(<doubleQuotes46>2HP<doubleQuotes46>, new Horse(), new Horse());"
"4511splitHere46","3036424splitHere46","Glue.glueFactory(<doubleQuotes46>2C<doubleQuotes46>, new Cat(), new Cat());"
"4512splitHere46","3036631splitHere46","ConcurrentHashMap<Tile, Thread>"
"4513splitHere46","3036631splitHere46","Tile"
"4514splitHere46","3036631splitHere46","Collections.newSetFromMap(new ConcurrentHashMap<Tile,Thread>())<newline46mondego>"
"4515splitHere46","3036631splitHere46","Tile"
"4516splitHere46","3036631splitHere46","Thread"
"4517splitHere46","3036631splitHere46","set.contains(tile)"
"4518splitHere46","3036797splitHere46","Class.newInstance"
"4519splitHere46","3036797splitHere46","Object foo(Class type)<newline46mondego>throws InstantiationException, IllegalAccessException {<newline46mondego>    return type.newInstance();<newline46mondego>}<newline46mondego>"
"4520splitHere46","3036797splitHere46","Class.getConstructor"
"4521splitHere46","3036797splitHere46","Class.getConstructors"
"4522splitHere46","3036797splitHere46","java.lang.reflect"
"4523splitHere46","3036862splitHere46","getResourceAsStream()"
"4524splitHere46","3036862splitHere46","Class"
"4525splitHere46","3036862splitHere46","WordReader"
"4526splitHere46","3036862splitHere46","com.example"
"4527splitHere46","3036862splitHere46","files/words.txt"
"4528splitHere46","3036862splitHere46","package com.example;<newline46mondego><newline46mondego>public class WordReader {<newline46mondego><newline46mondego>   public void readWords() {<newline46mondego>     InputStream is = getClass().getResourceAsStream(<doubleQuotes46>files/words.txt<doubleQuotes46>);<newline46mondego>     StringBuilder sb = new StringBuilder();<newline46mondego>     for(Scanner sc = new Scanner(is); sc.hasNext(); )  <newline46mondego>         sb.append(sc.nextLine()).append('\n');<newline46mondego><newline46mondego>     String content = sb.toString();<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4529splitHere46","3036897splitHere46","String dateStr = <doubleQuotes46>2009218<doubleQuotes46>;<newline46mondego>MutableDateTime mdt = new MutableDateTime();<newline46mondego>mdt.setYear(Integer.parseInt(dateStr.subString(0,3)));<newline46mondego>mdt.setDayOfYear(Integer.parseInt(dateStr.subString(4)));<newline46mondego>Date parsedDate  = mdt.toDate();<newline46mondego>"
