"1splitHere46","2439788splitHere46","public int foo() {...}<newline46mondego>public float foo() {..}<newline46mondego><newline46mondego>...<newline46mondego>foo(); // which one?<newline46mondego>"
"4436splitHere46","2575368splitHere46","@PersistenceCapable(identityType = IdentityType.APPLICATION)  <newline46mondego>public class SomeDomainClass implements Serializable {  <newline46mondego>  @PrimaryKey  <newline46mondego>  @Persistent(valueStrategy = IdGeneratorStrategy.IDENTITY)  <newline46mondego>  @Extension(vendorName = <doubleQuotes46>datanucleus<doubleQuotes46>, key = <doubleQuotes46>gae.encoded-pk<doubleQuotes46>, value = <doubleQuotes46>true<doubleQuotes46>)  <newline46mondego>  String id;<newline46mondego>}<newline46mondego>"
"4437splitHere46","2575427splitHere46","List<Dog>"
"4438splitHere46","2575427splitHere46","List<? extends Animal>"
"4439splitHere46","2575427splitHere46","List<Animal>"
"4440splitHere46","2575427splitHere46","List<Dog>"
"4441splitHere46","2575427splitHere46","List<Animal>"
"4442splitHere46","2575427splitHere46","void mySub(List<Animal> myList) {<newline46mondego>    myList.add(new Cat());<newline46mondego>}<newline46mondego>"
"4443splitHere46","2575427splitHere46","List<Dog>"
"4444splitHere46","2575427splitHere46","List<? extends Animal>"
"4445splitHere46","2575427splitHere46","void mySub(List<? extends Animal> myList) {<newline46mondego>    myList.add(new Cat());     // compile error here<newline46mondego>    Animal a = myList.get(0);  // works fine <newline46mondego>}<newline46mondego>"
"4446splitHere46","2575427splitHere46","List<Dog>"
"4447splitHere46","2575427splitHere46","super"
"4448splitHere46","2575427splitHere46","extends"
"4449splitHere46","2575427splitHere46","List<LifeForm>"
"4450splitHere46","2575427splitHere46","void mySub(List<? super Animal> myList) {<newline46mondego>    myList.add(new Cat());     // works fine<newline46mondego>    Animal a = myList.get(0);  // compile error here, since the list entry could be a Plant<newline46mondego>}<newline46mondego>"
"4451splitHere46","2575454splitHere46","List"
"4452splitHere46","2575454splitHere46","ArrayList"
"4453splitHere46","2575454splitHere46","LinkedList"
"4454splitHere46","2575454splitHere46","List"
"4455splitHere46","2575454splitHere46","Comparable"
"4456splitHere46","2575454splitHere46","String"
"4457splitHere46","2575454splitHere46","Comparable"
"4458splitHere46","2575487splitHere46","add(new Glabel(currentDate, 100, 100);<newline46mondego>"
"4459splitHere46","2575487splitHere46","add(new Glabel(Integer.toString(currentDate), 100, 100);<newline46mondego>"
"4460splitHere46","2575487splitHere46","toString()"
"4461splitHere46","2575487splitHere46","add(new Glabel(<doubleQuotes46><doubleQuotes46> + currentDate, 100, 100);<newline46mondego>"
"4462splitHere46","2575783splitHere46","<a>&#49;&#50;&#51;</a>"
"4463splitHere46","2575783splitHere46","<a>123</a>"
"4464splitHere46","2575783splitHere46","private StringBuffer curCharValue = new StringBuffer(1024);<newline46mondego><newline46mondego>@Override<newline46mondego>public void startElement (String uri, String localName,<newline46mondego>              String qName, Attributes attributes) throws SAXException {<newline46mondego>    if(qName.equals(<doubleQuotes46>author<doubleQuotes46>)){<newline46mondego>        curCharValue.clear();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public void characters (char ch[], int start, int length) throws SAXException<newline46mondego>{<newline46mondego>     //already synchronized<newline46mondego>    curCharValue.append(char, start, length);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public void endElement (String uri, String localName, String qName)<newline46mondego>throws SAXException<newline46mondego>{<newline46mondego>    if(qName.equals(<doubleQuotes46>author<doubleQuotes46>)){<newline46mondego>        String author = curCharValue.toString();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4465splitHere46","2575783splitHere46","StringBuffer"
"4466splitHere46","2575783splitHere46","new Integer( curCharValue.toString() )"
"4467splitHere46","2575783splitHere46","String"
"4468splitHere46","2575783splitHere46","Integer"
"4469splitHere46","2575783splitHere46","int"
"4470splitHere46","2576044splitHere46","float[] values = {0.1f, 0.2f, 0.3f};<newline46mondego>"
"4471splitHere46","2576044splitHere46","float[] values = new float[3];<newline46mondego>values = new float[] {0.1f, 0.2f, 0.3f};<newline46mondego>"
"4472splitHere46","2576072splitHere46","DocumentBuilder.parse(String)"
"4473splitHere46","2576072splitHere46","parse"
"4474splitHere46","2576072splitHere46","parse(File)"
"4475splitHere46","2576072splitHere46","parse(InputStream)"
"4476splitHere46","2576072splitHere46","File"
"4477splitHere46","2576072splitHere46","parse"
"4478splitHere46","2576072splitHere46","File.exists()"
"4479splitHere46","2576072splitHere46","DocumentBuilder"
"4480splitHere46","2576072splitHere46","new File(<doubleQuotes46>resources/majors_xml_db.xml<doubleQuotes46>)"
"4481splitHere46","2576092splitHere46","Read in the pieces<newline46mondego> Annotate each piece with its number of pegs and holes<newline46mondego> Generate all possible base layers (10 over 5 = 252, selecting 5 from the set), <newline46mondego>   so that sum(above, pegs) == sum(below, holes) and sum(below, pegs) == sum(above, holes)<newline46mondego>   For each base layer, (5! = 120 of them, permuting the 'below' pieces)<newline46mondego>      compute 'rotated pieces' for the base layer<newline46mondego>      if one-to-one match between top layer and rotated base-layer pieces, <newline46mondego>          report successful solution<newline46mondego>"
"4482splitHere46","2576095splitHere46","new"
"4483splitHere46","2576095splitHere46","Session"
"4484splitHere46","2576095splitHere46","Person person = new Person();<newline46mondego>person.setName(<doubleQuotes46>Foobar<doubleQuotes46>);<newline46mondego>// person is in a transient state<newline46mondego>"
"4485splitHere46","2576095splitHere46","Session"
"4486splitHere46","2576095splitHere46","Session"
"4487splitHere46","2576095splitHere46","Long id = (Long) session.save(person);<newline46mondego>// person is now in a persistent state<newline46mondego>"
"4488splitHere46","2576095splitHere46","close"
"4489splitHere46","2576095splitHere46","Session"
"4490splitHere46","2576095splitHere46","Session"
"4491splitHere46","2576095splitHere46","Session"
"4492splitHere46","2576450splitHere46","* A successful lock operation has the same memory synchronization effects as a successful Lock action.<newline46mondego>* A successful unlock operation has the same memory synchronization effects as a successful Unlock action.<newline46mondego>"
"4493splitHere46","2576730splitHere46","someString.split(<doubleQuotes46>\\.<doubleQuotes46>);<newline46mondego>"
"4494splitHere46","2576730splitHere46","someString"
"4495splitHere46","2576730splitHere46","java.lang.String"
"4496splitHere46","2576730splitHere46","java.lang"
"4497splitHere46","2576730splitHere46","String"
"4498splitHere46","2576730splitHere46","split()"
"4499splitHere46","2576730splitHere46","String#split()"
"4500splitHere46","2576730splitHere46","Pattern"
"4501splitHere46","2576765splitHere46","Which method stubs would you like to create?<newline46mondego>"
"4502splitHere46","2576765splitHere46","public static void main(String[] args)<newline46mondego>"
"4503splitHere46","2576765splitHere46","Interface"
"4504splitHere46","2576765splitHere46","Class"
"4505splitHere46","2576798splitHere46","HttpServlet SOS = new cn.SOS();<newline46mondego>SOS.init(servletConfig);<newline46mondego>SOS.init();<newline46mondego>"
"4506splitHere46","2576854splitHere46","import java.util.*; <newline46mondego>public class BitSetIterator implements Iterator<Boolean> { <newline46mondego>    private final BitSet bitset; <newline46mondego>    private int index;<newline46mondego><newline46mondego>    public BitSetIterator(BitSet bitset) { <newline46mondego>        this.bitset = bitset; <newline46mondego>    }<newline46mondego><newline46mondego>    public boolean hasNext() {   <newline46mondego>        return index < bitset.length(); <newline46mondego>    } <newline46mondego><newline46mondego>    public Boolean next() { <newline46mondego>        if (index >= bitset.length()) { <newline46mondego>            throw new NoSuchElementException(); <newline46mondego>        } <newline46mondego>        boolean b = bitset.get(index++); <newline46mondego>        return new Boolean(b); <newline46mondego>    } <newline46mondego><newline46mondego>    public void remove() { <newline46mondego>        throw new UnsupportedOperationException(); <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4507splitHere46","2576928splitHere46","JWebPane"
"4508splitHere46","2576992splitHere46","ServletContext#log()"
"4509splitHere46","2576992splitHere46","getServletContext()"
"4510splitHere46","2577575splitHere46","<mvc:annotation-driven />"
"4511splitHere46","2577575splitHere46","DefaultAnnotationHandlerMapping"
"4512splitHere46","2577575splitHere46","<mvc:annotation-driven />"
"4513splitHere46","2577575splitHere46","DefaultAnnotationHandlerMapping"
"4514splitHere46","2577575splitHere46","DefaultAnnotationHandlerMapping"
"4515splitHere46","2577575splitHere46","<mvc:annotation-driven />"
"4516splitHere46","2577666splitHere46","FTPFileEntryParser"
"4517splitHere46","2577666splitHere46","FTPClientConfig conf = new FTPClientConfig(FTPClientConfig.SYST_UNIX);<newline46mondego><newline46mondego>FTPClient client = FTPClient();<newline46mondego>client.configure(conf);<newline46mondego>"
"4518splitHere46","2577666splitHere46","ftp.belnet.be"
"4519splitHere46","2577737splitHere46","final Predicate<Car> expensiveCar = new Predicate<Car>() {<newline46mondego>   public boolean apply(Car car) {<newline46mondego>      return car.price > 50000;<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>List<Car> cars = Lists.newArrayList();<newline46mondego>cars.add(new Car(<doubleQuotes46>Ford Taurus<doubleQuotes46>, 20000));<newline46mondego>cars.add(new Car(<doubleQuotes46>Tesla<doubleQuotes46>, 90000));<newline46mondego>cars.add(new Car(<doubleQuotes46>Toyota Camry<doubleQuotes46>, 25000));<newline46mondego>cars.add(new Car(<doubleQuotes46>McClaren F1<doubleQuotes46>, 600000));<newline46mondego><newline46mondego>final List<Car> premiumCars =<newline46mondego>   Lists.immutableList(Iterables.filter(cars, expensiveCar));<newline46mondego>"
"4520splitHere46","2577761splitHere46",".thrift"
"4521splitHere46","2577761splitHere46","i32 add(1:i32 num1, 2:i32 num2)<newline46mondego>"
"4522splitHere46","2577761splitHere46",".thrift"
"4523splitHere46","2577823splitHere46","run()"
"4524splitHere46","2577823splitHere46","Thread.currentThread().getName()<newline46mondego>"
"4525splitHere46","2577960splitHere46","Transaction tx = null;<newline46mondego>try {<newline46mondego>    tx = session.beginTransaction()<newline46mondego>    Profesor p2 = (Profesor) session.merge(p);<newline46mondego>    session.saveOrUpdate(p2);<newline46mondego>    tx.commit();<newline46mondego>} catch(Exception e) {<newline46mondego>    tx.rollback();<newline46mondego>}<newline46mondego>"
"4526splitHere46","2578337splitHere46","private static String allLetters(String charsetName)<newline46mondego>{<newline46mondego>    CharsetEncoder ce = Charset.forName(charsetName).newEncoder();<newline46mondego>    StringBuilder result = new StringBuilder();<newline46mondego>    for(char c=0; c<Character.MAX_VALUE; c++)<newline46mondego>    {<newline46mondego>        if(ce.canEncode(c) && Character.isLetter(c))<newline46mondego>        {<newline46mondego>            result.append(c);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return result.toString();<newline46mondego>}<newline46mondego>"
"4527splitHere46","2578337splitHere46","Charset.defaultCharset()"
"4528splitHere46","2578385splitHere46","String[] args"
