"1splitHere46","12709445splitHere46","Path file = ...<newline46mondego>BasicFileAttributes attrs = Files.readAttributes(file, BasicFileAttributes.class);<newline46mondego>FileTime time = attrs.lastModifiedTime();<newline46mondego>"
"3885splitHere46","12801237splitHere46","DateTime dateTimeDOB = ...<newline46mondego><newline46mondego>    int day = dateTimeDOB.getDay();<newline46mondego>    int month = dateTimeDOB.getMonth() + 1;<newline46mondego>    int year = dateTimeDOB.getYear();<newline46mondego><newline46mondego>    String strDate = (day < 10) ? <doubleQuotes46>0<doubleQuotes46> + day + <doubleQuotes46>/<doubleQuotes46> : day + <doubleQuotes46>/<doubleQuotes46>;<newline46mondego>    strDate += (month < 10) ? <doubleQuotes46>0<doubleQuotes46> + month + <doubleQuotes46>/<doubleQuotes46> : month + <doubleQuotes46>/<doubleQuotes46>;<newline46mondego>    strDate += year;<newline46mondego>"
"3886splitHere46","12801290splitHere46","Enumeration<URL> enumer = Thread.currentThread().getContextClassLoader().getResources(<doubleQuotes46>/Path/To/xyz.properties<doubleQuotes46>);<newline46mondego>while (enumer.hasMoreElements()) {<newline46mondego>    System.out.print(enumer.nextElement());<newline46mondego>}<newline46mondego>"
"3887splitHere46","12801331splitHere46","java -cp JarFile.jar package.ClassName"
"3888splitHere46","12801331splitHere46","java -jar pJarFile.jar"
"3889splitHere46","12801356splitHere46","StoredConfig config = git.getRepository().getConfig();<newline46mondego>config.setString(<doubleQuotes46>remote<doubleQuotes46>, <doubleQuotes46>origin<doubleQuotes46>, <doubleQuotes46>url<doubleQuotes46>, <doubleQuotes46>http://github.com/user/repo<doubleQuotes46>);<newline46mondego>config.save();<newline46mondego>"
"3890splitHere46","12801373splitHere46","if (activeImage != null) {<newline46mondego>    activeImage.NewPosition(activePosition);<newline46mondego>}<newline46mondego>"
"3891splitHere46","12801373splitHere46","NewPosition"
"3892splitHere46","12801373splitHere46","WordParts"
"3893splitHere46","12801373splitHere46","WordParts"
"3894splitHere46","12801373splitHere46","Point"
"3895splitHere46","12801373splitHere46","Point"
"3896splitHere46","12801373splitHere46","activePosition.x = (int) event.getX();<newline46mondego>activePosition.y = (int) event.getY();<newline46mondego>"
"3897splitHere46","12801373splitHere46","WordParts"
"3898splitHere46","12801393splitHere46","7z.sfx"
"3899splitHere46","12801393splitHere46","7zSD.sfx"
"3900splitHere46","12801393splitHere46","MSVCRT.dll"
"3901splitHere46","12801501splitHere46","SimpleDateFormat"
"3902splitHere46","12801501splitHere46","SimpleDateFormat"
"3903splitHere46","12801501splitHere46","TimeUnit"
"3904splitHere46","12801501splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>        long millis = 900000;<newline46mondego><newline46mondego>        String s = String.format(<doubleQuotes46>%d min, %d sec<doubleQuotes46>,<newline46mondego>                TimeUnit.MILLISECONDS.toMinutes(millis),<newline46mondego>                TimeUnit.MILLISECONDS.toSeconds(millis)<newline46mondego>                - TimeUnit.MINUTES.toSeconds(TimeUnit.MILLISECONDS.toMinutes(millis)));<newline46mondego><newline46mondego>        System.out.println(s);<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego>"
"3905splitHere46","12801501splitHere46","15 min, 0 sec"
"3906splitHere46","12801516splitHere46","int[][] values = new int[rows][];<newline46mondego>for(int i = 0; i < values.length; i++)<newline46mondego>{<newline46mondego>    values[i] = new int[i+1];<newline46mondego><newline46mondego>    for(int j = 0; j < values[i].length; j++)<newline46mondego>    {<newline46mondego>        values[i][j] = kb.nextInt();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3907splitHere46","12801516splitHere46","for"
"3908splitHere46","12801613splitHere46","LinearLayout ll = (LinearLayout)findViewById(R.id.LinearLayout);<newline46mondego>ll.post(new Runnable(){<newline46mondego>    public void run() {<newline46mondego>        //get dimensions in here.   <newline46mondego>    }<newline46mondego>});<newline46mondego>"
"3909splitHere46","12801614splitHere46","final"
"3910splitHere46","12801696splitHere46","Unluckily, the library hasn't seen an update for over a year, and it's not in any Maven repo - so for me it's not a really reliable one"
"3911splitHere46","12801817splitHere46","java.util.concurrent"
"3912splitHere46","12801817splitHere46","BlockingQueue<E>"
"3913splitHere46","12801833splitHere46","Catch(HibernateException he){<newline46mondego>   SQLException sqe = he.getSQLEception();<newline46mondego>   String sqlState = sqe.getSQLState();<newline46mondego>   if(sqlState.equals(<doubleQuotes46>23000<doubleQuotes46>){<newline46mondego>       // Handle your exception<newline46mondego>   } <newline46mondego>}<newline46mondego>"
"3914splitHere46","12801941splitHere46","String str = <doubleQuotes46>AbCdEf<doubleQuotes46>;<newline46mondego>char[] arr = str.toCharArray();<newline46mondego><newline46mondego>for(int i = 0; i < arr.length; i++) System.out.print(arr[i]);<newline46mondego>System.out.println();<newline46mondego><newline46mondego>Arrays.sort(arr); // sorted in ascending order<newline46mondego><newline46mondego>// print them backwards i.e. descending order.<newline46mondego>for(int i = arr.length - 1; i >= 0; i--) System.out.print(arr[i]);<newline46mondego>System.out.println();<newline46mondego>"
"3915splitHere46","12801941splitHere46","AbCdEf<newline46mondego>fdbECA<newline46mondego>"
"3916splitHere46","12801960splitHere46","public static final float FLOAT_1  =  1;<newline46mondego> public static final float FLOAT_20 = 20;<newline46mondego><newline46mondego> public final void testAddPrice_priceIsGreaterThanZero() {<newline46mondego>   expectedList.add((float) FLOAT_1);<newline46mondego>   expectedList.add((float) FLOAT_20);<newline46mondego>   List<Float> expectedList = new ArrayList<Float>();<newline46mondego>   expectedList.add((float) FLOAT_1);<newline46mondego>   expectedList.add((float) FLOAT_20);<newline46mondego>   //...<newline46mondego> }<newline46mondego>"
"3917splitHere46","12801960splitHere46","#getPriceList()"
"3918splitHere46","12801960splitHere46","getPriceList().toString()"
"3919splitHere46","12801960splitHere46","setUp()"
"3920splitHere46","12801961splitHere46","if (packet.getError() != null) <newline46mondego>{<newline46mondego>    Exception e = new XMPPException(packet.getError())<newline46mondego>    System.out.println(e);<newline46mondego>}<newline46mondego>"
"3921splitHere46","12801976splitHere46","getattr"
"3922splitHere46","12801976splitHere46",">>> getattr(Mapping, s)<newline46mondego>1<newline46mondego>"
"3923splitHere46","12801976splitHere46","getattr(x, 'foobar')"
"3924splitHere46","12801976splitHere46","x.foobar"
"3925splitHere46","12801976splitHere46","AttributeError"
"3926splitHere46","12802042splitHere46","<a[^>]*>([^<]*)<[^>]*>(.*)<newline46mondego>"
"3927splitHere46","12802084splitHere46","SELECT * FROM system.peers"
"3928splitHere46","12802101splitHere46","import java.awt.Window;<newline46mondego><newline46mondego>import javax.swing.JPopupMenu;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego><newline46mondego>public class TranslucentPopup extends JPopupMenu {<newline46mondego><newline46mondego>    {<newline46mondego>        // need to disable that to work<newline46mondego>        setLightWeightPopupEnabled(false);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void setVisible(boolean visible) {<newline46mondego>        if (visible == isVisible())<newline46mondego>            return;<newline46mondego>        super.setVisible(visible);<newline46mondego>        if (visible) {<newline46mondego>            // attempt to set tranparency<newline46mondego>            try {<newline46mondego>                Window w = SwingUtilities.getWindowAncestor(this);<newline46mondego>                w.setOpacity(0.667F);<newline46mondego>            } catch (Exception e) {<newline46mondego>                e.printStackTrace();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"3929splitHere46","12802102splitHere46","DataFormatter fmt = new DataFormatter();<newline46mondego> for (Row r : sheet) {<newline46mondego>    for (Cell c : r) {<newline46mondego>       CellReference cr = new CellRefence(c);<newline46mondego>       System.out.println(<doubleQuotes46>Cell <doubleQuotes46> + cr.formatAsString() + <doubleQuotes46> is <doubleQuotes46> + <newline46mondego>                          fmt.formatCellValue(c) );<newline46mondego>    }<newline46mondego> }<newline46mondego>"
"3930splitHere46","12802148splitHere46","Card[] temp = rummyHand.getHand().clone();<newline46mondego>"
"3931splitHere46","12802148splitHere46","="
"3932splitHere46","12802148splitHere46","="
"3933splitHere46","12802148splitHere46","new Card[8];<newline46mondego>"
"3934splitHere46","12802148splitHere46","Card[] temp<newline46mondego>"
"3935splitHere46","12802148splitHere46","=<newline46mondego>"
"3936splitHere46","12802148splitHere46","rummyHand.getHand();<newline46mondego>"
"3937splitHere46","12802148splitHere46","temp = rummyHand.getHand();<newline46mondego>"
"3938splitHere46","12802148splitHere46","temp"
"3939splitHere46","12802148splitHere46","copyOf"
"3940splitHere46","12802148splitHere46","arrayCopy"
"3941splitHere46","12802148splitHere46","clone"
"3942splitHere46","12802593splitHere46","System.out"
"3943splitHere46","12802593splitHere46","stdout"
"3944splitHere46","12802609splitHere46","JTextArea"
"3945splitHere46","12802609splitHere46","JTextPane"
"3946splitHere46","12802609splitHere46","JLabel"
"3947splitHere46","12802609splitHere46","JTextArea"
"3948splitHere46","12802717splitHere46","// method 2 of initializing and adding elements to the list<newline46mondego>List<String> list1 = new LinkedList<String> (Arrays.asList(colors));<newline46mondego>"
"3949splitHere46","12802717splitHere46","List<String> list1 = new LinkedList<String> (new ArrayList<String>(colors));<newline46mondego>"
"3950splitHere46","12802717splitHere46","ArrayList"
"3951splitHere46","12802717splitHere46","ArrayList(E[] array) {<newline46mondego>            if (array==null)<newline46mondego>                throw new NullPointerException();<newline46mondego>        a = array;<newline46mondego>    }<newline46mondego>"
"3952splitHere46","12802717splitHere46","LinkedList"
"3953splitHere46","12802717splitHere46","public LinkedList(Collection<? extends E> c) {<newline46mondego>    this();<newline46mondego>    addAll(c);<newline46mondego>    }<newline46mondego>"
"3954splitHere46","12802717splitHere46","LinkedList"
"3955splitHere46","12802818splitHere46","public class ProgressModel implements IModel<String><newline46mondego>{<newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    public String status;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void detach ()<newline46mondego>    {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getObject ()<newline46mondego>    {<newline46mondego>        return status;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void setObject (String object)<newline46mondego>    {<newline46mondego>        status = object;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3956splitHere46","12802818splitHere46","pm = new ProgressModel ();<newline46mondego>statusLbl = new Label (<doubleQuotes46>statusLbl<doubleQuotes46>, pm);<newline46mondego>statusLbl.setOutputMarkupId (true);<newline46mondego>"
"3957splitHere46","12802818splitHere46","@Override<newline46mondego>protected void onTimer (AjaxRequestTarget target)<newline46mondego>{<newline46mondego>    target.add (statusLbl);<newline46mondego>}<newline46mondego>"
"3958splitHere46","12802818splitHere46","class Task implements Runnable<newline46mondego>{<newline46mondego>    public Task (ProgressModel progressModel)<newline46mondego>    {<newline46mondego>        this.pm = progressModel;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run ()<newline46mondego>    {<newline46mondego>        // some operations<newline46mondego>        pm.status = x;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3959splitHere46","12802820splitHere46","abstract class MenuItem {<newline46mondego>  int index;<newline46mondego><newline46mondego>  protected MenuItem(int index) {<newline46mondego>    this.index = index;<newline46mondego>  }<newline46mondego><newline46mondego>  abstract void action();<newline46mondego>}<newline46mondego><newline46mondego>class ExitMenuItem {<newline46mondego>  ExitMenuItem() {<newline46mondego>    super(3); // the index value of the menu item<newline46mondego>  }<newline46mondego><newline46mondego>  void action() {<newline46mondego>    System.exit(0);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
