"1splitHere46","6611642splitHere46","rename"
"4408splitHere46","6757538splitHere46","// data type is MyObject<newline46mondego>$aObject = new MyObject();<newline46mondego>"
"4409splitHere46","6757549splitHere46","while (matches < 6){<newline46mondego>"
"4410splitHere46","6757549splitHere46","while (testFor < 6){<newline46mondego>            testFor++;<newline46mondego>        }<newline46mondego>"
"4411splitHere46","6757549splitHere46","dopeChecker(int testFor)<newline46mondego>"
"4412splitHere46","6757549splitHere46","for (z = 0 ; z*20 <= testFor;) {<newline46mondego> ...<newline46mondego> }<newline46mondego>"
"4413splitHere46","6757549splitHere46","for (z = 0 ; z*20 <= testFor; z++){<newline46mondego>}<newline46mondego>"
"4414splitHere46","6757705splitHere46","response.sendRedirect(<doubleQuotes46>login.jsp?<doubleQuotes46> + completeUri)"
"4415splitHere46","6757705splitHere46",".jsp"
"4416splitHere46","6757705splitHere46","*.jsp"
"4417splitHere46","6757705splitHere46","<uri-pattern>"
"4418splitHere46","6757705splitHere46","<servlet-name>"
"4419splitHere46","6757705splitHere46",".css"
"4420splitHere46","6757705splitHere46",".png"
"4421splitHere46","6757705splitHere46",".gif"
"4422splitHere46","6757726splitHere46","int a = 12345;<newline46mondego>int n = 3;<newline46mondego>System.out.println((<doubleQuotes46><doubleQuotes46>+a).substring(0, n));<newline46mondego>"
"4423splitHere46","6757726splitHere46","int b = Integer.parseInt((<doubleQuotes46><doubleQuotes46>+a).substring(0, n));<newline46mondego>"
"4424splitHere46","6757908splitHere46","public void setDefaultRenderer(Class<?> columnClass, TableCellRenderer renderer)<newline46mondego>"
"4425splitHere46","6758017splitHere46","jobject g_getSizeIface;<newline46mondego>jmethodID g_method;<newline46mondego>JNIEnv *g_env;<newline46mondego>"
"4426splitHere46","6758017splitHere46","JNIEXPORT void JNICALL Java_ClassName_MyCPPFunction<newline46mondego>     (JNIEnv *env, jint size, jobject getSizeInterface)<newline46mondego>{<newline46mondego>      jclass objclass = env->GetObjectClass(getSizeInterface);<newline46mondego>      jmethodID method = env->GetMethodID(objclass, <doubleQuotes46>GetSize<doubleQuotes46>, <doubleQuotes46>(m_SizeClass)I<doubleQuotes46>);<newline46mondego>      if(methodID == 0){<newline46mondego>          cout << <doubleQuotes46>could not get method id!\n<doubleQuotes46>;<newline46mondego>          return;<newline46mondego>      }<newline46mondego>      g_method = method;<newline46mondego>      g_getSizeIface = getSizeInterface;<newline46mondego>      g_env = env<newline46mondego>      MyCPPFunction(size, WrapperFunc);<newline46mondego>}<newline46mondego>"
"4427splitHere46","6758017splitHere46","int WrapperFunc(int *id)<newline46mondego>{<newline46mondego>      jint retval;<newline46mondego>      //marshalling an int* to a m_SizeClass boogy-woogy.<newline46mondego>      ...<newline46mondego>      g_env->ExceptionClear();<newline46mondego>      retval = g_env->CallIntMethod(g_getSizeIface, g_method, <newline46mondego>                                    /*marshalled m_SizeClass*/);<newline46mondego>      if(g_env->ExceptionOccured()){<newline46mondego>          //panic! Light fires! The British are coming!!!<newline46mondego>          ...<newline46mondego>          g_env->ExceptionClear();<newline46mondego>      }     <newline46mondego>      return rvalue;<newline46mondego>}<newline46mondego>"
"4428splitHere46","6758070splitHere46","/**<newline46mondego>  * Loads and returns an {@link Image} resource. <newline46mondego>  * @param fileName name of the image resource.<newline46mondego>  * @return Image as resource.<newline46mondego>  */<newline46mondego>  public Image getResourceImage(String fileName) {<newline46mondego>      String imageDirectory = <doubleQuotes46>images/<doubleQuotes46>;<newline46mondego>      URL imgURL = getClass().getResource(imageDirectory + fileName);<newline46mondego>      Image image = null;<newline46mondego>      try {<newline46mondego>         image = ImageIO.read(imgURL);<newline46mondego>       } catch (IOException e) {}<newline46mondego>      return image;<newline46mondego>    }<newline46mondego>"
"4429splitHere46","6758221splitHere46","Sbb"
"4430splitHere46","6758221splitHere46","throws"
"4431splitHere46","6758350splitHere46","রে"
"4432splitHere46","6758350splitHere46","ে"
"4433splitHere46","6758350splitHere46","র"
"4434splitHere46","6758350splitHere46","char"
"4435splitHere46","6758350splitHere46","char[]"
"4436splitHere46","6758350splitHere46","char"
"4437splitHere46","6758350splitHere46","ArrayIndexOutofBoundsException"
"4438splitHere46","6758350splitHere46","class CodepointReplacer<newline46mondego>{<newline46mondego><newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        String str1 = <doubleQuotes46>রেরেরে<doubleQuotes46>;<newline46mondego>            /* <newline46mondego>             * The following is a linguistically invalid sequence,<newline46mondego>             * but Java does not concern itself with linguistical correctness<newline46mondego>             * if the String or char sequence has been constructed incorrectly.<newline46mondego>             */<newline46mondego>        String str2 = <doubleQuotes46>েরেরের<doubleQuotes46>; <newline46mondego>            /*<newline46mondego>             * replacement character র for our strings<newline46mondego>             * It is not রে as one would anticipate.<newline46mondego>             */ <newline46mondego>        char c = str1.charAt(1);<newline46mondego><newline46mondego>        optimizeKookily(str1, c);<newline46mondego>        optimizeKookily(str2, c);<newline46mondego>    }<newline46mondego><newline46mondego>    private static void optimizeKookily(String temp, char c)<newline46mondego>    {<newline46mondego>        Integer length = temp.length();<newline46mondego>        char[] charArray = temp.toCharArray();<newline46mondego>        for (int u = 0; u < length; u++)<newline46mondego>        {<newline46mondego>            if (charArray[u] == c)<newline46mondego>            {<newline46mondego>                char g = charArray[u];<newline46mondego>                charArray[u] = charArray[u - 1]; //throws exception on second invocation of this method.<newline46mondego>                charArray[u - 1] = g;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4439splitHere46","6758350splitHere46","String.replace"
"4440splitHere46","6758350splitHere46","CharSequence"
"4441splitHere46","6758350splitHere46","String.replaceAll"
"4442splitHere46","6758632splitHere46","import javax.swing.*;<newline46mondego>import javax.swing.text.*;<newline46mondego>import java.util.regex.*;<newline46mondego>public class MyFilter extends DocumentFilter<newline46mondego>{<newline46mondego>    public void insertString(DocumentFilter.FilterBypass fb, int offset, String text, AttributeSet attr) throws BadLocationException<newline46mondego>    {<newline46mondego>        StringBuilder sb = new StringBuilder();<newline46mondego>        sb.append(fb.getDocument().getText(0, fb.getDocument().getLength()));<newline46mondego>        sb.insert(offset, text);<newline46mondego>        if(!containsOnlyNumbers(sb.toString())) return;<newline46mondego>        fb.insertString(offset, text, attr);<newline46mondego>    }<newline46mondego>    public void replace(DocumentFilter.FilterBypass fb, int offset, int length, String text, AttributeSet attr) throws BadLocationException<newline46mondego>    {<newline46mondego>        StringBuilder sb = new StringBuilder();<newline46mondego>        sb.append(fb.getDocument().getText(0, fb.getDocument().getLength()));<newline46mondego>        sb.replace(offset, offset + length, text);<newline46mondego>        if(!containsOnlyNumbers(sb.toString())) return;<newline46mondego>        fb.replace(offset, length, text, attr);<newline46mondego>    }<newline46mondego>    public boolean containsOnlyNumbers(String text)<newline46mondego>    {<newline46mondego>        Pattern pattern = Pattern.compile(<doubleQuotes46>\\d*(\\.\\d{0,3})?<doubleQuotes46>);<newline46mondego>        Matcher matcher = pattern.matcher(text);<newline46mondego>        boolean isMatch = matcher.matches();<newline46mondego>        return isMatch;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4443splitHere46","6758632splitHere46","JTextField txt = new TextField();<newline46mondego>DocumentFilter onlyNumberFilter = new MyFilter();<newline46mondego>((AbstractDocument)txt.getDocument()).setDocumentFilter(onlyNumberFilter);<newline46mondego>"
"4444splitHere46","6758925splitHere46","public boolean getJList(Container c)<newline46mondego>{<newline46mondego>    Component[] cmps = c.getComponents();<newline46mondego>    for (Component cmp : cmps)<newline46mondego>    {<newline46mondego>        if (cmp instanceof JList)<newline46mondego>        {<newline46mondego>            modifyJList((JList)cmp);<newline46mondego>            return true;<newline46mondego>        }<newline46mondego>        if (cmp instanceof Container)<newline46mondego>        {<newline46mondego>            if(getJList((Container) cmp)) return true;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return false;<newline46mondego>}<newline46mondego>private void modifyJList(JList list)<newline46mondego>{<newline46mondego>    // Here you can modify your JList<newline46mondego>}<newline46mondego>"
"4445splitHere46","6758925splitHere46","getJList()"
"4446splitHere46","6758925splitHere46","JFileChooser chooser = new JFileChooser();<newline46mondego>getJList(chooser);<newline46mondego>"
"4447splitHere46","6758933splitHere46","try {<newline46mondego>            StringEntity se = new StringEntity(sendData);<newline46mondego>            httppost.setEntity(se);<newline46mondego>            // Execute HTTP Post Request<newline46mondego>            HttpResponse response = httpclient.execute(httppost);<newline46mondego>            System.out.println(<doubleQuotes46>Message Sent!<doubleQuotes46>);<newline46mondego>            inputStreamToString(response.getEntity().getContent());<newline46mondego>            } <newline46mondego>"
"4448splitHere46","6759158splitHere46","Double"
"4449splitHere46","6759158splitHere46","scala.Double"
"4450splitHere46","6759158splitHere46","double"
"4451splitHere46","6759158splitHere46","java.lang.Double"
"4452splitHere46","6759158splitHere46","Option[Double]"
"4453splitHere46","6759158splitHere46","val a = new java.util.HashMap[String, java.lang.Double]<newline46mondego>"
"4454splitHere46","6759158splitHere46","java.lang.Double"
"4455splitHere46","6759158splitHere46","import java.lang.{Double => JDouble}<newline46mondego>"
"4456splitHere46","6759158splitHere46","type JDouble = java.lang.Double <newline46mondego>"
"4457splitHere46","6759158splitHere46","scala.Double"
"4458splitHere46","6759158splitHere46","java.lang.Double"
"4459splitHere46","6759158splitHere46","java.lang.Double"
"4460splitHere46","6759349splitHere46","$host -t SRV _kerberos._tcp.<you realm><newline46mondego>"
"4461splitHere46","6759349splitHere46","$host -t SRV _kerberos._udp.<you realm><newline46mondego>"
"4462splitHere46","6759572splitHere46","JsonArray jArray = new JsonArray();<newline46mondego>while (result.next())<newline46mondego>{<newline46mondego>    String  type_json=result.getString(<doubleQuotes46>type<doubleQuotes46>);<newline46mondego>    String name_json=result.getString(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>    String id_json=result.getString(<doubleQuotes46>demo<doubleQuotes46>);<newline46mondego>    JsonObject jObj = new JsonObject();<newline46mondego>    jobj.put(<doubleQuotes46>id<doubleQuotes46>, id_json);<newline46mondego>    jobj.put(<doubleQuotes46>type<doubleQuotes46>, type_json);<newline46mondego>    jobj.put(<doubleQuotes46>name<doubleQuotes46>, name_json);<newline46mondego>    jArray.put(jObj);<newline46mondego>}<newline46mondego><newline46mondego>JsonObject jObjDevice = new JsonObject();<newline46mondego>jObjDevice.put(<doubleQuotes46>device<doubleQuotes46>, jArray);<newline46mondego>JsonObject jObjDeviceList = new JsonObject();<newline46mondego>jObjDevice.put(<doubleQuotes46>devicelist<doubleQuotes46>, jObjDevice );<newline46mondego>"
"4463splitHere46","6759572splitHere46","jObjDeviceList"
"4464splitHere46","6759584splitHere46","Context initCtx = new InitialContext();<newline46mondego>NamingEnumeration<NameClassPair> namedEnum = initCtx.list(<doubleQuotes46>java:comp/env<doubleQuotes46>);<newline46mondego>"
"4465splitHere46","6759584splitHere46","className"
"4466splitHere46","6759584splitHere46","NameClassPair"
"4467splitHere46","6759593splitHere46","java.lang.NoSuchMethodException: mypackage.BlazonParser.tincture()<newline46mondego>"
"4468splitHere46","6759593splitHere46","tincture"
"4469splitHere46","6759593splitHere46","Tinctures"
"4470splitHere46","6759755splitHere46","ArrayList<Integer> myList=new ArrayList<Integer>();<newline46mondego>myList.add(1);<newline46mondego>myList.add(2);<newline46mondego>myList.add(3);<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>Size:<doubleQuotes46>+myList.size());<newline46mondego>"
"4471splitHere46","6759843splitHere46","public InstrumentingClassLoader() {<newline46mondego>    super(InstrumentingClassLoader.class.getClassLoader());<newline46mondego>    this.classLoader = InstrumentingClassLoader.class.getClassLoader();<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Class<?> loadClass(String name) throws ClassNotFoundException {<newline46mondego>    [... as above ...]<newline46mondego>    result = classLoader.loadClass(name);<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"4472splitHere46","6759953splitHere46","ParameterNameDiscoverer"
"4473splitHere46","6759953splitHere46","ClassReader"
"4474splitHere46","6759953splitHere46","javac"
"4475splitHere46","6759953splitHere46","-g"
"4476splitHere46","6759953splitHere46","@RequestParam"
"4477splitHere46","6759953splitHere46","@RequestParam(<doubleQuotes46>foo<doubleQuotes46>)"
"4478splitHere46","6760093splitHere46","canvas.DrawBitmap(spriteSheet, fromRect, toRect, paint);<newline46mondego>"
"4479splitHere46","6760093splitHere46","canvas.save();<newline46mondego>canvas.rotate(spriteAngle,spriteCenterX, spriteCenterY);<newline46mondego>canvas.DrawBitmap(spriteSheet, fromRect, toRect, paint);<newline46mondego>canvas.restore();<newline46mondego>"
"4480splitHere46","6760184splitHere46","Title"
"4481splitHere46","6760184splitHere46","Object.class - found toString<newline46mondego>                           |<newline46mondego>Interface.class   ---  Title.class - can't find toString<newline46mondego>"
