"1splitHere46","16802813splitHere46","JDialog dialog = new JDialog(parentFrame, true); // owner, modal<newline46mondego>"
"3934splitHere46","16906136splitHere46","try {<newline46mondego>    OutputStream servletOutputStream = httpServletResponse.getOutputStream(); // retrieve OutputStream from HttpServletResponse<newline46mondego>    ZipOutputStream zos = new ZipOutputStream(servletOutputStream); // create a ZipOutputStream from servletOutputStream<newline46mondego><newline46mondego>    List<String[]> csvFileContents  = getContentToZIP(); // get the list of csv contents. I am assuming the CSV content is generated programmatically<newline46mondego>    int count = 0;<newline46mondego>    for (String[] entries : csvFileContents) {<newline46mondego>        String filename = <doubleQuotes46>file-<doubleQuotes46> + ++count  + <doubleQuotes46>.csv<doubleQuotes46>;<newline46mondego>        ZipEntry entry = new ZipEntry(filename); // create a zip entry and add it to ZipOutputStream<newline46mondego>        zos.putNextEntry(entry);<newline46mondego><newline46mondego>        CSVWriter writer = new CSVWriter(new OutputStreamWriter(zos));  // There is no need for staging the CSV on filesystem or reading bytes into memory. Directly write bytes to the output stream.<newline46mondego>        writer.writeNext(entries);  // write the contents<newline46mondego>        writer.flush(); // flush the writer. Very important!<newline46mondego>        zos.closeEntry(); // close the entry. Note : we are not closing the zos just yet as we need to add more files to our ZIP<newline46mondego>    }<newline46mondego><newline46mondego>    zos.close(); // finally closing the ZipOutputStream to mark completion of ZIP file<newline46mondego>} catch (Exception e) {<newline46mondego>    log.error(e); // handle error<newline46mondego>}<newline46mondego>"
"3935splitHere46","16906229splitHere46","atomic"
"3936splitHere46","16906229splitHere46","public void doSomethingQuasiAtomic() {<newline46mondego>   synchronized (exampleLock) {<newline46mondego>      // Your code block goes here. <newline46mondego>      // Only one thread will ever be in this block at a time.<newline46mondego>      ...<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3937splitHere46","16906229splitHere46","ACID"
"3938splitHere46","16906229splitHere46","exampleObj"
"3939splitHere46","16906229splitHere46","example"
"3940splitHere46","16906229splitHere46","exampleLock"
"3941splitHere46","16906229splitHere46","<newline46mondego>    synchronized(exampleLock) {<newline46mondego>        boolean actionOneDone=false;<newline46mondego>        boolean actionTwoDone=false;<newline46mondego>        boolean actionThreeDone=false;<newline46mondego>        try {<newline46mondego>            doActionOne(exampleObj);<newline46mondego>            actionOneDone=true;<newline46mondego>            doActionTwo(exampleObj);<newline46mondego>            actionTwoDone=true;<newline46mondego>            doActionThree(exampleObj);<newline46mondego>            actionThreeDone=true;<newline46mondego>        } catch (Exception ex) {<newline46mondego>            // Whatever seems appropriate here.<newline46mondego>        } finally {<newline46mondego>            if (! actionThreeDone) {<newline46mondego>                if (actionTwoDone) {<newline46mondego>                    reverseActionTwo(exampleObj);<newline46mondego>                    actionTwoDone = false;<newline46mondego>                }<newline46mondego>            }<newline46mondego>            if (! actionTwoDone ) {<newline46mondego>                if (actionOneDone) {<newline46mondego>                    reverseActionOne(exampleObj);<newline46mondego>                    actionOneDone= false;<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"3942splitHere46","16906286splitHere46","web.xml"
"3943splitHere46","16906286splitHere46","<context-param><newline46mondego>    <param-name>contextConfigLocation</param-name><newline46mondego>    <param-value><newline46mondego>        WEB-INF/app-config.xml<newline46mondego>    </param-value><newline46mondego></context-param><newline46mondego><newline46mondego><listener><newline46mondego>    <listener-class>org.springframework.web.context.ContextLoaderListener</listener-class><newline46mondego></listener><newline46mondego>"
"3944splitHere46","16906286splitHere46","ContextLoaderListener"
"3945splitHere46","16906286splitHere46","DispatcherServlet"
"3946splitHere46","16906286splitHere46","<mvc:"
"3947splitHere46","16906286splitHere46","<context:component-scan>"
"3948splitHere46","16906286splitHere46","services"
"3949splitHere46","16906286splitHere46","core"
"3950splitHere46","16906286splitHere46","servlet"
"3951splitHere46","16906287splitHere46","public Foo {<newline46mondego>    public int bar;<newline46mondego>    private transient Map<String, Object> params = new HashMap<String, Object>();<newline46mondego><newline46mondego>    @JsonAnySetter<newline46mondego>    public void set(String k, Object v) { params.put(k, v); }<newline46mondego><newline46mondego>    @JsonAnyGetter<newline46mondego>    public Map getParams() { return params; }<newline46mondego>}<newline46mondego>"
"3952splitHere46","16906359splitHere46","StringWriter"
"3953splitHere46","16906359splitHere46","// not much point on allocating a huge buffer here<newline46mondego>char[] buffer = new char[4096];<newline46mondego>InputStreamReader reader = new InputStreamReader(responseEntity.getContent());<newline46mondego>try {<newline46mondego>    StringWriter writer = new StringWriter();<newline46mondego>    while (true) {<newline46mondego>        int numRead = reader.read(buffer);<newline46mondego>        if (numRead < 0) {<newline46mondego>           break;<newline46mondego>        }<newline46mondego>        writer.write(buffer, 0, numRead);<newline46mondego>    }<newline46mondego>} finally {<newline46mondego>    reader.close();<newline46mondego>}<newline46mondego>stream1.close();<newline46mondego>String sInvokeReturnValue = writer.toString();<newline46mondego>"
"3954splitHere46","16906460splitHere46","extends"
"3955splitHere46","16906460splitHere46","FragmentActivity"
"3956splitHere46","16906469splitHere46","ContainerRequest"
"3957splitHere46","16906469splitHere46","UriInfo"
"3958splitHere46","16906469splitHere46","UriInfo.getPathParameters()"
"3959splitHere46","16906560splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>(^get.*)\\(<doubleQuotes46>); // The () creates a capture group<newline46mondego>Matcher m = p.matcher(<doubleQuotes46>getFieldAsDouble(String)<doubleQuotes46>);<newline46mondego>if (m.find()) {<newline46mondego>  System.out.println(m.group(1)); //Group 1<newline46mondego>}<newline46mondego>"
"3960splitHere46","16906677splitHere46","buildr"
"3961splitHere46","16906677splitHere46","$ export JAVA_OPTIONS=<doubleQuotes46>-Xverify:none<doubleQuotes46>  # or other verification-disabling options<newline46mondego>"
"3962splitHere46","16906682splitHere46","request.getParameter"
"3963splitHere46","16906682splitHere46","request.getAttribute"
"3964splitHere46","16906682splitHere46","int a= Integer.parseInt(request.getParameter(<doubleQuotes46>ile<doubleQuotes46>));<newline46mondego>"
"3965splitHere46","16906682splitHere46","<c:forEach var=<doubleQuotes46>i<doubleQuotes46> begin=<doubleQuotes46>0<doubleQuotes46> end=<doubleQuotes46>${a}<doubleQuotes46>><newline46mondego>    Number: ${i} <br /><newline46mondego></c:forEach><newline46mondego>"
"3966splitHere46","16906786splitHere46","ZipOutputStream out = new ZipOutputStream(new FileOutputStream(source));<newline46mondego>for(int i = 0; i < files.length; i++){<newline46mondego>    InputStream in = new FileInputStream(files[i]);<newline46mondego>    out.putNextEntry(new ZipEntry(path + files[i].getName()));<newline46mondego>    for(int read = in.read(buffer); read > -1; read = in.read(buffer)){<newline46mondego>        out.write(buffer, 0, read);<newline46mondego>    }<newline46mondego>    out.closeEntry();<newline46mondego>    in.close();<newline46mondego>}<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>out.close();<newline46mondego>"
"3967splitHere46","16906786splitHere46","ZipOutputStream out = new ZipOutputStream(new FileOutputStream(source));<newline46mondego>for( Document m_objectToWrite : MY_DOCUMENTS_LIST ){<newline46mondego>    out.putNextEntry(new ZipEntry(path + GIVE_NAME_BASED_ON_CURRENT_DOCUMENT));<newline46mondego>    objOut.output(m_objectToWrite.toXml(0), out);<newline46mondego>    out.closeEntry();<newline46mondego>}<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>out.close();<newline46mondego>"
"3968splitHere46","16906870splitHere46","RequestFactory"
"3969splitHere46","16906870splitHere46","RequestTransport"
"3970splitHere46","16906870splitHere46","DefaultRequestTransport"
"3971splitHere46","16906870splitHere46","setRequestUrl"
"3972splitHere46","16907043splitHere46","null"
"3973splitHere46","16907043splitHere46","onCreate()"
"3974splitHere46","16907043splitHere46","null"
"3975splitHere46","16907043splitHere46","if(savedInstanceState != null)<newline46mondego>{<newline46mondego>    QandA =(int[][]) savedInstanceState.get(<doubleQuotes46>ArrayOfExer<doubleQuotes46>);<newline46mondego>}<newline46mondego>else<newline46mondego>{<newline46mondego>    // QandA might be initialized as empty array here<newline46mondego>}<newline46mondego>"
"3976splitHere46","16907254splitHere46","Robot"
"3977splitHere46","16907254splitHere46","MouseMotionListener"
"3978splitHere46","16907254splitHere46","JLabel"
"3979splitHere46","16907254splitHere46","public static void main(String[] args) throws AWTException {<newline46mondego><newline46mondego>    final JFrame frame = new JFrame(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.setSize(new Dimension(400, 400));<newline46mondego><newline46mondego>    JPanel panel = new JPanel();<newline46mondego>    panel.setBorder(BorderFactory.createBevelBorder(BevelBorder.RAISED));<newline46mondego><newline46mondego>    final Robot r = new Robot();<newline46mondego><newline46mondego>    JLabel label = new JLabel(<doubleQuotes46>Hello World<doubleQuotes46>);<newline46mondego>    label.setBackground(Color.ORANGE);<newline46mondego>    label.setOpaque(true);<newline46mondego><newline46mondego>    label.addMouseMotionListener(new MouseMotionListener() {<newline46mondego>        public void mouseMoved(MouseEvent e)    {}<newline46mondego>        public void mouseDragged(MouseEvent e)    {<newline46mondego>            JLabel label = (JLabel) e.getSource();<newline46mondego>            Point point = label.getLocationOnScreen();<newline46mondego>            point.x += (label.getWidth() / 2);<newline46mondego>            point.y += (label.getHeight() / 2);<newline46mondego>            r.mouseMove(point.x, point.y);<newline46mondego><newline46mondego>            Point movedPoint = e.getLocationOnScreen();<newline46mondego><newline46mondego>            int diffX = point.x - movedPoint.x;<newline46mondego>            int diffY = point.y - movedPoint.y;<newline46mondego>            System.out.println(<doubleQuotes46>Dragged: <doubleQuotes46> + diffX + <doubleQuotes46>, <doubleQuotes46> + diffY);<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    panel.add(label);<newline46mondego>    frame.add(panel);<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego>"
"3980splitHere46","16907296splitHere46","<scope>"
"3981splitHere46","16907296splitHere46","mvn"
"3982splitHere46","16907296splitHere46","javac"
"3983splitHere46","16907296splitHere46","/src/main/java"
"3984splitHere46","16907296splitHere46","<scope>test</scope>"
"3985splitHere46","16907296splitHere46","mvn"
"3986splitHere46","16907373splitHere46","A"
"3987splitHere46","16907373splitHere46","B"
"3988splitHere46","16907373splitHere46","C"
"3989splitHere46","16907373splitHere46","com.foo.bar.A"
"3990splitHere46","16907373splitHere46","com.foo.bar.B"
"3991splitHere46","16907373splitHere46","com.foo.C"
"3992splitHere46","16907373splitHere46","com.foo.bar.*"
"3993splitHere46","16907373splitHere46","A"
"3994splitHere46","16907373splitHere46","B"
"3995splitHere46","16907373splitHere46","C"
"3996splitHere46","16907373splitHere46","com.foo.*"
"3997splitHere46","16907373splitHere46","C"
"3998splitHere46","16907373splitHere46","A"
"3999splitHere46","16907373splitHere46","B"
"4000splitHere46","16907373splitHere46","B"
"4001splitHere46","16907373splitHere46","A"
"4002splitHere46","16907373splitHere46","com.foo.bar.A"
"4003splitHere46","16907373splitHere46","com.foo.bar.B"
"4004splitHere46","16907373splitHere46","B"
"4005splitHere46","16907373splitHere46","B"
"4006splitHere46","16907373splitHere46","A"
"4007splitHere46","16907373splitHere46","B"
"4008splitHere46","16907373splitHere46","java.lang.*"
"4009splitHere46","16907713splitHere46","TIMESTAMP 'blah blha blah' AT TIME ZONE 'UTC'<newline46mondego>"
"4010splitHere46","16907886splitHere46","JsonNode"
"4011splitHere46","16907886splitHere46","ObjectMapper"
"4012splitHere46","16907886splitHere46","// <doubleQuotes46>mapper<doubleQuotes46> is an already initialized ObjectMapper<newline46mondego>final JsonNode response = mapper.readTree(yourURL); // catch, treat IOException<newline46mondego>"
"4013splitHere46","16907886splitHere46","success"
"4014splitHere46","16907886splitHere46","if (response.get(<doubleQuotes46>success<doubleQuotes46>).intValue() != 1 )<newline46mondego>    // deal with failure<newline46mondego>"
"4015splitHere46","16907886splitHere46","for (final JsonNode question: response.get(<doubleQuotes46>questions<doubleQuotes46>))<newline46mondego>    // do something with <doubleQuotes46>question<doubleQuotes46>, which is an element of the <doubleQuotes46>questions<doubleQuotes46> array<newline46mondego>"
"4016splitHere46","16907886splitHere46","JsonNode"
"4017splitHere46","16907886splitHere46","JsonPatchOperation"
"4018splitHere46","16907886splitHere46","<doubleQuotes46>op<doubleQuotes46>"
"4019splitHere46","16907886splitHere46","{ <doubleQuotes46>op<doubleQuotes46>: <doubleQuotes46>remove<doubleQuotes46>, <doubleQuotes46>path<doubleQuotes46>: <doubleQuotes46>/foo<doubleQuotes46> }<newline46mondego>"
"4020splitHere46","16907886splitHere46","RemoveOperation"
"4021splitHere46","16907890splitHere46","[warn] play - Run with -DapplyEvolutions.default=true and -DapplyDownEvolutions.default=true if you want to run them automatically (be careful)<newline46mondego>Oops, cannot start the server.<newline46mondego>@6eg39l651: Database 'default' needs evolution!<newline46mondego>"
