"1splitHere46","4540662splitHere46","-Djava.awt.headless=true"
"4413splitHere46","4687727splitHere46","public class TestMyService extends EasyMockSupport {<newline46mondego>   private MyService service;<newline46mondego>   private MyDao dao;<newline46mondego><newline46mondego>   private MyObject myObj;<newline46mondego><newline46mondego>   @Before public void setUp() {<newline46mondego>      service = new MyService();<newline46mondego><newline46mondego>      // THIS IS THE KEY<newline46mondego>      mock = createMock(IDao.class); //CORRECT<newline46mondego>      // mock = EasyMock.createMock(IDao.class); //WRONG<newline46mondego><newline46mondego>      service.setDao(mock);<newline46mondego>      myObj = new MyObject(<doubleQuotes46>expectedData<doubleQuotes46>);<newline46mondego>   }<newline46mondego>   @After public void tearDown() {<newline46mondego>      verifyAll();<newline46mondego>   }<newline46mondego>   @Test public void testMyService() {<newline46mondego>      expect(mock.update(myObj)).andReturn(myObj);<newline46mondego>      replayAll();<newline46mondego>      service.myService(myObj);<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>public class MyService() {<newline46mondego>   private IDao dao;<newline46mondego>   public void setDao(IDao dao) {this.dao = dao; }<newline46mondego>   public MyObject myService(MyObject myObj) {<newline46mondego>      return dao.update(myObj);<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4414splitHere46","4687761splitHere46","clob.setString(position, string)"
"4415splitHere46","4687875splitHere46","HttpSessionAttributeListener"
"4416splitHere46","4687875splitHere46","<listener>"
"4417splitHere46","4687875splitHere46","web.xml"
"4418splitHere46","4687909splitHere46","<newline46mondego>backwards.concat(temp_str);<newline46mondego>"
"4419splitHere46","4687909splitHere46","<newline46mondego>backwards = backwards.concat(temp_str);<newline46mondego>"
"4420splitHere46","4687942splitHere46","@GET<newline46mondego>@Path(<doubleQuotes46>retrieve/{uuid}<doubleQuotes46>)<newline46mondego>public Response retrieveSomething(@PathParam(<doubleQuotes46>uuid<doubleQuotes46>) String uuid) {<newline46mondego>    if(uuid == null || uuid.trim().length() == 0) {<newline46mondego>        return Response.serverError().entity(<doubleQuotes46>UUID cannot be blank<doubleQuotes46>).build();<newline46mondego>    }<newline46mondego>    Entity entity = service.getById(uuid);<newline46mondego>    if(entity == null) {<newline46mondego>        return Response.status(Response.Status.NOT_FOUND).entity(<doubleQuotes46>Entity not found for UUID: <doubleQuotes46> + uuid).build();<newline46mondego>    }<newline46mondego>    String json = //convert entity to json<newline46mondego>    return Response.ok(json, MediaType.APPLICATION_JSON).build();<newline46mondego>}<newline46mondego>"
"4421splitHere46","4687942splitHere46","@Produces(<doubleQuotes46>application/json<doubleQuotes46>)"
"4422splitHere46","4688070splitHere46","java.net.HttpURLConnection"
"4423splitHere46","4688173splitHere46","import javax.xml.ws.Endpoint;<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego><newline46mondego>      Endpoint.publish(<newline46mondego>         <doubleQuotes46>http://localhost:8080/WebServiceExample/circlefunctions<doubleQuotes46>,<newline46mondego>         new CircleFunctions());<newline46mondego><newline46mondego>}<newline46mondego>"
"4424splitHere46","4688275splitHere46","//it is good practice to only import the packages you need<newline46mondego>//so that you know exactly what you are dealing with<newline46mondego>import java.awt.BorderLayout;<newline46mondego>import java.awt.CardLayout;<newline46mondego>import java.awt.Color;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego><newline46mondego>public class LibraryFront {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        //f1 is the JFrame<newline46mondego>        //f1.getContentPane() would return the Container<newline46mondego>        //but you do not actually need to add directly to it<newline46mondego>        JFrame f1 = new JFrame();<newline46mondego>        JPanel cards;<newline46mondego>        final String BUTTONPANEL = <doubleQuotes46>Card with JButtons<doubleQuotes46>;<newline46mondego>        final String TEXTPANEL = <doubleQuotes46>Card with JTextField<doubleQuotes46>;<newline46mondego><newline46mondego>        JPanel card1 = new JPanel();<newline46mondego>        JPanel card2 = new JPanel();<newline46mondego><newline46mondego>        // Create the panel that contains the <doubleQuotes46>cards<doubleQuotes46>.<newline46mondego>        cards = new JPanel(new CardLayout());<newline46mondego>        cards.add(card1, BUTTONPANEL);<newline46mondego>        cards.add(card2, TEXTPANEL);<newline46mondego><newline46mondego>        //adjust background colors just so you can see what is happening<newline46mondego>        cards.setBackground(Color.GREEN);<newline46mondego>        card1.setBackground(Color.RED);<newline46mondego>        card2.setBackground(Color.BLUE);<newline46mondego><newline46mondego>        //set the layout to BorderLayout<newline46mondego>        // add the cards JPanel to the center<newline46mondego>        f1.setLayout(new BorderLayout());<newline46mondego>        f1.add(cards, BorderLayout.CENTER);<newline46mondego>        f1.setSize(400, 300);<newline46mondego>        f1.setTitle(<doubleQuotes46>Test Frame<doubleQuotes46>);<newline46mondego>        f1.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4425splitHere46","4688378splitHere46","class Person {<newline46mondego>    private String firstName;<newline46mondego>    // other fields, getters, setters<newline46mondego>}<newline46mondego><newline46mondego>public void method(HttpServletRequest httpServletRequest) {<newline46mondego>    Person p = new Person();<newline46mondego>    p.setFirstName(<doubleQuotes46>Obama<doubleQuotes46>);<newline46mondego>    httpServletRequest.setAttribute(<doubleQuotes46>person<doubleQuotes46>, p);<newline46mondego>}<newline46mondego>"
"4426splitHere46","4688378splitHere46","<jsp:getProperty object=<doubleQuotes46>person<doubleQuotes46> property=<doubleQuotes46>firstName<doubleQuotes46> /><newline46mondego>"
"4427splitHere46","4688378splitHere46","<c:out value=<doubleQuotes46>${person.firstName}<doubleQuotes46>/><newline46mondego>"
"4428splitHere46","4688473splitHere46","Property"
"4429splitHere46","4688473splitHere46","get"
"4430splitHere46","4688473splitHere46","Property.get(newMonthlyRent).equals("
"4431splitHere46","4688473splitHere46","Property.getMonthlyRent().equals("
"4432splitHere46","4688473splitHere46","Property"
"4433splitHere46","4688473splitHere46","myProperty"
"4434splitHere46","4688473splitHere46","get"
"4435splitHere46","4688473splitHere46","myProperty.get(propertyNo).newTenant(tenantName);"
"4436splitHere46","4688473splitHere46","Property.getLocation()"
"4437splitHere46","4688473splitHere46","char"
"4438splitHere46","4688473splitHere46","String"
"4439splitHere46","4688473splitHere46","char"
"4440splitHere46","4688473splitHere46","equals"
"4441splitHere46","4688473splitHere46","Property.getLocation().equals(location)"
"4442splitHere46","4688473splitHere46","Property.getLocation() == location"
"4443splitHere46","4688646splitHere46","<property name=<doubleQuotes46>Foo<doubleQuotes46> sig=<doubleQuotes46>()Ljava.lang.String;<doubleQuotes46>><newline46mondego>     <getter name=<doubleQuotes46>getFoo<doubleQuotes46> sig=<doubleQuotes46>()Ljava.lang.String;<doubleQuotes46> /><newline46mondego>     <setter name=<doubleQuotes46>setFoo<doubleQuotes46> sig=<doubleQuotes46>(Ljava.lang.String;)V<doubleQuotes46> /><newline46mondego>   </property><newline46mondego>"
"4444splitHere46","4688654splitHere46","getPiece().getColour()"
"4445splitHere46","4688654splitHere46","getPiece()"
"4446splitHere46","4688654splitHere46","destination.getPiece() == null => destination.getPiece().getColour()"
"4447splitHere46","4688654splitHere46","destination.getPiece().getColour()"
"4448splitHere46","4688654splitHere46","destination.getPiece() != null"
"4449splitHere46","4688654splitHere46","if( destination != null && (destination.getPiece() == null || destination.getPiece().getColour() != pieceColour))<newline46mondego>"
"4450splitHere46","4688757splitHere46","HashMap<String, String> map = new HashMap<String, String>();<newline46mondego>map.put(<doubleQuotes46>foo\<doubleQuotes46>bar<doubleQuotes46>, <doubleQuotes46>value<doubleQuotes46>);<newline46mondego>System.out.println(map.get(<doubleQuotes46>foo\<doubleQuotes46>bar<doubleQuotes46>)); // Will print value<newline46mondego>"
"4451splitHere46","4689062splitHere46","public class OneWebAppUnassembled<newline46mondego>{<newline46mondego>    public static void main(String[] args) throws Exception<newline46mondego>    {<newline46mondego>        Server server = new Server(8080);<newline46mondego><newline46mondego>        WebAppContext context = new WebAppContext();<newline46mondego>        context.setDescriptor(webapp+<doubleQuotes46>/WEB-INF/web.xml<doubleQuotes46>);<newline46mondego>        context.setResourceBase(<doubleQuotes46>../test-jetty-webapp/src/main/webapp<doubleQuotes46>);<newline46mondego>        context.setContextPath(<doubleQuotes46>/<doubleQuotes46>);<newline46mondego>        context.setParentLoaderPriority(true);<newline46mondego><newline46mondego>        server.setHandler(context);<newline46mondego><newline46mondego>        server.start();<newline46mondego>        server.join();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4452splitHere46","4689146splitHere46","DateFormat f = new SimpleDateFormat(<doubleQuotes46>dd/M/yyyy<doubleQuotes46>);   <newline46mondego>    String indate = <doubleQuotes46>13/1/2011<doubleQuotes46>;<newline46mondego>    Date cd1 = f.parse(indate);<newline46mondego>    String currentDate =<doubleQuotes46>1/14/2011<doubleQuotes46>;<newline46mondego>    DateFormat f2 = new SimpleDateFormat(<doubleQuotes46>M/dd/yyyy<doubleQuotes46>);<newline46mondego>    Date cd2 = f2.parse(currentDate);<newline46mondego>    if (cd1.before(cd2))<newline46mondego>    {<newline46mondego>        check =<doubleQuotes46>1<doubleQuotes46>;<newline46mondego>    }<newline46mondego>"
"4453splitHere46","4689181splitHere46","<video>"
"4454splitHere46","4689181splitHere46","<object>"
"4455splitHere46","4689184splitHere46","setText"
"4456splitHere46","4689184splitHere46","public void movePiece(JLabel destination){<newline46mondego>  JLabel currentPiece = piece[oldIndex[0]][oldIndex[1]];<newline46mondego>  destination.setText(currentPiece.getText());<newline46mondego>  currentPiece.setVisible(false);<newline46mondego>}<newline46mondego>"
"4457splitHere46","4689238splitHere46","<gr>"
"4458splitHere46","4689238splitHere46","sum(//gr/@amount)<newline46mondego>"
"4459splitHere46","4689238splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><xsl:stylesheet version=<doubleQuotes46>1.0<doubleQuotes46> xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46>><newline46mondego>    <xsl:template match=<doubleQuotes46>/<doubleQuotes46>><newline46mondego><newline46mondego>        <totalpayment><newline46mondego><newline46mondego>             <xsl:value-of select='sum(//@amount)'/><newline46mondego><newline46mondego>        </totalpayment><newline46mondego><newline46mondego>    </xsl:template><newline46mondego></xsl:stylesheet><newline46mondego>"
"4460splitHere46","4689238splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><totalpayment>2126.5099999999998</totalpayment><newline46mondego>"
"4461splitHere46","4689238splitHere46","sum(//@amount)"
"4462splitHere46","4689238splitHere46","<xsl:stylesheet version=<doubleQuotes46>1.0<doubleQuotes46><newline46mondego>    xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46>><newline46mondego><newline46mondego>    <xsl:output method=<doubleQuotes46>xml<doubleQuotes46> indent=<doubleQuotes46>yes<doubleQuotes46> /><newline46mondego>    <xsl:key name=<doubleQuotes46>names<doubleQuotes46> match=<doubleQuotes46>//*<doubleQuotes46> use=<doubleQuotes46>local-name(.)<doubleQuotes46> /><newline46mondego><newline46mondego>    <xsl:template match=<doubleQuotes46>/<doubleQuotes46>><newline46mondego>        <payment contractType=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>            <income type=<doubleQuotes46>0<doubleQuotes46>><newline46mondego>                <xsl:for-each select=<doubleQuotes46>//@code[not(.=preceding::*//@code)]<doubleQuotes46>><newline46mondego>                    <xsl:variable name=<doubleQuotes46>tagname<doubleQuotes46>><newline46mondego>                        <xsl:value-of select=<doubleQuotes46>name(//*[@code=current()])<doubleQuotes46> /><newline46mondego>                    </xsl:variable><newline46mondego><newline46mondego>                    <xsl:element name=<doubleQuotes46>{$tagname}<doubleQuotes46>><newline46mondego>                        <xsl:attribute name=<doubleQuotes46>code<doubleQuotes46>> <newline46mondego>                            <xsl:value-of select=<doubleQuotes46>current()<doubleQuotes46> /><newline46mondego>                        </xsl:attribute><newline46mondego>                        <xsl:attribute name=<doubleQuotes46>amount<doubleQuotes46>><newline46mondego>                            <xsl:value-of select=<doubleQuotes46>sum(//*[@code=current()]/@amount)<doubleQuotes46> /><br /><newline46mondego>                        </xsl:attribute><newline46mondego>                    </xsl:element><newline46mondego>                </xsl:for-each><newline46mondego><newline46mondego>                <xsl:for-each select=<doubleQuotes46>//*[generate-id(.) = generate-id(key('names', local-name(.))) and starts-with(name(),'netAmount')]<doubleQuotes46>><newline46mondego>                    <xsl:variable name=<doubleQuotes46>tagname<doubleQuotes46>><newline46mondego>                        <xsl:value-of select=<doubleQuotes46>name()<doubleQuotes46> /><newline46mondego>                    </xsl:variable><newline46mondego><newline46mondego>                    <xsl:element name=<doubleQuotes46>{name()}<doubleQuotes46>><newline46mondego>                        <xsl:attribute name=<doubleQuotes46>value<doubleQuotes46>><newline46mondego>                            <xsl:value-of select=<doubleQuotes46>sum(//*[name()=$tagname]/@value)<doubleQuotes46>></xsl:value-of><newline46mondego>                        </xsl:attribute><newline46mondego>                    </xsl:element><newline46mondego>                </xsl:for-each><newline46mondego><newline46mondego>            </income><newline46mondego>        </payment><newline46mondego>    </xsl:template><newline46mondego></xsl:stylesheet><newline46mondego>"
